T1,T2,T3,R1,R2,R3
-0.130745,-0.0607789,0,-1.52531,-1.52013,0
-0.130736,-0.0607684,0,-1.52519,-1.51965,0
-0.130726,-0.0607578,0,-1.52506,-1.51917,0
-0.130718,-0.060757,0,-1.52471,-1.51881,0
-0.130709,-0.0607561,0,-1.52437,-1.51845,0
-0.130704,-0.0607545,0,-1.52402,-1.51809,0
-0.130699,-0.0607529,0,-1.52367,-1.51773,0
-0.130691,-0.0607385,0,-1.52317,-1.51776,0
-0.130683,-0.060724,0,-1.52267,-1.51778,0
-0.130686,-0.0607142,0,-1.52229,-1.51745,0
-0.13069,-0.0607043,0,-1.52192,-1.51712,0
-0.130652,-0.0606973,0,-1.52144,-1.51727,0
-0.130615,-0.0606904,0,-1.52097,-1.51742,0
-0.130584,-0.0606819,0,-1.52058,-1.51711,0
-0.130553,-0.0606735,0,-1.52019,-1.5168,0
-0.130537,-0.0606661,0,-1.51971,-1.51668,0
-0.130521,-0.0606586,0,-1.51922,-1.51655,0
-0.130507,-0.060655,0,-1.51876,-1.51636,0
-0.130493,-0.0606514,0,-1.51829,-1.51618,0
-0.13049,-0.0606501,0,-1.51782,-1.51601,0
-0.130486,-0.0606488,0,-1.51736,-1.51583,0
-0.130482,-0.060648,0,-1.51698,-1.5155,0
-0.130478,-0.0606472,0,-1.51661,-1.51517,0
-0.130469,-0.0606468,0,-1.51613,-1.51533,0
-0.13046,-0.0606465,0,-1.51566,-1.51548,0
-0.130451,-0.0606448,0,-1.51521,-1.51527,0
-0.130442,-0.060643,0,-1.51476,-1.51505,0
-0.130432,-0.0606396,0,-1.51426,-1.51507,0
-0.130422,-0.0606363,0,-1.51376,-1.51509,0
-0.130406,-0.060629,0,-1.51326,-1.51503,0
-0.130391,-0.0606216,0,-1.51277,-1.51498,0
-0.130393,-0.0606204,0,-1.51227,-1.51494,0
-0.130395,-0.0606191,0,-1.51177,-1.51491,0
-0.130387,-0.0606161,0,-1.51127,-1.5149,0
-0.130378,-0.0606131,0,-1.51077,-1.51489,0
-0.13037,-0.0606098,0,-1.51038,-1.51458,0
-0.130361,-0.0606065,0,-1.50999,-1.51427,0
-0.130347,-0.0606,0,-1.50951,-1.51412,0
-0.130334,-0.0605935,0,-1.50904,-1.51396,0
-0.130332,-0.0605924,0,-1.50863,-1.51367,0
-0.130331,-0.0605912,0,-1.50822,-1.51338,0
-0.130326,-0.0605867,0,-1.50773,-1.51348,0
-0.130321,-0.0605821,0,-1.50724,-1.51358,0
-0.1303,-0.060573,0,-1.5068,-1.51335,0
-0.130279,-0.060564,0,-1.50635,-1.51312,0
-0.130282,-0.0605606,0,-1.50589,-1.51292,0
-0.130285,-0.0605572,0,-1.50543,-1.51273,0
-0.130245,-0.0605547,0,-1.50494,-1.51269,0
-0.130205,-0.0605522,0,-1.50444,-1.51265,0
-0.130178,-0.060547,0,-1.50394,-1.51264,0
-0.130151,-0.0605418,0,-1.50344,-1.51263,0
-0.130152,-0.0605322,0,-1.50295,-1.51273,0
-0.130154,-0.0605227,0,-1.50246,-1.51283,0
-0.13015,-0.0605168,0,-1.50215,-1.51244,0
-0.130146,-0.0605109,0,-1.50183,-1.51205,0
-0.130147,-0.0605065,0,-1.50139,-1.51183,0
-0.130148,-0.0605021,0,-1.50094,-1.5116,0
-0.130141,-0.0604869,0,-1.50073,-1.51115,0
-0.130133,-0.0604717,0,-1.50053,-1.51069,0
-0.130133,-0.0604699,0,-1.50028,-1.51026,0
-0.130134,-0.0604682,0,-1.50003,-1.50982,0
-0.130128,-0.0604623,0,-1.49986,-1.50935,0
-0.130122,-0.0604565,0,-1.49968,-1.50889,0
-0.130117,-0.0604463,0,-1.49941,-1.50847,0
-0.130111,-0.0604361,0,-1.49914,-1.50805,0
-0.130128,-0.0604236,0,-1.49866,-1.50819,0
-0.130144,-0.060411,0,-1.49818,-1.50833,0
-0.13014,-0.0604057,0,-1.4978,-1.508,0
-0.130136,-0.0604004,0,-1.49743,-1.50767,0
-0.130136,-0.0603941,0,-1.49694,-1.50755,0
-0.130136,-0.0603878,0,-1.49646,-1.50743,0
-0.130122,-0.0603793,0,-1.49619,-1.507,0
-0.130108,-0.0603708,0,-1.49593,-1.50658,0
-0.130102,-0.060368,0,-1.49546,-1.50675,0
-0.130095,-0.0603653,0,-1.49499,-1.50692,0
-0.130096,-0.0603646,0,-1.4946,-1.50661,0
-0.130096,-0.0603639,0,-1.4942,-1.5063,0
-0.130078,-0.0603628,0,-1.49376,-1.50607,0
-0.13006,-0.0603618,0,-1.49331,-1.50584,0
-0.130047,-0.0603614,0,-1.49282,-1.50593,0
-0.130034,-0.0603609,0,-1.49233,-1.50602,0
-0.129847,-0.0603469,0,-1.49195,-1.50628,0
-0.12966,-0.0603329,0,-1.49157,-1.50655,0
-0.129648,-0.0603287,0,-1.49109,-1.5067,0
-0.129636,-0.0603245,0,-1.49061,-1.50685,0
-0.12962,-0.0603204,0,-1.49012,-1.50694,0
-0.129604,-0.0603163,0,-1.48963,-1.50702,0
-0.129591,-0.0603132,0,-1.48919,-1.50679,0
-0.129579,-0.0603102,0,-1.48875,-1.50656,0
-0.129565,-0.0603078,0,-1.48828,-1.50637,0
-0.129551,-0.0603055,0,-1.48782,-1.50618,0
-0.129552,-0.060302,0,-1.48748,-1.50581,0
-0.129552,-0.0602985,0,-1.48714,-1.50544,0
-0.129532,-0.060295,0,-1.48665,-1.50554,0
-0.129511,-0.0602916,0,-1.48616,-1.50563,0
-0.129512,-0.0602885,0,-1.48579,-1.5053,0
-0.129514,-0.0602853,0,-1.48541,-1.50497,0
-0.129504,-0.0602835,0,-1.48509,-1.50459,0
-0.129494,-0.0602817,0,-1.48476,-1.50421,0
-0.129468,-0.0602667,0,-1.48426,-1.50416,0
-0.129441,-0.0602517,0,-1.48377,-1.50411,0
-0.129433,-0.0602506,0,-1.4833,-1.50394,0
-0.129425,-0.0602495,0,-1.48282,-1.50377,0
-0.12941,-0.0602382,0,-1.48234,-1.50387,0
-0.129396,-0.060227,0,-1.48185,-1.50398,0
-0.129391,-0.0602263,0,-1.4816,-1.50354,0
-0.129386,-0.0602256,0,-1.48136,-1.50311,0
-0.129341,-0.0602246,0,-1.48124,-1.50262,0
-0.129296,-0.0602237,0,-1.48113,-1.50214,0
-0.129297,-0.0602219,0,-1.48087,-1.50171,0
-0.129297,-0.0602202,0,-1.4806,-1.50129,0
-0.129284,-0.0602142,0,-1.4803,-1.50089,0
-0.129271,-0.0602082,0,-1.47999,-1.5005,0
-0.129267,-0.0602079,0,-1.47956,-1.50025,0
-0.129263,-0.0602077,0,-1.47912,-1.50001,0
-0.129268,-0.0601803,0,-1.47886,-1.49958,0
-0.129274,-0.060153,0,-1.47861,-1.49915,0
-0.129263,-0.0601486,0,-1.4785,-1.49866,0
-0.129251,-0.0601442,0,-1.47839,-1.49818,0
-0.129239,-0.0601415,0,-1.47789,-1.49813,0
-0.129226,-0.0601388,0,-1.47739,-1.49809,0
-0.129217,-0.0601349,0,-1.47708,-1.4977,0
-0.129208,-0.060131,0,-1.47676,-1.49731,0
-0.129202,-0.0601187,0,-1.47628,-1.49742,0
-0.129195,-0.0601064,0,-1.47579,-1.49754,0
-0.129179,-0.0600997,0,-1.4754,-1.49722,0
-0.129163,-0.0600931,0,-1.47502,-1.4969,0
-0.129152,-0.0600876,0,-1.47456,-1.49671,0
-0.129141,-0.0600822,0,-1.47409,-1.49652,0
-0.129131,-0.0600815,0,-1.47364,-1.49631,0
-0.129121,-0.0600809,0,-1.47319,-1.49609,0
-0.129112,-0.0600779,0,-1.47285,-1.49573,0
-0.129103,-0.0600748,0,-1.47251,-1.49536,0
-0.129101,-0.0600685,0,-1.47202,-1.49547,0
-0.129098,-0.0600621,0,-1.47153,-1.49558,0
-0.129098,-0.060056,0,-1.47138,-1.49511,0
-0.129098,-0.06005,0,-1.47123,-1.49463,0
-0.129094,-0.0600408,0,-1.47083,-1.49432,0
-0.129089,-0.0600316,0,-1.47044,-1.49402,0
-0.129076,-0.0600295,0,-1.46997,-1.49384,0
-0.129062,-0.0600274,0,-1.4695,-1.49366,0
-0.129055,-0.0600233,0,-1.46923,-1.49324,0
-0.129049,-0.0600192,0,-1.46897,-1.49282,0
-0.129044,-0.0600173,0,-1.46865,-1.49243,0
-0.129039,-0.0600155,0,-1.46833,-1.49205,0
-0.129035,-0.0600107,0,-1.46794,-1.49173,0
-0.12903,-0.0600059,0,-1.46756,-1.49141,0
-0.12902,-0.0599961,0,-1.46707,-1.49132,0
-0.12901,-0.0599862,0,-1.46658,-1.49123,0
-0.128974,-0.0599756,0,-1.46645,-1.49075,0
-0.128938,-0.059965,0,-1.46633,-1.49026,0
-0.128938,-0.0599576,0,-1.46597,-1.48991,0
-0.128939,-0.0599503,0,-1.46562,-1.48956,0
-0.128896,-0.0599428,0,-1.46516,-1.48936,0
-0.128853,-0.0599353,0,-1.46471,-1.48916,0
-0.128852,-0.0599345,0,-1.46453,-1.48869,0
-0.128851,-0.0599337,0,-1.46435,-1.48822,0
-0.128852,-0.0599263,0,-1.46406,-1.48782,0
-0.128852,-0.059919,0,-1.46376,-1.48741,0
-0.128846,-0.0599186,0,-1.46343,-1.48704,0
-0.128839,-0.0599182,0,-1.4631,-1.48666,0
-0.128828,-0.0599142,0,-1.4626,-1.48662,0
-0.128816,-0.0599103,0,-1.46211,-1.48658,0
-0.128814,-0.059908,0,-1.4617,-1.48629,0
-0.128813,-0.0599058,0,-1.46129,-1.486,0
-0.128806,-0.0599,0,-1.46082,-1.48583,0
-0.1288,-0.0598942,0,-1.46035,-1.48566,0
-0.128802,-0.059887,0,-1.46013,-1.48521,0
-0.128804,-0.0598798,0,-1.45991,-1.48476,0
-0.128776,-0.0598747,0,-1.45941,-1.48476,0
-0.128748,-0.0598696,0,-1.45892,-1.48477,0
-0.128725,-0.0598624,0,-1.45846,-1.48457,0
-0.128703,-0.0598552,0,-1.458,-1.48437,0
-0.128702,-0.0598538,0,-1.4575,-1.48434,0
-0.128701,-0.0598524,0,-1.457,-1.48432,0
-0.128696,-0.059849,0,-1.45692,-1.48383,0
-0.12869,-0.0598456,0,-1.45684,-1.48334,0
-0.128679,-0.0598441,0,-1.45636,-1.48317,0
-0.128669,-0.0598427,0,-1.45589,-1.48301,0
-0.12866,-0.0598366,0,-1.45542,-1.48316,0
-0.128652,-0.0598306,0,-1.45494,-1.48332,0
-0.128628,-0.0598133,0,-1.45448,-1.48313,0
-0.128604,-0.059796,0,-1.45402,-1.48294,0
-0.128597,-0.0597904,0,-1.45354,-1.48308,0
-0.12859,-0.0597848,0,-1.45306,-1.48322,0
-0.128594,-0.0597802,0,-1.45267,-1.48291,0
-0.128598,-0.0597755,0,-1.45228,-1.4826,0
-0.128587,-0.0597744,0,-1.45226,-1.4821,0
-0.128576,-0.0597734,0,-1.45225,-1.4816,0
-0.128576,-0.0597686,0,-1.45175,-1.48159,0
-0.128576,-0.0597639,0,-1.45125,-1.48158,0
-0.128565,-0.0597599,0,-1.45123,-1.48108,0
-0.128555,-0.0597559,0,-1.45121,-1.48058,0
-0.12854,-0.0597507,0,-1.45101,-1.48012,0
-0.128524,-0.0597456,0,-1.45081,-1.47966,0
-0.12851,-0.0597396,0,-1.45056,-1.47923,0
-0.128495,-0.0597336,0,-1.45031,-1.4788,0
-0.128467,-0.0597285,0,-1.44981,-1.47881,0
-0.128439,-0.0597235,0,-1.44931,-1.47882,0
-0.128432,-0.0597196,0,-1.44901,-1.47842,0
-0.128425,-0.0597158,0,-1.4487,-1.47802,0
-0.128426,-0.0597157,0,-1.44828,-1.47776,0
-0.128427,-0.0597156,0,-1.44785,-1.4775,0
-0.128414,-0.0597139,0,-1.44769,-1.47703,0
-0.128401,-0.0597121,0,-1.44753,-1.47656,0
-0.128391,-0.0597084,0,-1.44704,-1.47643,0
-0.128381,-0.0597046,0,-1.44656,-1.4763,0
-0.128368,-0.0596998,0,-1.4464,-1.47582,0
-0.128355,-0.0596949,0,-1.44624,-1.47535,0
-0.128342,-0.0596918,0,-1.44594,-1.47496,0
-0.128329,-0.0596886,0,-1.44563,-1.47456,0
-0.128326,-0.0596826,0,-1.44527,-1.47422,0
-0.128323,-0.0596767,0,-1.4449,-1.47388,0
-0.128318,-0.0596711,0,-1.4444,-1.47391,0
-0.128313,-0.0596654,0,-1.4439,-1.47395,0
-0.1283,-0.0596616,0,-1.44349,-1.47367,0
-0.128287,-0.0596578,0,-1.44307,-1.4734,0
-0.128237,-0.0596414,0,-1.44271,-1.47305,0
-0.128188,-0.059625,0,-1.44235,-1.47271,0
-0.12816,-0.05962,0,-1.44185,-1.47272,0
-0.128132,-0.0596149,0,-1.44135,-1.47274,0
-0.12812,-0.0596143,0,-1.44096,-1.47243,0
-0.128108,-0.0596136,0,-1.44057,-1.47212,0
-0.128105,-0.0596106,0,-1.44009,-1.47224,0
-0.128102,-0.0596076,0,-1.4396,-1.47236,0
-0.128084,-0.0595975,0,-1.43948,-1.47187,0
-0.128067,-0.0595874,0,-1.43935,-1.47139,0
-0.12805,-0.0595787,0,-1.439,-1.47103,0
-0.128034,-0.05957,0,-1.43865,-1.47068,0
-0.128023,-0.0595632,0,-1.43816,-1.47077,0
-0.128012,-0.0595564,0,-1.43767,-1.47087,0
-0.128014,-0.0595543,0,-1.43728,-1.47056,0
-0.128015,-0.0595521,0,-1.43688,-1.47025,0
-0.128009,-0.0595451,0,-1.43672,-1.46978,0
-0.128003,-0.059538,0,-1.43657,-1.4693,0
-0.127975,-0.059533,0,-1.43607,-1.46932,0
-0.127947,-0.059528,0,-1.43557,-1.46933,0
-0.127941,-0.059521,0,-1.43507,-1.46937,0
-0.127934,-0.0595141,0,-1.43457,-1.4694,0
-0.127919,-0.0595084,0,-1.43409,-1.46927,0
-0.127904,-0.0595026,0,-1.4336,-1.46914,0
-0.127899,-0.0594993,0,-1.43324,-1.4688,0
-0.127893,-0.059496,0,-1.43287,-1.46846,0
-0.127884,-0.0594925,0,-1.43238,-1.46856,0
-0.127874,-0.0594891,0,-1.43189,-1.46865,0
-0.127859,-0.0594846,0,-1.43141,-1.46851,0
-0.127844,-0.0594801,0,-1.43093,-1.46838,0
-0.127846,-0.0594762,0,-1.43047,-1.46858,0
-0.127848,-0.0594723,0,-1.43002,-1.46879,0
-0.12785,-0.0594679,0,-1.42975,-1.46837,0
-0.127852,-0.0594636,0,-1.42949,-1.46794,0
-0.127836,-0.0594591,0,-1.42904,-1.46773,0
-0.127821,-0.0594546,0,-1.42859,-1.46751,0
-0.127815,-0.059451,0,-1.42841,-1.46704,0
-0.127809,-0.0594474,0,-1.42823,-1.46657,0
-0.127811,-0.0594414,0,-1.42783,-1.46628,0
-0.127813,-0.0594355,0,-1.42742,-1.46599,0
-0.127803,-0.0594317,0,-1.42692,-1.46593,0
-0.127793,-0.0594279,0,-1.42643,-1.46587,0
-0.127785,-0.0594263,0,-1.42641,-1.46537,0
-0.127778,-0.0594247,0,-1.4264,-1.46487,0
-0.127779,-0.0594232,0,-1.42646,-1.46438,0
-0.127781,-0.0594218,0,-1.42652,-1.46388,0
-0.127779,-0.0594207,0,-1.42634,-1.46341,0
-0.127777,-0.0594195,0,-1.42617,-1.46295,0
-0.127771,-0.0594127,0,-1.42597,-1.46249,0
-0.127766,-0.0594058,0,-1.42577,-1.46203,0
-0.127754,-0.0593997,0,-1.42538,-1.46171,0
-0.127742,-0.0593937,0,-1.425,-1.46139,0
-0.127742,-0.0593895,0,-1.42471,-1.46098,0
-0.127742,-0.0593853,0,-1.42442,-1.46057,0
-0.127724,-0.0593784,0,-1.42394,-1.46042,0
-0.127705,-0.0593716,0,-1.42347,-1.46027,0
-0.127696,-0.0593694,0,-1.42312,-1.45991,0
-0.127686,-0.0593672,0,-1.42278,-1.45954,0
-0.12768,-0.0593665,0,-1.42247,-1.45915,0
-0.127674,-0.0593658,0,-1.42216,-1.45876,0
-0.12767,-0.0593633,0,-1.42178,-1.45843,0
-0.127666,-0.0593608,0,-1.4214,-1.45811,0
-0.12766,-0.0593587,0,-1.42101,-1.45779,0
-0.127654,-0.0593567,0,-1.42063,-1.45747,0
-0.127644,-0.0593535,0,-1.42036,-1.45705,0
-0.127633,-0.0593503,0,-1.42009,-1.45663,0
-0.127623,-0.0593494,0,-1.42005,-1.45613,0
-0.127613,-0.0593485,0,-1.42001,-1.45563,0
-0.127596,-0.0593471,0,-1.41965,-1.45529,0
-0.127579,-0.0593457,0,-1.41929,-1.45494,0
-0.127576,-0.0593413,0,-1.41892,-1.4546,0
-0.127573,-0.0593369,0,-1.41856,-1.45425,0
-0.127559,-0.0593325,0,-1.41865,-1.45376,0
-0.127545,-0.059328,0,-1.41875,-1.45327,0
-0.127532,-0.0593224,0,-1.41826,-1.45316,0
-0.127519,-0.0593167,0,-1.41777,-1.45304,0
-0.127517,-0.0593103,0,-1.41731,-1.45285,0
-0.127516,-0.0593039,0,-1.41685,-1.45266,0
-0.127514,-0.059304,0,-1.41673,-1.45217,0
-0.127513,-0.059304,0,-1.41661,-1.45169,0
-0.127497,-0.0593014,0,-1.41616,-1.45146,0
-0.127481,-0.0592987,0,-1.41572,-1.45124,0
-0.127481,-0.0592924,0,-1.41522,-1.45117,0
-0.127482,-0.059286,0,-1.41473,-1.45111,0
-0.127484,-0.0592839,0,-1.41431,-1.45084,0
-0.127486,-0.0592817,0,-1.41388,-1.45057,0
-0.127461,-0.0592681,0,-1.41339,-1.45057,0
-0.127436,-0.0592546,0,-1.41289,-1.45057,0
-0.127429,-0.0592515,0,-1.4125,-1.45026,0
-0.127422,-0.0592484,0,-1.4121,-1.44995,0
-0.127405,-0.0592469,0,-1.41164,-1.44977,0
-0.127389,-0.0592454,0,-1.41117,-1.44959,0
-0.127389,-0.0592417,0,-1.41083,-1.44922,0
-0.12739,-0.0592379,0,-1.41049,-1.44885,0
-0.127388,-0.0592319,0,-1.41007,-1.44859,0
-0.127387,-0.059226,0,-1.40965,-1.44832,0
-0.127341,-0.0592114,0,-1.40972,-1.44783,0
-0.127296,-0.0591969,0,-1.4098,-1.44734,0
-0.127288,-0.0591929,0,-1.40975,-1.44684,0
-0.127281,-0.059189,0,-1.40969,-1.44634,0
-0.127259,-0.0591759,0,-1.40981,-1.44586,0
-0.127237,-0.0591628,0,-1.40993,-1.44538,0
-0.127233,-0.0591618,0,-1.4099,-1.44488,0
-0.127229,-0.0591608,0,-1.40987,-1.44438,0
-0.127218,-0.059158,0,-1.40972,-1.4439,0
-0.127208,-0.0591552,0,-1.40957,-1.44343,0
-0.127209,-0.0591534,0,-1.40926,-1.44303,0
-0.127211,-0.0591515,0,-1.40895,-1.44264,0
-0.127212,-0.0591489,0,-1.40861,-1.44227,0
-0.127214,-0.0591463,0,-1.40827,-1.4419,0
-0.127209,-0.0591416,0,-1.40779,-1.44178,0
-0.127205,-0.0591369,0,-1.4073,-1.44165,0
-0.12717,-0.0591237,0,-1.40681,-1.44164,0
-0.127134,-0.0591105,0,-1.40631,-1.44163,0
-0.127113,-0.0591002,0,-1.40583,-1.44177,0
-0.127092,-0.05909,0,-1.40535,-1.44191,0
-0.127083,-0.0590852,0,-1.40485,-1.44196,0
-0.127074,-0.0590804,0,-1.40435,-1.442,0
-0.127072,-0.0590783,0,-1.40386,-1.44196,0
-0.127069,-0.0590763,0,-1.40336,-1.44191,0
-0.127079,-0.0590675,0,-1.4029,-1.44172,0
-0.127089,-0.0590588,0,-1.40244,-1.44152,0
-0.12709,-0.0590547,0,-1.402,-1.44128,0
-0.127091,-0.0590507,0,-1.40157,-1.44103,0
-0.127086,-0.0590503,0,-1.40134,-1.44058,0
-0.127081,-0.05905,0,-1.40112,-1.44014,0
-0.12708,-0.0590458,0,-1.40109,-1.43964,0
-0.127079,-0.0590415,0,-1.40106,-1.43914,0
-0.127073,-0.0590367,0,-1.40071,-1.43878,0
-0.127068,-0.0590319,0,-1.40036,-1.43842,0
-0.127058,-0.0590273,0,-1.40022,-1.43794,0
-0.127047,-0.0590226,0,-1.40008,-1.43746,0
-0.127046,-0.0590222,0,-1.39977,-1.43707,0
-0.127044,-0.0590218,0,-1.39946,-1.43669,0
-0.127048,-0.0590183,0,-1.39897,-1.43656,0
-0.127051,-0.0590148,0,-1.39849,-1.43644,0
-0.127022,-0.0590099,0,-1.39799,-1.43647,0
-0.126993,-0.0590049,0,-1.39749,-1.43651,0
-0.126975,-0.0589941,0,-1.39703,-1.4367,0
-0.126956,-0.0589832,0,-1.39656,-1.43688,0
-0.126952,-0.0589799,0,-1.39622,-1.43652,0
-0.126948,-0.0589765,0,-1.39587,-1.43616,0
-0.126945,-0.0589708,0,-1.39537,-1.43623,0
-0.126942,-0.058965,0,-1.39488,-1.4363,0
-0.126942,-0.0589636,0,-1.39438,-1.43624,0
-0.126942,-0.0589622,0,-1.39388,-1.43618,0
-0.126933,-0.0589621,0,-1.3934,-1.43605,0
-0.126925,-0.0589621,0,-1.39292,-1.43592,0
-0.126927,-0.058959,0,-1.39242,-1.43594,0
-0.126928,-0.058956,0,-1.39192,-1.43597,0
-0.126923,-0.0589527,0,-1.39155,-1.43563,0
-0.126917,-0.0589494,0,-1.39118,-1.43529,0
-0.126914,-0.0589393,0,-1.39086,-1.43491,0
-0.126911,-0.0589292,0,-1.39054,-1.43453,0
-0.12692,-0.0589241,0,-1.39019,-1.43417,0
-0.126929,-0.058919,0,-1.38984,-1.43381,0
-0.126911,-0.0589165,0,-1.38937,-1.43365,0
-0.126894,-0.0589139,0,-1.38889,-1.43349,0
-0.126879,-0.0589068,0,-1.38857,-1.43311,0
-0.126864,-0.0588997,0,-1.38826,-1.43272,0
-0.12686,-0.0588948,0,-1.3882,-1.43222,0
-0.126855,-0.0588899,0,-1.38815,-1.43173,0
-0.126857,-0.0588859,0,-1.38772,-1.43147,0
-0.126859,-0.0588819,0,-1.38729,-1.43122,0
-0.12685,-0.0588769,0,-1.38682,-1.43105,0
-0.126841,-0.058872,0,-1.38635,-1.43088,0
-0.12684,-0.0588721,0,-1.38586,-1.43097,0
-0.126839,-0.0588722,0,-1.38537,-1.43106,0
-0.126837,-0.0588683,0,-1.38511,-1.43063,0
-0.126835,-0.0588644,0,-1.38485,-1.43021,0
-0.12682,-0.0588621,0,-1.38436,-1.43031,0
-0.126804,-0.0588598,0,-1.38387,-1.43042,0
-0.126775,-0.0588549,0,-1.38337,-1.43046,0
-0.126746,-0.05885,0,-1.38288,-1.4305,0
-0.126748,-0.0588417,0,-1.38244,-1.43026,0
-0.12675,-0.0588335,0,-1.382,-1.43001,0
-0.12674,-0.0588296,0,-1.38159,-1.42974,0
-0.12673,-0.0588257,0,-1.38118,-1.42946,0
-0.12672,-0.058824,0,-1.38093,-1.42902,0
-0.12671,-0.0588224,0,-1.38068,-1.42859,0
-0.126704,-0.0588221,0,-1.3804,-1.42818,0
-0.126698,-0.0588218,0,-1.38011,-1.42776,0
-0.126689,-0.0588163,0,-1.37962,-1.42771,0
-0.126679,-0.0588107,0,-1.37912,-1.42767,0
-0.12665,-0.0588058,0,-1.37862,-1.42771,0
-0.12662,-0.0588009,0,-1.37813,-1.42776,0
-0.126623,-0.058794,0,-1.37772,-1.42747,0
-0.126626,-0.0587871,0,-1.37731,-1.42718,0
-0.126617,-0.0587849,0,-1.37691,-1.42688,0
-0.126609,-0.0587826,0,-1.3765,-1.42659,0
-0.126588,-0.0587768,0,-1.37612,-1.42626,0
-0.126568,-0.0587709,0,-1.37574,-1.42594,0
-0.126555,-0.0587655,0,-1.37546,-1.42553,0
-0.126542,-0.05876,0,-1.37518,-1.42511,0
-0.126529,-0.0587541,0,-1.37475,-1.42486,0
-0.126515,-0.0587482,0,-1.37432,-1.42461,0
-0.126508,-0.0587467,0,-1.37403,-1.4242,0
-0.126502,-0.0587452,0,-1.37374,-1.42379,0
-0.126495,-0.0587422,0,-1.37328,-1.4236,0
-0.126488,-0.0587392,0,-1.37281,-1.42342,0
-0.126484,-0.0587392,0,-1.37245,-1.42308,0
-0.126481,-0.0587392,0,-1.37208,-1.42274,0
-0.126469,-0.0587325,0,-1.37175,-1.42236,0
-0.126458,-0.0587258,0,-1.37141,-1.42199,0
-0.126446,-0.0587251,0,-1.3715,-1.4215,0
-0.126434,-0.0587244,0,-1.37159,-1.42101,0
-0.126415,-0.058702,0,-1.37119,-1.42071,0
-0.126397,-0.0586796,0,-1.37079,-1.42041,0
-0.126386,-0.0586735,0,-1.37029,-1.42038,0
-0.126374,-0.0586675,0,-1.36979,-1.42036,0
-0.126351,-0.0586551,0,-1.36937,-1.42009,0
-0.126327,-0.0586428,0,-1.36895,-1.41982,0
-0.126325,-0.0586365,0,-1.36873,-1.41938,0
-0.126324,-0.0586302,0,-1.3685,-1.41893,0
-0.126306,-0.0586273,0,-1.3682,-1.41853,0
-0.126288,-0.0586244,0,-1.3679,-1.41813,0
-0.126273,-0.0586192,0,-1.36742,-1.41824,0
-0.126257,-0.058614,0,-1.36693,-1.41835,0
-0.126256,-0.058614,0,-1.36676,-1.41788,0
-0.126254,-0.0586139,0,-1.36658,-1.41742,0
-0.126232,-0.0586034,0,-1.36649,-1.41693,0
-0.12621,-0.058593,0,-1.3664,-1.41643,0
-0.126175,-0.0585876,0,-1.3663,-1.41594,0
-0.12614,-0.0585823,0,-1.36621,-1.41545,0
-0.126127,-0.0585797,0,-1.36572,-1.41536,0
-0.126114,-0.0585771,0,-1.36523,-1.41527,0
-0.126084,-0.0585723,0,-1.36473,-1.41532,0
