clx_x,clx_y,clx_z,tgt_x,tgt_y,tgt_z
-0.0292966137,0.0538208580,0.1967986572,-0.0042145228,0.0526470680,0.2000432892
-0.0292966137,0.0538208580,0.1967986572,-0.0039499929,0.0535211487,0.1997823029
-0.0292966137,0.0538208580,0.1967986572,-0.0037315996,0.0544380264,0.1977831573
-0.0292966137,0.0538208580,0.1967986572,-0.0059147673,0.0561299934,0.1970688019
-0.0292966137,0.0538208580,0.1967986572,-0.0066350517,0.0570448494,0.1981315460
-0.0292966137,0.0538208580,0.1967986572,-0.0069811316,0.0569814682,0.1983230743
-0.0292966137,0.0538208580,0.1967986572,-0.0057500148,0.0572154007,0.1988035431
-0.0292966137,0.0538208580,0.1967986572,-0.0064458237,0.0573798180,0.1997324982
-0.0292966137,0.0538208580,0.1967986572,-0.0059080977,0.0572471504,0.1996166534
-0.0292966137,0.0538208580,0.1967986572,-0.0054104238,0.0561994019,0.2001446075
-0.0292966137,0.0538208580,0.1967986572,-0.0068483500,0.0552551460,0.2001320343
-0.0292966137,0.0538208580,0.1967986572,-0.0074964905,0.0557393341,0.1991773224
-0.0292966137,0.0538208580,0.1967986572,-0.0073006878,0.0542986374,0.1975314484
-0.0292966137,0.0538208580,0.1967986572,-0.0074264121,0.0541714745,0.1977820587
-0.0292966137,0.0538208580,0.1967986572,-0.0075015421,0.0528960876,0.1980235138
-0.0292966137,0.0538208580,0.1967986572,-0.0074084601,0.0521600494,0.1994524689
-0.0292966137,0.0538208580,0.1967986572,-0.0063423629,0.0506640396,0.1996344757
-0.0292966137,0.0538208580,0.1967986572,-0.0062399435,0.0500318718,0.1988930206
-0.0292966137,0.0538208580,0.1967986572,-0.0065137935,0.0499130249,0.1980105743
-0.0292966137,0.0538208580,0.1967986572,-0.0059435630,0.0507366905,0.1968330841
-0.0292966137,0.0538208580,0.1967986572,-0.0066113334,0.0518099670,0.1969165802
-0.0292966137,0.0538208580,0.1967986572,-0.0066070390,0.0524063339,0.1969060822
-0.0292966137,0.0538208580,0.1967986572,-0.0054282036,0.0527871819,0.1954966583
-0.0292966137,0.0538208580,0.1967986572,-0.0054623437,0.0510825043,0.1954704132
-0.0292966137,0.0538208580,0.1967986572,-0.0058961439,0.0498829651,0.1953284454
-0.0292966137,0.0538208580,0.1967986572,-0.0058079329,0.0495290947,0.1952594757
-0.0292966137,0.0538208580,0.1967986572,-0.0061176958,0.0485147781,0.1943952179
-0.0292966137,0.0538208580,0.1967986572,-0.0061585999,0.0482421951,0.1939738312
-0.0292966137,0.0538208580,0.1967986572,-0.0032874806,0.0483339767,0.1930354767
