T1,T2,T3,R1,R2,R3
-0.117658,-0.0542656,0,1.20977,1.15235,0
-0.117651,-0.0542643,0,1.20949,1.15194,0
-0.117645,-0.0542631,0,1.20921,1.15152,0
-0.117641,-0.0542553,0,1.20888,1.15115,0
-0.117638,-0.0542475,0,1.20855,1.15077,0
-0.117631,-0.0542309,0,1.20853,1.15027,0
-0.117624,-0.0542142,0,1.20851,1.14977,0
-0.117616,-0.0542102,0,1.20854,1.14928,0
-0.117608,-0.0542061,0,1.20857,1.14878,0
-0.117603,-0.0542022,0,1.20822,1.14842,0
-0.117598,-0.0541982,0,1.20787,1.14806,0
-0.117588,-0.0541955,0,1.2075,1.14773,0
-0.117578,-0.0541927,0,1.20712,1.14741,0
-0.117566,-0.0541901,0,1.20671,1.14711,0
-0.117554,-0.0541874,0,1.2063,1.14682,0
-0.117548,-0.0541862,0,1.20603,1.14641,0
-0.117542,-0.0541849,0,1.20575,1.14599,0
-0.117544,-0.054183,0,1.20537,1.14566,0
-0.117546,-0.0541811,0,1.205,1.14533,0
-0.117528,-0.0541734,0,1.20515,1.14485,0
-0.117511,-0.0541656,0,1.2053,1.14438,0
-0.117514,-0.0541653,0,1.20487,1.14413,0
-0.117517,-0.0541649,0,1.20444,1.14388,0
-0.117511,-0.0541644,0,1.20399,1.14366,0
-0.117504,-0.0541639,0,1.20354,1.14345,0
-0.117498,-0.0541626,0,1.20326,1.14303,0
-0.117492,-0.0541614,0,1.20298,1.14262,0
-0.117467,-0.0541544,0,1.20274,1.14218,0
-0.117443,-0.0541475,0,1.2025,1.14174,0
-0.117441,-0.0541478,0,1.20209,1.14145,0
-0.117439,-0.054148,0,1.20169,1.14115,0
-0.117432,-0.0541468,0,1.20141,1.14073,0
-0.117426,-0.0541455,0,1.20114,1.14032,0
-0.117397,-0.0541418,0,1.20077,1.13998,0
-0.117368,-0.054138,0,1.2004,1.13965,0
-0.117358,-0.0541367,0,1.20012,1.13923,0
-0.117348,-0.0541354,0,1.19985,1.13881,0
-0.117325,-0.0541225,0,1.19993,1.13832,0
-0.117301,-0.0541096,0,1.20001,1.13783,0
-0.117302,-0.0541049,0,1.19968,1.13745,0
-0.117303,-0.0541003,0,1.19936,1.13707,0
-0.117295,-0.0540979,0,1.19954,1.1366,0
-0.117288,-0.0540956,0,1.19972,1.13613,0
-0.117267,-0.0540969,0,1.1999,1.13566,0
-0.117246,-0.0540982,0,1.20008,1.1352,0
-0.117239,-0.0540956,0,1.19977,1.1348,0
-0.117232,-0.054093,0,1.19947,1.13441,0
-0.11723,-0.0540869,0,1.199,1.13423,0
-0.117228,-0.0540808,0,1.19853,1.13406,0
-0.117215,-0.0540723,0,1.19806,1.13389,0
-0.117202,-0.0540638,0,1.19759,1.13372,0
-0.117195,-0.0540595,0,1.19709,1.13374,0
-0.117189,-0.0540552,0,1.19659,1.13377,0
-0.117183,-0.0540505,0,1.19624,1.13341,0
-0.117176,-0.0540459,0,1.19589,1.13306,0
-0.117166,-0.0540428,0,1.19547,1.13278,0
-0.117155,-0.0540398,0,1.19505,1.13251,0
-0.117157,-0.0540372,0,1.19493,1.13202,0
-0.11716,-0.0540346,0,1.19481,1.13154,0
-0.11716,-0.0540351,0,1.19447,1.13118,0
-0.117161,-0.0540356,0,1.19412,1.13081,0
-0.117166,-0.0540312,0,1.1938,1.13044,0
-0.117171,-0.0540268,0,1.19347,1.13006,0
-0.117164,-0.0540227,0,1.19319,1.12964,0
-0.117156,-0.0540185,0,1.19291,1.12923,0
-0.117153,-0.0540183,0,1.19307,1.12875,0
-0.11715,-0.0540181,0,1.19323,1.12828,0
-0.117146,-0.0540163,0,1.19342,1.12782,0
-0.117143,-0.0540145,0,1.1936,1.12735,0
-0.117128,-0.0540083,0,1.1936,1.12685,0
-0.117114,-0.0540021,0,1.1936,1.12635,0
-0.117119,-0.0539995,0,1.19319,1.12607,0
-0.117124,-0.053997,0,1.19278,1.12579,0
-0.117118,-0.0539957,0,1.1925,1.12537,0
-0.117111,-0.0539945,0,1.19222,1.12496,0
-0.117105,-0.0539952,0,1.19187,1.1246,0
-0.117098,-0.0539958,0,1.19151,1.12425,0
-0.117086,-0.0539733,0,1.19165,1.12377,0
-0.117074,-0.0539507,0,1.1918,1.12329,0
-0.117074,-0.0539492,0,1.19181,1.12279,0
-0.117073,-0.0539477,0,1.19182,1.12229,0
-0.117067,-0.0539465,0,1.19154,1.12188,0
-0.117061,-0.0539453,0,1.19126,1.12146,0
-0.116951,-0.0539411,0,1.19139,1.12099,0
-0.116842,-0.0539369,0,1.19152,1.12052,0
-0.116842,-0.0539355,0,1.19158,1.12002,0
-0.116843,-0.0539341,0,1.19165,1.11953,0
-0.116766,-0.0538961,0,1.19166,1.11904,0
-0.11669,-0.0538581,0,1.19168,1.11854,0
-0.116677,-0.0538535,0,1.19125,1.11829,0
-0.116664,-0.053849,0,1.19082,1.11803,0
-0.116656,-0.053843,0,1.19099,1.11757,0
-0.116647,-0.053837,0,1.19117,1.1171,0
-0.116659,-0.0538393,0,1.19073,1.11686,0
-0.116671,-0.0538416,0,1.19029,1.11662,0
-0.116669,-0.0538376,0,1.19005,1.11619,0
-0.116667,-0.0538336,0,1.18981,1.11575,0
-0.116661,-0.0538324,0,1.18953,1.11534,0
-0.116654,-0.0538312,0,1.18925,1.11492,0
-0.11665,-0.0538269,0,1.18876,1.11481,0
-0.116645,-0.0538225,0,1.18827,1.1147,0
-0.116585,-0.053809,0,1.18789,1.11439,0
-0.116526,-0.0537955,0,1.18751,1.11407,0
-0.116523,-0.0537953,0,1.18703,1.11394,0
-0.11652,-0.0537951,0,1.18654,1.1138,0
-0.116512,-0.0537932,0,1.18617,1.11347,0
-0.116504,-0.0537913,0,1.1858,1.11313,0
-0.116473,-0.0537884,0,1.18548,1.11275,0
-0.116442,-0.0537855,0,1.18515,1.11237,0
-0.116445,-0.0537838,0,1.18496,1.11191,0
-0.116448,-0.0537821,0,1.18477,1.11145,0
-0.116448,-0.0537761,0,1.18463,1.11097,0
-0.116448,-0.05377,0,1.1845,1.11049,0
-0.116421,-0.0537588,0,1.184,1.11049,0
-0.116394,-0.0537475,0,1.1835,1.11049,0
-0.116392,-0.0537372,0,1.183,1.11055,0
-0.116391,-0.0537269,0,1.18251,1.1106,0
-0.116378,-0.0537255,0,1.18203,1.11044,0
-0.116365,-0.0537241,0,1.18156,1.11028,0
-0.116359,-0.053723,0,1.18119,1.10994,0
-0.116354,-0.0537218,0,1.18082,1.1096,0
-0.11634,-0.0537209,0,1.18075,1.10911,0
-0.116326,-0.05372,0,1.18068,1.10861,0
-0.116321,-0.0537192,0,1.18082,1.10813,0
-0.116315,-0.0537183,0,1.18096,1.10765,0
-0.116315,-0.0537083,0,1.18112,1.10718,0
-0.116315,-0.0536982,0,1.18128,1.10671,0
-0.116308,-0.053697,0,1.181,1.10629,0
-0.116302,-0.0536959,0,1.18072,1.10588,0
-0.116303,-0.0536928,0,1.18065,1.10538,0
-0.116305,-0.0536896,0,1.18057,1.10489,0
-0.116298,-0.0536885,0,1.18029,1.10447,0
-0.116292,-0.0536873,0,1.18002,1.10406,0
-0.116284,-0.0536874,0,1.17991,1.10357,0
-0.116275,-0.0536875,0,1.1798,1.10308,0
-0.116273,-0.0536824,0,1.17966,1.1026,0
-0.11627,-0.0536773,0,1.17952,1.10212,0
-0.11627,-0.0536776,0,1.17953,1.10162,0
-0.116271,-0.0536779,0,1.17953,1.10112,0
-0.11626,-0.0536733,0,1.17953,1.10062,0
-0.11625,-0.0536687,0,1.17954,1.10012,0
-0.116249,-0.0536627,0,1.17954,1.09962,0
-0.116249,-0.0536567,0,1.17955,1.09912,0
-0.116243,-0.0536555,0,1.17927,1.0987,0
-0.116236,-0.0536544,0,1.179,1.09829,0
-0.116236,-0.0536508,0,1.17858,1.09801,0
-0.116236,-0.0536473,0,1.17817,1.09773,0
-0.116251,-0.0536376,0,1.17816,1.09723,0
-0.116266,-0.053628,0,1.17816,1.09673,0
-0.116264,-0.0536251,0,1.17781,1.09637,0
-0.116263,-0.0536222,0,1.17746,1.09601,0
-0.116264,-0.0536162,0,1.17769,1.09556,0
-0.116266,-0.0536101,0,1.17791,1.09512,0
-0.116224,-0.0536125,0,1.17757,1.09476,0
-0.116181,-0.0536149,0,1.17723,1.0944,0
-0.116162,-0.0536046,0,1.17691,1.09401,0
-0.116144,-0.0535943,0,1.17659,1.09363,0
-0.116141,-0.0535949,0,1.17665,1.09314,0
-0.116138,-0.0535954,0,1.17672,1.09264,0
-0.116132,-0.0535943,0,1.17644,1.09223,0
-0.116125,-0.0535932,0,1.17616,1.09181,0
-0.116124,-0.0535925,0,1.1758,1.09147,0
-0.116124,-0.0535919,0,1.17543,1.09112,0
-0.116117,-0.0535908,0,1.17515,1.09071,0
-0.116111,-0.0535896,0,1.17487,1.0903,0
-0.11611,-0.0535854,0,1.17447,1.09001,0
-0.116109,-0.0535812,0,1.17406,1.08972,0
-0.116098,-0.0535773,0,1.17419,1.08924,0
-0.116088,-0.0535734,0,1.17432,1.08875,0
-0.116092,-0.0535668,0,1.17386,1.08858,0
-0.116095,-0.0535601,0,1.17339,1.0884,0
-0.116087,-0.0535549,0,1.17306,1.08802,0
-0.116079,-0.0535496,0,1.17273,1.08765,0
-0.116072,-0.0535485,0,1.17245,1.08723,0
-0.116066,-0.0535473,0,1.17217,1.08682,0
-0.116061,-0.0535477,0,1.17177,1.08652,0
-0.116056,-0.0535481,0,1.17137,1.08623,0
-0.116062,-0.0535466,0,1.17091,1.08602,0
-0.116068,-0.0535451,0,1.17045,1.08582,0
-0.116069,-0.0535441,0,1.17014,1.08543,0
-0.116069,-0.053543,0,1.16983,1.08503,0
-0.116071,-0.0535377,0,1.16952,1.08464,0
-0.116073,-0.0535323,0,1.16921,1.08425,0
-0.116075,-0.0535288,0,1.16887,1.08388,0
-0.116078,-0.0535253,0,1.16854,1.08351,0
-0.116042,-0.0535078,0,1.16812,1.08324,0
-0.116006,-0.0534902,0,1.1677,1.08298,0
-0.116002,-0.053487,0,1.16777,1.08248,0
-0.115998,-0.0534837,0,1.16784,1.08199,0
-0.11599,-0.0534839,0,1.16752,1.08161,0
-0.115983,-0.0534841,0,1.1672,1.08122,0
-0.11598,-0.0534825,0,1.16733,1.08074,0
-0.115978,-0.0534809,0,1.16747,1.08026,0
-0.115978,-0.0534747,0,1.16773,1.07983,0
-0.115978,-0.0534684,0,1.16798,1.0794,0
-0.115969,-0.0534681,0,1.1677,1.07899,0
-0.11596,-0.0534678,0,1.16741,1.07858,0
-0.115961,-0.0534646,0,1.16708,1.07821,0
-0.115963,-0.0534615,0,1.16674,1.07784,0
-0.115966,-0.0534567,0,1.16658,1.07737,0
-0.11597,-0.0534519,0,1.16641,1.0769,0
-0.115954,-0.0534471,0,1.16627,1.07642,0
-0.115938,-0.0534423,0,1.16613,1.07594,0
-0.11593,-0.0534345,0,1.16634,1.07549,0
-0.115923,-0.0534267,0,1.16656,1.07504,0
-0.115936,-0.0534273,0,1.16674,1.07457,0
-0.11595,-0.0534279,0,1.16693,1.07411,0
-0.115944,-0.0534279,0,1.16664,1.07371,0
-0.115937,-0.0534279,0,1.16635,1.0733,0
-0.11593,-0.0534247,0,1.16633,1.0728,0
-0.115922,-0.0534214,0,1.16632,1.0723,0
-0.115916,-0.0534196,0,1.16583,1.0722,0
-0.11591,-0.0534178,0,1.16533,1.0721,0
-0.115912,-0.053416,0,1.16497,1.07176,0
-0.115914,-0.0534142,0,1.16461,1.07142,0
-0.11591,-0.053414,0,1.16421,1.07112,0
-0.115906,-0.0534138,0,1.16381,1.07081,0
-0.1159,-0.0534127,0,1.16353,1.0704,0
-0.115893,-0.0534116,0,1.16325,1.06998,0
-0.115887,-0.0534105,0,1.16297,1.06957,0
-0.115881,-0.0534094,0,1.16269,1.06915,0
-0.115867,-0.0534094,0,1.16222,1.069,0
-0.115854,-0.0534095,0,1.16174,1.06885,0
-0.115838,-0.0534077,0,1.16141,1.06848,0
-0.115823,-0.053406,0,1.16107,1.06811,0
-0.11582,-0.0534007,0,1.16073,1.06775,0
-0.115817,-0.0533954,0,1.16039,1.06738,0
-0.115803,-0.0533906,0,1.15989,1.06733,0
-0.115789,-0.0533859,0,1.1594,1.06728,0
-0.115789,-0.0533854,0,1.15925,1.0668,0
-0.115788,-0.0533849,0,1.15911,1.06633,0
-0.115783,-0.0533811,0,1.15861,1.06626,0
-0.115779,-0.0533772,0,1.15812,1.06619,0
-0.115771,-0.0533771,0,1.15793,1.06572,0
-0.115762,-0.0533769,0,1.15775,1.06526,0
-0.115736,-0.0533554,0,1.1573,1.06503,0
-0.11571,-0.0533339,0,1.15686,1.06479,0
-0.1157,-0.053329,0,1.15684,1.06429,0
-0.115691,-0.0533242,0,1.15681,1.06379,0
-0.115689,-0.0533245,0,1.15662,1.06333,0
-0.115687,-0.0533249,0,1.15643,1.06287,0
-0.115674,-0.0533232,0,1.15594,1.06296,0
-0.115661,-0.0533216,0,1.15545,1.06304,0
-0.115661,-0.0533183,0,1.15495,1.0631,0
-0.115661,-0.053315,0,1.15445,1.06315,0
-0.115657,-0.0533092,0,1.15398,1.06298,0
-0.115653,-0.0533034,0,1.15351,1.06282,0
-0.115642,-0.0533028,0,1.15308,1.06256,0
-0.11563,-0.0533021,0,1.15265,1.0623,0
-0.115491,-0.053265,0,1.15242,1.06188,0
-0.115352,-0.0532279,0,1.15219,1.06146,0
-0.115336,-0.0532224,0,1.1517,1.06157,0
-0.11532,-0.053217,0,1.15122,1.06169,0
-0.115322,-0.0532141,0,1.15073,1.06182,0
-0.115324,-0.0532112,0,1.15025,1.06195,0
-0.11533,-0.0532144,0,1.14999,1.06152,0
-0.115337,-0.0532176,0,1.14974,1.06109,0
-0.115325,-0.0532119,0,1.14924,1.06105,0
-0.115313,-0.0532062,0,1.14874,1.06101,0
-0.115306,-0.0532052,0,1.14846,1.0606,0
-0.1153,-0.0532042,0,1.14819,1.06018,0
-0.115281,-0.0532034,0,1.14795,1.05974,0
-0.115261,-0.0532026,0,1.14772,1.0593,0
-0.115255,-0.0532016,0,1.14744,1.05888,0
-0.115249,-0.0532005,0,1.14716,1.05846,0
-0.115243,-0.0531985,0,1.14725,1.05797,0
-0.115237,-0.0531965,0,1.14733,1.05748,0
-0.115225,-0.0531859,0,1.14695,1.05715,0
-0.115214,-0.0531752,0,1.14657,1.05683,0
-0.115218,-0.0531736,0,1.14667,1.05634,0
-0.115221,-0.0531719,0,1.14676,1.05585,0
-0.115189,-0.0531635,0,1.1464,1.05551,0
-0.115157,-0.0531552,0,1.14603,1.05517,0
-0.11515,-0.0531556,0,1.1456,1.05491,0
-0.115143,-0.0531559,0,1.14517,1.05466,0
-0.115148,-0.0531561,0,1.14484,1.05428,0
-0.115152,-0.0531563,0,1.14451,1.05391,0
-0.11514,-0.0531539,0,1.1441,1.05362,0
-0.115128,-0.0531514,0,1.1437,1.05332,0
-0.115102,-0.0531521,0,1.14356,1.05285,0
-0.115076,-0.0531528,0,1.14341,1.05237,0
-0.115063,-0.0531525,0,1.14344,1.05187,0
-0.115049,-0.0531521,0,1.14347,1.05137,0
-0.115035,-0.053146,0,1.14364,1.0509,0
-0.115021,-0.0531399,0,1.1438,1.05042,0
-0.115016,-0.0531371,0,1.1438,1.04992,0
-0.11501,-0.0531343,0,1.14381,1.04942,0
-0.115005,-0.0531266,0,1.14399,1.04896,0
-0.115,-0.0531189,0,1.14418,1.0485,0
-0.114994,-0.0531179,0,1.1439,1.04808,0
-0.114988,-0.0531168,0,1.14362,1.04766,0
-0.114988,-0.0531129,0,1.14331,1.04727,0
-0.114989,-0.0531089,0,1.143,1.04688,0
-0.114991,-0.0531068,0,1.14271,1.04647,0
-0.114994,-0.0531048,0,1.14242,1.04607,0
-0.114946,-0.0530731,0,1.14215,1.04565,0
-0.114898,-0.0530413,0,1.14188,1.04523,0
-0.11489,-0.0530378,0,1.14152,1.04489,0
-0.114882,-0.0530344,0,1.14115,1.04455,0
-0.114869,-0.053032,0,1.14115,1.04405,0
-0.114857,-0.0530296,0,1.14115,1.04355,0
-0.114851,-0.0530286,0,1.14087,1.04313,0
-0.114845,-0.0530276,0,1.14059,1.04272,0
-0.114846,-0.0530179,0,1.1405,1.04222,0
-0.114847,-0.0530083,0,1.14042,1.04173,0
-0.114829,-0.0530051,0,1.13994,1.04158,0
-0.114811,-0.0530019,0,1.13946,1.04143,0
-0.114807,-0.0529978,0,1.13947,1.04093,0
-0.114803,-0.0529937,0,1.13949,1.04043,0
-0.114796,-0.0529892,0,1.13958,1.03994,0
-0.114789,-0.0529847,0,1.13968,1.03945,0
-0.11479,-0.0529776,0,1.1393,1.03913,0
-0.114791,-0.0529705,0,1.13891,1.03881,0
-0.114783,-0.0529706,0,1.13846,1.0386,0
-0.114774,-0.0529707,0,1.13801,1.03839,0
-0.114777,-0.0529672,0,1.13817,1.03792,0
-0.11478,-0.0529636,0,1.13834,1.03745,0
-0.114779,-0.0529537,0,1.13854,1.03699,0
-0.114779,-0.0529438,0,1.13873,1.03653,0
-0.114771,-0.0529412,0,1.1388,1.03603,0
-0.114764,-0.0529385,0,1.13886,1.03554,0
-0.114763,-0.0529392,0,1.13868,1.03507,0
-0.114762,-0.0529398,0,1.13851,1.0346,0
-0.114747,-0.0529343,0,1.13847,1.0341,0
-0.114732,-0.0529288,0,1.13844,1.0336,0
-0.114731,-0.0529242,0,1.13811,1.03323,0
-0.11473,-0.0529196,0,1.13778,1.03285,0
-0.114714,-0.0529117,0,1.13729,1.03274,0
-0.114699,-0.0529038,0,1.1368,1.03263,0
-0.11469,-0.0529036,0,1.13636,1.03239,0
-0.114681,-0.0529034,0,1.13593,1.03214,0
-0.114673,-0.0529057,0,1.13594,1.03164,0
-0.114666,-0.052908,0,1.13596,1.03114,0
-0.114658,-0.0529041,0,1.13555,1.03085,0
-0.11465,-0.0529001,0,1.13515,1.03055,0
-0.114633,-0.0529002,0,1.13505,1.03007,0
-0.114615,-0.0529003,0,1.13495,1.02958,0
-0.114601,-0.0528987,0,1.13476,1.02911,0
-0.114587,-0.0528971,0,1.13457,1.02865,0
-0.114583,-0.0528974,0,1.13484,1.02823,0
-0.114579,-0.0528978,0,1.1351,1.0278,0
-0.114569,-0.0528953,0,1.13477,1.02742,0
-0.114559,-0.0528929,0,1.13445,1.02705,0
-0.114541,-0.0528877,0,1.13401,1.02681,0
-0.114523,-0.0528825,0,1.13356,1.02658,0
-0.114465,-0.0528816,0,1.13378,1.02613,0
-0.114408,-0.0528807,0,1.13399,1.02568,0
-0.114402,-0.0528797,0,1.13371,1.02527,0
-0.114396,-0.0528788,0,1.13343,1.02485,0
-0.114391,-0.0528773,0,1.13308,1.0245,0
-0.114386,-0.0528759,0,1.13272,1.02415,0
-0.114376,-0.0528699,0,1.13286,1.02367,0
-0.114366,-0.0528638,0,1.13301,1.02319,0
-0.114356,-0.0528622,0,1.13269,1.02281,0
-0.114347,-0.0528605,0,1.13237,1.02242,0
-0.114341,-0.0528596,0,1.13209,1.02201,0
-0.114335,-0.0528586,0,1.13181,1.02159,0
-0.114336,-0.0528564,0,1.13138,1.02133,0
-0.114338,-0.0528542,0,1.13095,1.02107,0
-0.114314,-0.052856,0,1.13104,1.02058,0
-0.11429,-0.0528578,0,1.13113,1.02009,0
-0.114293,-0.0528488,0,1.13093,1.01963,0
-0.114296,-0.0528397,0,1.13073,1.01918,0
-0.114286,-0.0528337,0,1.13095,1.01873,0
-0.114276,-0.0528277,0,1.13118,1.01828,0
-0.114251,-0.0528272,0,1.1311,1.01779,0
-0.114227,-0.0528266,0,1.13102,1.0173,0
-0.114223,-0.0528246,0,1.13095,1.0168,0
-0.114219,-0.0528225,0,1.13088,1.01631,0
-0.114194,-0.0528168,0,1.13077,1.01582,0
-0.114169,-0.0528111,0,1.13066,1.01533,0
-0.11416,-0.0528081,0,1.13028,1.01501,0
-0.114151,-0.0528052,0,1.1299,1.01468,0
-0.114151,-0.0528011,0,1.1301,1.01422,0
-0.114152,-0.052797,0,1.1303,1.01377,0
-0.114156,-0.0527937,0,1.12996,1.01339,0
-0.114161,-0.0527904,0,1.12963,1.01302,0
-0.114147,-0.0527852,0,1.12935,1.01261,0
-0.114133,-0.05278,0,1.12907,1.01219,0
-0.114137,-0.0527734,0,1.1288,1.01177,0
-0.114141,-0.0527668,0,1.12853,1.01135,0
-0.114135,-0.0527649,0,1.12811,1.01108,0
-0.114129,-0.0527629,0,1.12769,1.01081,0
-0.114114,-0.0527522,0,1.12781,1.01032,0
-0.1141,-0.0527415,0,1.12792,1.00983,0
-0.114105,-0.0527336,0,1.1275,1.00956,0
-0.11411,-0.0527257,0,1.12708,1.00928,0
-0.114113,-0.0527249,0,1.12703,1.00878,0
-0.114116,-0.0527241,0,1.12698,1.00829,0
-0.11411,-0.052724,0,1.12705,1.00779,0
-0.114103,-0.052724,0,1.12711,1.0073,0
-0.114069,-0.0527085,0,1.12662,1.00722,0
-0.114035,-0.0526931,0,1.12613,1.00715,0
-0.114034,-0.0526893,0,1.12603,1.00666,0
-0.114032,-0.0526855,0,1.12593,1.00617,0
-0.114008,-0.0526814,0,1.12543,1.0061,0
-0.113984,-0.0526772,0,1.12494,1.00604,0
-0.113976,-0.0526748,0,1.12496,1.00554,0
-0.113968,-0.0526725,0,1.12499,1.00504,0
-0.113966,-0.0526735,0,1.12508,1.00454,0
-0.113963,-0.0526745,0,1.12516,1.00405,0
-0.113947,-0.0526643,0,1.1247,1.00386,0
-0.113931,-0.0526541,0,1.12424,1.00367,0
-0.113918,-0.0526525,0,1.12375,1.00359,0
-0.113905,-0.0526509,0,1.12326,1.0035,0
-0.113891,-0.052648,0,1.12279,1.00332,0
-0.113877,-0.0526452,0,1.12233,1.00313,0
-0.113868,-0.0526369,0,1.1221,1.00269,0
-0.113858,-0.0526286,0,1.12187,1.00224,0
-0.113858,-0.0526267,0,1.12149,1.00192,0
-0.113858,-0.0526247,0,1.12111,1.0016,0
-0.113857,-0.0526233,0,1.12078,1.00123,0
-0.113856,-0.0526218,0,1.12045,1.00085,0
-0.113845,-0.05262,0,1.12016,1.00044,0
-0.113833,-0.0526182,0,1.11987,1.00004,0
-0.113824,-0.0526181,0,1.11958,0.999629,0
-0.113815,-0.052618,0,1.11929,0.999222,0
-0.113809,-0.0526171,0,1.11901,0.998808,0
-0.113803,-0.0526162,0,1.11873,0.998394,0
-0.1138,-0.052614,0,1.11823,0.99841,0
-0.113797,-0.0526117,0,1.11773,0.998426,0
-0.11379,-0.0526057,0,1.11723,0.998386,0
-0.113783,-0.0525997,0,1.11673,0.998346,0
-0.113758,-0.0525851,0,1.11638,0.997988,0
-0.113732,-0.0525704,0,1.11603,0.997631,0
-0.113733,-0.0525719,0,1.11567,0.997285,0
-0.113734,-0.0525734,0,1.11531,0.996939,0
-0.113726,-0.0525694,0,1.11489,0.996676,0
-0.113718,-0.0525654,0,1.11446,0.996413,0
-0.113707,-0.0525621,0,1.11429,0.995941,0
-0.113697,-0.0525589,0,1.11413,0.99547,0
-0.113691,-0.052558,0,1.11385,0.995055,0
-0.113685,-0.0525571,0,1.11357,0.994641,0
-0.113685,-0.0525511,0,1.11327,0.99424,0
-0.113685,-0.052545,0,1.11297,0.993839,0
-0.113675,-0.052543,0,1.11262,0.993484,0
-0.113665,-0.052541,0,1.11227,0.993129,0
-0.113651,-0.0525342,0,1.11202,0.992695,0
-0.113637,-0.0525274,0,1.11177,0.992262,0
-0.113627,-0.0525269,0,1.11161,0.99179,0
-0.113618,-0.0525264,0,1.11144,0.991318,0
-0.113615,-0.0525218,0,1.11115,0.990909,0
-0.113612,-0.0525173,0,1.11087,0.9905,0
-0.113608,-0.0525107,0,1.11062,0.990065,0
-0.113604,-0.0525042,0,1.11037,0.989629,0
-0.113609,-0.052496,0,1.11008,0.989226,0
-0.113614,-0.0524878,0,1.10978,0.988823,0
-0.1136,-0.0524835,0,1.10942,0.988479,0
-0.113587,-0.0524793,0,1.10906,0.988134,0
-0.113588,-0.0524772,0,1.10867,0.987816,0
-0.113589,-0.0524751,0,1.10829,0.987498,0
-0.113588,-0.0524707,0,1.10795,0.987133,0
-0.113586,-0.0524663,0,1.1076,0.986769,0
-0.113575,-0.0524524,0,1.10711,0.986694,0
-0.113565,-0.0524385,0,1.10661,0.986619,0
-0.113565,-0.0524377,0,1.10612,0.986529,0
-0.113566,-0.0524368,0,1.10563,0.986439,0
-0.113561,-0.0524332,0,1.1052,0.986189,0
-0.113557,-0.0524296,0,1.10477,0.985939,0
-0.113543,-0.0524264,0,1.10429,0.986093,0
-0.11353,-0.0524232,0,1.10381,0.986247,0
-0.113527,-0.0524227,0,1.10336,0.986047,0
-0.113524,-0.0524221,0,1.1029,0.985848,0
-0.113525,-0.0524185,0,1.1027,0.985389,0
-0.113527,-0.0524148,0,1.1025,0.984931,0
-0.113499,-0.0524033,0,1.10218,0.984549,0
-0.113471,-0.0523918,0,1.10186,0.984166,0
-0.113463,-0.0523936,0,1.10191,0.983669,0
-0.113454,-0.0523953,0,1.10196,0.983172,0
-0.113446,-0.0523926,0,1.10165,0.982784,0
-0.113438,-0.0523899,0,1.10133,0.982396,0
-0.113436,-0.0523876,0,1.10123,0.981907,0
-0.113435,-0.0523853,0,1.10113,0.981418,0
-0.113399,-0.0523856,0,1.10079,0.981047,0
-0.113364,-0.052386,0,1.10046,0.980676,0
-0.113343,-0.0523753,0,1.10012,0.980309,0
-0.113322,-0.0523645,0,1.09978,0.979941,0
-0.11331,-0.0523573,0,1.09945,0.979571,0
-0.113297,-0.0523501,0,1.09911,0.979202,0
-0.113269,-0.0523491,0,1.09862,0.979279,0
-0.113242,-0.0523482,0,1.09812,0.979357,0
-0.113238,-0.0523479,0,1.09767,0.979159,0
-0.113235,-0.0523476,0,1.09721,0.978961,0
-0.113238,-0.0523388,0,1.09683,0.978635,0
-0.113241,-0.0523301,0,1.09645,0.978308,0
-0.113236,-0.0523293,0,1.09617,0.977893,0
-0.11323,-0.0523285,0,1.09589,0.977478,0
-0.113224,-0.0523276,0,1.09561,0.977062,0
-0.113218,-0.0523268,0,1.09534,0.976647,0
-0.113223,-0.0523224,0,1.09484,0.976728,0
-0.113227,-0.0523179,0,1.09435,0.976809,0
-0.11323,-0.0523106,0,1.09387,0.976946,0
-0.113233,-0.0523032,0,1.09339,0.977082,0
-0.113221,-0.0523007,0,1.0929,0.97719,0
-0.113209,-0.0522981,0,1.09241,0.977298,0
-0.113196,-0.0522921,0,1.09216,0.976866,0
-0.113184,-0.0522862,0,1.09191,0.976433,0
-0.113189,-0.052285,0,1.09146,0.976644,0
-0.113194,-0.0522838,0,1.091,0.976854,0
-0.113172,-0.0522699,0,1.09055,0.977068,0
-0.11315,-0.052256,0,1.0901,0.977281,0
-0.113144,-0.0522552,0,1.08982,0.976865,0
-0.113139,-0.0522544,0,1.08955,0.976449,0
-0.113132,-0.0522551,0,1.08932,0.976006,0
-0.113125,-0.0522558,0,1.08908,0.975564,0
-0.113128,-0.0522547,0,1.08873,0.975214,0
-0.113131,-0.0522537,0,1.08837,0.974865,0
-0.113122,-0.0522479,0,1.08814,0.974418,0
-0.113113,-0.052242,0,1.08792,0.973972,0
-0.113114,-0.0522373,0,1.08742,0.973916,0
-0.113115,-0.0522326,0,1.08692,0.973861,0
-0.113111,-0.0522228,0,1.08642,0.973879,0
-0.113108,-0.0522131,0,1.08593,0.973897,0
-0.113094,-0.0522141,0,1.08585,0.973402,0
-0.11308,-0.0522151,0,1.08578,0.972907,0
-0.113084,-0.0522104,0,1.08567,0.972421,0
-0.113088,-0.0522056,0,1.08555,0.971935,0
-0.113049,-0.0522068,0,1.08519,0.971591,0
-0.11301,-0.052208,0,1.08483,0.971246,0
