t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.000,0.000000,0.000000,0.000000,-0.012008,-0.016560,0.127064,-0.046792,0.165738,-0.384459,0.421268,0.000000
0.025,0.000000,0.000000,0.000000,-0.012008,-0.016562,0.127063,-0.046788,0.165702,-0.384398,0.421199,0.000000
0.050,-0.015617,0.015495,0.130000,-0.012007,-0.016564,0.127063,-0.046785,0.165672,-0.384340,0.421134,0.000000
0.075,-0.015678,0.015434,0.130000,-0.012008,-0.016565,0.127063,-0.046785,0.165649,-0.384288,0.421077,63.721000
0.100,-0.015739,0.015372,0.130000,-0.012009,-0.016565,0.127063,-0.046785,0.165632,-0.384249,0.421035,20.235000
0.125,-0.015799,0.015310,0.130000,-0.012009,-0.016566,0.127062,-0.046784,0.165620,-0.384225,0.421008,20.030000
0.150,-0.015859,0.015248,0.130000,-0.012007,-0.016566,0.127063,-0.046781,0.165609,-0.384212,0.420991,20.743000
0.175,-0.015919,0.015186,0.130000,-0.012006,-0.016567,0.127062,-0.046777,0.165600,-0.384209,0.420984,20.416000
0.200,-0.015978,0.015123,0.130000,-0.012006,-0.016568,0.127062,-0.046775,0.165595,-0.384214,0.420987,18.750000
0.225,-0.016037,0.015060,0.130000,-0.012008,-0.016569,0.127062,-0.046775,0.165595,-0.384220,0.420993,18.697000
0.250,-0.016096,0.014997,0.130000,-0.012010,-0.016569,0.127061,-0.046778,0.165599,-0.384222,0.420996,18.697000
0.275,-0.016155,0.014934,0.130000,-0.012014,-0.016569,0.127061,-0.046783,0.165606,-0.384219,0.420997,20.190000
0.300,-0.016214,0.014870,0.130000,-0.012018,-0.016568,0.127060,-0.046789,0.165616,-0.384216,0.420999,20.190000
0.325,-0.016272,0.014806,0.130000,-0.012020,-0.016567,0.127060,-0.046794,0.165625,-0.384217,0.421004,21.774000
0.350,-0.016330,0.014742,0.130000,-0.012020,-0.016566,0.127061,-0.046796,0.165634,-0.384222,0.421012,22.638000
0.375,-0.016388,0.014678,0.130000,-0.012020,-0.016565,0.127061,-0.046799,0.165647,-0.384231,0.421026,22.803000
0.400,-0.016445,0.014614,0.130000,-0.012021,-0.016563,0.127062,-0.046805,0.165666,-0.384245,0.421047,25.454000
0.425,-0.016502,0.014549,0.130000,-0.012023,-0.016561,0.127062,-0.046814,0.165692,-0.384254,0.421066,24.392000
0.450,-0.016559,0.014484,0.130000,-0.012026,-0.016557,0.127064,-0.046827,0.165723,-0.384253,0.421079,22.746000
0.475,-0.016616,0.014419,0.130000,-0.012029,-0.016552,0.127065,-0.046844,0.165761,-0.384250,0.421093,25.008000
0.500,-0.016673,0.014353,0.130000,-0.012033,-0.016547,0.127066,-0.046862,0.165806,-0.384252,0.421115,25.890000
0.525,-0.016729,0.014288,0.130000,-0.012034,-0.016541,0.127068,-0.046876,0.165848,-0.384262,0.421142,24.301000
0.550,-0.016785,0.014222,0.130000,-0.012032,-0.016538,0.127069,-0.046884,0.165876,-0.384276,0.421166,19.534000
0.575,-0.016841,0.014156,0.130000,-0.012031,-0.016536,0.127070,-0.046886,0.165890,-0.384289,0.421184,24.496000
0.600,-0.016896,0.014090,0.130000,-0.012029,-0.016536,0.127070,-0.046885,0.165892,-0.384296,0.421191,23.447000
0.625,-0.016951,0.014023,0.130000,-0.012029,-0.016536,0.127070,-0.046883,0.165886,-0.384288,0.421181,23.023000
0.650,-0.017006,0.013957,0.130000,-0.012028,-0.016536,0.127070,-0.046882,0.165874,-0.384264,0.421154,20.569000
0.675,-0.017061,0.013890,0.130000,-0.012027,-0.016537,0.127070,-0.046880,0.165857,-0.384236,0.421122,22.866000
0.700,-0.017115,0.013823,0.130000,-0.012025,-0.016539,0.127070,-0.046873,0.165832,-0.384212,0.421090,27.943000
0.725,-0.017169,0.013755,0.130000,-0.012019,-0.016542,0.127070,-0.046859,0.165793,-0.384190,0.421052,22.602000
0.751,-0.017223,0.013688,0.130000,-0.012014,-0.016547,0.127069,-0.046827,0.165697,-0.384131,0.420958,26.707000
