t,x,y,z,qw,qx,qy,qz,x_r,y_r,z_r,x_sim,y_sim,z_sim,ctrl_time
990.598,0.01281,0.01943,0.13264,0.70616,-0.24841,0.11486,-0.65303,0.01310,0.01940,0.13240,0.01507,0.01884,0.13051,0.00000
990.608,0.01281,0.01943,0.13264,0.70616,-0.24841,0.11486,-0.65303,0.01310,0.01940,0.13240,0.01507,0.01884,0.13051,0.00000
990.618,0.01281,0.01943,0.13264,0.70616,-0.24841,0.11486,-0.65303,0.01310,0.01940,0.13240,0.01507,0.01884,0.13051,0.00000
1031.388,0.01788,-0.01801,0.12424,-0.44738,0.04918,-0.36505,0.81497,0.01680,-0.01760,0.12440,0.01897,-0.01550,0.12315,0.00000
1031.398,0.01788,-0.01801,0.12425,-0.44739,0.04922,-0.36506,0.81496,0.01680,-0.01760,0.12440,0.01897,-0.01550,0.12315,0.00000
1031.408,0.01788,-0.01801,0.12425,-0.44739,0.04922,-0.36506,0.81496,0.01680,-0.01760,0.12440,0.01897,-0.01550,0.12315,0.00000
1031.418,0.01788,-0.01801,0.12424,-0.44740,0.04920,-0.36504,0.81496,0.01680,-0.01760,0.12440,0.01897,-0.01550,0.12315,0.00000
1067.088,-0.02093,-0.00345,0.11877,0.54821,0.31376,-0.13726,-0.76301,-0.02060,-0.00320,0.11910,-0.01747,-0.00475,0.11890,0.00000
1067.098,-0.02090,-0.00344,0.11873,0.54850,0.31336,-0.13724,-0.76297,-0.02060,-0.00320,0.11910,-0.01747,-0.00475,0.11890,0.00000
1067.108,-0.02090,-0.00344,0.11873,0.54850,0.31336,-0.13724,-0.76297,-0.02060,-0.00320,0.11910,-0.01747,-0.00475,0.11890,0.00000
1067.118,-0.02091,-0.00344,0.11874,0.54843,0.31350,-0.13733,-0.76294,-0.02060,-0.00320,0.11910,-0.01747,-0.00475,0.11890,0.00000
1103.888,0.01693,-0.01637,0.12646,-0.44304,-0.01034,-0.33127,0.83299,0.01650,-0.01720,0.12670,0.01788,-0.01815,0.12542,0.00000
1103.898,0.01692,-0.01638,0.12642,-0.44326,-0.01030,-0.33104,0.83296,0.01650,-0.01720,0.12670,0.01788,-0.01815,0.12542,0.00000
1103.908,0.01692,-0.01638,0.12642,-0.44326,-0.01030,-0.33104,0.83296,0.01650,-0.01720,0.12670,0.01788,-0.01815,0.12542,0.00000
1103.918,0.01692,-0.01638,0.12642,-0.44326,-0.01030,-0.33104,0.83296,0.01650,-0.01720,0.12670,0.01788,-0.01815,0.12542,0.00000
1140.287,-0.00428,-0.01350,0.13384,0.57532,0.20993,-0.04260,-0.78938,-0.00410,-0.01360,0.13310,-0.00256,-0.01655,0.13105,0.00000
1140.297,-0.00427,-0.01351,0.13386,0.57522,0.20997,-0.04246,-0.78945,-0.00410,-0.01360,0.13310,-0.00256,-0.01655,0.13105,0.00000
1140.308,-0.00427,-0.01351,0.13386,0.57522,0.20997,-0.04246,-0.78945,-0.00410,-0.01360,0.13310,-0.00256,-0.01655,0.13105,0.00000
1140.318,-0.00427,-0.01351,0.13386,0.57522,0.20997,-0.04246,-0.78945,-0.00410,-0.01360,0.13310,-0.00256,-0.01655,0.13105,0.00000
1180.288,-0.01429,-0.00481,0.11982,0.66197,0.17988,-0.19433,-0.70120,-0.01460,-0.00500,0.11970,-0.01316,-0.00953,0.11815,0.00000
1180.298,-0.01429,-0.00485,0.11985,0.66189,0.17993,-0.19419,-0.70130,-0.01460,-0.00500,0.11970,-0.01316,-0.00953,0.11815,0.00000
1180.308,-0.01429,-0.00485,0.11985,0.66189,0.17993,-0.19419,-0.70130,-0.01460,-0.00500,0.11970,-0.01316,-0.00953,0.11815,0.00000
1180.318,-0.01429,-0.00485,0.11985,0.66189,0.17993,-0.19419,-0.70130,-0.01460,-0.00500,0.11970,-0.01316,-0.00953,0.11815,0.00000
1205.487,0.00165,-0.01359,0.10500,-0.44568,-0.11808,-0.24601,0.85259,0.00240,-0.01350,0.10480,0.00464,-0.01267,0.10488,0.00000
1205.497,0.00165,-0.01359,0.10501,-0.44568,-0.11812,-0.24597,0.85259,0.00240,-0.01350,0.10480,0.00464,-0.01267,0.10488,0.00000
1205.508,0.00165,-0.01359,0.10501,-0.44568,-0.11812,-0.24597,0.85259,0.00240,-0.01350,0.10480,0.00464,-0.01267,0.10488,0.00000
1205.518,0.00165,-0.01359,0.10501,-0.44568,-0.11812,-0.24597,0.85259,0.00240,-0.01350,0.10480,0.00464,-0.01267,0.10488,0.00000
1263.088,0.02115,0.02854,0.13312,0.74120,-0.39103,0.09747,-0.53685,0.02080,0.02900,0.13320,0.02230,0.02456,0.13217,0.00000
1263.098,0.02126,0.02845,0.13308,0.74100,-0.39119,0.09792,-0.53693,0.02080,0.02900,0.13320,0.02230,0.02456,0.13217,0.00000
1263.108,0.02126,0.02845,0.13308,0.74100,-0.39119,0.09792,-0.53693,0.02080,0.02900,0.13320,0.02230,0.02456,0.13217,0.00000
1263.118,0.02100,0.02884,0.13302,0.74131,-0.39063,0.09717,-0.53705,0.02080,0.02900,0.13320,0.02230,0.02456,0.13217,0.00000
1315.788,0.02962,0.01852,0.13122,0.71836,-0.39666,0.14349,-0.55320,0.02890,0.01890,0.13080,0.02754,0.01876,0.12944,0.00000
1315.798,0.02955,0.01861,0.13114,0.71853,-0.39657,0.14315,-0.55313,0.02890,0.01890,0.13080,0.02754,0.01876,0.12944,0.00000
1315.808,0.02955,0.01861,0.13114,0.71853,-0.39657,0.14315,-0.55313,0.02890,0.01890,0.13080,0.02754,0.01876,0.12944,0.00000
1315.818,0.02948,0.01871,0.13109,0.71869,-0.39625,0.14279,-0.55325,0.02890,0.01890,0.13080,0.02754,0.01876,0.12944,0.00000
