t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
49.987,0.962898,-0.096556,-1.982170,-0.039717,-0.048869,0.000030,0.000000,0.000010,-14.300000,32.200000,-172.200000,174.300000,0.963167,-0.096556,-1.982348,-0.039715,0.000000,0.000000,0.000000,0.000000
49.998,0.962898,-0.096556,-1.982170,-0.039717,-0.048869,0.000030,0.000000,0.000010,-14.300000,32.200000,-172.200000,174.300000,0.963167,-0.096556,-1.982348,-0.039715,0.000000,0.000000,0.000000,0.000000
50.008,0.962898,-0.096556,-1.982170,-0.039717,-0.048869,0.000030,0.000000,0.000010,-14.300000,32.200000,-172.200000,174.300000,0.963167,-0.096556,-1.982348,-0.039715,0.000000,0.000000,0.000000,0.000000
50.018,0.962898,-0.096556,-1.982170,-0.039717,-0.048869,0.000030,0.000000,0.000010,-14.300000,32.200000,-172.200000,174.300000,0.963167,-0.096556,-1.982348,-0.039715,0.000000,0.000000,0.000000,0.000000
120.688,1.707805,-0.076541,3.599043,-0.036447,-0.045379,0.000040,0.000000,0.000000,-14.700000,80.800000,200.100000,40.700000,1.707833,-0.076540,3.598876,-0.036448,0.000000,0.000000,0.000000,0.000000
120.698,1.707805,-0.076541,3.599043,-0.036447,-0.045379,0.000040,0.000000,0.000000,-14.700000,80.800000,200.100000,40.700000,1.707833,-0.076540,3.598876,-0.036448,0.000000,0.000000,0.000000,0.000000
120.708,1.707805,-0.076541,3.599043,-0.036447,-0.045379,0.000040,0.000000,0.000000,-14.700000,80.800000,200.100000,40.700000,1.707833,-0.076540,3.598876,-0.036448,0.000000,0.000000,0.000000,0.000000
120.718,1.707805,-0.076541,3.599043,-0.036447,-0.045379,0.000040,0.000000,0.000000,-14.700000,80.800000,200.100000,40.700000,1.707833,-0.076540,3.598876,-0.036448,0.000000,0.000000,0.000000,0.000000
168.788,0.933402,-0.079227,3.057293,-0.034862,0.000000,0.000090,-0.001745,0.000000,-21.700000,41.800000,-94.100000,129.500000,0.933669,-0.079223,3.057566,-0.034863,0.000000,0.000000,0.000000,0.000000
168.798,0.933402,-0.079227,3.057293,-0.034862,0.000000,0.000090,-0.001745,0.000000,-21.700000,41.800000,-94.100000,129.500000,0.933669,-0.079223,3.057566,-0.034863,0.000000,0.000000,0.000000,0.000000
168.808,0.933402,-0.079227,3.057293,-0.034862,0.000000,0.000090,-0.001745,0.000000,-21.700000,41.800000,-94.100000,129.500000,0.933669,-0.079223,3.057566,-0.034863,0.000000,0.000000,0.000000,0.000000
168.818,0.933402,-0.079227,3.057293,-0.034862,0.000000,0.000090,-0.001745,0.000000,-21.700000,41.800000,-94.100000,129.500000,0.933669,-0.079223,3.057566,-0.034863,0.000000,0.000000,0.000000,0.000000
233.488,-1.884432,-0.071597,-2.756224,-0.034006,0.000000,0.000000,0.000000,0.000000,-6.400000,28.300000,92.400000,144.100000,-1.884639,-0.071598,-2.756634,-0.034007,0.000000,0.000000,0.000000,0.000000
233.498,-1.884432,-0.071597,-2.756224,-0.034006,0.000000,0.000000,0.000000,0.000000,-6.400000,28.300000,92.400000,144.100000,-1.884639,-0.071598,-2.756634,-0.034007,0.000000,0.000000,0.000000,0.000000
233.508,-1.884432,-0.071597,-2.756224,-0.034006,0.000000,0.000000,0.000000,0.000000,-6.400000,28.300000,92.400000,144.100000,-1.884639,-0.071598,-2.756634,-0.034007,0.000000,0.000000,0.000000,0.000000
233.518,-1.884432,-0.071597,-2.756224,-0.034006,0.000000,0.000000,0.000000,0.000000,-6.400000,28.300000,92.400000,144.100000,-1.884639,-0.071598,-2.756634,-0.034007,0.000000,0.000000,0.000000,0.000000
418.188,1.485973,-0.096034,1.406037,-0.044798,0.013963,-0.000010,0.000000,0.000000,-18.500000,54.200000,78.600000,-20.300000,1.485895,-0.096034,1.405969,-0.044799,0.000000,0.000000,0.000000,0.000000
418.198,1.485973,-0.096034,1.406037,-0.044798,0.013963,-0.000010,0.000000,0.000000,-18.500000,54.200000,78.600000,-20.300000,1.485895,-0.096034,1.405969,-0.044799,0.000000,0.000000,0.000000,0.000000
418.208,1.485973,-0.096034,1.406037,-0.044798,0.013963,-0.000010,0.000000,0.000000,-18.500000,54.200000,78.600000,-20.300000,1.485895,-0.096034,1.405969,-0.044799,0.000000,0.000000,0.000000,0.000000
418.218,1.485973,-0.096034,1.406037,-0.044798,0.013963,-0.000010,0.000000,0.000000,-18.500000,54.200000,78.600000,-20.300000,1.485895,-0.096034,1.405969,-0.044799,0.000000,0.000000,0.000000,0.000000
544.588,-0.274017,-0.110526,-3.100228,-0.056871,0.005236,0.000010,0.000000,0.000000,-10.800000,49.600000,-63.400000,71.000000,-0.274060,-0.110526,-3.100128,-0.056872,0.000000,0.000000,0.000000,0.000000
544.598,-0.274017,-0.110526,-3.100228,-0.056871,0.005236,0.000010,0.000000,0.000000,-10.800000,49.600000,-63.400000,71.000000,-0.274060,-0.110526,-3.100128,-0.056872,0.000000,0.000000,0.000000,0.000000
544.608,-0.274017,-0.110526,-3.100228,-0.056871,0.005236,0.000010,0.000000,0.000000,-10.800000,49.600000,-63.400000,71.000000,-0.274060,-0.110526,-3.100128,-0.056872,0.000000,0.000000,0.000000,0.000000
544.618,-0.274017,-0.110526,-3.100228,-0.056871,0.005236,0.000010,0.000000,0.000000,-10.800000,49.600000,-63.400000,71.000000,-0.274060,-0.110526,-3.100128,-0.056872,0.000000,0.000000,0.000000,0.000000
581.387,2.167175,-0.073516,-0.110654,-0.034003,0.000000,-0.000080,0.000000,0.000000,-13.500000,27.400000,95.400000,54.300000,2.167350,-0.073516,-0.110828,-0.034003,0.000000,0.000000,0.000000,0.000000
581.398,2.167175,-0.073516,-0.110654,-0.034003,0.000000,-0.000080,0.000000,0.000000,-13.500000,27.400000,95.400000,54.300000,2.167350,-0.073516,-0.110828,-0.034003,0.000000,0.000000,0.000000,0.000000
581.408,2.167175,-0.073516,-0.110654,-0.034003,0.000000,-0.000080,0.000000,0.000000,-13.500000,27.400000,95.400000,54.300000,2.167350,-0.073516,-0.110828,-0.034003,0.000000,0.000000,0.000000,0.000000
581.418,2.167175,-0.073516,-0.110654,-0.034003,0.000000,-0.000080,0.000000,0.000000,-13.500000,27.400000,95.400000,54.300000,2.167350,-0.073516,-0.110828,-0.034003,0.000000,0.000000,0.000000,0.000000
637.987,0.187797,-0.091090,2.329840,-0.047861,0.000000,0.000000,-0.005236,0.000000,-6.900000,6.700000,-11.800000,-10.700000,0.003268,-0.090408,2.301445,-0.046475,0.000000,0.000000,0.000000,0.000000
637.997,0.187797,-0.091090,2.329840,-0.047861,0.000000,0.000000,-0.005236,0.000000,-6.900000,6.700000,-11.800000,-10.700000,0.003268,-0.090408,2.301445,-0.046475,0.000000,0.000000,0.000000,0.000000
638.008,0.187797,-0.091090,2.329840,-0.047861,0.000000,0.000000,-0.005236,0.000000,-6.900000,6.700000,-11.800000,-10.700000,0.003268,-0.090408,2.301445,-0.046475,0.000000,0.000000,0.000000,0.000000
638.018,0.187797,-0.091090,2.329840,-0.047861,0.000000,0.000000,-0.005236,0.000000,-6.900000,6.700000,-11.800000,-10.700000,0.003268,-0.090408,2.301445,-0.046475,0.000000,0.000000,0.000000,0.000000
684.388,-0.245568,-0.088312,1.765750,-0.039983,0.000000,0.000070,0.000000,0.000010,-18.200000,73.100000,1.700000,114.700000,-0.245404,-0.088311,1.765839,-0.039980,0.000000,0.000000,0.000000,0.000000
684.398,-0.245568,-0.088312,1.765750,-0.039983,0.000000,0.000070,0.000000,0.000010,-18.200000,73.100000,1.700000,114.700000,-0.245404,-0.088311,1.765839,-0.039980,0.000000,0.000000,0.000000,0.000000
684.408,-0.245568,-0.088312,1.765750,-0.039983,0.000000,0.000070,0.000000,0.000010,-18.200000,73.100000,1.700000,114.700000,-0.245404,-0.088311,1.765839,-0.039980,0.000000,0.000000,0.000000,0.000000
684.418,-0.245568,-0.088312,1.765750,-0.039983,0.000000,0.000070,0.000000,0.000010,-18.200000,73.100000,1.700000,114.700000,-0.245404,-0.088311,1.765839,-0.039980,0.000000,0.000000,0.000000,0.000000
785.687,-2.841745,-0.104138,-0.448201,-0.057730,0.006981,0.000010,0.001745,0.000020,-20.200000,103.200000,216.100000,110.100000,-2.841812,-0.104136,-0.448422,-0.057729,0.000000,0.000000,0.000000,0.000000
785.697,-2.841745,-0.104138,-0.448201,-0.057730,0.006981,0.000010,0.001745,0.000020,-20.200000,103.200000,216.100000,110.100000,-2.841812,-0.104136,-0.448422,-0.057729,0.000000,0.000000,0.000000,0.000000
785.707,-2.841745,-0.104138,-0.448201,-0.057730,0.006981,0.000010,0.001745,0.000020,-20.200000,103.200000,216.100000,110.100000,-2.841812,-0.104136,-0.448422,-0.057729,0.000000,0.000000,0.000000,0.000000
785.717,-2.841745,-0.104138,-0.448201,-0.057730,0.006981,0.000010,0.001745,0.000020,-20.200000,103.200000,216.100000,110.100000,-2.841812,-0.104136,-0.448422,-0.057729,0.000000,0.000000,0.000000,0.000000
819.687,-1.438675,-0.092448,-0.239634,-0.035416,0.000000,0.000000,-0.001745,0.000000,-30.800000,38.600000,-13.000000,94.200000,-1.424234,-0.093796,-0.219004,-0.035992,0.000000,0.000000,0.000000,0.000000
819.698,-1.438675,-0.092448,-0.239634,-0.035416,0.000000,0.000000,-0.001745,0.000000,-30.800000,38.600000,-13.000000,94.200000,-1.424234,-0.093796,-0.219004,-0.035992,0.000000,0.000000,0.000000,0.000000
819.708,-1.438675,-0.092448,-0.239634,-0.035416,0.000000,0.000000,-0.001745,0.000000,-30.800000,38.600000,-13.000000,94.200000,-1.424234,-0.093796,-0.219004,-0.035992,0.000000,0.000000,0.000000,0.000000
819.718,-1.438675,-0.092448,-0.239634,-0.035416,0.000000,0.000000,-0.001745,0.000000,-30.800000,38.600000,-13.000000,94.200000,-1.424234,-0.093796,-0.219004,-0.035992,0.000000,0.000000,0.000000,0.000000
865.288,-2.582738,-0.078279,-0.685740,-0.036050,0.001745,0.000000,0.000000,0.000030,-24.300000,-32.600000,70.200000,151.300000,-2.582967,-0.078279,-0.686236,-0.036051,0.000000,0.000000,0.000000,0.000000
865.298,-2.582738,-0.078279,-0.685740,-0.036050,0.001745,0.000000,0.000000,0.000030,-24.300000,-32.600000,70.200000,151.300000,-2.582967,-0.078279,-0.686236,-0.036051,0.000000,0.000000,0.000000,0.000000
865.308,-2.582738,-0.078279,-0.685740,-0.036050,0.001745,0.000000,0.000000,0.000030,-24.300000,-32.600000,70.200000,151.300000,-2.582967,-0.078279,-0.686236,-0.036051,0.000000,0.000000,0.000000,0.000000
865.318,-2.582738,-0.078279,-0.685740,-0.036050,0.001745,0.000000,0.000000,0.000030,-24.300000,-32.600000,70.200000,151.300000,-2.582967,-0.078279,-0.686236,-0.036051,0.000000,0.000000,0.000000,0.000000
903.287,-1.973095,-0.099787,-2.038894,-0.035257,0.000000,0.000050,0.000000,0.000010,-0.400000,67.600000,153.700000,143.900000,-1.973137,-0.099783,-2.039410,-0.035257,0.000000,0.000000,0.000000,0.000000
903.298,-1.973095,-0.099787,-2.038894,-0.035257,0.000000,0.000050,0.000000,0.000010,-0.400000,67.600000,153.700000,143.900000,-1.973137,-0.099783,-2.039410,-0.035257,0.000000,0.000000,0.000000,0.000000
903.308,-1.973095,-0.099787,-2.038894,-0.035257,0.000000,0.000050,0.000000,0.000010,-0.400000,67.600000,153.700000,143.900000,-1.973137,-0.099783,-2.039410,-0.035257,0.000000,0.000000,0.000000,0.000000
903.318,-1.973095,-0.099787,-2.038894,-0.035257,0.000000,0.000050,0.000000,0.000010,-0.400000,67.600000,153.700000,143.900000,-1.973137,-0.099783,-2.039410,-0.035257,0.000000,0.000000,0.000000,0.000000
934.692,0.674570,-0.079479,-1.652827,-0.039890,0.001745,0.000000,0.000000,0.000000,-7.900000,19.000000,126.100000,-54.100000,0.674711,-0.079479,-1.653047,-0.039890,0.000000,0.000000,0.000000,0.000000
934.706,0.674570,-0.079479,-1.652827,-0.039890,0.001745,0.000000,0.000000,0.000000,-7.900000,19.000000,126.100000,-54.100000,0.674711,-0.079479,-1.653047,-0.039890,0.000000,0.000000,0.000000,0.000000
934.716,0.674570,-0.079479,-1.652827,-0.039890,0.001745,0.000000,0.000000,0.000000,-7.900000,19.000000,126.100000,-54.100000,0.674711,-0.079479,-1.653047,-0.039890,0.000000,0.000000,0.000000,0.000000
934.726,0.674570,-0.079479,-1.652827,-0.039890,0.001745,0.000000,0.000000,0.000000,-7.900000,19.000000,126.100000,-54.100000,0.674711,-0.079479,-1.653047,-0.039890,0.000000,0.000000,0.000000,0.000000
990.588,1.021367,-0.078424,3.264813,-0.035784,-0.005236,0.000100,0.000000,0.000030,-17.100000,75.400000,-69.100000,106.800000,1.021299,-0.078421,3.265246,-0.035783,0.000000,0.000000,0.000000,0.000000
990.598,1.021367,-0.078424,3.264813,-0.035784,-0.005236,0.000100,0.000000,0.000030,-17.100000,75.400000,-69.100000,106.800000,1.021299,-0.078421,3.265246,-0.035783,0.000000,0.000000,0.000000,0.000000
990.608,1.021367,-0.078424,3.264813,-0.035784,-0.005236,0.000100,0.000000,0.000030,-17.100000,75.400000,-69.100000,106.800000,1.021299,-0.078421,3.265246,-0.035783,0.000000,0.000000,0.000000,0.000000
990.618,1.021367,-0.078424,3.264813,-0.035784,-0.005236,0.000100,0.000000,0.000030,-17.100000,75.400000,-69.100000,106.800000,1.021299,-0.078421,3.265246,-0.035783,0.000000,0.000000,0.000000,0.000000
1031.388,0.388510,-0.085361,0.841249,-0.034004,0.000000,-0.000090,0.001745,0.000000,-14.900000,2.000000,160.900000,38.500000,0.388685,-0.085361,0.841423,-0.034004,0.000000,0.000000,0.000000,0.000000
1031.398,0.388510,-0.085361,0.841249,-0.034004,0.000000,-0.000090,0.001745,0.000000,-14.900000,2.000000,160.900000,38.500000,0.388685,-0.085361,0.841423,-0.034004,0.000000,0.000000,0.000000,0.000000
1031.408,0.388510,-0.085361,0.841249,-0.034004,0.000000,-0.000090,0.001745,0.000000,-14.900000,2.000000,160.900000,38.500000,0.388685,-0.085361,0.841423,-0.034004,0.000000,0.000000,0.000000,0.000000
1031.418,0.388510,-0.085361,0.841249,-0.034004,0.000000,-0.000090,0.001745,0.000000,-14.900000,2.000000,160.900000,38.500000,0.388685,-0.085361,0.841423,-0.034004,0.000000,0.000000,0.000000,0.000000
1067.088,-1.417382,-0.091843,-1.239009,-0.034861,-0.043633,0.000020,0.000000,0.000000,-11.900000,35.900000,85.400000,113.900000,-1.417541,-0.091844,-1.239060,-0.034861,0.000000,0.000000,0.000000,0.000000
1067.098,-1.417382,-0.091843,-1.239009,-0.034861,-0.043633,0.000020,0.000000,0.000000,-11.900000,35.900000,85.400000,113.900000,-1.417541,-0.091844,-1.239060,-0.034861,0.000000,0.000000,0.000000,0.000000
1067.108,-1.417382,-0.091843,-1.239009,-0.034861,-0.043633,0.000020,0.000000,0.000000,-11.900000,35.900000,85.400000,113.900000,-1.417541,-0.091844,-1.239060,-0.034861,0.000000,0.000000,0.000000,0.000000
1067.118,-1.417382,-0.091843,-1.239009,-0.034861,-0.043633,0.000020,0.000000,0.000000,-11.900000,35.900000,85.400000,113.900000,-1.417541,-0.091844,-1.239060,-0.034861,0.000000,0.000000,0.000000,0.000000
1103.888,-0.342434,-0.084705,1.121374,-0.035169,0.029671,-0.000010,0.000000,0.000000,-13.900000,-34.000000,-110.600000,131.300000,-0.342306,-0.084706,1.121598,-0.035169,0.000000,0.000000,0.000000,0.000000
1103.898,-0.342434,-0.084705,1.121374,-0.035169,0.029671,-0.000010,0.000000,0.000000,-13.900000,-34.000000,-110.600000,131.300000,-0.342306,-0.084706,1.121598,-0.035169,0.000000,0.000000,0.000000,0.000000
1103.908,-0.342434,-0.084705,1.121374,-0.035169,0.029671,-0.000010,0.000000,0.000000,-13.900000,-34.000000,-110.600000,131.300000,-0.342306,-0.084706,1.121598,-0.035169,0.000000,0.000000,0.000000,0.000000
1103.918,-0.342434,-0.084705,1.121374,-0.035169,0.029671,-0.000010,0.000000,0.000000,-13.900000,-34.000000,-110.600000,131.300000,-0.342306,-0.084706,1.121598,-0.035169,0.000000,0.000000,0.000000,0.000000
1140.287,-2.000147,-0.079805,0.433365,-0.036848,-0.020944,0.000040,0.000000,0.000000,-7.800000,27.600000,45.000000,141.800000,-2.000204,-0.079805,0.433663,-0.036847,0.000000,0.000000,0.000000,0.000000
1140.297,-2.000147,-0.079805,0.433365,-0.036848,-0.020944,0.000040,0.000000,0.000000,-7.800000,27.600000,45.000000,141.800000,-2.000204,-0.079805,0.433663,-0.036847,0.000000,0.000000,0.000000,0.000000
1140.308,-2.000147,-0.079805,0.433365,-0.036848,-0.020944,0.000040,0.000000,0.000000,-7.800000,27.600000,45.000000,141.800000,-2.000204,-0.079805,0.433663,-0.036847,0.000000,0.000000,0.000000,0.000000
1140.318,-2.000147,-0.079805,0.433365,-0.036848,-0.020944,0.000040,0.000000,0.000000,-7.800000,27.600000,45.000000,141.800000,-2.000204,-0.079805,0.433663,-0.036847,0.000000,0.000000,0.000000,0.000000
1180.288,-2.169968,-0.092906,-0.263894,-0.052729,0.000000,0.000000,0.000000,0.000000,-11.400000,53.600000,-28.500000,118.800000,-2.169927,-0.092905,-0.263810,-0.052729,0.000000,0.000000,0.000000,0.000000
1180.298,-2.169968,-0.092906,-0.263894,-0.052729,0.000000,0.000000,0.000000,0.000000,-11.400000,53.600000,-28.500000,118.800000,-2.169927,-0.092905,-0.263810,-0.052729,0.000000,0.000000,0.000000,0.000000
1180.308,-2.169968,-0.092906,-0.263894,-0.052729,0.000000,0.000000,0.000000,0.000000,-11.400000,53.600000,-28.500000,118.800000,-2.169927,-0.092905,-0.263810,-0.052729,0.000000,0.000000,0.000000,0.000000
1180.318,-2.169968,-0.092906,-0.263894,-0.052729,0.000000,0.000000,0.000000,0.000000,-11.400000,53.600000,-28.500000,118.800000,-2.169927,-0.092905,-0.263810,-0.052729,0.000000,0.000000,0.000000,0.000000
1205.487,-0.063705,-0.108125,0.087965,-0.041256,-0.003491,0.000120,0.000000,0.000000,-12.200000,91.100000,77.700000,148.800000,-0.063644,-0.108122,0.088132,-0.041257,0.000000,0.000000,0.000000,0.000000
1205.497,-0.063705,-0.108125,0.087965,-0.041256,-0.003491,0.000120,0.000000,0.000000,-12.200000,91.100000,77.700000,148.800000,-0.063644,-0.108122,0.088132,-0.041257,0.000000,0.000000,0.000000,0.000000
1205.508,-0.063705,-0.108125,0.087965,-0.041256,-0.003491,0.000120,0.000000,0.000000,-12.200000,91.100000,77.700000,148.800000,-0.063644,-0.108122,0.088132,-0.041257,0.000000,0.000000,0.000000,0.000000
1205.518,-0.063705,-0.108125,0.087965,-0.041256,-0.003491,0.000120,0.000000,0.000000,-12.200000,91.100000,77.700000,148.800000,-0.063644,-0.108122,0.088132,-0.041257,0.000000,0.000000,0.000000,0.000000
1263.088,1.923876,-0.073351,2.721317,-0.034022,-0.006981,0.000000,0.000000,0.000030,-19.000000,-14.400000,-108.000000,172.700000,1.923938,-0.073355,2.721344,-0.034023,0.000000,0.000000,0.000000,0.000000
1263.098,1.923876,-0.073351,2.721317,-0.034022,-0.006981,0.000000,0.000000,0.000030,-19.000000,-14.400000,-108.000000,172.700000,1.923938,-0.073355,2.721344,-0.034023,0.000000,0.000000,0.000000,0.000000
1263.108,1.923876,-0.073351,2.721317,-0.034022,-0.006981,0.000000,0.000000,0.000030,-19.000000,-14.400000,-108.000000,172.700000,1.923938,-0.073355,2.721344,-0.034023,0.000000,0.000000,0.000000,0.000000
1263.118,1.923876,-0.073351,2.721317,-0.034022,-0.006981,0.000000,0.000000,0.000030,-19.000000,-14.400000,-108.000000,172.700000,1.923938,-0.073355,2.721344,-0.034023,0.000000,0.000000,0.000000,0.000000
1315.788,2.437178,-0.075521,2.033658,-0.034362,0.000000,-0.000080,0.003491,0.000000,-10.400000,-23.400000,187.900000,140.300000,2.437413,-0.075527,2.033490,-0.034361,0.000000,0.000000,0.000000,0.000000
1315.798,2.437178,-0.075521,2.033658,-0.034362,0.000000,-0.000080,0.003491,0.000000,-10.400000,-23.400000,187.900000,140.300000,2.437413,-0.075527,2.033490,-0.034361,0.000000,0.000000,0.000000,0.000000
1315.808,2.437178,-0.075521,2.033658,-0.034362,0.000000,-0.000080,0.003491,0.000000,-10.400000,-23.400000,187.900000,140.300000,2.437413,-0.075527,2.033490,-0.034361,0.000000,0.000000,0.000000,0.000000
1315.818,2.437178,-0.075521,2.033658,-0.034362,0.000000,-0.000080,0.003491,0.000000,-10.400000,-23.400000,187.900000,140.300000,2.437413,-0.075527,2.033490,-0.034361,0.000000,0.000000,0.000000,0.000000
