t,x,y,z,qw,qx,qy,qz,x_r,y_r,z_r,x_sim,y_sim,z_sim,ctrl_time
34.810,0.00948,-0.00930,0.13265,-0.49298,-0.13976,-0.16920,0.84191,0.00990,-0.00910,0.13220,0.01483,-0.01039,0.13093,0.00000
34.820,0.00948,-0.00930,0.13265,-0.49298,-0.13976,-0.16920,0.84191,0.00990,-0.00910,0.13220,0.01483,-0.01039,0.13093,0.00000
34.830,0.00950,-0.00929,0.13252,-0.49312,-0.13985,-0.16869,0.84192,0.00990,-0.00910,0.13220,0.01483,-0.01039,0.13093,0.00000
34.840,0.00950,-0.00929,0.13252,-0.49312,-0.13985,-0.16869,0.84192,0.00990,-0.00910,0.13220,0.01483,-0.01039,0.13093,0.00000
76.405,0.02833,-0.00987,0.13527,-0.48313,0.10580,-0.35795,0.79200,0.02780,-0.00990,0.13540,0.03069,-0.00630,0.13384,0.00000
76.415,0.02833,-0.00987,0.13527,-0.48313,0.10580,-0.35795,0.79200,0.02780,-0.00990,0.13540,0.03069,-0.00630,0.13384,0.00000
76.425,0.02822,-0.00991,0.13528,-0.48305,0.10548,-0.35786,0.79213,0.02780,-0.00990,0.13540,0.03069,-0.00630,0.13384,0.00000
76.438,0.02822,-0.00991,0.13528,-0.48305,0.10548,-0.35786,0.79213,0.02780,-0.00990,0.13540,0.03069,-0.00630,0.13384,0.00000
119.009,0.03013,0.01274,0.12834,0.68131,-0.36054,0.19938,-0.60504,0.02950,0.01360,0.12830,0.02936,0.01367,0.12744,0.00000
119.019,0.03013,0.01274,0.12834,0.68131,-0.36054,0.19938,-0.60504,0.02950,0.01360,0.12830,0.02936,0.01367,0.12744,0.00000
119.030,0.03009,0.01276,0.12833,0.68138,-0.36017,0.19917,-0.60526,0.02950,0.01360,0.12830,0.02936,0.01367,0.12744,0.00000
119.040,0.03009,0.01276,0.12833,0.68138,-0.36017,0.19917,-0.60526,0.02950,0.01360,0.12830,0.02936,0.01367,0.12744,0.00000
156.210,0.01091,-0.02544,0.13417,-0.45056,0.06321,-0.36952,0.81022,0.01150,-0.02500,0.13430,0.01681,-0.02321,0.13188,0.00000
156.222,0.01091,-0.02544,0.13417,-0.45056,0.06321,-0.36952,0.81022,0.01150,-0.02500,0.13430,0.01681,-0.02321,0.13188,0.00000
156.232,0.01089,-0.02542,0.13417,-0.45078,0.06325,-0.36930,0.81019,0.01150,-0.02500,0.13430,0.01681,-0.02321,0.13188,0.00000
156.242,0.01089,-0.02542,0.13417,-0.45078,0.06325,-0.36930,0.81019,0.01150,-0.02500,0.13430,0.01681,-0.02321,0.13188,0.00000
216.605,-0.02142,0.01468,0.13032,0.68151,0.19028,-0.27838,-0.64950,-0.02070,0.01450,0.13000,-0.01855,0.01108,0.12907,0.00000
216.615,-0.02142,0.01468,0.13032,0.68151,0.19028,-0.27838,-0.64950,-0.02070,0.01450,0.13000,-0.01855,0.01108,0.12907,0.00000
216.625,-0.02142,0.01469,0.13037,0.68157,0.19010,-0.27824,-0.64954,-0.02070,0.01450,0.13000,-0.01855,0.01108,0.12907,0.00000
216.635,-0.02142,0.01469,0.13037,0.68157,0.19010,-0.27824,-0.64954,-0.02070,0.01450,0.13000,-0.01855,0.01108,0.12907,0.00000
279.110,-0.01768,0.01247,0.12425,0.67509,0.18083,-0.23789,-0.67451,-0.01790,0.01220,0.12460,-0.01577,0.00964,0.12433,0.00000
279.120,-0.01768,0.01247,0.12425,0.67509,0.18083,-0.23789,-0.67451,-0.01790,0.01220,0.12460,-0.01577,0.00964,0.12433,0.00000
279.130,-0.01768,0.01247,0.12425,0.67509,0.18083,-0.23789,-0.67451,-0.01790,0.01220,0.12460,-0.01577,0.00964,0.12433,0.00000
279.140,-0.01768,0.01247,0.12425,0.67509,0.18083,-0.23789,-0.67451,-0.01790,0.01220,0.12460,-0.01577,0.00964,0.12433,0.00000
317.606,-0.02256,0.00101,0.12870,0.72427,0.11977,-0.29540,-0.61141,-0.02220,0.00050,0.12870,-0.01858,-0.00205,0.12819,0.00000
317.616,-0.02256,0.00101,0.12870,0.72427,0.11977,-0.29540,-0.61141,-0.02220,0.00050,0.12870,-0.01858,-0.00205,0.12819,0.00000
317.626,-0.02255,0.00099,0.12869,0.72388,0.12041,-0.29513,-0.61187,-0.02220,0.00050,0.12870,-0.01858,-0.00205,0.12819,0.00000
317.636,-0.02255,0.00099,0.12869,0.72388,0.12041,-0.29513,-0.61187,-0.02220,0.00050,0.12870,-0.01858,-0.00205,0.12819,0.00000
439.409,-0.00009,-0.03080,0.13200,-0.31127,-0.12004,-0.39281,0.85697,0.00040,-0.03120,0.13230,0.00335,-0.03121,0.13162,0.00000
439.419,-0.00009,-0.03080,0.13200,-0.31127,-0.12004,-0.39281,0.85697,0.00040,-0.03120,0.13230,0.00335,-0.03121,0.13162,0.00000
439.429,-0.00008,-0.03085,0.13203,-0.31097,-0.11986,-0.39324,0.85691,0.00040,-0.03120,0.13230,0.00335,-0.03121,0.13162,0.00000
439.439,-0.00008,-0.03085,0.13203,-0.31097,-0.11986,-0.39324,0.85691,0.00040,-0.03120,0.13230,0.00335,-0.03121,0.13162,0.00000
475.606,0.02416,-0.01468,0.13191,-0.45882,0.06829,-0.36323,0.80801,0.02440,-0.01460,0.13170,0.02765,-0.01436,0.13075,0.00000
475.616,0.02416,-0.01468,0.13191,-0.45882,0.06829,-0.36323,0.80801,0.02440,-0.01460,0.13170,0.02765,-0.01436,0.13075,0.00000
475.626,0.02417,-0.01464,0.13190,-0.45870,0.06803,-0.36321,0.80811,0.02440,-0.01460,0.13170,0.02765,-0.01436,0.13075,0.00000
475.636,0.02417,-0.01464,0.13190,-0.45870,0.06803,-0.36321,0.80811,0.02440,-0.01460,0.13170,0.02765,-0.01436,0.13075,0.00000
516.110,-0.01399,-0.01778,0.12422,-0.37627,-0.32713,-0.12700,0.85748,-0.01410,-0.01600,0.12670,-0.00948,-0.01714,0.12393,0.00000
516.122,-0.01399,-0.01778,0.12422,-0.37627,-0.32713,-0.12700,0.85748,-0.01410,-0.01600,0.12670,-0.00948,-0.01714,0.12393,0.00000
516.132,-0.01400,-0.01782,0.12418,-0.37628,-0.32693,-0.12721,0.85752,-0.01410,-0.01600,0.12670,-0.00948,-0.01714,0.12393,0.00000
516.142,-0.01400,-0.01782,0.12418,-0.37628,-0.32693,-0.12721,0.85752,-0.01410,-0.01600,0.12670,-0.00948,-0.01714,0.12393,0.00000
557.505,-0.02065,-0.00439,0.12056,0.57547,0.29215,-0.16536,-0.74575,-0.02080,-0.00400,0.12060,-0.01835,-0.00091,0.12064,0.00000
557.516,-0.02065,-0.00439,0.12056,0.57547,0.29215,-0.16536,-0.74575,-0.02080,-0.00400,0.12060,-0.01835,-0.00091,0.12064,0.00000
557.526,-0.02066,-0.00436,0.12052,0.57552,0.29218,-0.16554,-0.74565,-0.02080,-0.00400,0.12060,-0.01835,-0.00091,0.12064,0.00000
557.536,-0.02066,-0.00436,0.12052,0.57552,0.29218,-0.16554,-0.74565,-0.02080,-0.00400,0.12060,-0.01835,-0.00091,0.12064,0.00000
600.506,0.00894,-0.01586,0.11408,-0.46812,0.00363,-0.31083,0.82718,0.00990,-0.01100,0.11410,0.01139,-0.01201,0.11357,0.00000
600.519,0.00894,-0.01586,0.11408,-0.46812,0.00363,-0.31083,0.82718,0.00990,-0.01100,0.11410,0.01139,-0.01201,0.11357,0.00000
600.529,0.00895,-0.01586,0.11408,-0.46815,0.00361,-0.31079,0.82718,0.00990,-0.01100,0.11410,0.01139,-0.01201,0.11357,0.00000
