Time,X_[ref],Y_[ref],Z_[ref],Q0_[ref],Qx_[ref],Qy_[ref],QZ_[ref],X_[tip],Y_[tip],Z_[tip],Q0_[tip],Qx_[tip],Qy_[tip],Qz_[tip]
245.47,-116.596,-46.5111,-85.9772,0.524235,0.492794,0.519894,0.46048,9.5154,-24.2199,-89.2507,0.670339,-0.520684,0.52871,0
245.495,-116.599,-46.5106,-85.9783,0.524235,0.492788,0.519894,0.460487,9.45576,-24.1866,-89.2266,0.670528,-0.520491,0.52866,0
245.52,-116.6,-46.5113,-85.9807,0.524209,0.492798,0.519881,0.460521,9.50453,-24.189,-89.1246,0.67123,-0.520095,0.528158,0
245.545,-116.6,-46.5122,-85.986,0.524187,0.492792,0.519871,0.460564,9.5514,-24.1917,-89.121,0.671656,-0.520068,0.527643,0
245.57,-116.6,-46.513,-85.9893,0.524173,0.492764,0.519871,0.46061,9.49798,-24.1315,-88.8597,0.673286,-0.518824,0.52679,0
245.595,-116.601,-46.5149,-85.9898,0.52413,0.492814,0.51984,0.460638,9.50711,-24.1513,-88.8207,0.673919,-0.518696,0.526106,0
245.62,-116.601,-46.5166,-85.9891,0.524106,0.492828,0.519821,0.460673,9.52135,-24.1673,-88.8344,0.67389,-0.518734,0.526105,0
245.645,-116.606,-46.5165,-85.988,0.524086,0.492837,0.519817,0.460692,9.51145,-24.1605,-88.8303,0.673783,-0.518728,0.526249,0
245.67,-116.61,-46.5149,-85.9891,0.524062,0.492853,0.519807,0.460713,9.53853,-24.1628,-88.8372,0.673808,-0.518795,0.52615,0
245.695,-116.61,-46.5145,-85.9902,0.524044,0.49286,0.519803,0.460731,9.5027,-24.1503,-88.7952,0.673964,-0.518516,0.526226,0
245.72,-116.613,-46.5151,-85.989,0.524009,0.492885,0.519794,0.460755,9.41072,-24.0903,-88.6085,0.673346,-0.515958,0.529521,0
245.745,-116.619,-46.5153,-85.9914,0.523996,0.492892,0.519794,0.460761,9.71258,-24.4123,-89.2339,0.666353,-0.518463,0.535882,0
245.77,-116.62,-46.515,-85.9912,0.523999,0.492872,0.5198,0.460771,9.49644,-24.2464,-89.1613,0.664995,-0.521072,0.535038,0
245.795,-116.621,-46.5134,-85.9884,0.523995,0.492874,0.519804,0.46077,9.64975,-24.3365,-89.1805,0.66536,-0.521053,0.534603,0
245.82,-116.619,-46.512,-85.9857,0.523982,0.492886,0.519802,0.460773,9.57324,-24.2688,-89.0876,0.66539,-0.520899,0.534715,0
245.845,-116.619,-46.5127,-85.9834,0.523967,0.492901,0.51981,0.460766,9.64153,-24.3045,-89.0991,0.665504,-0.520975,0.5345,0
245.87,-116.622,-46.5138,-85.9809,0.52393,0.492955,0.519802,0.460761,9.5995,-24.2744,-89.0619,0.665551,-0.520849,0.534564,0
245.895,-116.622,-46.5174,-85.9782,0.523908,0.492987,0.51979,0.460763,9.53134,-24.25,-89.0232,0.665239,-0.5203,0.535487,0
245.92,-116.621,-46.5197,-85.9761,0.523897,0.492984,0.519785,0.460784,9.64967,-24.3106,-89.317,0.662405,-0.521871,0.537466,0
245.945,-116.626,-46.5194,-85.9763,0.523913,0.492952,0.519801,0.460782,9.94965,-24.5156,-89.535,0.659594,-0.523763,0.539081,0
245.969,-116.627,-46.5191,-85.9778,0.523943,0.492886,0.51984,0.460775,9.80381,-24.4893,-88.9998,0.660175,-0.520468,0.541555,0
245.995,-116.622,-46.5227,-85.9767,0.523967,0.49282,0.519879,0.460774,10.2266,-24.6059,-88.859,0.66376,-0.519157,0.538422,0
246.019,-116.623,-46.5259,-85.9756,0.523958,0.492816,0.519901,0.460765,10.0124,-24.4702,-88.2573,0.666099,-0.515939,0.538628,0
246.045,-116.626,-46.5294,-85.9752,0.523964,0.492802,0.51992,0.460751,9.95041,-24.4577,-88.097,0.667162,-0.515429,0.537799,0
246.069,-116.629,-46.5316,-85.9759,0.523962,0.492791,0.519936,0.460748,9.97985,-24.4694,-88.0316,0.667863,-0.51506,0.537282,0
246.094,-116.629,-46.5353,-85.9752,0.52395,0.492801,0.519936,0.46075,9.98665,-24.4569,-87.9995,0.668628,-0.514832,0.536549,0
246.119,-116.623,-46.5365,-85.9702,0.523936,0.492812,0.519945,0.460744,9.99113,-24.4434,-87.6638,0.67082,-0.513464,0.535123,0
246.144,-116.618,-46.5375,-85.9674,0.523919,0.492832,0.519936,0.460752,10.0257,-24.4311,-87.5303,0.672093,-0.512618,0.534335,0
246.169,-116.618,-46.5408,-85.9675,0.523919,0.492815,0.519949,0.460755,10.0328,-24.4364,-87.4166,0.673089,-0.511999,0.533674,0
246.194,-116.615,-46.5432,-85.9637,0.523917,0.492807,0.519952,0.460764,10.0326,-24.4469,-87.3424,0.673857,-0.511615,0.533073,0
246.219,-116.619,-46.5425,-85.9614,0.523908,0.492809,0.519959,0.460762,10.0344,-24.4524,-87.3056,0.674127,-0.511367,0.53297,0
246.244,-116.619,-46.5399,-85.9609,0.52392,0.492795,0.51997,0.460753,10.0442,-24.4596,-87.2964,0.674494,-0.511135,0.532728,0
246.269,-116.618,-46.5372,-85.9601,0.523933,0.492764,0.519989,0.460748,10.0629,-24.4533,-87.1859,0.675356,-0.510661,0.53209,0
246.294,-116.61,-46.538,-85.9601,0.523936,0.492751,0.519993,0.460755,10.0494,-24.448,-87.1506,0.675579,-0.510462,0.531998,0
246.319,-116.611,-46.5425,-85.9608,0.523933,0.492743,0.520011,0.460746,10.0416,-24.4601,-87.1433,0.675641,-0.510394,0.531984,0
246.344,-116.611,-46.5424,-85.9598,0.523936,0.492758,0.520019,0.460717,10.0337,-24.4586,-87.1338,0.675731,-0.510309,0.531951,0
246.369,-116.613,-46.5434,-85.9636,0.523934,0.492776,0.520016,0.460706,10.0608,-24.4634,-87.1211,0.675894,-0.510251,0.5318,0
246.394,-116.615,-46.543,-85.9638,0.523953,0.492766,0.520021,0.460687,10.0679,-24.4632,-87.1087,0.676003,-0.510196,0.531714,0
246.419,-116.615,-46.5395,-85.9655,0.523969,0.49276,0.520024,0.460672,10.0514,-24.4598,-87.0983,0.676091,-0.510138,0.531657,0
246.444,-116.615,-46.5368,-85.9649,0.523983,0.492763,0.520028,0.46065,10.0741,-24.473,-87.1124,0.676182,-0.510095,0.531583,0
246.469,-116.62,-46.5378,-85.9681,0.523988,0.492764,0.520036,0.460632,10.0678,-24.4637,-87.0984,0.67626,-0.510026,0.531551,0
246.494,-116.625,-46.5411,-85.9698,0.523981,0.49277,0.520039,0.460631,10.0876,-24.4752,-87.1268,0.676219,-0.510121,0.531512,0
246.519,-116.629,-46.5448,-85.9718,0.52398,0.492759,0.520047,0.460635,10.1167,-24.4956,-87.1099,0.676399,-0.510101,0.531301,0
246.544,-116.632,-46.5464,-85.9713,0.523974,0.492765,0.520049,0.460633,10.0649,-24.4781,-86.9421,0.677371,-0.509251,0.530879,0
246.569,-116.633,-46.5429,-85.9692,0.52396,0.492806,0.520033,0.460623,10.0267,-24.4685,-86.8174,0.678335,-0.508649,0.530225,0
246.594,-116.629,-46.541,-85.9673,0.52396,0.492814,0.520023,0.460626,10.0546,-24.4831,-86.795,0.678759,-0.50849,0.529834,0
246.619,-116.627,-46.5409,-85.967,0.523962,0.492814,0.520019,0.460628,10.2617,-24.51,-86.508,0.679192,-0.507082,0.530628,0
246.644,-116.623,-46.5383,-85.9685,0.523967,0.492822,0.520009,0.460626,10.2073,-24.711,-86.9792,0.674147,-0.50772,0.53642,0
246.669,-116.626,-46.5382,-85.9665,0.523976,0.49281,0.520022,0.460615,10.0372,-24.7053,-86.9606,0.67227,-0.506548,0.539872,0
246.694,-116.626,-46.5389,-85.9678,0.523974,0.492798,0.520018,0.460633,10.136,-24.8026,-87.0607,0.671766,-0.506844,0.540221,0
246.719,-116.625,-46.5396,-85.9663,0.523979,0.492783,0.520017,0.460645,10.0611,-24.7904,-86.9985,0.671501,-0.506175,0.541177,0
246.744,-116.622,-46.5373,-85.966,0.523985,0.492759,0.520021,0.46066,10.1122,-24.8089,-87.0472,0.67138,-0.506461,0.54106,0
246.769,-116.622,-46.5356,-85.9667,0.523984,0.492756,0.520027,0.460657,10.0742,-24.7888,-87.0141,0.67128,-0.506216,0.541413,0
246.794,-116.621,-46.534,-85.9683,0.52399,0.492745,0.520027,0.460662,10.0811,-24.7995,-87.0234,0.671279,-0.506357,0.541283,0
246.819,-116.619,-46.5348,-85.9702,0.524013,0.492703,0.520038,0.460669,10.0649,-24.8034,-87.0138,0.671343,-0.506118,0.541427,0
246.844,-116.617,-46.5352,-85.9724,0.52403,0.492652,0.520044,0.460696,10.0855,-24.8122,-87.0261,0.671385,-0.506246,0.541255,0
246.869,-116.621,-46.5357,-85.9733,0.524031,0.492646,0.520052,0.460693,10.1002,-24.8012,-87.0257,0.671413,-0.5062,0.541263,0
246.894,-116.62,-46.5362,-85.9723,0.524018,0.492656,0.520053,0.460697,10.1042,-24.8015,-87.0328,0.671467,-0.50631,0.541094,0
246.919,-116.615,-46.5371,-85.9714,0.524006,0.49268,0.520041,0.460697,10.0981,-24.7995,-87.0227,0.671414,-0.506255,0.541211,0
246.944,-116.613,-46.5379,-85.9723,0.524003,0.492684,0.520038,0.460699,10.0952,-24.8033,-87.0252,0.671376,-0.506272,0.541241,0
246.969,-116.615,-46.5372,-85.9711,0.524007,0.492685,0.52004,0.46069,10.0907,-24.8016,-87.0188,0.671375,-0.506258,0.541256,0
246.993,-116.616,-46.5369,-85.9703,0.523999,0.492699,0.520029,0.460698,10.0895,-24.804,-87.0202,0.671381,-0.506272,0.541236,0
247.019,-116.617,-46.536,-85.9693,0.523995,0.492706,0.520019,0.460706,10.0903,-24.8019,-87.0169,0.671407,-0.506255,0.54122,0
247.043,-116.62,-46.5373,-85.97,0.523973,0.492725,0.520018,0.460713,10.0922,-24.8007,-87.019,0.671419,-0.506273,0.541187,0
247.068,-116.622,-46.5368,-85.9685,0.523943,0.49277,0.520008,0.46071,10.0929,-24.7967,-87.0155,0.671434,-0.506268,0.541174,0
247.093,-116.623,-46.5385,-85.9698,0.52392,0.49281,0.519992,0.460711,10.0896,-24.7963,-87.0139,0.671429,-0.506273,0.541175,0
247.118,-116.625,-46.5376,-85.9695,0.523925,0.492807,0.519987,0.460714,10.0856,-24.7965,-87.0094,0.671431,-0.506257,0.541188,0
247.143,-116.629,-46.5369,-85.9722,0.523926,0.492806,0.519983,0.460719,10.1672,-24.8358,-86.9955,0.672054,-0.506295,0.540378,0
247.168,-116.631,-46.535,-85.9731,0.523914,0.492836,0.519969,0.460716,10.1376,-24.8248,-86.4908,0.676878,-0.503055,0.537375,0
247.193,-116.631,-46.5329,-85.9741,0.5239,0.49286,0.519958,0.460719,10.1616,-24.8223,-85.7905,0.68344,-0.4998,0.532081,0
247.218,-116.627,-46.5313,-85.9763,0.523892,0.492878,0.519939,0.46073,10.0848,-24.8342,-85.4025,0.686683,-0.497701,0.529868,0
247.243,-116.624,-46.5317,-85.9796,0.523892,0.49288,0.519928,0.460741,10.1282,-24.8728,-85.2404,0.688713,-0.496464,0.528391,0
247.268,-116.623,-46.5285,-85.9788,0.5239,0.492879,0.519915,0.460747,10.1095,-24.8639,-85.0802,0.690034,-0.49562,0.52746,0
247.293,-116.619,-46.5274,-85.9783,0.523919,0.492841,0.519914,0.460766,10.0365,-24.9006,-85.0254,0.6907,-0.495148,0.527032,0
247.318,-116.618,-46.5259,-85.9806,0.523936,0.492826,0.519907,0.460773,10.0979,-24.8888,-84.8104,0.692731,-0.493965,0.525474,0
247.343,-116.622,-46.5268,-85.9857,0.52396,0.492786,0.519929,0.460763,10.1058,-24.9192,-84.7535,0.693511,-0.493432,0.524946,0
247.368,-116.625,-46.5274,-85.9875,0.523955,0.4928,0.519927,0.460756,9.45342,-24.8571,-84.1616,0.691141,-0.493522,0.527977,0
247.393,-116.63,-46.5295,-85.9869,0.523959,0.492777,0.519943,0.460758,10.1602,-25.1113,-84.6687,0.691559,-0.491745,0.529086,0
247.418,-116.636,-46.5307,-85.9861,0.523954,0.492774,0.519943,0.460766,10.1401,-25.1248,-84.472,0.692457,-0.490174,0.52937,0
247.443,-116.64,-46.5313,-85.9857,0.52396,0.492759,0.519957,0.460761,10.1513,-25.1343,-84.5134,0.692458,-0.490207,0.529339,0
247.468,-116.642,-46.5316,-85.9839,0.523953,0.492757,0.519965,0.46076,10.2822,-25.2175,-84.6851,0.690895,-0.490535,0.531074,0
247.493,-116.645,-46.531,-85.9814,0.523941,0.492788,0.519959,0.460748,10.2142,-25.2655,-84.8101,0.687567,-0.490329,0.535565,0
247.518,-116.644,-46.5329,-85.9803,0.523919,0.492838,0.519935,0.460746,10.1734,-25.3373,-84.9186,0.685192,-0.489955,0.53894,0
247.543,-116.647,-46.5357,-85.9813,0.523918,0.492842,0.51993,0.46075,10.1855,-25.3803,-84.9922,0.684362,-0.489989,0.539963,0
247.568,-116.648,-46.537,-85.9782,0.523921,0.492821,0.519936,0.460762,10.1804,-25.3876,-85.0005,0.683976,-0.489748,0.54067,0
247.593,-116.648,-46.5351,-85.9729,0.523906,0.49284,0.519926,0.46077,10.1987,-25.3914,-85.0339,0.683693,-0.489856,0.540929,0
247.618,-116.644,-46.5358,-85.9736,0.523914,0.492794,0.519938,0.460796,10.197,-25.3863,-85.0245,0.683579,-0.489783,0.54114,0
247.643,-116.642,-46.537,-85.9744,0.52393,0.492744,0.519955,0.460812,10.1912,-25.3901,-85.0304,0.683521,-0.489828,0.541172,0
247.668,-116.638,-46.5376,-85.9754,0.523935,0.492723,0.51996,0.460823,10.1858,-25.3941,-85.0315,0.683569,-0.489745,0.541187,0
247.693,-116.64,-46.5391,-85.9733,0.523904,0.492776,0.519935,0.46083,10.1683,-25.3987,-85.0235,0.683554,-0.489751,0.5412,0
247.718,-116.643,-46.5426,-85.9713,0.523865,0.492841,0.519909,0.460835,10.1686,-25.3961,-85.0184,0.683567,-0.489733,0.5412,0
247.743,-116.644,-46.5445,-85.9695,0.523848,0.492858,0.519899,0.460845,10.1657,-25.3921,-85.0195,0.683514,-0.489788,0.541218,0
247.768,-116.646,-46.5456,-85.9691,0.52384,0.49286,0.5199,0.460852,10.189,-25.391,-85.0258,0.683665,-0.489746,0.541064,0
247.793,-116.649,-46.5435,-85.9685,0.523831,0.492873,0.519898,0.46085,10.188,-25.3911,-85.0282,0.683608,-0.48977,0.541115,0
247.818,-116.651,-46.5444,-85.9681,0.52383,0.492865,0.519903,0.460854,10.1809,-25.3893,-85.0229,0.683576,-0.489772,0.541154,0
247.843,-116.657,-46.5448,-85.9668,0.52384,0.492841,0.519912,0.46086,10.1749,-25.3894,-85.0211,0.683561,-0.48978,0.541165,0
247.868,-116.661,-46.5433,-85.9663,0.523838,0.492838,0.519912,0.460864,10.1727,-25.3887,-85.0208,0.683566,-0.489775,0.541163,0
247.893,-116.667,-46.5425,-85.9652,0.523829,0.492851,0.519916,0.460857,10.1736,-25.3893,-85.0232,0.683571,-0.489766,0.541166,0
247.918,-116.667,-46.54,-85.9657,0.523844,0.492826,0.519933,0.460847,10.1767,-25.3887,-85.0255,0.683565,-0.489754,0.541184,0
247.943,-116.664,-46.5372,-85.9673,0.523885,0.492774,0.519961,0.460825,10.1785,-25.3887,-85.0285,0.683539,-0.48975,0.541221,0
247.968,-116.663,-46.5338,-85.9684,0.523916,0.492752,0.519975,0.460797,10.1776,-25.389,-85.0299,0.683512,-0.489749,0.541255,0
247.993,-116.665,-46.5306,-85.9671,0.523924,0.492785,0.519969,0.46076,10.1782,-25.3911,-85.0325,0.683498,-0.48974,0.541281,0
248.018,-116.666,-46.5285,-85.966,0.523935,0.492811,0.519966,0.460722,10.1783,-25.3937,-85.0353,0.683479,-0.489725,0.541319,0
248.043,-116.664,-46.5251,-85.9614,0.523965,0.492809,0.51997,0.460686,10.1792,-25.3952,-85.0387,0.683459,-0.489718,0.541351,0
248.068,-116.662,-46.521,-85.9622,0.523996,0.492787,0.51998,0.460663,10.1792,-25.3963,-85.0406,0.683436,-0.489721,0.541377,0
248.092,-116.66,-46.5201,-85.9616,0.524032,0.492738,0.520005,0.460647,10.1777,-25.398,-85.0423,0.68341,-0.489725,0.541405,0
248.117,-116.659,-46.5205,-85.962,0.524073,0.492678,0.520032,0.460634,10.1757,-25.4017,-85.0438,0.683382,-0.489727,0.541439,0
248.142,-116.658,-46.5199,-85.9612,0.524102,0.492652,0.520045,0.460613,10.1732,-25.4038,-85.0448,0.683358,-0.489731,0.541466,0
248.167,-116.658,-46.5244,-85.9609,0.524118,0.492625,0.520065,0.460602,10.1712,-25.4067,-85.0456,0.683339,-0.489739,0.541483,0
248.192,-116.663,-46.5272,-85.9576,0.524113,0.492644,0.520074,0.460576,10.1712,-25.41,-85.0472,0.683328,-0.489747,0.54149,0
248.217,-116.664,-46.5318,-85.9581,0.524128,0.492625,0.520095,0.460557,10.1725,-25.4131,-85.0497,0.683311,-0.489753,0.541505,0
248.242,-116.664,-46.5327,-85.9546,0.524138,0.492626,0.520112,0.460524,10.1737,-25.4164,-85.0522,0.683287,-0.489765,0.541525,0
248.267,-116.664,-46.5361,-85.9532,0.524155,0.492612,0.520133,0.460496,10.1741,-25.4205,-85.054,0.68326,-0.48978,0.541545,0
248.292,-116.666,-46.539,-85.9526,0.524187,0.492575,0.52016,0.460467,10.1758,-25.4253,-85.0568,0.683236,-0.489788,0.541568,0
248.317,-116.667,-46.5409,-85.9515,0.524226,0.492534,0.520199,0.460424,10.1792,-25.4308,-85.0616,0.683204,-0.489786,0.54161,0
248.342,-116.667,-46.5383,-85.9521,0.524271,0.49251,0.520224,0.46037,10.2547,-25.4849,-85.0734,0.683382,-0.489981,0.54121,0
248.368,-116.665,-46.5378,-85.9514,0.524316,0.492478,0.520259,0.460314,10.2611,-25.5374,-84.7568,0.686688,-0.48797,0.538837,0
248.393,-116.667,-46.5405,-85.9491,0.524353,0.492453,0.520296,0.460256,10.3463,-25.5871,-84.1712,0.692424,-0.484687,0.534442,0
248.418,-116.667,-46.5414,-85.9502,0.524382,0.492449,0.520312,0.46021,10.2342,-25.5825,-83.8324,0.695116,-0.482525,0.5329,0
248.443,-116.665,-46.5423,-85.9513,0.524395,0.492456,0.520314,0.460185,10.1979,-25.5867,-83.6564,0.696614,-0.481595,0.531785,0
248.468,-116.663,-46.541,-85.9508,0.524417,0.492441,0.520328,0.460162,10.2111,-25.5965,-83.6054,0.697255,-0.481146,0.53135,0
248.492,-116.662,-46.5404,-85.952,0.524439,0.492432,0.520334,0.460138,10.2081,-25.6396,-83.5812,0.697937,-0.480967,0.530616,0
248.518,-116.661,-46.5415,-85.9535,0.524466,0.49239,0.520357,0.460127,10.2488,-25.6472,-83.1014,0.702104,-0.477902,0.527882,0
248.543,-116.66,-46.5418,-85.9557,0.524475,0.492383,0.520362,0.460118,10.2114,-25.7009,-82.771,0.705026,-0.47578,0.5259,0
248.568,-116.66,-46.5416,-85.9579,0.524491,0.492351,0.520374,0.46012,10.2045,-25.7322,-82.6414,0.706372,-0.474835,0.524947,0
248.592,-116.662,-46.5428,-85.9565,0.524486,0.492353,0.520383,0.460114,10.231,-25.7872,-82.5764,0.707083,-0.474703,0.52411,0
248.618,-116.665,-46.5435,-85.9553,0.524473,0.492378,0.520379,0.460106,10.1316,-25.762,-82.0384,0.711337,-0.470545,0.522099,0
248.643,-116.661,-46.5411,-85.9579,0.524479,0.492376,0.520374,0.460108,10.0495,-25.8877,-81.6382,0.714826,-0.467978,0.519634,0
248.668,-116.658,-46.539,-85.9553,0.524484,0.492379,0.520379,0.460093,10.1207,-25.9458,-81.3583,0.717096,-0.46644,0.517887,0
248.693,-116.656,-46.5361,-85.955,0.524514,0.492335,0.520406,0.460076,9.83531,-25.9864,-80.9203,0.719943,-0.462186,0.517751,0
248.718,-116.652,-46.5361,-85.9547,0.524536,0.492295,0.520426,0.46007,10.1354,-26.2585,-80.4162,0.725678,-0.458724,0.512799,0
248.743,-116.648,-46.5368,-85.9568,0.524568,0.492223,0.520457,0.460076,9.61543,-26.392,-80.1698,0.723216,-0.455844,0.518812,0
248.768,-116.647,-46.5362,-85.9577,0.524587,0.492192,0.520471,0.460072,9.36483,-26.6323,-80.875,0.712362,-0.458519,0.53132,0
248.793,-116.646,-46.5377,-85.9573,0.524582,0.492182,0.520479,0.460079,10.2966,-26.7291,-81.1336,0.713995,-0.458517,0.529125,0
248.818,-116.643,-46.5399,-85.9575,0.524572,0.492178,0.52048,0.460093,10.2203,-26.6757,-81.1404,0.712998,-0.458783,0.530237,0
248.843,-116.638,-46.541,-85.9575,0.524568,0.492169,0.520487,0.4601,10.3417,-26.7627,-81.222,0.712678,-0.45856,0.530861,0
248.868,-116.634,-46.5439,-85.9591,0.524574,0.492162,0.520493,0.460094,10.5336,-26.8929,-81.4619,0.71199,-0.460023,0.530518,0
248.893,-116.636,-46.5443,-85.9599,0.524574,0.492164,0.520503,0.46008,10.3061,-26.8844,-81.0502,0.71045,-0.456173,0.53588,0
248.918,-116.642,-46.5457,-85.9586,0.524585,0.492143,0.520515,0.460076,10.5803,-27.1056,-81.2264,0.707961,-0.455083,0.540083,0
248.943,-116.644,-46.5485,-85.9562,0.524565,0.492147,0.520517,0.460092,10.6848,-27.1265,-80.9882,0.707094,-0.453573,0.542485,0
248.968,-116.646,-46.5497,-85.9534,0.524536,0.492185,0.520511,0.460091,10.7841,-27.11,-81.0438,0.705331,-0.454647,0.543879,0
248.993,-116.647,-46.5512,-85.9525,0.524512,0.492206,0.52052,0.460087,10.8434,-26.9578,-81.0062,0.704917,-0.454967,0.544148,0
249.017,-116.647,-46.5505,-85.9504,0.524489,0.492241,0.520518,0.460077,10.5937,-26.8506,-80.9725,0.70281,-0.456845,0.545299,0
249.042,-116.652,-46.5523,-85.9526,0.524481,0.492259,0.520527,0.460058,10.7909,-26.8251,-81.1101,0.702251,-0.458273,0.54482,0
249.067,-116.657,-46.5524,-85.9506,0.524456,0.49232,0.520517,0.460032,10.7188,-26.7827,-81.1427,0.700956,-0.460235,0.544835,0
249.092,-116.663,-46.5532,-85.9539,0.524428,0.492371,0.520499,0.46003,10.6979,-26.6726,-81.207,0.699661,-0.461707,0.545254,0
249.117,-116.665,-46.553,-85.9527,0.524384,0.492429,0.520472,0.460047,10.8211,-26.5602,-81.2638,0.698928,-0.463035,0.545066,0
249.142,-116.662,-46.5559,-85.9524,0.524341,0.492468,0.52045,0.46008,10.704,-26.431,-81.2369,0.697743,-0.46522,0.544725,0
249.167,-116.659,-46.5566,-85.9545,0.524313,0.492487,0.520438,0.460105,10.5914,-26.3908,-81.3941,0.69607,-0.467491,0.544922,0
249.192,-116.662,-46.5562,-85.9593,0.524288,0.492515,0.52043,0.460112,10.3948,-26.2024,-81.2937,0.69444,-0.468508,0.546125,0
249.217,-116.666,-46.557,-85.9608,0.524273,0.492524,0.520426,0.460125,10.7119,-26.2449,-81.6163,0.693696,-0.470452,0.545399,0
249.242,-116.669,-46.5584,-85.9631,0.524246,0.492548,0.520409,0.46015,10.595,-26.0755,-81.54,0.69278,-0.472219,0.545037,0
249.267,-116.673,-46.5628,-85.9642,0.524196,0.492575,0.5204,0.460188,10.4727,-26.0115,-81.5174,0.691504,-0.473846,0.545245,0
249.292,-116.673,-46.5636,-85.9643,0.524123,0.492646,0.520379,0.460219,10.3644,-25.8878,-81.5641,0.690222,-0.474884,0.545967,0
249.317,-116.669,-46.5633,-85.9638,0.524057,0.492708,0.520358,0.460251,10.4628,-25.8925,-81.6579,0.689735,-0.476056,0.545561,0
249.342,-116.665,-46.5664,-85.9606,0.523973,0.492794,0.520332,0.460284,10.4166,-25.8349,-81.6685,0.688977,-0.476886,0.545793,0
249.367,-116.665,-46.569,-85.9584,0.523891,0.49288,0.520312,0.460307,10.4199,-25.802,-81.6783,0.688826,-0.477218,0.545694,0
249.392,-116.667,-46.5681,-85.958,0.523826,0.492964,0.520286,0.460321,10.4256,-25.799,-81.6757,0.688995,-0.477127,0.54556,0
249.417,-116.67,-46.5684,-85.9576,0.523756,0.493025,0.52027,0.460354,10.4379,-25.8035,-81.6712,0.689155,-0.477124,0.545361,0
249.442,-116.667,-46.5683,-85.9562,0.523697,0.493086,0.520245,0.460383,10.445,-25.795,-81.6698,0.689195,-0.477198,0.545245,0
249.467,-116.671,-46.5685,-85.958,0.523641,0.493125,0.520242,0.460408,10.4627,-25.8066,-81.683,0.689182,-0.477217,0.545244,0
249.492,-116.673,-46.5669,-85.9594,0.523613,0.49313,0.520259,0.460417,10.4567,-25.8171,-81.6934,0.689206,-0.477294,0.545148,0
249.517,-116.669,-46.5602,-85.9597,0.523602,0.493126,0.520268,0.460423,10.4545,-25.7648,-81.6699,0.689314,-0.477146,0.54514,0
249.542,-116.664,-46.5568,-85.9613,0.523601,0.493124,0.520269,0.460425,10.3332,-25.7171,-81.6557,0.688706,-0.477265,0.545804,0
249.567,-116.66,-46.5553,-85.9638,0.523591,0.493134,0.520268,0.460427,10.214,-25.709,-81.6321,0.68786,-0.478129,0.546115,0
249.592,-116.658,-46.5541,-85.9687,0.523598,0.493117,0.520272,0.460432,10.068,-25.6644,-81.6442,0.686758,-0.478843,0.546875,0
249.617,-116.662,-46.5531,-85.9704,0.523571,0.493154,0.52026,0.460436,10.1519,-25.6119,-81.7993,0.68566,-0.480226,0.547041,0
249.642,-116.665,-46.5553,-85.9694,0.523526,0.493202,0.520241,0.460458,10.1977,-25.5001,-81.8144,0.685583,-0.481841,0.545715,0
249.667,-116.664,-46.5561,-85.9689,0.523483,0.493246,0.520212,0.460493,10.1435,-25.4806,-81.8483,0.684301,-0.483304,0.546031,0
249.692,-116.665,-46.5578,-85.9702,0.523447,0.493265,0.520183,0.460546,10.1616,-25.4499,-81.9,0.683686,-0.483395,0.54672,0
249.717,-116.687,-46.4053,-86.002,0.523114,0.4939,0.519781,0.460699,10.1351,-25.4218,-81.8969,0.683624,-0.483907,0.546345,0
249.742,-116.697,-46.4071,-86.0089,0.52318,0.493688,0.519896,0.460721,10.0952,-25.4134,-81.8661,0.683467,-0.4841,0.546369,0
249.767,-116.706,-46.4139,-86.0153,0.523164,0.493572,0.519984,0.460764,10.1278,-25.4335,-81.8938,0.683513,-0.484077,0.546333,0
249.792,-116.684,-46.5661,-85.9717,0.523257,0.493403,0.52006,0.460754,10.1084,-25.4342,-81.8838,0.683475,-0.484123,0.546339,0
249.817,-116.69,-46.5702,-85.9738,0.523173,0.493493,0.520009,0.46081,10.0669,-25.4475,-81.768,0.684632,-0.483141,0.54576,0
249.842,-116.699,-46.5701,-85.9744,0.523131,0.493542,0.519986,0.460831,10.1675,-25.5279,-81.5837,0.686534,-0.482339,0.544077,0
249.867,-116.699,-46.5702,-85.9748,0.523096,0.493567,0.519965,0.460868,10.1455,-25.6254,-81.2976,0.687513,-0.47982,0.545068,0
249.892,-116.696,-46.5703,-85.9753,0.523072,0.49359,0.519939,0.4609,10.2329,-25.7852,-81.0517,0.687632,-0.476879,0.547493,0
249.917,-116.694,-46.5696,-85.9774,0.523062,0.49359,0.519923,0.460929,10.366,-25.9976,-80.9883,0.686697,-0.475224,0.550101,0
249.942,-116.699,-46.5709,-85.9765,0.523055,0.493598,0.519923,0.460928,10.2927,-26.0387,-81.0426,0.684624,-0.4749,0.552956,0
249.967,-116.705,-46.5719,-85.979,0.523044,0.4936,0.519926,0.460934,10.2879,-26.0626,-81.0629,0.683714,-0.473942,0.5549,0
249.992,-116.707,-46.5724,-85.9811,0.523034,0.493602,0.519924,0.460947,10.4167,-26.1464,-81.1417,0.683482,-0.474108,0.555044,0
250.017,-116.705,-46.572,-85.9826,0.523025,0.4936,0.519916,0.460968,10.3318,-26.1092,-81.0943,0.682996,-0.473991,0.555742,0
