Time,X_[ref],Y_[ref],Z_[ref],Q0_[ref],Qx_[ref],Qy_[ref],QZ_[ref],X_[tip],Y_[tip],Z_[tip],Q0_[tip],Qx_[tip],Qy_[tip],Qz_[tip]
88.7231,-117.117,-46.4064,-85.9018,0.536214,0.486198,0.526816,0.445591,-4.75425,-70.0045,-93.4095,0.522109,0.450052,0.724469,0
88.7481,-117.119,-46.4072,-85.9028,0.536203,0.486236,0.526804,0.445576,-4.75162,-70.0047,-93.4081,0.522128,0.450036,0.724466,0
88.773,-117.123,-46.4063,-85.9028,0.5362,0.486244,0.526804,0.445571,-4.75194,-70.0064,-93.4097,0.522138,0.450041,0.724455,0
88.798,-117.123,-46.4071,-85.9037,0.536213,0.486213,0.526813,0.445579,-4.75028,-70.0057,-93.4145,0.522138,0.450036,0.724458,0
88.823,-117.123,-46.4078,-85.9044,0.536211,0.486215,0.526809,0.445585,-4.74978,-70.0041,-93.4169,0.522132,0.450017,0.724474,0
88.848,-117.123,-46.4063,-85.9056,0.536197,0.48625,0.526795,0.44558,-4.75185,-70.0039,-93.4138,0.522125,0.450023,0.724476,0
88.8729,-117.123,-46.405,-85.9055,0.536181,0.486289,0.526777,0.445578,-4.7492,-70.0033,-93.411,0.522141,0.450003,0.724476,0
88.898,-117.122,-46.4049,-85.9068,0.536181,0.486284,0.526776,0.445584,-4.7477,-70.0031,-93.4127,0.522141,0.45,0.724478,0
88.923,-117.121,-46.4038,-85.908,0.536188,0.486265,0.526778,0.445593,-4.74443,-70.0023,-93.4168,0.522148,0.449983,0.724484,0
88.9479,-117.119,-46.4059,-85.9086,0.536194,0.486244,0.526781,0.445605,-4.74818,-70.0027,-93.4159,0.522125,0.449998,0.724491,0
88.9728,-117.117,-46.4069,-85.9089,0.536197,0.486218,0.526793,0.445617,-4.74752,-70.002,-93.4196,0.522115,0.450007,0.724493,0
88.9978,-117.116,-46.4078,-85.9086,0.536206,0.486195,0.526804,0.445618,-4.74591,-70.0018,-93.4186,0.522124,0.450007,0.724487,0
89.0228,-117.116,-46.4081,-85.9077,0.536214,0.486177,0.526817,0.445612,-4.74527,-70.0019,-93.4184,0.52212,0.450022,0.72448,0
89.0478,-117.116,-46.4067,-85.9057,0.536209,0.486205,0.526814,0.445593,-4.7462,-70.003,-93.4171,0.522121,0.450043,0.724466,0
89.0728,-117.115,-46.4052,-85.9039,0.536209,0.486208,0.526818,0.445583,-4.74432,-70.0039,-93.4147,0.522139,0.450061,0.724442,0
89.0977,-117.112,-46.4064,-85.9048,0.536221,0.486191,0.52682,0.445586,-4.73996,-70.0039,-93.4155,0.522161,0.450049,0.724434,0
89.1227,-117.112,-46.4076,-85.905,0.536237,0.48614,0.526844,0.445594,-4.73886,-70.004,-93.4166,0.522165,0.450052,0.724429,0
89.1478,-117.114,-46.4089,-85.905,0.536231,0.486141,0.526848,0.445594,-4.73829,-70.0042,-93.4131,0.522171,0.450046,0.724429,0
89.1727,-117.114,-46.4108,-85.9053,0.536219,0.486145,0.526847,0.445606,-4.73895,-70.004,-93.4129,0.522153,0.450046,0.724441,0
89.1977,-117.113,-46.4096,-85.9041,0.536224,0.486142,0.526846,0.445604,-4.70233,-69.8982,-94.1873,0.520372,0.450527,0.725423,0
89.2227,-117.112,-46.4082,-85.9028,0.536228,0.48613,0.526845,0.445614,-4.63958,-69.8324,-94.2453,0.518633,0.446901,0.728903,0
89.2477,-117.111,-46.4076,-85.904,0.536233,0.486128,0.526839,0.445617,-4.67784,-69.6241,-93.849,0.515486,0.439786,0.735434,0
89.2725,-117.11,-46.4087,-85.9062,0.536226,0.486132,0.526834,0.445626,-4.44216,-69.4691,-93.9106,0.513131,0.433554,0.740761,0
89.2976,-117.107,-46.408,-85.9074,0.536227,0.486135,0.526829,0.445629,-4.32601,-69.4219,-94.1397,0.509627,0.429234,0.74568,0
89.3225,-117.108,-46.4074,-85.9072,0.536228,0.486141,0.52683,0.44562,-3.99787,-69.4049,-93.3703,0.51025,0.427059,0.746502,0
89.3475,-117.111,-46.4071,-85.9061,0.536227,0.486154,0.526834,0.445601,-3.92821,-69.4267,-94.5217,0.506372,0.423031,0.75142,0
89.3725,-117.111,-46.4059,-85.9054,0.536223,0.486181,0.526824,0.445588,-3.79985,-68.9113,-96.0585,0.499116,0.418132,0.758979,0
89.3975,-117.109,-46.4046,-85.9053,0.536234,0.48619,0.526813,0.445579,-4.17441,-69.1995,-95.1243,0.499173,0.426703,0.754155,0
89.4225,-117.11,-46.4026,-85.9054,0.53623,0.48621,0.526804,0.445572,-4.25701,-69.3007,-95.169,0.497852,0.429272,0.753571,0
89.4475,-117.112,-46.4019,-85.9081,0.536222,0.48623,0.526798,0.445567,-4.22027,-69.3027,-94.9003,0.499631,0.430649,0.751605,0
89.4723,-117.114,-46.4016,-85.9106,0.536216,0.486239,0.526803,0.445559,-4.2158,-69.2272,-95.2563,0.498215,0.430036,0.752895,0
89.4973,-117.113,-46.4001,-85.9119,0.536216,0.486246,0.526798,0.445556,-4.19545,-69.2261,-95.1597,0.498614,0.429826,0.752751,0
89.5223,-117.11,-46.3996,-85.9117,0.536221,0.486243,0.526793,0.445562,-4.23564,-69.2204,-95.1889,0.498238,0.429972,0.752916,0
89.5473,-117.109,-46.3996,-85.912,0.536231,0.486233,0.526788,0.445566,-4.22022,-69.2101,-95.2193,0.498236,0.429868,0.752977,0
89.5723,-117.109,-46.401,-85.9125,0.536226,0.486229,0.526789,0.445575,-4.20323,-69.2344,-95.1233,0.498686,0.429976,0.752617,0
89.5972,-117.105,-46.4012,-85.9127,0.536216,0.48625,0.526774,0.445581,-4.1972,-69.2289,-95.1827,0.498466,0.42976,0.752886,0
89.6222,-117.105,-46.4014,-85.9155,0.536222,0.486226,0.526782,0.445591,-4.19741,-69.2283,-95.1497,0.498587,0.429833,0.752765,0
89.6472,-117.104,-46.4014,-85.917,0.536224,0.486213,0.526785,0.445599,-4.20085,-69.2249,-95.1529,0.498533,0.429751,0.752847,0
89.6723,-117.104,-46.4027,-85.9176,0.536226,0.486195,0.526798,0.445602,-4.20051,-69.2221,-95.183,0.498494,0.429822,0.752833,0
89.6971,-117.103,-46.4026,-85.9153,0.536222,0.486202,0.526797,0.445599,-4.20549,-69.2238,-95.1795,0.498449,0.429823,0.752862,0
89.7221,-117.104,-46.4028,-85.9164,0.536214,0.486222,0.526791,0.445593,-4.20581,-69.2244,-95.1678,0.498476,0.429818,0.752847,0
89.7472,-117.107,-46.4037,-85.915,0.536212,0.486214,0.526799,0.445596,-4.20193,-69.2243,-95.1717,0.498483,0.429773,0.752868,0
89.772,-117.108,-46.4028,-85.914,0.536201,0.486228,0.526794,0.445599,-4.20162,-69.2266,-95.163,0.498507,0.429777,0.752849,0
89.797,-117.11,-46.4046,-85.9135,0.536187,0.486231,0.526798,0.445609,-4.20153,-69.2248,-95.1687,0.498478,0.429745,0.752887,0
89.822,-117.112,-46.4026,-85.9128,0.536179,0.486244,0.526793,0.445609,-4.20436,-69.2261,-95.1667,0.498464,0.429759,0.752889,0
89.847,-117.113,-46.4008,-85.9118,0.536191,0.486221,0.526801,0.445611,-4.20497,-69.2251,-95.1657,0.498461,0.429759,0.752891,0
89.872,-117.115,-46.3982,-85.9092,0.536195,0.486229,0.526805,0.445593,-4.20726,-69.2264,-95.1668,0.498445,0.429768,0.752896,0
89.897,-117.116,-46.3986,-85.9069,0.536188,0.486249,0.526799,0.445586,-4.2066,-69.2276,-95.1666,0.498455,0.429772,0.752887,0
89.9219,-117.115,-46.3983,-85.9085,0.536192,0.486244,0.526796,0.445591,-4.20605,-69.2275,-95.1652,0.498466,0.429747,0.752894,0
89.9469,-117.114,-46.3996,-85.9083,0.536183,0.486253,0.526787,0.445603,-4.20634,-69.2276,-95.1623,0.498469,0.429732,0.7529,0
89.9718,-117.115,-46.4004,-85.906,0.536178,0.48624,0.526793,0.445615,-4.2068,-69.2254,-95.1635,0.498448,0.429708,0.752928,0
89.9969,-117.114,-46.4034,-85.9055,0.536159,0.486267,0.526782,0.445621,-4.20767,-69.2232,-95.1653,0.498429,0.429706,0.752942,0
90.0219,-117.115,-46.4041,-85.905,0.53615,0.486276,0.526783,0.445622,-4.20582,-69.2232,-95.1596,0.498452,0.429694,0.752933,0
90.0468,-117.113,-46.4052,-85.9048,0.536152,0.486272,0.526777,0.445631,-4.20641,-69.2227,-95.1575,0.498459,0.429669,0.752943,0
90.0719,-117.113,-46.4061,-85.9067,0.536142,0.486278,0.526771,0.445643,-4.20751,-69.2221,-95.157,0.498451,0.429654,0.752957,0
90.0968,-117.114,-46.4087,-85.9064,0.536122,0.486296,0.52676,0.445662,-4.20359,-69.2215,-95.1571,0.498466,0.429605,0.752975,0
90.1218,-117.116,-46.4113,-85.9068,0.5361,0.486302,0.526764,0.445677,-4.20007,-69.2188,-95.1628,0.498458,0.429568,0.753002,0
90.1467,-117.115,-46.4113,-85.9072,0.536098,0.486296,0.526764,0.445686,-4.19971,-69.2193,-95.1604,0.498456,0.42957,0.753002,0
90.1718,-117.116,-46.4104,-85.9056,0.536098,0.486295,0.526771,0.445678,-4.20077,-69.2179,-95.16,0.49844,0.429579,0.753007,0
90.1967,-117.116,-46.4088,-85.9069,0.536117,0.486262,0.526784,0.445676,-4.20052,-69.2172,-95.1633,0.498431,0.429584,0.75301,0
90.2217,-117.116,-46.408,-85.9084,0.536128,0.48625,0.526785,0.445674,-4.20071,-69.2179,-95.1646,0.498434,0.429594,0.753002,0
90.2467,-117.115,-46.4078,-85.9079,0.536135,0.486233,0.526791,0.445677,-4.19749,-69.2192,-95.1638,0.49846,0.429582,0.752992,0
90.2716,-117.115,-46.4071,-85.9093,0.536139,0.486239,0.526791,0.445666,-4.19626,-69.2197,-95.1638,0.498461,0.429583,0.752991,0
90.2966,-117.116,-46.4057,-85.9087,0.53614,0.486235,0.526798,0.445661,-4.19483,-69.2188,-95.1672,0.498448,0.4296,0.75299,0
90.3216,-117.115,-46.4035,-85.9081,0.536153,0.486232,0.526798,0.445647,-4.19231,-69.2198,-95.1667,0.498466,0.429599,0.752978,0
90.3466,-117.116,-46.4026,-85.9087,0.53617,0.486213,0.526809,0.445637,-4.19582,-69.2199,-95.1659,0.498456,0.42963,0.752967,0
90.3715,-117.117,-46.4012,-85.9105,0.536173,0.486225,0.526796,0.445635,-4.19545,-69.2194,-95.1653,0.498463,0.429615,0.752971,0
90.3965,-117.118,-46.4008,-85.9095,0.536164,0.48624,0.52679,0.445635,-3.97804,-69.2092,-95.046,0.499646,0.427227,0.753546,0
90.4215,-117.119,-46.4005,-85.909,0.536156,0.486257,0.526784,0.445633,-4.14409,-69.1239,-95.2516,0.496308,0.424709,0.757166,0
90.4465,-117.115,-46.4004,-85.9076,0.536149,0.486273,0.526769,0.445642,-4.16105,-68.948,-95.677,0.492594,0.419402,0.762531,0
90.4714,-117.113,-46.4009,-85.9077,0.53615,0.486274,0.526766,0.445645,-4.1794,-68.8241,-95.8203,0.490707,0.415845,0.765689,0
90.4964,-117.113,-46.4013,-85.9082,0.536155,0.486263,0.526767,0.445648,-4.17461,-68.7793,-95.9516,0.489583,0.413996,0.767408,0
90.5214,-117.115,-46.4007,-85.9067,0.536149,0.486281,0.526761,0.445643,-4.14653,-68.7593,-95.9823,0.489391,0.413177,0.767972,0
90.5463,-117.116,-46.3998,-85.9068,0.536143,0.486299,0.526754,0.44564,-4.14117,-68.7573,-95.9718,0.489352,0.412841,0.768178,0
90.5713,-117.119,-46.4014,-85.906,0.536125,0.486332,0.526749,0.445631,-4.14006,-68.7626,-95.9569,0.489304,0.412713,0.768277,0
90.5963,-117.118,-46.4012,-85.9069,0.536112,0.486351,0.526739,0.445638,-4.12728,-68.7583,-95.9306,0.489475,0.412643,0.768206,0
90.6213,-117.115,-46.4011,-85.906,0.536122,0.48633,0.526744,0.445643,-4.13821,-68.7571,-95.9497,0.489303,0.412583,0.768348,0
90.6462,-117.116,-46.4023,-85.9071,0.536132,0.486305,0.526752,0.445647,-4.1477,-68.7617,-95.9632,0.489279,0.412715,0.768292,0
90.6713,-117.116,-46.4015,-85.9071,0.536146,0.486284,0.52676,0.445646,-4.14764,-68.7743,-95.9672,0.489303,0.412784,0.768239,0
90.6962,-117.119,-46.402,-85.9093,0.536154,0.486259,0.526774,0.445647,-4.14519,-68.7686,-95.9644,0.489308,0.412691,0.768286,0
90.7212,-117.123,-46.4018,-85.9093,0.536139,0.486286,0.526763,0.445647,-4.13588,-68.7595,-95.9683,0.489362,0.412702,0.768246,0
90.7462,-117.127,-46.4007,-85.9095,0.536114,0.486333,0.526751,0.44564,-4.11927,-68.6939,-96.0106,0.488378,0.409461,0.770603,0
90.7711,-117.128,-46.3999,-85.9096,0.536102,0.486364,0.52674,0.445635,-4.06203,-68.4392,-96.4262,0.485261,0.4031,0.775907,0
90.7961,-117.127,-46.3978,-85.9103,0.536097,0.486375,0.526739,0.445628,-4.14324,-68.3092,-96.5916,0.48204,0.397107,0.780989,0
90.8212,-117.124,-46.3959,-85.9108,0.536111,0.486369,0.526733,0.445626,-4.17849,-67.3838,-97.8859,0.477527,0.386743,0.788922,0
90.8461,-117.124,-46.3972,-85.9111,0.536125,0.486342,0.526741,0.445629,-4.25105,-67.8996,-97.1314,0.476156,0.384684,0.790755,0
90.8719,-117.124,-46.3964,-85.9087,0.536123,0.486351,0.526731,0.445634,-3.55157,-68.5598,-96.1832,0.482637,0.382152,0.788049,0
90.8969,-117.124,-46.397,-85.9073,0.536101,0.486377,0.526721,0.445645,-4.34719,-67.8837,-97.2443,0.473652,0.377115,0.795888,0
90.9219,-117.124,-46.3967,-85.9063,0.536077,0.486415,0.526703,0.445652,-4.29637,-67.7144,-97.2395,0.474041,0.37391,0.797168,0
90.9459,-117.123,-46.3984,-85.9051,0.536057,0.486446,0.526691,0.445658,-4.34077,-67.6323,-97.5185,0.473053,0.373566,0.797916,0
90.9709,-117.119,-46.397,-85.9031,0.53607,0.48644,0.526688,0.445651,-4.51466,-67.5637,-97.5049,0.472108,0.37423,0.798165,0
90.996,-117.117,-46.3981,-85.9032,0.536076,0.486432,0.526683,0.445658,-4.3955,-67.6317,-97.4152,0.473144,0.3738,0.797752,0
91.0209,-117.114,-46.3976,-85.9026,0.536093,0.48641,0.526684,0.445661,-4.38746,-67.6253,-97.5082,0.472891,0.373481,0.798051,0
91.0459,-117.111,-46.3996,-85.9034,0.536097,0.486394,0.526678,0.445681,-4.37155,-67.6185,-97.474,0.473041,0.372972,0.798201,0
91.0709,-117.111,-46.4022,-85.9028,0.53609,0.486382,0.526683,0.445696,-4.49705,-67.7468,-97.2585,0.473838,0.376071,0.796272,0
91.0959,-117.113,-46.4017,-85.9017,0.536072,0.486406,0.526679,0.445697,-4.42275,-67.9447,-96.8888,0.477336,0.38062,0.792009,0
91.1217,-117.113,-46.399,-85.903,0.536081,0.486409,0.526678,0.445685,-4.6863,-67.8624,-97.1747,0.47592,0.382597,0.791909,0
91.1458,-117.113,-46.3992,-85.9054,0.536097,0.486381,0.526686,0.445686,-4.76176,-67.8997,-97.186,0.476821,0.384219,0.79058,0
91.1708,-117.113,-46.3988,-85.9063,0.536116,0.486353,0.52669,0.445689,-4.83422,-67.9586,-97.0623,0.477962,0.38599,0.789027,0
91.1958,-117.116,-46.3958,-85.9068,0.536135,0.486326,0.526695,0.445689,-4.83061,-67.9665,-97.1532,0.478129,0.386002,0.78892,0
91.2207,-117.117,-46.394,-85.9065,0.536138,0.486328,0.526693,0.445685,-4.85007,-68.0012,-97.0896,0.478429,0.386425,0.788531,0
91.2457,-117.116,-46.3915,-85.907,0.536148,0.486312,0.526693,0.445691,-4.84598,-68.0104,-97.0419,0.478494,0.386351,0.788528,0
91.2707,-117.111,-46.3906,-85.9083,0.536156,0.486287,0.526687,0.445716,-4.80954,-68.0022,-97.1613,0.478274,0.385912,0.788876,0
91.2957,-117.113,-46.3888,-85.9084,0.536154,0.486287,0.526684,0.445723,-4.78259,-67.9445,-97.2224,0.47731,0.383629,0.790572,0
91.3215,-117.114,-46.3832,-85.9093,0.536173,0.486282,0.526673,0.445717,-4.73037,-67.8127,-97.4773,0.474622,0.378541,0.794632,0
91.3465,-117.112,-46.3799,-85.9111,0.536205,0.48625,0.526676,0.44571,-4.73194,-68.2473,-97.2853,0.474987,0.385974,0.790829,0
91.3715,-117.109,-46.3769,-85.9121,0.536224,0.48625,0.526675,0.445688,-4.88546,-68.8524,-96.9082,0.4804,0.407911,0.776418,0
91.3964,-117.107,-46.3724,-85.9109,0.536246,0.486268,0.526674,0.445643,-4.88401,-69.1927,-97.1221,0.482909,0.422712,0.766886,0
91.4214,-117.106,-46.3688,-85.9096,0.536281,0.486267,0.526684,0.445591,-5.06451,-69.6303,-96.5701,0.486084,0.433804,0.758641,0
91.4464,-117.105,-46.3691,-85.91,0.536304,0.48626,0.526696,0.445558,-5.02383,-69.7362,-96.5421,0.488373,0.43827,0.754593,0
91.4713,-117.101,-46.3689,-85.9114,0.536333,0.486225,0.526708,0.445546,-4.97289,-69.7647,-96.7365,0.488332,0.439194,0.754082,0
91.4963,-117.099,-46.369,-85.9116,0.536364,0.486188,0.526723,0.445531,-4.92977,-69.7898,-96.6845,0.48897,0.439488,0.753497,0
91.5213,-117.098,-46.3672,-85.9111,0.536397,0.486154,0.526747,0.445501,-4.92785,-69.7514,-96.792,0.488551,0.439153,0.753965,0
91.5463,-117.099,-46.3664,-85.91,0.536427,0.486136,0.526762,0.445466,-4.93535,-69.7781,-96.6917,0.488759,0.439197,0.753804,0
91.5712,-117.098,-46.368,-85.9086,0.536431,0.486149,0.526765,0.445444,-4.93982,-69.7789,-96.7107,0.488691,0.439135,0.753884,0
91.5954,-117.098,-46.3679,-85.9073,0.536436,0.486165,0.526762,0.445423,-4.94126,-69.7573,-96.7719,0.488521,0.43906,0.754038,0
91.6204,-117.1,-46.3705,-85.9063,0.536435,0.486151,0.526765,0.445437,-4.94983,-69.7594,-96.7437,0.488499,0.439107,0.754025,0
91.6453,-117.098,-46.3742,-85.9072,0.536434,0.486129,0.52676,0.445467,-4.95691,-69.7421,-96.7386,0.488431,0.439054,0.7541,0
91.6712,-117.094,-46.3737,-85.9075,0.536434,0.486107,0.526758,0.445495,-5.00897,-69.8481,-96.5695,0.489001,0.439605,0.753409,0
91.6961,-117.09,-46.3721,-85.9075,0.536444,0.486098,0.526757,0.445493,-5.10124,-69.8457,-96.4388,0.488438,0.440189,0.753434,0
91.7211,-117.09,-46.3723,-85.9067,0.536439,0.486118,0.52675,0.445484,-5.00072,-69.7014,-96.8681,0.487403,0.438611,0.755022,0
91.7461,-117.093,-46.3704,-85.9075,0.53644,0.486145,0.526745,0.445461,-4.82728,-69.5675,-96.8853,0.488058,0.435925,0.756154,0
91.7711,-117.095,-46.3726,-85.9081,0.536436,0.486155,0.526744,0.445456,-4.75636,-69.4568,-97.1892,0.486523,0.433516,0.758525,0
91.7961,-117.094,-46.3728,-85.9085,0.536433,0.486155,0.526745,0.445458,-4.76978,-69.6261,-96.9728,0.48791,0.435399,0.756552,0
91.821,-117.094,-46.3745,-85.9078,0.536429,0.486133,0.526763,0.445466,-4.75786,-69.5792,-96.8017,0.487808,0.434658,0.757044,0
91.846,-117.095,-46.3748,-85.9067,0.536427,0.486117,0.526782,0.445464,-5.30764,-69.4431,-96.9942,0.484345,0.43828,0.757179,0
91.871,-117.096,-46.3764,-85.9076,0.536411,0.486134,0.526785,0.445459,-5.02255,-69.5688,-96.5849,0.48738,0.437498,0.755683,0
91.8959,-117.097,-46.3766,-85.9068,0.536391,0.486171,0.526777,0.445453,-4.82107,-69.4631,-96.9683,0.486911,0.434565,0.757675,0
91.9209,-117.1,-46.3771,-85.907,0.536365,0.486213,0.526765,0.445454,-4.65229,-69.32,-97.2455,0.485556,0.429023,0.761692,0
91.9459,-117.102,-46.3778,-85.905,0.536338,0.486247,0.526755,0.445461,-4.71894,-69.1517,-97.3217,0.480323,0.419262,0.770395,0
91.9709,-117.102,-46.3784,-85.9061,0.536321,0.486259,0.526756,0.445466,-4.81345,-68.684,-97.7465,0.473705,0.406263,0.781379,0
91.9959,-117.103,-46.3812,-85.9051,0.536319,0.486231,0.526774,0.445479,-4.20827,-68.6095,-97.6161,0.474709,0.395574,0.786239,0
92.0208,-117.104,-46.3799,-85.9059,0.536316,0.486234,0.526774,0.445479,-4.60451,-68.3885,-97.7029,0.470761,0.393256,0.789768,0
92.0458,-117.105,-46.378,-85.9069,0.536312,0.486244,0.526771,0.445476,-4.41641,-68.2202,-98.0287,0.470266,0.388941,0.792197,0
92.0708,-117.103,-46.3777,-85.9087,0.536298,0.486289,0.526749,0.445469,-4.42521,-68.1855,-98.0549,0.47012,0.388896,0.792305,0
92.0958,-117.098,-46.3757,-85.9093,0.536298,0.486309,0.52674,0.44546,-4.42789,-68.2362,-97.9751,0.470357,0.38939,0.791921,0
92.1207,-117.096,-46.3759,-85.909,0.536304,0.486308,0.526745,0.445445,-4.40879,-68.2092,-98.0172,0.470355,0.38914,0.792046,0
92.1457,-117.099,-46.3736,-85.9095,0.536343,0.486259,0.526775,0.445418,-4.41277,-68.2254,-98.0029,0.470441,0.389213,0.791959,0
92.1707,-117.1,-46.3738,-85.9107,0.536369,0.486217,0.526795,0.445407,-4.41515,-68.2316,-97.9887,0.470526,0.389229,0.7919,0
92.1956,-117.102,-46.372,-85.9122,0.536376,0.48622,0.526799,0.445391,-4.40411,-68.2169,-98.0052,0.470482,0.388989,0.792045,0
92.2206,-117.106,-46.372,-85.9112,0.536375,0.486235,0.526801,0.445376,-4.39519,-68.2263,-97.9953,0.47052,0.38905,0.791992,0
92.2456,-117.104,-46.3688,-85.9101,0.536361,0.486289,0.526778,0.44536,-4.416,-68.2227,-97.9988,0.470382,0.389127,0.792036,0
92.2706,-117.102,-46.3704,-85.9099,0.536349,0.486307,0.526773,0.445361,-4.41867,-68.2165,-98.0073,0.470335,0.389124,0.792066,0
92.2956,-117.101,-46.3709,-85.9087,0.536353,0.48631,0.52677,0.445356,-4.41602,-68.2208,-98.0001,0.470386,0.389148,0.792023,0
92.3205,-117.1,-46.3727,-85.9088,0.536358,0.486288,0.526774,0.445368,-4.4141,-68.2197,-98.0029,0.470386,0.389092,0.79205,0
92.3455,-117.103,-46.3736,-85.908,0.536361,0.486269,0.526782,0.445378,-4.4124,-68.219,-98.0043,0.470398,0.389057,0.792061,0
92.3705,-117.105,-46.3738,-85.9087,0.536364,0.486245,0.526786,0.445394,-4.4077,-68.2174,-98.0037,0.470418,0.388992,0.792081,0
92.3955,-117.103,-46.3764,-85.9077,0.536325,0.486297,0.526764,0.445411,-4.40839,-68.2168,-98.0022,0.470411,0.388976,0.792093,0
92.4204,-117.101,-46.3796,-85.9069,0.536288,0.486348,0.526742,0.445425,-4.4117,-68.2234,-97.9887,0.470431,0.38905,0.792045,0
92.4454,-117.1,-46.3795,-85.9067,0.536296,0.486331,0.52674,0.445438,-4.41358,-68.2238,-97.9885,0.47041,0.389051,0.792057,0
92.4704,-117.097,-46.381,-85.9087,0.536314,0.48628,0.526748,0.445463,-4.40985,-68.2207,-97.9943,0.470413,0.388986,0.792087,0
92.4953,-117.097,-46.3808,-85.909,0.53632,0.486252,0.526753,0.445478,-4.4068,-68.2196,-97.9909,0.470433,0.38898,0.792078,0
92.5204,-117.098,-46.3806,-85.9096,0.536332,0.486222,0.526764,0.445484,-4.40061,-68.2175,-97.9954,0.470451,0.388907,0.792103,0
92.5453,-117.098,-46.3786,-85.9082,0.536334,0.486212,0.52677,0.445485,-4.39827,-68.2173,-97.9942,0.470456,0.388886,0.79211,0
92.5704,-117.099,-46.3772,-85.9086,0.536336,0.486212,0.526774,0.445479,-4.39894,-68.218,-97.9956,0.470439,0.388897,0.792115,0
92.5953,-117.095,-46.3786,-85.9079,0.536324,0.486246,0.526751,0.445483,-4.39962,-68.2185,-97.9973,0.470431,0.388896,0.79212,0
92.6204,-117.094,-46.3799,-85.9065,0.536315,0.486257,0.526744,0.445488,-4.40365,-68.2198,-98.0016,0.47041,0.388926,0.792118,0
92.6452,-117.094,-46.3757,-85.9046,0.536331,0.486238,0.526751,0.445484,-4.40065,-68.2161,-98.0101,0.4704,0.388881,0.792146,0
92.6702,-117.096,-46.3744,-85.9045,0.536344,0.486218,0.526763,0.445476,-4.39783,-68.2103,-98.0201,0.470377,0.388806,0.792197,0
92.6952,-117.096,-46.375,-85.9027,0.536332,0.48623,0.526764,0.445476,-4.39965,-68.2091,-98.0193,0.470369,0.388806,0.792201,0
92.7201,-117.097,-46.3784,-85.9019,0.536316,0.48624,0.526766,0.44548,-4.4037,-68.2101,-98.0178,0.470343,0.388836,0.792202,0
92.7451,-117.095,-46.3796,-85.9007,0.536318,0.486232,0.526772,0.445481,-4.40828,-68.2121,-98.0225,0.470313,0.388847,0.792214,0
92.7701,-117.096,-46.3814,-85.9021,0.536314,0.486221,0.526779,0.445488,-4.41274,-68.2126,-98.021,0.470294,0.388881,0.792208,0
92.7951,-117.097,-46.3841,-85.9011,0.536305,0.486228,0.526782,0.445489,-4.30295,-68.2044,-98.0422,0.470907,0.388123,0.792217,0
92.8201,-117.099,-46.3867,-85.9003,0.536302,0.486219,0.526792,0.44549,-3.62357,-68.1741,-98.2075,0.474336,0.382302,0.793001,0
92.845,-117.099,-46.3864,-85.9001,0.536293,0.486219,0.526795,0.445498,-4.37074,-68.0709,-98.218,0.468516,0.384185,0.795547,0
92.87,-117.097,-46.3847,-85.9001,0.53629,0.486234,0.526789,0.445493,-4.41816,-67.9477,-98.2449,0.467527,0.382296,0.797037,0
92.895,-117.094,-46.3841,-85.9027,0.536298,0.486226,0.526783,0.445498,-4.36511,-67.967,-98.1891,0.467411,0.380961,0.797744,0
92.92,-117.091,-46.3859,-85.9044,0.536309,0.486189,0.526792,0.445515,-4.40406,-67.9465,-98.2752,0.466853,0.380916,0.798093,0
92.9449,-117.092,-46.385,-85.9054,0.536315,0.486174,0.526797,0.445517,-4.3596,-67.95,-98.2704,0.467139,0.380567,0.798092,0
92.9699,-117.093,-46.3838,-85.9061,0.536306,0.486195,0.52679,0.445514,-4.40084,-67.9563,-98.2448,0.466969,0.380922,0.798022,0
92.9949,-117.097,-46.385,-85.9055,0.53628,0.486224,0.52679,0.445514,-4.3918,-67.946,-98.2784,0.4669,0.380722,0.798157,0
93.0198,-117.096,-46.3856,-85.9035,0.536272,0.486239,0.526783,0.445515,-4.38869,-67.9284,-98.3067,0.466826,0.380567,0.798274,0
93.0448,-117.098,-46.3838,-85.9024,0.536259,0.486273,0.526767,0.445512,-4.38206,-67.932,-98.3067,0.466884,0.38047,0.798287,0
93.0698,-117.098,-46.3842,-85.9022,0.536249,0.486302,0.526757,0.445506,-4.39799,-67.943,-98.2959,0.466869,0.380657,0.798206,0
93.0948,-117.102,-46.3845,-85.9016,0.536262,0.48628,0.526771,0.445497,-4.39385,-67.9381,-98.2827,0.466923,0.380729,0.798141,0
93.1198,-117.105,-46.3885,-85.9023,0.536268,0.486241,0.526793,0.445506,-4.3917,-67.9464,-98.2796,0.466929,0.380728,0.798137,0
93.1448,-117.107,-46.3915,-85.8993,0.536247,0.486256,0.526799,0.445508,-4.39544,-67.9437,-98.2893,0.466866,0.380693,0.798191,0
93.1697,-117.108,-46.3939,-85.8964,0.536233,0.486272,0.526801,0.445505,-4.39978,-67.9447,-98.2852,0.466854,0.380726,0.798182,0
93.1947,-117.109,-46.3959,-85.8933,0.536213,0.486318,0.526792,0.44549,-4.3998,-67.9443,-98.2831,0.466868,0.38072,0.798177,0
93.2196,-117.108,-46.3955,-85.8909,0.536244,0.48627,0.526815,0.445479,-4.39997,-67.9466,-98.2817,0.466891,0.380742,0.798153,0
