t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.010,0.000000,0.000000,0.000000,0.016917,-0.010711,0.111705,-0.168696,0.119959,-0.366485,0.420904,0.000000
0.035,0.000000,0.000000,0.000000,0.016919,-0.010708,0.111705,-0.168696,0.119959,-0.366485,0.420904,0.000000
0.060,-0.018500,-0.026830,0.130000,0.016921,-0.010704,0.111705,-0.168694,0.119990,-0.366507,0.420931,59.577000
0.085,-0.018500,-0.026745,0.130000,0.016924,-0.010700,0.111705,-0.168694,0.119990,-0.366507,0.420931,17.731000
0.110,-0.018500,-0.026660,0.130000,0.016928,-0.010696,0.111704,-0.168686,0.120010,-0.366545,0.420966,20.256000
0.135,-0.018500,-0.026575,0.130000,0.016930,-0.010694,0.111704,-0.168686,0.120010,-0.366545,0.420966,19.049000
0.160,-0.018500,-0.026490,0.130000,0.016931,-0.010692,0.111704,-0.168679,0.120033,-0.366561,0.420984,19.005000
0.185,-0.018500,-0.026405,0.130000,0.016934,-0.010688,0.111704,-0.168679,0.120033,-0.366561,0.420984,19.743000
0.210,-0.018500,-0.026320,0.130000,0.016937,-0.010684,0.111704,-0.168675,0.120047,-0.366561,0.420986,18.538000
0.235,-0.018500,-0.026235,0.130000,0.016938,-0.010682,0.111704,-0.168677,0.120055,-0.366566,0.420994,20.217000
0.260,-0.018500,-0.026150,0.130000,0.016938,-0.010683,0.111704,-0.168677,0.120055,-0.366566,0.420994,21.439000
0.285,-0.018500,-0.026065,0.130000,0.016938,-0.010683,0.111703,-0.168681,0.120042,-0.366587,0.421010,19.731000
0.310,-0.018500,-0.025980,0.130000,0.016936,-0.010686,0.111703,-0.168681,0.120042,-0.366587,0.421010,21.460000
0.335,-0.018500,-0.025895,0.130000,0.016933,-0.010690,0.111704,-0.168697,0.120034,-0.366586,0.421014,22.434000
0.360,-0.018500,-0.025810,0.130000,0.016928,-0.010693,0.111705,-0.168721,0.120032,-0.366580,0.421018,23.475000
0.385,-0.018500,-0.025725,0.130000,0.016926,-0.010694,0.111705,-0.168759,0.120047,-0.366579,0.421036,25.563000
0.410,-0.018500,-0.025640,0.130000,0.016924,-0.010694,0.111706,-0.168759,0.120047,-0.366579,0.421036,27.826000
0.435,-0.018500,-0.025555,0.130000,0.016923,-0.010695,0.111706,-0.168772,0.120054,-0.366581,0.421045,27.965000
0.460,-0.018500,-0.025470,0.130000,0.016923,-0.010694,0.111706,-0.168774,0.120067,-0.366584,0.421052,27.611000
0.485,-0.018500,-0.025385,0.130000,0.016925,-0.010691,0.111706,-0.168782,0.120085,-0.366589,0.421064,27.809000
0.510,-0.018500,-0.025300,0.130000,0.016926,-0.010688,0.111707,-0.168797,0.120100,-0.366596,0.421081,27.679000
0.535,-0.018500,-0.025300,0.130000,0.016926,-0.010686,0.111707,-0.168797,0.120100,-0.366596,0.421081,27.679000
0.560,-0.018500,-0.025215,0.130000,0.016925,-0.010686,0.111708,-0.168831,0.120117,-0.366631,0.421130,27.903000
0.585,-0.018500,-0.025130,0.130000,0.016924,-0.010686,0.111708,-0.168836,0.120124,-0.366652,0.421152,28.075000
0.610,-0.018500,-0.025045,0.130000,0.016925,-0.010685,0.111708,-0.168832,0.120127,-0.366666,0.421164,28.106000
0.635,-0.018500,-0.024960,0.130000,0.016926,-0.010684,0.111707,-0.168825,0.120125,-0.366675,0.421168,27.769000
0.660,-0.018500,-0.024875,0.130000,0.016928,-0.010684,0.111707,-0.168825,0.120125,-0.366675,0.421168,28.047000
0.685,-0.018500,-0.024790,0.130000,0.016928,-0.010685,0.111707,-0.168819,0.120119,-0.366680,0.421168,28.243000
0.710,-0.018500,-0.024705,0.130000,0.016928,-0.010686,0.111706,-0.168798,0.120105,-0.366676,0.421152,28.164000
0.735,-0.018500,-0.024705,0.130000,0.016929,-0.010686,0.111706,-0.168798,0.120105,-0.366676,0.421152,28.011000
0.760,-0.018500,-0.024620,0.130000,0.016932,-0.010683,0.111705,-0.168766,0.120106,-0.366668,0.421133,28.011000
0.785,-0.018500,-0.024535,0.130000,0.016934,-0.010681,0.111705,-0.168755,0.120103,-0.366653,0.421115,28.433000
0.810,-0.018500,-0.024450,0.130000,0.016935,-0.010681,0.111705,-0.168755,0.120103,-0.366653,0.421115,28.011000
0.835,-0.018500,-0.024365,0.130000,0.016934,-0.010682,0.111705,-0.168752,0.120097,-0.366628,0.421090,38.507000
0.860,-0.018500,-0.024280,0.130000,0.016931,-0.010685,0.111706,-0.168759,0.120072,-0.366555,0.421022,25.357000
0.885,-0.018500,-0.024195,0.130000,0.016927,-0.010688,0.111707,-0.168759,0.120072,-0.366555,0.421022,25.690000
0.910,-0.018500,-0.024195,0.130000,0.016924,-0.010689,0.111707,-0.168766,0.120068,-0.366526,0.420999,25.690000
0.935,-0.018500,-0.024110,0.130000,0.016924,-0.010688,0.111708,-0.168774,0.120079,-0.366513,0.420993,27.402000
0.960,-0.018500,-0.024025,0.130000,0.016924,-0.010686,0.111708,-0.168800,0.120093,-0.366503,0.420999,28.016000
0.985,-0.018500,-0.023940,0.130000,0.016922,-0.010687,0.111709,-0.168800,0.120093,-0.366503,0.420999,28.675000
1.010,-0.018500,-0.023855,0.130000,0.016919,-0.010689,0.111709,-0.168818,0.120095,-0.366477,0.420984,29.428000
1.035,-0.018500,-0.023770,0.130000,0.016918,-0.010689,0.111710,-0.168819,0.120104,-0.366466,0.420978,28.562000
1.060,-0.018500,-0.023685,0.130000,0.016919,-0.010687,0.111710,-0.168814,0.120115,-0.366465,0.420978,30.595000
1.085,-0.018500,-0.023685,0.130000,0.016921,-0.010683,0.111710,-0.168814,0.120115,-0.366465,0.420978,30.595000
1.110,-0.018500,-0.023600,0.130000,0.016926,-0.010678,0.111710,-0.168793,0.120153,-0.366491,0.421004,28.903000
