t,x,y,z,qw,qx,qy,qz,x_r,y_r,z_r,x_sim,y_sim,z_sim,ctrl_time
13.354,0.00320,0.00034,0.06065,0.65287,-0.02278,0.03496,-0.75632,0.02780,-0.00990,0.13540,0.00214,-0.00022,0.05970,0.00000
13.364,0.00320,0.00034,0.06065,0.65287,-0.02278,0.03496,-0.75632,0.02780,-0.00990,0.13540,0.00214,-0.00022,0.05970,0.00000
13.374,0.00320,0.00034,0.06065,0.65287,-0.02278,0.03496,-0.75632,0.02780,-0.00990,0.13540,0.00214,-0.00022,0.05970,0.00000
13.384,0.00320,0.00034,0.06065,0.65286,-0.02278,0.03498,-0.75633,0.02780,-0.00990,0.13540,0.00214,-0.00022,0.05970,0.00000
13.753,0.00346,0.00029,0.06218,0.65146,-0.02505,0.03954,-0.75724,0.02780,-0.00990,0.13540,0.00222,-0.00024,0.06184,0.00000
13.763,0.00346,0.00029,0.06218,0.65146,-0.02505,0.03954,-0.75724,0.02780,-0.00990,0.13540,0.00222,-0.00024,0.06184,0.00000
13.774,0.00346,0.00029,0.06218,0.65146,-0.02505,0.03954,-0.75724,0.02780,-0.00990,0.13540,0.00222,-0.00024,0.06184,0.00000
13.784,0.00346,0.00027,0.06218,0.65145,-0.02506,0.03956,-0.75725,0.02780,-0.00990,0.13540,0.00222,-0.00024,0.06184,0.00000
14.052,0.00382,0.00042,0.06399,0.65244,-0.03269,0.04418,-0.75584,0.02780,-0.00990,0.13540,0.00250,-0.00032,0.06367,0.00000
14.063,0.00382,0.00042,0.06399,0.65244,-0.03269,0.04418,-0.75584,0.02780,-0.00990,0.13540,0.00250,-0.00032,0.06367,0.00000
14.074,0.00382,0.00042,0.06399,0.65244,-0.03269,0.04418,-0.75584,0.02780,-0.00990,0.13540,0.00250,-0.00032,0.06367,0.00000
14.084,0.00384,0.00044,0.06406,0.65232,-0.03282,0.04452,-0.75592,0.02780,-0.00990,0.13540,0.00250,-0.00032,0.06367,0.00000
14.453,0.00422,0.00032,0.06608,0.64970,-0.03736,0.05311,-0.75741,0.02780,-0.00990,0.13540,0.00280,-0.00043,0.06576,0.00000
14.464,0.00422,0.00032,0.06608,0.64970,-0.03736,0.05311,-0.75741,0.02780,-0.00990,0.13540,0.00280,-0.00043,0.06576,0.00000
14.474,0.00422,0.00032,0.06608,0.64970,-0.03736,0.05311,-0.75741,0.02780,-0.00990,0.13540,0.00280,-0.00043,0.06576,0.00000
14.484,0.00418,0.00034,0.06607,0.64966,-0.03746,0.05325,-0.75743,0.02780,-0.00990,0.13540,0.00280,-0.00043,0.06576,0.00000
14.752,0.00448,0.00026,0.06793,0.64658,-0.04142,0.06207,-0.75919,0.02780,-0.00990,0.13540,0.00312,-0.00054,0.06759,0.00000
14.762,0.00448,0.00026,0.06793,0.64658,-0.04142,0.06207,-0.75919,0.02780,-0.00990,0.13540,0.00312,-0.00054,0.06759,0.00000
14.773,0.00448,0.00026,0.06793,0.64658,-0.04142,0.06207,-0.75919,0.02780,-0.00990,0.13540,0.00312,-0.00054,0.06759,0.00000
14.783,0.00452,0.00024,0.06800,0.64637,-0.04151,0.06252,-0.75933,0.02780,-0.00990,0.13540,0.00312,-0.00054,0.06759,0.00000
15.057,0.00495,0.00013,0.06992,0.64350,-0.04672,0.07183,-0.76064,0.02780,-0.00990,0.13540,0.00353,-0.00066,0.06959,0.00000
15.070,0.00495,0.00013,0.06992,0.64350,-0.04672,0.07183,-0.76064,0.02780,-0.00990,0.13540,0.00353,-0.00066,0.06959,0.00000
15.080,0.00496,0.00014,0.07001,0.64340,-0.04719,0.07237,-0.76064,0.02780,-0.00990,0.13540,0.00353,-0.00066,0.06959,0.00000
15.090,0.00496,0.00014,0.07001,0.64340,-0.04719,0.07237,-0.76064,0.02780,-0.00990,0.13540,0.00353,-0.00066,0.06959,0.00000
15.452,0.00535,0.00006,0.07193,0.64049,-0.05366,0.08258,-0.76163,0.02780,-0.00990,0.13540,0.00403,-0.00080,0.07167,0.00000
15.463,0.00535,0.00006,0.07193,0.64049,-0.05366,0.08258,-0.76163,0.02780,-0.00990,0.13540,0.00403,-0.00080,0.07167,0.00000
15.473,0.00535,0.00006,0.07193,0.64049,-0.05366,0.08258,-0.76163,0.02780,-0.00990,0.13540,0.00403,-0.00080,0.07167,0.00000
15.483,0.00540,0.00006,0.07195,0.64046,-0.05349,0.08251,-0.76167,0.02780,-0.00990,0.13540,0.00403,-0.00080,0.07167,0.00000
15.753,0.00576,-0.00011,0.07371,0.63681,-0.05838,0.09260,-0.76321,0.02780,-0.00990,0.13540,0.00450,-0.00094,0.07351,0.00000
15.763,0.00576,-0.00011,0.07371,0.63681,-0.05838,0.09260,-0.76321,0.02780,-0.00990,0.13540,0.00450,-0.00094,0.07351,0.00000
15.773,0.00576,-0.00011,0.07371,0.63681,-0.05838,0.09260,-0.76321,0.02780,-0.00990,0.13540,0.00450,-0.00094,0.07351,0.00000
15.784,0.00579,-0.00012,0.07377,0.63661,-0.05851,0.09304,-0.76332,0.02780,-0.00990,0.13540,0.00450,-0.00094,0.07351,0.00000
16.153,0.00629,-0.00032,0.07574,0.63214,-0.06434,0.10506,-0.76500,0.02780,-0.00990,0.13540,0.00508,-0.00110,0.07555,0.00000
16.165,0.00629,-0.00032,0.07574,0.63214,-0.06434,0.10506,-0.76500,0.02780,-0.00990,0.13540,0.00508,-0.00110,0.07555,0.00000
16.175,0.00629,-0.00032,0.07574,0.63214,-0.06434,0.10506,-0.76500,0.02780,-0.00990,0.13540,0.00508,-0.00110,0.07555,0.00000
16.186,0.00633,-0.00034,0.07574,0.63217,-0.06422,0.10492,-0.76500,0.02780,-0.00990,0.13540,0.00508,-0.00110,0.07555,0.00000
16.457,0.00683,-0.00055,0.07746,0.62892,-0.06946,0.11425,-0.76589,0.02780,-0.00990,0.13540,0.00562,-0.00127,0.07733,0.00000
16.467,0.00683,-0.00055,0.07746,0.62892,-0.06946,0.11425,-0.76589,0.02780,-0.00990,0.13540,0.00562,-0.00127,0.07733,0.00000
16.480,0.00683,-0.00055,0.07746,0.62892,-0.06946,0.11425,-0.76589,0.02780,-0.00990,0.13540,0.00562,-0.00127,0.07733,0.00000
16.490,0.00683,-0.00055,0.07746,0.62892,-0.06946,0.11425,-0.76589,0.02780,-0.00990,0.13540,0.00562,-0.00127,0.07733,0.00000
16.853,0.00741,-0.00086,0.07945,0.62386,-0.07507,0.12670,-0.76754,0.02780,-0.00990,0.13540,0.00627,-0.00149,0.07937,0.00000
16.864,0.00741,-0.00086,0.07945,0.62386,-0.07507,0.12670,-0.76754,0.02780,-0.00990,0.13540,0.00627,-0.00149,0.07937,0.00000
16.874,0.00741,-0.00086,0.07945,0.62386,-0.07507,0.12670,-0.76754,0.02780,-0.00990,0.13540,0.00627,-0.00149,0.07937,0.00000
16.884,0.00743,-0.00084,0.07952,0.62377,-0.07534,0.12704,-0.76753,0.02780,-0.00990,0.13540,0.00627,-0.00149,0.07937,0.00000
17.153,0.00784,-0.00101,0.08124,0.62040,-0.08139,0.13681,-0.76796,0.02780,-0.00990,0.13540,0.00684,-0.00171,0.08111,0.00000
17.163,0.00784,-0.00101,0.08124,0.62040,-0.08139,0.13681,-0.76796,0.02780,-0.00990,0.13540,0.00684,-0.00171,0.08111,0.00000
17.173,0.00784,-0.00101,0.08124,0.62040,-0.08139,0.13681,-0.76796,0.02780,-0.00990,0.13540,0.00684,-0.00171,0.08111,0.00000
17.184,0.00790,-0.00104,0.08126,0.62014,-0.08111,0.13705,-0.76816,0.02780,-0.00990,0.13540,0.00684,-0.00171,0.08111,0.00000
17.557,0.00857,-0.00138,0.08315,0.61566,-0.08616,0.14775,-0.76923,0.02780,-0.00990,0.13540,0.00753,-0.00199,0.08309,0.00000
17.567,0.00857,-0.00138,0.08315,0.61566,-0.08616,0.14775,-0.76923,0.02780,-0.00990,0.13540,0.00753,-0.00199,0.08309,0.00000
17.577,0.00855,-0.00138,0.08318,0.61576,-0.08658,0.14787,-0.76907,0.02780,-0.00990,0.13540,0.00753,-0.00199,0.08309,0.00000
17.590,0.00855,-0.00138,0.08318,0.61576,-0.08658,0.14787,-0.76907,0.02780,-0.00990,0.13540,0.00753,-0.00199,0.08309,0.00000
