t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
13.354,1.228712,-0.155799,1.228537,-0.071900,0.000000,0.000010,0.000000,0.000000,-11.900000,15.200000,123.600000,62.300000,1.228684,-0.155800,1.228684,-0.071900,0.000000,0.000000,0.000000,0.000000
13.364,1.228712,-0.155799,1.228537,-0.071900,0.000000,0.000010,0.000000,0.000000,-11.900000,15.200000,123.600000,62.300000,1.228684,-0.155800,1.228684,-0.071900,0.000000,0.000000,0.000000,0.000000
13.374,1.228712,-0.155799,1.228537,-0.071900,0.000000,0.000010,0.000000,0.000000,-11.900000,15.200000,123.600000,62.300000,1.228684,-0.155800,1.228684,-0.071900,0.000000,0.000000,0.000000,0.000000
13.384,1.228712,-0.155799,1.228537,-0.071900,0.000000,0.000010,0.000000,0.000000,-11.900000,15.200000,123.600000,62.300000,1.228684,-0.155800,1.228684,-0.071900,0.000000,0.000000,0.000000,0.000000
13.753,1.247910,-0.153640,1.206546,-0.071800,0.000000,0.000240,0.000000,0.000000,-10.400000,72.000000,-82.000000,65.100000,1.248183,-0.153635,1.206650,-0.070978,0.000000,0.000000,0.000000,0.000000
13.763,1.247910,-0.153640,1.206546,-0.071800,0.000000,0.000240,0.000000,0.000000,-10.400000,72.000000,-82.000000,65.100000,1.248183,-0.153635,1.206650,-0.070978,0.000000,0.000000,0.000000,0.000000
13.774,1.247910,-0.153640,1.206546,-0.071800,0.000000,0.000240,0.000000,0.000000,-10.400000,72.000000,-82.000000,65.100000,1.248183,-0.153635,1.206650,-0.070978,0.000000,0.000000,0.000000,0.000000
13.784,1.247910,-0.153640,1.206546,-0.071800,0.000000,0.000240,0.000000,0.000000,-10.400000,72.000000,-82.000000,65.100000,1.248183,-0.153635,1.206650,-0.070978,0.000000,0.000000,0.000000,0.000000
14.052,1.266411,-0.151659,1.185951,-0.070134,0.000000,0.000920,0.000000,0.000440,-9.100000,-79.900000,-6.000000,71.400000,1.266426,-0.151624,1.186327,-0.070122,0.000000,0.000000,0.000000,0.000000
14.063,1.266411,-0.151659,1.185951,-0.070134,0.000000,0.000920,0.000000,0.000440,-9.100000,-79.900000,-6.000000,71.400000,1.266426,-0.151624,1.186327,-0.070122,0.000000,0.000000,0.000000,0.000000
