-0.0534661245,0.1131461811,0.0861737213
-0.0509747484,0.1144843091,0.0849676496
-0.0479463615,0.1148188400,0.0829956741
-0.0495075048,0.1154878998,0.0845568212
-0.0468636948,0.1161448023,0.0845284373
-0.0430287494,0.1173724291,0.0843784046
-0.0390174139,0.1183587924,0.0843216359
-0.0355315289,0.1187217102,0.0837390789
-0.0322233877,0.1188332214,0.0836647339
-0.0346989174,0.1196169771,0.0850602105
-0.0308324393,0.1201009148,0.0850204683
-0.0270567342,0.1205678256,0.0854241237
-0.0231910368,0.1210315677,0.0861498260
-0.0573132362,0.1108044586,0.0903553619
-0.0573132362,0.1114735260,0.0900208282
-0.0547113268,0.1126778403,0.0889577667
-0.0511551296,0.1143545934,0.0886758815
-0.0492844849,0.1154878998,0.0886827087
-0.0469495934,0.1161433127,0.0887168445
-0.0429685334,0.1175218524,0.0886291838
-0.0390618296,0.1186309453,0.0887216077
-0.0365722923,0.1188332189,0.0890172399
-0.0372413521,0.1195022812,0.0883481766
-0.0346895815,0.1196578763,0.0886904886
-0.0307514475,0.1202549744,0.0885823494
-0.0270301841,0.1207129669,0.0887942191
-0.0227709280,0.1209804434,0.0884882140
-0.0188626112,0.1210998383,0.0888806950
-0.0148695709,0.1210703964,0.0893935845
-0.0108133768,0.1213293363,0.0898664298
-0.0070548190,0.1217062504,0.0901585774
-0.0044572778,0.1221785278,0.0903553619
-0.0585923269,0.1103518652,0.0931103302
-0.0574805026,0.1114735260,0.0925298204
-0.0549656495,0.1124712527,0.0926912174
-0.0510732038,0.1142317041,0.0926629505
-0.0492844849,0.1154878998,0.0926970863
-0.0468591332,0.1160733337,0.0926970863
-0.0429283895,0.1174950905,0.0926970863
-0.0389618029,0.1185464783,0.0926970863
-0.0365722923,0.1188332214,0.0926970863
-0.0346606854,0.1195978612,0.0926970863
-0.0308852599,0.1201713409,0.0926970863
-0.0267644416,0.1204146382,0.0926514685
-0.0228565057,0.1208404083,0.0926970863
-0.0187969226,0.1208584910,0.0926518794
-0.0149987370,0.1212864477,0.0927045202
-0.0108611671,0.1218917879,0.0926970863
-0.0068717250,0.1226148761,0.0925516371
-0.0030235752,0.1226564331,0.0916934894
-0.0001083741,0.1228475952,0.0923625526
-0.0051263404,0.1235166550,0.0933661480
-0.0026651493,0.1236600266,0.0934378330
0.0010496195,0.1238254553,0.0935720133
0.0043241668,0.1240184555,0.0941188402
-0.0637529645,0.1065391865,0.0982168512
-0.0621639411,0.1081282117,0.0973327321
-0.0592606881,0.1100039801,0.0967114615
-0.0573132362,0.1114735260,0.0967114614
-0.0548600078,0.1123656116,0.0967114614
-0.0510407748,0.1142334108,0.0967114614
-0.0486154251,0.1148188375,0.0977150548
-0.0492844849,0.1154878998,0.0960423985
-0.0467584323,0.1160067684,0.0966773255
-0.0429283895,0.1174950905,0.0967114614
-0.0389618029,0.1185464783,0.0967114614
-0.0365722923,0.1188332214,0.0967114614
-0.0346606854,0.1195978612,0.0967114614
-0.0308852599,0.1201713409,0.0967114614
-0.0267948536,0.1204450503,0.0967266672
-0.0228565057,0.1208404083,0.0967114614
-0.0187969226,0.1208584910,0.0967566683
-0.0150533685,0.1213694323,0.0967036814
-0.0108611671,0.1218917879,0.0967114614
-0.0069423714,0.1226564331,0.0967114614
-0.0044572778,0.1228475927,0.0977150548
-0.0051263404,0.1235166550,0.0960423985
-0.0026834875,0.1237656103,0.0967192411
0.0011799283,0.1245843110,0.0965762251
0.0051797954,0.1249834473,0.0966342614
0.0090745128,0.1250220470,0.0970125380
0.0131128881,0.1250874985,0.0979186823
0.0156145992,0.1251893120,0.0983841171
-0.0773851242,0.0954160233,0.1023984909
-0.0747929899,0.0977108197,0.1025048336
-0.0735380096,0.0995976620,0.1022312279
-0.0710476104,0.1013632454,0.1018223568
-0.0681297506,0.1025526886,0.1008373464
-0.0695475311,0.1036359384,0.1019205933
-0.0667505434,0.1050411352,0.1009782042
-0.0644499054,0.1065298941,0.1006514999
-0.0625592981,0.1080369762,0.1007258401
-0.0591136249,0.1099529314,0.1007197579
-0.0573132362,0.1114735260,0.1007258403
-0.0548600078,0.1123656116,0.1007258403
-0.0510407748,0.1142334108,0.1007258403
-0.0486154251,0.1148188400,0.1007258403
-0.0467754998,0.1159897003,0.1007258403
-0.0429283895,0.1174950905,0.1007258403
-0.0389618029,0.1185464783,0.1007258403
-0.0365722923,0.1188332214,0.1007258403
-0.0346606854,0.1195978612,0.1007258403
-0.0308852599,0.1201713409,0.1007258403
-0.0269186731,0.1205536652,0.1007258403
-0.0228565057,0.1208404083,0.1007258403
-0.0185853967,0.1209493250,0.1007647391
-0.0148277543,0.1215094681,0.1007258403
-0.0108611671,0.1218917879,0.1007258403
-0.0068845788,0.1225830802,0.1007025008
-0.0042342579,0.1228475944,0.1010603714
0.0508519020,0.1228475952,0.1001682866
0.0535170052,0.1228475952,0.1007592934
0.0567315428,0.1227867709,0.1019119048
-0.0024664127,0.1236635234,0.1006524066
0.0012530909,0.1244969128,0.1007025008
0.0051429905,0.1252748892,0.1007180605
0.0092148699,0.1258729205,0.1006967503
0.0132651014,0.1259439539,0.1006247025
0.0170832752,0.1258175791,0.1008155912
0.0212124265,0.1258360733,0.1014618073
0.0254429002,0.1256853411,0.1016602189
0.0293479960,0.1253653809,0.1011484046
0.0334283944,0.1250722265,0.1010101906
0.0373135197,0.1247787526,0.1010755764
0.0412502654,0.1243970040,0.1011836188
0.0454994036,0.1239403974,0.1015287132
0.0493353600,0.1235434177,0.1014350461
0.0531608265,0.1235166550,0.1017294320
0.0560928917,0.1235166550,0.1023984909
-0.0858599150,0.0891342655,0.1060411665
-0.0843545214,0.0903980503,0.1050189877
-0.0825991941,0.0924744511,0.1050862792
-0.0798606524,0.0940946234,0.1043220476
-0.0782432676,0.0962741681,0.1050747442
-0.0758053058,0.0978926695,0.1043189170
-0.0740589220,0.0999656464,0.1049791643
-0.0715865761,0.1018836274,0.1045915331
-0.0696431122,0.1035403584,0.1045490532
-0.0671261553,0.1049501659,0.1047402140
-0.0644499054,0.1065670649,0.1047402140
-0.0624745794,0.1079370520,0.1047402140
-0.0590974053,0.1099123823,0.1047402140
-0.0573132362,0.1114735260,0.1047402140
-0.0548600078,0.1123656116,0.1047402140
-0.0510407748,0.1142334108,0.1047402140
-0.0486154251,0.1148188400,0.1047402140
-0.0467754998,0.1159897003,0.1047402140
