t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.015,0.000000,0.000000,0.000000,-0.010874,-0.015292,0.130452,0.004792,0.071928,-0.150634,0.166995,0.000000
0.040,-0.014198,0.014086,0.130000,-0.010874,-0.015292,0.130452,0.004791,0.071934,-0.150631,0.166995,0.000000
0.065,-0.014253,0.014031,0.130000,-0.010873,-0.015290,0.130453,0.004790,0.071942,-0.150629,0.166996,60.381000
0.090,-0.014253,0.014031,0.130000,-0.010872,-0.015289,0.130453,0.004789,0.071947,-0.150627,0.166997,27.862000
0.115,-0.014308,0.013975,0.130000,-0.010872,-0.015288,0.130454,0.004789,0.071946,-0.150622,0.166991,27.862000
0.140,-0.014363,0.013918,0.130000,-0.010871,-0.015288,0.130454,0.004791,0.071935,-0.150605,0.166972,27.907000
0.165,-0.014417,0.013862,0.130000,-0.010871,-0.015289,0.130454,0.004793,0.071918,-0.150579,0.166941,27.634000
0.190,-0.014471,0.013805,0.130000,-0.010870,-0.015290,0.130454,0.004795,0.071899,-0.150550,0.166907,27.284000
0.215,-0.014525,0.013748,0.130000,-0.010869,-0.015291,0.130454,0.004798,0.071882,-0.150519,0.166871,27.616000
0.240,-0.014579,0.013691,0.130000,-0.010868,-0.015292,0.130454,0.004799,0.071866,-0.150484,0.166833,25.471000
0.265,-0.014633,0.013634,0.130000,-0.010867,-0.015292,0.130454,0.004798,0.071846,-0.150445,0.166789,28.271000
0.290,-0.014686,0.013576,0.130000,-0.010866,-0.015293,0.130454,0.004799,0.071821,-0.150403,0.166740,26.158000
0.315,-0.014740,0.013518,0.130000,-0.010866,-0.015295,0.130454,0.004803,0.071794,-0.150359,0.166689,26.941000
0.340,-0.014793,0.013460,0.130000,-0.010864,-0.015296,0.130454,0.004805,0.071769,-0.150317,0.166640,25.210000
0.365,-0.014845,0.013402,0.130000,-0.010863,-0.015298,0.130454,0.004807,0.071748,-0.150282,0.166600,25.898000
0.390,-0.014845,0.013402,0.130000,-0.010863,-0.015299,0.130454,0.004808,0.071736,-0.150258,0.166573,25.898000
0.415,-0.014898,0.013344,0.130000,-0.010862,-0.015300,0.130454,0.004809,0.071735,-0.150244,0.166560,28.036000
0.440,-0.014950,0.013285,0.130000,-0.010860,-0.015299,0.130454,0.004808,0.071738,-0.150236,0.166554,28.250000
0.465,-0.015002,0.013226,0.130000,-0.010860,-0.015298,0.130455,0.004807,0.071742,-0.150231,0.166551,27.867000
0.490,-0.015054,0.013167,0.130000,-0.010859,-0.015297,0.130455,0.004805,0.071743,-0.150226,0.166548,27.603000
0.515,-0.015106,0.013108,0.130000,-0.010859,-0.015297,0.130455,0.004803,0.071742,-0.150220,0.166542,28.516000
0.540,-0.015157,0.013049,0.130000,-0.010860,-0.015297,0.130455,0.004800,0.071741,-0.150215,0.166536,28.019000
0.565,-0.015208,0.012989,0.130000,-0.010861,-0.015297,0.130455,0.004797,0.071739,-0.150211,0.166532,27.740000
0.590,-0.015259,0.012929,0.130000,-0.010862,-0.015297,0.130455,0.004795,0.071738,-0.150206,0.166527,28.197000
0.615,-0.015310,0.012869,0.130000,-0.010863,-0.015297,0.130455,0.004794,0.071740,-0.150204,0.166525,28.152000
0.640,-0.015310,0.012869,0.130000,-0.010863,-0.015297,0.130455,0.004792,0.071744,-0.150206,0.166530,28.152000
0.665,-0.015360,0.012809,0.130000,-0.010863,-0.015297,0.130455,0.004787,0.071751,-0.150213,0.166538,27.852000
0.690,-0.015410,0.012748,0.130000,-0.010865,-0.015296,0.130455,0.004781,0.071763,-0.150223,0.166552,28.773000
0.715,-0.015460,0.012688,0.130000,-0.010867,-0.015296,0.130455,0.004776,0.071777,-0.150238,0.166572,28.165000
0.740,-0.015510,0.012627,0.130000,-0.010868,-0.015295,0.130455,0.004771,0.071793,-0.150260,0.166599,28.054000
0.765,-0.015559,0.012566,0.130000,-0.010870,-0.015294,0.130455,0.004770,0.071807,-0.150290,0.166631,27.592000
0.790,-0.015609,0.012505,0.130000,-0.010871,-0.015293,0.130455,0.004771,0.071821,-0.150320,0.166665,27.814000
0.815,-0.015658,0.012443,0.130000,-0.010871,-0.015293,0.130454,0.004770,0.071835,-0.150350,0.166698,28.005000
0.840,-0.015658,0.012443,0.130000,-0.010872,-0.015292,0.130454,0.004768,0.071850,-0.150378,0.166730,28.005000
0.865,-0.015706,0.012382,0.130000,-0.010873,-0.015291,0.130454,0.004765,0.071862,-0.150405,0.166759,28.220000
0.890,-0.015755,0.012320,0.130000,-0.010875,-0.015291,0.130454,0.004764,0.071868,-0.150427,0.166781,38.702000
0.915,-0.015803,0.012258,0.130000,-0.010876,-0.015292,0.130453,0.004768,0.071867,-0.150443,0.166795,28.383000
0.940,-0.015851,0.012196,0.130000,-0.010876,-0.015292,0.130453,0.004772,0.071859,-0.150452,0.166801,28.164000
0.965,-0.015851,0.012196,0.130000,-0.010876,-0.015294,0.130452,0.004775,0.071848,-0.150456,0.166799,28.164000
