t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
0.015,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.040,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.065,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000750,0.125000,0.000750
0.090,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.102694,0.001500,0.098734,0.001351
0.115,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.102694,0.001500,0.098734,0.001351
0.140,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032504,0.002250,0.019669,0.002066
0.165,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.072000,0.003000,-0.064295,0.002809
0.190,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.168479,0.003745,-0.166423,0.003565
0.215,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.260186,0.004495,-0.248220,0.004322
0.240,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.353797,0.005245,-0.330744,0.005080
0.265,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.441121,0.005996,-0.399893,0.005841
0.290,0.567581,-0.080619,-1.481086,-0.046201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.525588,0.006746,-0.482188,0.006603
