t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.018,0.000000,0.000000,0.000000,-0.019950,0.003771,0.130423,0.013361,0.010049,-0.333476,0.333894,0.000000
0.043,-0.014198,0.014086,0.130000,-0.019950,0.003771,0.130422,0.013370,0.010054,-0.333537,0.333957,0.000000
0.068,-0.014198,0.014086,0.130000,-0.019951,0.003772,0.130422,0.013377,0.010059,-0.333596,0.334016,0.000000
0.093,-0.014308,0.013975,0.130000,-0.019951,0.003772,0.130421,0.013385,0.010062,-0.333649,0.334069,19.535000
0.118,-0.014363,0.013918,0.130000,-0.019952,0.003773,0.130421,0.013391,0.010059,-0.333697,0.334117,18.476000
0.143,-0.014417,0.013862,0.130000,-0.019952,0.003772,0.130420,0.013398,0.010054,-0.333740,0.334160,18.307000
0.168,-0.014471,0.013805,0.130000,-0.019952,0.003771,0.130420,0.013405,0.010049,-0.333777,0.334198,18.022000
0.193,-0.014525,0.013748,0.130000,-0.019952,0.003770,0.130420,0.013410,0.010045,-0.333810,0.334231,18.022000
0.218,-0.014579,0.013691,0.130000,-0.019952,0.003770,0.130419,0.013413,0.010045,-0.333841,0.334261,21.752000
0.243,-0.014633,0.013634,0.130000,-0.019953,0.003770,0.130419,0.013417,0.010053,-0.333863,0.334284,18.581000
0.268,-0.014686,0.013576,0.130000,-0.019953,0.003771,0.130419,0.013419,0.010067,-0.333877,0.334298,18.581000
0.293,-0.014740,0.013518,0.130000,-0.019952,0.003772,0.130419,0.013419,0.010078,-0.333887,0.334308,19.441000
0.321,-0.014793,0.013460,0.130000,-0.019952,0.003774,0.130419,0.013420,0.010083,-0.333891,0.334313,19.698000
0.343,-0.014845,0.013402,0.130000,-0.019952,0.003775,0.130418,0.013420,0.010082,-0.333891,0.334312,19.698000
0.371,-0.014898,0.013344,0.130000,-0.019952,0.003774,0.130419,0.013419,0.010080,-0.333884,0.334305,19.811000
0.393,-0.014950,0.013285,0.130000,-0.019952,0.003774,0.130419,0.013413,0.010075,-0.333861,0.334282,19.811000
0.418,-0.015002,0.013226,0.130000,-0.019954,0.003774,0.130418,0.013404,0.010066,-0.333823,0.334243,20.867000
0.443,-0.015054,0.013167,0.130000,-0.019957,0.003773,0.130418,0.013394,0.010049,-0.333768,0.334188,17.685000
0.468,-0.015106,0.013108,0.130000,-0.019958,0.003772,0.130418,0.013384,0.010032,-0.333700,0.334119,19.895000
0.493,-0.015157,0.013049,0.130000,-0.019958,0.003770,0.130418,0.013375,0.010016,-0.333637,0.334055,19.913000
0.518,-0.015208,0.012989,0.130000,-0.019958,0.003768,0.130418,0.013366,0.010002,-0.333584,0.334001,19.096000
0.543,-0.015259,0.012929,0.130000,-0.019959,0.003766,0.130419,0.013357,0.009996,-0.333528,0.333945,19.075000
0.568,-0.015310,0.012869,0.130000,-0.019960,0.003766,0.130419,0.013346,0.009996,-0.333468,0.333884,19.719000
0.593,-0.015360,0.012809,0.130000,-0.019961,0.003766,0.130419,0.013334,0.010000,-0.333401,0.333817,19.719000
0.618,-0.015410,0.012748,0.130000,-0.019962,0.003767,0.130419,0.013323,0.010011,-0.333330,0.333747,19.279000
0.643,-0.015460,0.012688,0.130000,-0.019962,0.003769,0.130420,0.013316,0.010028,-0.333272,0.333689,19.279000
0.668,-0.015510,0.012627,0.130000,-0.019960,0.003771,0.130421,0.013312,0.010051,-0.333229,0.333646,19.318000
0.693,-0.015559,0.012566,0.130000,-0.019958,0.003774,0.130422,0.013308,0.010078,-0.333197,0.333614,19.318000
0.718,-0.015609,0.012505,0.130000,-0.019956,0.003777,0.130423,0.013306,0.010096,-0.333173,0.333592,19.474000
0.743,-0.015658,0.012443,0.130000,-0.019955,0.003780,0.130423,0.013302,0.010105,-0.333150,0.333569,19.887000
0.768,-0.015706,0.012382,0.130000,-0.019955,0.003781,0.130423,0.013298,0.010108,-0.333125,0.333544,20.267000
0.793,-0.015755,0.012320,0.130000,-0.019955,0.003781,0.130424,0.013298,0.010103,-0.333105,0.333524,19.269000
0.818,-0.015803,0.012258,0.130000,-0.019953,0.003780,0.130424,0.013299,0.010097,-0.333086,0.333505,21.852000
0.843,-0.015851,0.012196,0.130000,-0.019950,0.003779,0.130425,0.013301,0.010094,-0.333069,0.333488,19.403000
0.868,-0.015899,0.012134,0.130000,-0.019948,0.003778,0.130426,0.013303,0.010082,-0.333061,0.333479,18.571000
0.893,-0.015946,0.012071,0.130000,-0.019946,0.003776,0.130427,0.013304,0.010063,-0.333060,0.333478,18.319000
0.918,-0.015994,0.012008,0.130000,-0.019946,0.003774,0.130427,0.013305,0.010045,-0.333067,0.333484,17.973000
0.943,-0.016041,0.011946,0.130000,-0.019946,0.003771,0.130427,0.013307,0.010030,-0.333081,0.333498,18.259000
0.968,-0.016088,0.011882,0.130000,-0.019946,0.003769,0.130427,0.013311,0.010022,-0.333094,0.333510,17.745000
0.993,-0.016134,0.011819,0.130000,-0.019946,0.003768,0.130427,0.013314,0.010021,-0.333102,0.333519,17.769000
1.018,-0.016180,0.011756,0.130000,-0.019945,0.003768,0.130427,0.013316,0.010019,-0.333105,0.333521,17.980000
1.043,-0.016226,0.011692,0.130000,-0.019943,0.003767,0.130427,0.013316,0.010017,-0.333101,0.333518,18.192000
1.068,-0.016272,0.011628,0.130000,-0.019943,0.003767,0.130428,0.013315,0.010008,-0.333102,0.333519,18.070000
1.093,-0.016318,0.011564,0.130000,-0.019944,0.003766,0.130427,0.013314,0.009996,-0.333113,0.333529,18.313000
