t,x,y,z,qw,qx,qy,qz,x_r,y_r,z_r,x_sim,y_sim,z_sim,ctrl_time
3.006,0.00241,-0.00099,0.06051,0.65772,-0.00593,0.03632,-0.75236,0.00990,-0.00910,0.13220,0.00158,-0.00055,0.05982,0.00000
3.019,0.00241,-0.00099,0.06051,0.65772,-0.00593,0.03632,-0.75236,0.00990,-0.00910,0.13220,0.00158,-0.00055,0.05982,0.00000
3.030,0.00240,-0.00100,0.06050,0.65743,-0.00592,0.03629,-0.75262,0.00990,-0.00910,0.13220,0.00158,-0.00055,0.05982,0.00000
3.040,0.00240,-0.00100,0.06050,0.65743,-0.00592,0.03629,-0.75262,0.00990,-0.00910,0.13220,0.00158,-0.00055,0.05982,0.00000
3.706,0.00250,-0.00109,0.06191,0.65317,-0.00558,0.04151,-0.75605,0.00990,-0.00910,0.13220,0.00167,-0.00062,0.06191,0.00000
3.720,0.00250,-0.00109,0.06191,0.65317,-0.00558,0.04151,-0.75605,0.00990,-0.00910,0.13220,0.00167,-0.00062,0.06191,0.00000
3.730,0.00250,-0.00109,0.06192,0.65328,-0.00553,0.04155,-0.75596,0.00990,-0.00910,0.13220,0.00167,-0.00062,0.06191,0.00000
3.740,0.00250,-0.00109,0.06192,0.65328,-0.00553,0.04155,-0.75596,0.00990,-0.00910,0.13220,0.00167,-0.00062,0.06191,0.00000
4.106,0.00303,-0.00119,0.06400,0.64971,-0.00897,0.05128,-0.75840,0.00990,-0.00910,0.13220,0.00190,-0.00077,0.06398,0.00000
4.116,0.00303,-0.00119,0.06400,0.64971,-0.00897,0.05128,-0.75840,0.00990,-0.00910,0.13220,0.00190,-0.00077,0.06398,0.00000
4.126,0.00302,-0.00118,0.06402,0.64959,-0.00903,0.05135,-0.75850,0.00990,-0.00910,0.13220,0.00190,-0.00077,0.06398,0.00000
4.139,0.00302,-0.00118,0.06402,0.64959,-0.00903,0.05135,-0.75850,0.00990,-0.00910,0.13220,0.00190,-0.00077,0.06398,0.00000
4.510,0.00336,-0.00141,0.06602,0.64560,-0.01073,0.06066,-0.76119,0.00990,-0.00910,0.13220,0.00216,-0.00095,0.06598,0.00000
4.523,0.00336,-0.00141,0.06602,0.64560,-0.01073,0.06066,-0.76119,0.00990,-0.00910,0.13220,0.00216,-0.00095,0.06598,0.00000
4.533,0.00336,-0.00140,0.06601,0.64554,-0.01061,0.06060,-0.76125,0.00990,-0.00910,0.13220,0.00216,-0.00095,0.06598,0.00000
4.543,0.00336,-0.00140,0.06601,0.64554,-0.01061,0.06060,-0.76125,0.00990,-0.00910,0.13220,0.00216,-0.00095,0.06598,0.00000
4.906,0.00359,-0.00156,0.06798,0.64021,-0.01215,0.07116,-0.76480,0.00990,-0.00910,0.13220,0.00246,-0.00116,0.06794,0.00000
4.916,0.00359,-0.00156,0.06798,0.64021,-0.01215,0.07116,-0.76480,0.00990,-0.00910,0.13220,0.00246,-0.00116,0.06794,0.00000
4.927,0.00360,-0.00156,0.06801,0.64038,-0.01215,0.07125,-0.76465,0.00990,-0.00910,0.13220,0.00246,-0.00116,0.06794,0.00000
4.937,0.00360,-0.00156,0.06801,0.64038,-0.01215,0.07125,-0.76465,0.00990,-0.00910,0.13220,0.00246,-0.00116,0.06794,0.00000
8.906,0.00390,-0.00185,0.07001,0.63286,-0.01267,0.08457,-0.76953,0.00990,-0.00910,0.13220,0.00285,-0.00137,0.06994,0.00000
8.919,0.00390,-0.00185,0.07001,0.63286,-0.01267,0.08457,-0.76953,0.00990,-0.00910,0.13220,0.00285,-0.00137,0.06994,0.00000
8.930,0.00391,-0.00184,0.07001,0.63297,-0.01270,0.08456,-0.76944,0.00990,-0.00910,0.13220,0.00285,-0.00137,0.06994,0.00000
8.940,0.00391,-0.00184,0.07001,0.63297,-0.01270,0.08456,-0.76944,0.00990,-0.00910,0.13220,0.00285,-0.00137,0.06994,0.00000
9.305,0.00432,-0.00217,0.07193,0.62569,-0.01470,0.09831,-0.77371,0.00990,-0.00910,0.13220,0.00334,-0.00157,0.07191,0.00000
9.315,0.00432,-0.00217,0.07193,0.62569,-0.01470,0.09831,-0.77371,0.00990,-0.00910,0.13220,0.00334,-0.00157,0.07191,0.00000
9.328,0.00431,-0.00218,0.07193,0.62576,-0.01475,0.09837,-0.77365,0.00990,-0.00910,0.13220,0.00334,-0.00157,0.07191,0.00000
9.338,0.00431,-0.00218,0.07193,0.62576,-0.01475,0.09837,-0.77365,0.00990,-0.00910,0.13220,0.00334,-0.00157,0.07191,0.00000
9.706,0.00458,-0.00243,0.07382,0.61866,-0.01704,0.11140,-0.77754,0.00990,-0.00910,0.13220,0.00371,-0.00191,0.07388,0.00000
9.719,0.00458,-0.00243,0.07382,0.61866,-0.01704,0.11140,-0.77754,0.00990,-0.00910,0.13220,0.00371,-0.00191,0.07388,0.00000
9.729,0.00460,-0.00245,0.07381,0.61860,-0.01693,0.11135,-0.77759,0.00990,-0.00910,0.13220,0.00371,-0.00191,0.07388,0.00000
9.739,0.00460,-0.00245,0.07381,0.61860,-0.01693,0.11135,-0.77759,0.00990,-0.00910,0.13220,0.00371,-0.00191,0.07388,0.00000
10.206,0.00498,-0.00280,0.07568,0.61209,-0.01872,0.12319,-0.78091,0.00990,-0.00910,0.13220,0.00412,-0.00224,0.07580,0.00000
10.216,0.00498,-0.00280,0.07568,0.61209,-0.01872,0.12319,-0.78091,0.00990,-0.00910,0.13220,0.00412,-0.00224,0.07580,0.00000
10.226,0.00498,-0.00281,0.07568,0.61211,-0.01871,0.12320,-0.78089,0.00990,-0.00910,0.13220,0.00412,-0.00224,0.07580,0.00000
10.236,0.00498,-0.00281,0.07568,0.61211,-0.01871,0.12320,-0.78089,0.00990,-0.00910,0.13220,0.00412,-0.00224,0.07580,0.00000
10.705,0.00540,-0.00320,0.07770,0.60626,-0.02242,0.13646,-0.78315,0.00990,-0.00910,0.13220,0.00453,-0.00262,0.07777,0.00000
10.716,0.00540,-0.00320,0.07770,0.60626,-0.02242,0.13646,-0.78315,0.00990,-0.00910,0.13220,0.00453,-0.00262,0.07777,0.00000
10.727,0.00540,-0.00321,0.07771,0.60616,-0.02257,0.13652,-0.78321,0.00990,-0.00910,0.13220,0.00453,-0.00262,0.07777,0.00000
10.737,0.00540,-0.00321,0.07771,0.60616,-0.02257,0.13652,-0.78321,0.00990,-0.00910,0.13220,0.00453,-0.00262,0.07777,0.00000
11.106,0.00574,-0.00365,0.07958,0.59664,-0.02129,0.14998,-0.78808,0.00990,-0.00910,0.13220,0.00510,-0.00299,0.07964,0.00000
11.116,0.00574,-0.00365,0.07958,0.59664,-0.02129,0.14998,-0.78808,0.00990,-0.00910,0.13220,0.00510,-0.00299,0.07964,0.00000
11.126,0.00574,-0.00366,0.07957,0.59645,-0.02117,0.14994,-0.78824,0.00990,-0.00910,0.13220,0.00510,-0.00299,0.07964,0.00000
11.139,0.00574,-0.00366,0.07957,0.59645,-0.02117,0.14994,-0.78824,0.00990,-0.00910,0.13220,0.00510,-0.00299,0.07964,0.00000
11.606,0.00609,-0.00427,0.08136,0.58574,-0.01816,0.16306,-0.79372,0.00990,-0.00910,0.13220,0.00585,-0.00330,0.08153,0.00000
11.616,0.00609,-0.00427,0.08136,0.58574,-0.01816,0.16306,-0.79372,0.00990,-0.00910,0.13220,0.00585,-0.00330,0.08153,0.00000
11.626,0.00608,-0.00426,0.08136,0.58618,-0.01837,0.16296,-0.79341,0.00990,-0.00910,0.13220,0.00585,-0.00330,0.08153,0.00000
11.639,0.00608,-0.00426,0.08136,0.58618,-0.01837,0.16296,-0.79341,0.00990,-0.00910,0.13220,0.00585,-0.00330,0.08153,0.00000
12.005,0.00670,-0.00470,0.08325,0.58209,-0.02308,0.17503,-0.79373,0.00990,-0.00910,0.13220,0.00626,-0.00379,0.08338,0.00000
12.016,0.00670,-0.00470,0.08325,0.58209,-0.02308,0.17503,-0.79373,0.00990,-0.00910,0.13220,0.00626,-0.00379,0.08338,0.00000
12.026,0.00673,-0.00469,0.08324,0.58220,-0.02293,0.17492,-0.79368,0.00990,-0.00910,0.13220,0.00626,-0.00379,0.08338,0.00000
12.036,0.00673,-0.00469,0.08324,0.58220,-0.02293,0.17492,-0.79368,0.00990,-0.00910,0.13220,0.00626,-0.00379,0.08338,0.00000
13.008,0.00710,-0.00520,0.08508,0.57383,-0.02592,0.18703,-0.79691,0.00990,-0.00910,0.13220,0.00649,-0.00445,0.08525,0.00000
13.018,0.00710,-0.00520,0.08508,0.57383,-0.02592,0.18703,-0.79691,0.00990,-0.00910,0.13220,0.00649,-0.00445,0.08525,0.00000
