t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
3.006,0.827461,-0.155800,0.827461,-0.071899,0.024435,0.000130,0.000000,0.000000,-15.400000,15.500000,49.100000,61.200000,0.827479,-0.155800,0.827479,-0.071899,0.000000,0.000000,0.000000,0.000000
3.019,0.827461,-0.155800,0.827461,-0.071899,0.024435,0.000130,0.000000,0.000000,-15.400000,15.500000,49.100000,61.200000,0.827479,-0.155800,0.827479,-0.071899,0.000000,0.000000,0.000000,0.000000
3.030,0.827461,-0.155800,0.827461,-0.071899,0.024435,0.000130,0.000000,0.000000,-15.400000,15.500000,49.100000,61.200000,0.827479,-0.155800,0.827479,-0.071899,0.000000,0.000000,0.000000,0.000000
3.040,0.827461,-0.155800,0.827461,-0.071899,0.024435,0.000130,0.000000,0.000000,-15.400000,15.500000,49.100000,61.200000,0.827479,-0.155800,0.827479,-0.071899,0.000000,0.000000,0.000000,0.000000
3.706,0.865509,-0.153675,0.797615,-0.071801,-0.003491,0.000020,0.000000,0.000000,-13.100000,22.400000,117.400000,65.300000,0.865412,-0.153675,0.797668,-0.070931,0.000000,0.000000,0.000000,0.000000
3.720,0.865509,-0.153675,0.797615,-0.071801,-0.003491,0.000020,0.000000,0.000000,-13.100000,22.400000,117.400000,65.300000,0.865412,-0.153675,0.797668,-0.070931,0.000000,0.000000,0.000000,0.000000
3.730,0.865509,-0.153675,0.797615,-0.071801,-0.003491,0.000020,0.000000,0.000000,-13.100000,22.400000,117.400000,65.300000,0.865412,-0.153675,0.797668,-0.070931,0.000000,0.000000,0.000000,0.000000
3.740,0.865509,-0.153675,0.797615,-0.071801,-0.003491,0.000020,0.000000,0.000000,-13.100000,22.400000,117.400000,65.300000,0.865412,-0.153675,0.797668,-0.070931,0.000000,0.000000,0.000000,0.000000
4.106,0.901288,-0.151555,0.771785,-0.070787,-0.033161,0.000210,0.000000,0.000000,-17.900000,31.100000,-7.700000,155.200000,0.901438,-0.151552,0.772085,-0.070788,0.000000,0.000000,0.000000,0.000000
4.116,0.901288,-0.151555,0.771785,-0.070787,-0.033161,0.000210,0.000000,0.000000,-17.900000,31.100000,-7.700000,155.200000,0.901438,-0.151552,0.772085,-0.070788,0.000000,0.000000,0.000000,0.000000
4.126,0.901288,-0.151555,0.771785,-0.070787,-0.033161,0.000210,0.000000,0.000000,-17.900000,31.100000,-7.700000,155.200000,0.901438,-0.151552,0.772085,-0.070788,0.000000,0.000000,0.000000,0.000000
4.139,0.901288,-0.151555,0.771785,-0.070787,-0.033161,0.000210,0.000000,0.000000,-17.900000,31.100000,-7.700000,155.200000,0.901438,-0.151552,0.772085,-0.070788,0.000000,0.000000,0.000000,0.000000
4.510,0.934449,-0.149511,0.741416,-0.069739,-0.010472,0.000030,0.000000,0.000000,-14.200000,46.000000,-37.300000,173.200000,0.934493,-0.149508,0.741624,-0.069740,0.000000,0.000000,0.000000,0.000000
4.523,0.934449,-0.149511,0.741416,-0.069739,-0.010472,0.000030,0.000000,0.000000,-14.200000,46.000000,-37.300000,173.200000,0.934493,-0.149508,0.741624,-0.069740,0.000000,0.000000,0.000000,0.000000
4.533,0.934449,-0.149511,0.741416,-0.069739,-0.010472,0.000030,0.000000,0.000000,-14.200000,46.000000,-37.300000,173.200000,0.934493,-0.149508,0.741624,-0.069740,0.000000,0.000000,0.000000,0.000000
4.543,0.934449,-0.149511,0.741416,-0.069739,-0.010472,0.000030,0.000000,0.000000,-14.200000,46.000000,-37.300000,173.200000,0.934493,-0.149508,0.741624,-0.069740,0.000000,0.000000,0.000000,0.000000
4.906,0.969007,-0.147511,0.715410,-0.068738,0.017453,0.000050,0.000000,0.000000,-18.400000,72.400000,-60.000000,140.700000,0.969067,-0.147510,0.715688,-0.068739,0.000000,0.000000,0.000000,0.000000
4.916,0.969007,-0.147511,0.715410,-0.068738,0.017453,0.000050,0.000000,0.000000,-18.400000,72.400000,-60.000000,140.700000,0.969067,-0.147510,0.715688,-0.068739,0.000000,0.000000,0.000000,0.000000
4.927,0.969007,-0.147511,0.715410,-0.068738,0.017453,0.000050,0.000000,0.000000,-18.400000,72.400000,-60.000000,140.700000,0.969067,-0.147510,0.715688,-0.068739,0.000000,0.000000,0.000000,0.000000
4.937,0.969007,-0.147511,0.715410,-0.068738,0.017453,0.000050,0.000000,0.000000,-18.400000,72.400000,-60.000000,140.700000,0.969067,-0.147510,0.715688,-0.068739,0.000000,0.000000,0.000000,0.000000
8.906,0.912807,-0.145464,0.747525,-0.068126,0.001745,-0.000050,0.000000,0.000000,-19.100000,9.300000,5.900000,117.100000,0.912713,-0.145465,0.747868,-0.068127,0.000000,0.000000,0.000000,0.000000
8.919,0.912807,-0.145464,0.747525,-0.068126,0.001745,-0.000050,0.000000,0.000000,-19.100000,9.300000,5.900000,117.100000,0.912713,-0.145465,0.747868,-0.068127,0.000000,0.000000,0.000000,0.000000
8.930,0.912807,-0.145464,0.747525,-0.068126,0.001745,-0.000050,0.000000,0.000000,-19.100000,9.300000,5.900000,117.100000,0.912713,-0.145465,0.747868,-0.068127,0.000000,0.000000,0.000000,0.000000
8.940,0.912807,-0.145464,0.747525,-0.068126,0.001745,-0.000050,0.000000,0.000000,-19.100000,9.300000,5.900000,117.100000,0.912713,-0.145465,0.747868,-0.068127,0.000000,0.000000,0.000000,0.000000
9.305,0.857829,-0.143427,0.779464,-0.067521,0.000000,0.000250,0.000000,0.000000,-24.700000,25.100000,134.200000,127.300000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
9.315,0.857829,-0.143427,0.779464,-0.067521,0.000000,0.000250,0.000000,0.000000,-24.700000,25.100000,134.200000,127.300000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
9.328,0.857829,-0.143427,0.779464,-0.067521,0.000000,0.000250,0.000000,0.000000,-24.700000,25.100000,134.200000,127.300000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
9.338,0.857829,-0.143427,0.779464,-0.067521,0.000000,0.000250,0.000000,0.000000,-24.700000,25.100000,134.200000,127.300000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
9.706,0.895005,-0.141391,0.733562,-0.066516,0.048869,0.000050,0.000000,0.000000,-9.500000,36.100000,-73.500000,144.400000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
9.719,0.895005,-0.141391,0.733562,-0.066516,0.048869,0.000050,0.000000,0.000000,-9.500000,36.100000,-73.500000,144.400000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
9.729,0.895005,-0.141391,0.733562,-0.066516,0.048869,0.000050,0.000000,0.000000,-9.500000,36.100000,-73.500000,144.400000,0.895020,-0.141387,0.733720,-0.066517,0.000000,0.000000,0.000000,0.000000
