-0.0116528,0.000267884,0.100851,-0.0116993,-0.000297123,0.101256,0.0094959,0.0765269,-0.0966372,0.000479609,0.00396834,0.692119,-0.721772,
-0.0116555,0.0002601,0.100852,-0.0116918,-0.000302015,0.101255,0.00949559,0.0765263,-0.0966372,0.000457495,0.00395771,0.692128,-0.721764,
-0.011656,0.000256643,0.100852,-0.011683,-0.000307819,0.101254,0.00949527,0.0765261,-0.0966369,0.000442475,0.0039407,0.692138,-0.721754,
-0.0116577,0.000260138,0.10085,-0.0116797,-0.000311748,0.101253,0.0094951,0.0765263,-0.0966366,0.000424296,0.00393938,0.692146,-0.721746,
-0.0116577,0.000260138,0.10085,-0.0116797,-0.000311748,0.101253,0.0094951,0.0765263,-0.0966366,0.000424296,0.00393938,0.692146,-0.721746,
-0.0116593,0.000256287,0.100851,-0.0116788,-0.000314868,0.101252,0.00949512,0.0765268,-0.0966362,0.000419259,0.00393925,0.692153,-0.72174,
-0.0116586,0.000257457,0.100852,-0.0116867,-0.000306635,0.101255,0.00949508,0.0765271,-0.0966361,0.000442624,0.0039494,0.692138,-0.721754,
-0.0116585,0.00025985,0.100851,-0.0116921,-0.000302291,0.101256,0.00949497,0.0765266,-0.0966361,0.000456125,0.00395751,0.692129,-0.721763,
-0.011657,0.000264162,0.10085,-0.0116924,-0.00029837,0.101257,0.00949472,0.0765262,-0.0966366,0.000463873,0.00395434,0.69212,-0.721771,
-0.011657,0.000264162,0.10085,-0.0116924,-0.00029837,0.101257,0.00949472,0.0765262,-0.0966366,0.000463873,0.00395434,0.69212,-0.721771,
-0.0116593,0.000256853,0.10085,-0.0116852,-0.00030179,0.101256,0.00949434,0.0765256,-0.0966371,0.000446975,0.00394195,0.692126,-0.721766,
-0.0116596,0.00026064,0.100849,-0.0116911,-0.000295056,0.101259,0.00949408,0.0765246,-0.0966374,0.000460893,0.00395072,0.692112,-0.72178,
-0.011659,0.000271575,0.100846,-0.0117115,-0.000281603,0.101262,0.00949407,0.0765234,-0.0966376,0.000499576,0.00398649,0.692085,-0.721806,
-0.0116582,0.000272868,0.100843,-0.0117096,-0.000282305,0.101262,0.00949417,0.0765221,-0.0966379,0.000496209,0.00398332,0.692083,-0.721806,
-0.0116582,0.000272868,0.100843,-0.0117096,-0.000282305,0.101262,0.00949417,0.0765221,-0.0966379,0.000496209,0.00398332,0.692083,-0.721806,
-0.0116587,0.00027093,0.100839,-0.0117029,-0.000285536,0.101261,0.00949414,0.0765207,-0.0966385,0.000478595,0.00397366,0.692087,-0.721803,
-0.011657,0.000269768,0.100838,-0.0117034,-0.000281183,0.101263,0.00949414,0.0765195,-0.0966392,0.000488251,0.00397077,0.692077,-0.721813,
-0.0116548,0.000275556,0.100836,-0.0117129,-0.000276687,0.101263,0.00949439,0.0765189,-0.0966397,0.000509381,0.00398701,0.692067,-0.721823,
-0.0116525,0.000274419,0.100834,-0.0117131,-0.00027983,0.101261,0.00949488,0.0765192,-0.0966403,0.000513256,0.00398717,0.692073,-0.721817,
-0.0116525,0.000274419,0.100834,-0.0117131,-0.00027983,0.101261,0.00949488,0.0765192,-0.0966403,0.000513256,0.00398717,0.692073,-0.721817,
-0.0116536,0.000270465,0.100833,-0.0117064,-0.000280844,0.101262,0.00949502,0.0765185,-0.0966406,0.000492215,0.00397915,0.692074,-0.721815,
-0.0116536,0.00026941,0.100831,-0.0116972,-0.000283139,0.101262,0.00949492,0.0765173,-0.0966408,0.000472635,0.00396346,0.692076,-0.721813,
-0.0116531,0.000272144,0.100827,-0.0116906,-0.000286142,0.101262,0.00949483,0.0765162,-0.096641,0.000454158,0.00395413,0.69208,-0.721809,
-0.0116532,0.000266052,0.100826,-0.011679,-0.000294029,0.10126,0.00949469,0.0765158,-0.0966412,0.000428468,0.00393482,0.692095,-0.721796,
-0.0116523,0.000257776,0.10083,-0.0116821,-0.000296812,0.101258,0.00949493,0.0765168,-0.0966412,0.000442356,0.00393754,0.692101,-0.72179,
-0.0116523,0.000257776,0.10083,-0.0116821,-0.000296812,0.101258,0.00949493,0.0765168,-0.0966412,0.000442356,0.00393754,0.692101,-0.72179,
-0.0116516,0.000261143,0.100831,-0.0116877,-0.000288923,0.10126,0.0094948,0.0765173,-0.0966414,0.000458121,0.00394496,0.692087,-0.721803,
-0.0116506,0.000263364,0.100834,-0.0117004,-0.000283262,0.10126,0.00949498,0.0765182,-0.0966415,0.000487447,0.00396573,0.692078,-0.721812,
-0.01165,0.000268714,0.100835,-0.0117072,-0.000277147,0.101262,0.00949493,0.0765181,-0.0966414,0.000502735,0.00397663,0.692066,-0.721823,
-0.0116492,0.000266059,0.100838,-0.0117098,-0.000270661,0.101264,0.00949471,0.0765179,-0.0966415,0.000516534,0.00397693,0.692053,-0.721836,
-0.0116492,0.000266059,0.100838,-0.0117098,-0.000270661,0.101264,0.00949471,0.0765179,-0.0966415,0.000516534,0.00397693,0.692053,-0.721836,
-0.0116492,0.000273574,0.100838,-0.0117156,-0.000266321,0.101266,0.00949442,0.0765171,-0.0966415,0.000525564,0.00398729,0.692044,-0.721844,
-0.0116494,0.000274428,0.100839,-0.0117128,-0.000271025,0.101264,0.00949444,0.0765178,-0.0966415,0.000516683,0.00398371,0.692054,-0.721835,
-0.0116493,0.000273278,0.10084,-0.0117132,-0.000269538,0.101265,0.00949423,0.0765176,-0.0966414,0.000518441,0.00398359,0.692051,-0.721838,
-0.0116505,0.000271404,0.100842,-0.011714,-0.000270701,0.101264,0.00949422,0.076518,-0.0966413,0.00051412,0.00398725,0.692054,-0.721834,
-0.0116505,0.000271404,0.100842,-0.011714,-0.000270701,0.101264,0.00949422,0.076518,-0.0966413,0.00051412,0.00398725,0.692054,-0.721834,
-0.0116503,0.000278363,0.100839,-0.0117096,-0.000269925,0.101265,0.00949394,0.0765174,-0.0966413,0.000500172,0.00398117,0.692052,-0.721837,
-0.0116524,0.000273844,0.100839,-0.0116974,-0.000272773,0.101266,0.00949348,0.0765165,-0.0966414,0.00046733,0.00396271,0.692056,-0.721833,
-0.0116512,0.000272679,0.100839,-0.0116986,-0.000276218,0.101265,0.00949328,0.0765158,-0.0966412,0.000478327,0.00396062,0.692061,-0.721828,
-0.0116508,0.000278497,0.100838,-0.011703,-0.000274401,0.101265,0.00949332,0.0765159,-0.0966409,0.000485331,0.0039691,0.692058,-0.721831,
-0.0116508,0.000278497,0.100838,-0.011703,-0.000274401,0.101265,0.00949332,0.0765159,-0.0966409,0.000485331,0.0039691,0.692058,-0.721831,
-0.0116489,0.000281536,0.100839,-0.011714,-0.000268641,0.101266,0.00949357,0.0765164,-0.0966406,0.000514209,0.00398567,0.692047,-0.721841,
-0.0116477,0.00028459,0.100837,-0.0117026,-0.000280965,0.101263,0.00949375,0.0765173,-0.0966405,0.000491798,0.00396639,0.692072,-0.721818,
-0.0116494,0.000276155,0.100839,-0.0117011,-0.000284564,0.101261,0.00949395,0.0765183,-0.0966403,0.000486344,0.00396523,0.69208,-0.72181,
-0.0116518,0.000269118,0.100841,-0.0116984,-0.000288674,0.10126,0.00949414,0.0765193,-0.0966401,0.000477225,0.00396258,0.69209,-0.7218,
-0.0116518,0.000269118,0.100841,-0.0116984,-0.000288674,0.10126,0.00949414,0.0765193,-0.0966401,0.000477225,0.00396258,0.69209,-0.7218,
-0.0116512,0.000278073,0.100842,-0.0117114,-0.000276513,0.101264,0.00949427,0.0765189,-0.0966395,0.000507981,0.00398346,0.692066,-0.721823,
-0.0116499,0.00028423,0.100841,-0.0117175,-0.000269844,0.101267,0.00949432,0.0765182,-0.0966388,0.000529766,0.00399007,0.692052,-0.721837,
