0.0148586,-0.000220035,0.104801
0.0148612,-0.000101367,0.104758
0.0149089,9.25099e-06,0.104728
0.0149604,-9.19137e-05,0.104767
0.0150003,-0.000194073,0.104773
0.0149552,-0.000263047,0.104777
0.0149494,-0.000403732,0.104866
0.0149864,-0.000659205,0.104962
0.014965,-0.00062974,0.104938
0.0149281,-0.000609231,0.104914
0.0149757,-0.000543703,0.104879
0.0150427,-0.000499237,0.104789
0.0150946,-0.000436913,0.104748
0.0150016,-0.000347429,0.104736
0.0150024,-0.000254254,0.104721
0.0150333,-0.000229394,0.104682
0.0150244,-0.000170466,0.104643
0.0150177,-0.000100254,0.104605
0.0151007,-0.000158992,0.104593
0.015145,-0.000246614,0.104618
0.015103,-0.000320735,0.104655
0.0150036,-0.000249363,0.104663
0.0149096,-0.000259275,0.104705
0.0148848,-0.000234663,0.104697
0.0148163,-7.20076e-05,0.104663
0.0147804,-4.0002e-05,0.104676
0.0150639,0.000837958,0.10466
0.0151232,0.000864139,0.10469
0.0151101,0.00119525,0.104612
0.0150389,0.00114347,0.104688
0.0150558,0.000810652,0.104984
0.0151114,0.000774573,0.104996
0.0151625,0.000636263,0.105056
0.0150777,0.000648236,0.105023
0.0151233,0.000763591,0.104925
0.015084,0.000739607,0.104983
0.014945,0.000704992,0.105018
0.0148751,0.000677401,0.105003
0.0149173,0.000654204,0.10501
0.0149174,0.0007254,0.105036
0.0149704,0.000932638,0.104944
0.0150139,0.0011561,0.104888
0.015076,0.00119923,0.104843
0.0151216,0.00122094,0.104795
0.0151135,0.00119763,0.104724
0.0150874,0.00114905,0.104661
0.0151887,0.00185318,0.105505
0.0151813,0.00214836,0.105623
0.0151813,0.00214836,0.105623
0.0153036,0.00263238,0.105358
0.0153036,0.00263238,0.105358
0.0153551,0.00247904,0.105367
0.0153789,0.00242307,0.105394
0.0153486,0.00263466,0.105283
0.0152859,0.00268979,0.105243
0.0152441,0.00265809,0.105237
0.0153491,0.00268574,0.105206
0.0154001,0.00261801,0.105196
0.0154192,0.00245934,0.105289
0.0154497,0.00223598,0.105448
0.0154319,0.00221744,0.10552
0.0154051,0.00213462,0.105548
0.0154047,0.00205762,0.105584
0.0153484,0.00197135,0.105642
0.0153022,0.00218022,0.105521
0.0153465,0.00227965,0.105436
0.0151721,0.00252975,0.105404
0.0151721,0.00252975,0.105404
0.0152368,0.00269665,0.105335
0.0152368,0.00269665,0.105335
0.0152398,0.00263331,0.10539
0.0152286,0.0026447,0.105394
0.0151928,0.00257811,0.105506
0.0151898,0.00256091,0.105539
0.0151366,0.00260295,0.105647
0.0151243,0.00264656,0.105617
0.015195,0.00260563,0.105597
0.015286,0.00253623,0.10557
0.0153386,0.00268914,0.105492
0.0153588,0.00275841,0.105441
0.0154056,0.00280281,0.105355
0.0153761,0.00282614,0.105344
0.0153443,0.00301914,0.105252
0.0153054,0.00309612,0.105169
0.0152856,0.00307704,0.105162
0.015259,0.00298643,0.105235
0.0152845,0.00296208,0.105199
0.0152662,0.00276694,0.105328
0.0153704,0.00354347,0.105406
0.0153262,0.00428668,0.105497
0.0152354,0.00443202,0.105516
0.0151408,0.00438492,0.105652
0.0151408,0.00438492,0.105652
0.0151371,0.00448441,0.105668
