t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.005,0.000000,0.000000,0.000000,0.013192,-0.014038,0.113636,-0.183868,0.184028,-0.500000,0.563625,0.000000
0.030,0.000000,0.000000,0.000000,0.013192,-0.014038,0.113636,-0.183877,0.184060,-0.500000,0.563639,0.000000
0.055,0.001259,-0.011742,0.130000,0.013194,-0.014032,0.113637,-0.183879,0.184094,-0.500000,0.563651,0.000000
0.080,0.001319,-0.011683,0.130000,0.013198,-0.014026,0.113638,-0.183865,0.184098,-0.500000,0.563647,59.971000
0.105,0.001439,-0.011563,0.130000,0.013201,-0.014024,0.113637,-0.183842,0.184051,-0.500000,0.563624,19.612000
0.130,0.001499,-0.011504,0.130000,0.013199,-0.014030,0.113636,-0.183835,0.183964,-0.500000,0.563594,19.116000
0.155,0.001559,-0.011444,0.130000,0.013190,-0.014046,0.113634,-0.183844,0.183888,-0.500000,0.563572,20.087000
0.180,0.001619,-0.011385,0.130000,0.013178,-0.014062,0.113633,-0.183849,0.183877,-0.500000,0.563570,19.669000
0.205,0.001679,-0.011325,0.130000,0.013176,-0.014065,0.113633,-0.183850,0.183925,-0.500000,0.563586,19.549000
0.230,0.001738,-0.011266,0.130000,0.013182,-0.014055,0.113634,-0.183852,0.183986,-0.500000,0.563606,20.545000
0.255,0.001798,-0.011207,0.130000,0.013189,-0.014044,0.113635,-0.183856,0.184024,-0.500000,0.563620,21.287000
0.280,0.001858,-0.011147,0.130000,0.013193,-0.014037,0.113636,-0.183866,0.184040,-0.500000,0.563629,21.948000
0.305,0.001918,-0.011088,0.130000,0.013194,-0.014035,0.113636,-0.183881,0.184045,-0.500000,0.563635,21.138000
0.330,0.001978,-0.011029,0.130000,0.013192,-0.014036,0.113637,-0.183897,0.184048,-0.500000,0.563642,21.295000
0.355,0.002038,-0.010970,0.130000,0.013189,-0.014037,0.113637,-0.183911,0.184055,-0.500000,0.563648,22.110000
0.380,0.002097,-0.010911,0.130000,0.013187,-0.014037,0.113638,-0.183920,0.184067,-0.500000,0.563655,23.184000
0.405,0.002157,-0.010852,0.130000,0.013187,-0.014036,0.113638,-0.183921,0.184081,-0.500000,0.563660,26.316000
0.430,0.002217,-0.010793,0.130000,0.013189,-0.014033,0.113638,-0.183915,0.184092,-0.500000,0.563662,25.096000
0.455,0.002277,-0.010734,0.130000,0.013191,-0.014030,0.113638,-0.183907,0.184095,-0.500000,0.563660,18.410000
0.480,0.002336,-0.010675,0.130000,0.013193,-0.014029,0.113638,-0.183899,0.184088,-0.500000,0.563655,19.661000
0.505,0.002396,-0.010616,0.130000,0.013194,-0.014029,0.113638,-0.183893,0.184076,-0.500000,0.563650,19.689000
0.530,0.002456,-0.010557,0.130000,0.013193,-0.014031,0.113638,-0.183891,0.184061,-0.500000,0.563644,19.195000
0.555,0.002515,-0.010498,0.130000,0.013192,-0.014034,0.113637,-0.183892,0.184048,-0.500000,0.563640,20.942000
0.580,0.002575,-0.010440,0.130000,0.013190,-0.014036,0.113637,-0.183893,0.184047,-0.500000,0.563640,20.844000
0.605,0.002635,-0.010381,0.130000,0.013190,-0.014037,0.113637,-0.183891,0.184062,-0.500000,0.563644,19.825000
0.630,0.002694,-0.010323,0.130000,0.013192,-0.014034,0.113637,-0.183891,0.184085,-0.500000,0.563652,21.197000
0.655,0.002754,-0.010264,0.130000,0.013195,-0.014029,0.113638,-0.183895,0.184106,-0.500000,0.563660,20.536000
0.680,0.002814,-0.010206,0.130000,0.013197,-0.014025,0.113638,-0.183902,0.184119,-0.500000,0.563666,20.084000
0.705,0.002873,-0.010148,0.130000,0.013197,-0.014024,0.113639,-0.183909,0.184123,-0.500000,0.563670,18.342000
0.730,0.002933,-0.010089,0.130000,0.013196,-0.014024,0.113639,-0.183912,0.184120,-0.500000,0.563670,18.603000
0.755,0.002992,-0.010031,0.130000,0.013196,-0.014025,0.113639,-0.183912,0.184116,-0.500000,0.563669,18.474000
0.780,0.003052,-0.009973,0.130000,0.013195,-0.014025,0.113639,-0.183909,0.184114,-0.500000,0.563667,18.565000
0.805,0.003111,-0.009915,0.130000,0.013195,-0.014025,0.113639,-0.183905,0.184117,-0.500000,0.563667,20.016000
0.830,0.003171,-0.009857,0.130000,0.013196,-0.014024,0.113639,-0.183902,0.184119,-0.500000,0.563666,20.017000
0.855,0.003171,-0.009857,0.130000,0.013197,-0.014024,0.113639,-0.183899,0.184119,-0.500000,0.563666,20.017000
0.880,0.003171,-0.009857,0.130000,0.013198,-0.014023,0.113639,-0.183894,0.184118,-0.500000,0.563663,20.017000
0.905,0.003171,-0.009857,0.130000,0.013199,-0.014023,0.113638,-0.183886,0.184118,-0.500000,0.563661,20.017000
0.930,0.003171,-0.009857,0.130000,0.013200,-0.014022,0.113638,-0.183883,0.184121,-0.500000,0.563661,20.017000
0.955,0.003171,-0.009857,0.130000,0.013201,-0.014021,0.113638,-0.183887,0.184130,-0.500000,0.563665,20.017000
0.980,0.003171,-0.009857,0.130000,0.013201,-0.014020,0.113639,-0.183897,0.184145,-0.500000,0.563673,20.017000
1.005,0.003171,-0.009857,0.130000,0.013202,-0.014018,0.113639,-0.183909,0.184163,-0.500000,0.563683,20.017000
1.030,0.003171,-0.009857,0.130000,0.013202,-0.014016,0.113640,-0.183921,0.184178,-0.500000,0.563692,20.017000
1.055,0.003171,-0.009857,0.130000,0.013201,-0.014014,0.113640,-0.183924,0.184186,-0.500000,0.563695,20.017000
1.080,0.003171,-0.009857,0.130000,0.013202,-0.014013,0.113640,-0.183918,0.184187,-0.500000,0.563694,20.017000
1.105,0.003171,-0.009857,0.130000,0.013203,-0.014012,0.113640,-0.183908,0.184179,-0.500000,0.563688,20.017000
1.130,0.003171,-0.009857,0.130000,0.013204,-0.014013,0.113640,-0.183904,0.184166,-0.500000,0.563682,20.017000
1.155,0.003171,-0.009857,0.130000,0.013203,-0.014015,0.113640,-0.183908,0.184155,-0.500000,0.563680,20.017000
1.180,0.003230,-0.009799,0.130000,0.013201,-0.014017,0.113640,-0.183919,0.184151,-0.500000,0.563682,20.086000
1.205,0.003290,-0.009741,0.130000,0.013198,-0.014019,0.113640,-0.183931,0.184151,-0.500000,0.563686,21.944000
1.230,0.003349,-0.009684,0.130000,0.013196,-0.014021,0.113640,-0.183938,0.184152,-0.500000,0.563689,20.330000
1.255,0.003408,-0.009626,0.130000,0.013195,-0.014021,0.113640,-0.183932,0.184152,-0.500000,0.563687,18.422000
1.280,0.003468,-0.009569,0.130000,0.013196,-0.014021,0.113640,-0.183917,0.184151,-0.500000,0.563682,19.492000
1.305,0.003527,-0.009511,0.130000,0.013199,-0.014019,0.113640,-0.183902,0.184154,-0.500000,0.563678,18.898000
1.330,0.003587,-0.009454,0.130000,0.013202,-0.014017,0.113639,-0.183894,0.184160,-0.500000,0.563677,20.795000
1.355,0.003646,-0.009396,0.130000,0.013204,-0.014015,0.113639,-0.183900,0.184169,-0.500000,0.563682,19.633000
1.380,0.003705,-0.009339,0.130000,0.013204,-0.014014,0.113640,-0.183918,0.184175,-0.500000,0.563690,21.865000
1.405,0.003764,-0.009282,0.130000,0.013202,-0.014015,0.113640,-0.183935,0.184179,-0.500000,0.563697,19.314000
1.430,0.003824,-0.009225,0.130000,0.013199,-0.014016,0.113641,-0.183941,0.184181,-0.500000,0.563699,18.734000
1.455,0.003883,-0.009168,0.130000,0.013198,-0.014016,0.113641,-0.183935,0.184184,-0.500000,0.563698,18.500000
1.480,0.003942,-0.009111,0.130000,0.013200,-0.014015,0.113641,-0.183927,0.184191,-0.500000,0.563698,18.894000
1.505,0.004001,-0.009055,0.130000,0.013202,-0.014013,0.113641,-0.183925,0.184200,-0.500000,0.563700,18.343000
1.530,0.004060,-0.008998,0.130000,0.013204,-0.014011,0.113641,-0.183932,0.184211,-0.500000,0.563706,18.851000
1.555,0.004119,-0.008942,0.130000,0.013204,-0.014009,0.113641,-0.183944,0.184218,-0.500000,0.563712,18.093000
1.580,0.004179,-0.008885,0.130000,0.013202,-0.014009,0.113642,-0.183956,0.184216,-0.500000,0.563716,19.359000
1.605,0.004238,-0.008829,0.130000,0.013200,-0.014011,0.113642,-0.183960,0.184207,-0.500000,0.563714,19.130000
1.630,0.004297,-0.008773,0.130000,0.013198,-0.014013,0.113642,-0.183958,0.184198,-0.500000,0.563710,18.719000
1.655,0.004356,-0.008717,0.130000,0.013197,-0.014015,0.113641,-0.183954,0.184195,-0.500000,0.563708,18.494000
1.680,0.004415,-0.008661,0.130000,0.013197,-0.014015,0.113641,-0.183952,0.184202,-0.500000,0.563710,18.500000
1.705,0.004474,-0.008605,0.130000,0.013199,-0.014013,0.113641,-0.183954,0.184214,-0.500000,0.563714,18.760000
1.730,0.004533,-0.008549,0.130000,0.013200,-0.014011,0.113642,-0.183957,0.184220,-0.500000,0.563717,17.939000
1.755,0.004592,-0.008493,0.130000,0.013200,-0.014010,0.113642,-0.183957,0.184212,-0.500000,0.563715,18.267000
1.780,0.004650,-0.008438,0.130000,0.013199,-0.014012,0.113642,-0.183957,0.184192,-0.500000,0.563708,18.916000
1.805,0.004709,-0.008382,0.130000,0.013197,-0.014016,0.113641,-0.183956,0.184169,-0.500000,0.563700,18.432000
1.830,0.004768,-0.008327,0.130000,0.013194,-0.014020,0.113641,-0.183961,0.184154,-0.500000,0.563697,18.257000
1.855,0.004827,-0.008272,0.130000,0.013191,-0.014023,0.113641,-0.183971,0.184156,-0.500000,0.563701,19.079000
1.880,0.004886,-0.008217,0.130000,0.013189,-0.014024,0.113641,-0.183980,0.184173,-0.500000,0.563709,18.170000
1.905,0.004944,-0.008162,0.130000,0.013190,-0.014022,0.113641,-0.183983,0.184193,-0.500000,0.563717,18.190000
1.930,0.005003,-0.008107,0.130000,0.013192,-0.014018,0.113642,-0.183977,0.184206,-0.500000,0.563719,18.265000
1.955,0.005062,-0.008052,0.130000,0.013195,-0.014015,0.113642,-0.183967,0.184206,-0.500000,0.563716,21.510000
1.980,0.005120,-0.007998,0.130000,0.013197,-0.014014,0.113642,-0.183958,0.184194,-0.500000,0.563709,18.286000
2.005,0.005179,-0.007943,0.130000,0.013197,-0.014015,0.113641,-0.183958,0.184180,-0.500000,0.563705,18.203000
2.030,0.005238,-0.007889,0.130000,0.013195,-0.014018,0.113641,-0.183964,0.184175,-0.500000,0.563705,18.629000
2.055,0.005296,-0.007835,0.130000,0.013193,-0.014020,0.113641,-0.183971,0.184182,-0.500000,0.563709,18.084000
2.080,0.005355,-0.007780,0.130000,0.013193,-0.014019,0.113641,-0.183975,0.184196,-0.500000,0.563715,18.718000
2.105,0.005413,-0.007726,0.130000,0.013194,-0.014017,0.113642,-0.183972,0.184212,-0.500000,0.563720,18.269000
2.130,0.005471,-0.007673,0.130000,0.013197,-0.014013,0.113642,-0.183963,0.184223,-0.500000,0.563720,18.866000
2.155,0.005530,-0.007619,0.130000,0.013200,-0.014010,0.113642,-0.183956,0.184225,-0.500000,0.563719,18.445000
2.180,0.005588,-0.007565,0.130000,0.013201,-0.014009,0.113642,-0.183957,0.184215,-0.500000,0.563716,18.564000
2.205,0.005647,-0.007512,0.130000,0.013200,-0.014011,0.113642,-0.183964,0.184197,-0.500000,0.563712,18.735000
2.230,0.005705,-0.007459,0.130000,0.013196,-0.014015,0.113641,-0.183972,0.184180,-0.500000,0.563709,18.918000
2.255,0.005763,-0.007405,0.130000,0.013192,-0.014019,0.113641,-0.183969,0.184170,-0.500000,0.563705,18.115000
2.280,0.005821,-0.007352,0.130000,0.013191,-0.014021,0.113640,-0.183955,0.184165,-0.500000,0.563699,18.290000
2.305,0.005880,-0.007300,0.130000,0.013194,-0.014021,0.113641,-0.183931,0.184161,-0.500000,0.563690,17.641000
2.330,0.005938,-0.007247,0.130000,0.013197,-0.014019,0.113640,-0.183901,0.184151,-0.500000,0.563676,17.876000
2.355,0.005996,-0.007194,0.130000,0.013202,-0.014017,0.113639,-0.183871,0.184132,-0.500000,0.563661,18.180000
2.380,0.006054,-0.007142,0.130000,0.013204,-0.014017,0.113638,-0.183849,0.184110,-0.500000,0.563646,17.431000
2.405,0.006112,-0.007090,0.130000,0.013206,-0.014020,0.113637,-0.183839,0.184092,-0.500000,0.563637,17.740000
2.430,0.006170,-0.007037,0.130000,0.013205,-0.014022,0.113637,-0.183838,0.184085,-0.500000,0.563634,18.459000
2.455,0.006228,-0.006985,0.130000,0.013205,-0.014023,0.113637,-0.183845,0.184090,-0.500000,0.563638,17.640000
2.480,0.006286,-0.006934,0.130000,0.013204,-0.014023,0.113637,-0.183853,0.184105,-0.500000,0.563646,19.236000
2.505,0.006344,-0.006882,0.130000,0.013204,-0.014021,0.113637,-0.183850,0.184123,-0.500000,0.563651,17.201000
2.530,0.006402,-0.006830,0.130000,0.013207,-0.014017,0.113638,-0.183819,0.184118,-0.500000,0.563639,19.819000
2.555,0.006459,-0.006779,0.130000,0.013212,-0.014015,0.113637,-0.183755,0.184064,-0.500000,0.563600,17.797000
2.580,0.006517,-0.006728,0.130000,0.013217,-0.014018,0.113635,-0.183685,0.183962,-0.500000,0.563544,17.676000
2.605,0.006575,-0.006677,0.130000,0.013217,-0.014030,0.113631,-0.183660,0.183848,-0.500000,0.563499,17.801000
2.630,0.006633,-0.006626,0.130000,0.013207,-0.014050,0.113628,-0.183692,0.183773,-0.500000,0.563485,17.859000
2.655,0.006690,-0.006575,0.130000,0.013191,-0.014068,0.113627,-0.183743,0.183768,-0.500000,0.563500,18.066000
2.680,0.006748,-0.006524,0.130000,0.013181,-0.014074,0.113628,-0.183792,0.183803,-0.500000,0.563527,19.326000
2.705,0.006805,-0.006474,0.130000,0.013177,-0.014073,0.113630,-0.183819,0.183832,-0.500000,0.563546,18.240000
2.730,0.006863,-0.006424,0.130000,0.013175,-0.014070,0.113631,-0.183788,0.183837,-0.500000,0.563537,18.558000
2.755,0.006920,-0.006374,0.130000,0.013182,-0.014066,0.113631,-0.183698,0.183815,-0.500000,0.563500,19.210000
2.780,0.006978,-0.006324,0.130000,0.013196,-0.014060,0.113628,-0.183612,0.183773,-0.500000,0.563459,18.307000
2.805,0.007035,-0.006274,0.130000,0.013205,-0.014058,0.113625,-0.183584,0.183732,-0.500000,0.563436,18.604000
2.830,0.007092,-0.006224,0.130000,0.013206,-0.014064,0.113624,-0.183602,0.183704,-0.500000,0.563433,18.303000
2.855,0.007150,-0.006175,0.130000,0.013199,-0.014071,0.113624,-0.183631,0.183693,-0.500000,0.563439,18.385000
2.880,0.007207,-0.006126,0.130000,0.013192,-0.014076,0.113624,-0.183650,0.183698,-0.500000,0.563447,18.103000
2.905,0.007264,-0.006076,0.130000,0.013189,-0.014078,0.113625,-0.183657,0.183709,-0.500000,0.563452,17.872000
2.930,0.007321,-0.006028,0.130000,0.013189,-0.014076,0.113625,-0.183656,0.183721,-0.500000,0.563456,19.431000
2.955,0.007379,-0.005979,0.130000,0.013191,-0.014074,0.113626,-0.183652,0.183734,-0.500000,0.563459,18.852000
2.980,0.007436,-0.005930,0.130000,0.013194,-0.014071,0.113626,-0.183650,0.183746,-0.500000,0.563462,18.393000
3.005,0.007493,-0.005882,0.130000,0.013196,-0.014068,0.113626,-0.183656,0.183752,-0.500000,0.563466,18.449000
3.030,0.007550,-0.005834,0.130000,0.013195,-0.014068,0.113626,-0.183668,0.183749,-0.500000,0.563469,18.938000
3.055,0.007607,-0.005786,0.130000,0.013193,-0.014070,0.113626,-0.183679,0.183741,-0.500000,0.563470,18.593000
3.080,0.007663,-0.005738,0.130000,0.013190,-0.014072,0.113626,-0.183681,0.183732,-0.500000,0.563468,18.627000
3.105,0.007720,-0.005690,0.130000,0.013188,-0.014074,0.113626,-0.183674,0.183721,-0.500000,0.563462,19.764000
3.130,0.007777,-0.005643,0.130000,0.013188,-0.014076,0.113626,-0.183667,0.183706,-0.500000,0.563455,18.804000
3.155,0.007834,-0.005595,0.130000,0.013187,-0.014078,0.113625,-0.183671,0.183690,-0.500000,0.563451,18.426000
3.180,0.007890,-0.005548,0.130000,0.013185,-0.014081,0.113625,-0.183683,0.183687,-0.500000,0.563454,19.035000
3.205,0.007947,-0.005501,0.130000,0.013182,-0.014083,0.113625,-0.183692,0.183702,-0.500000,0.563462,19.229000
3.230,0.008004,-0.005454,0.130000,0.013182,-0.014081,0.113626,-0.183697,0.183709,-0.500000,0.563466,19.263000
3.255,0.008060,-0.005408,0.130000,0.013182,-0.014080,0.113626,-0.183698,0.183696,-0.500000,0.563462,20.278000
3.280,0.008117,-0.005362,0.130000,0.013180,-0.014083,0.113626,-0.183686,0.183685,-0.500000,0.563454,19.219000
3.305,0.008173,-0.005315,0.130000,0.013181,-0.014084,0.113625,-0.183659,0.183703,-0.500000,0.563451,19.723000
3.330,0.008230,-0.005269,0.130000,0.013188,-0.014078,0.113625,-0.183633,0.183729,-0.500000,0.563452,18.944000
3.355,0.008286,-0.005224,0.130000,0.013196,-0.014070,0.113625,-0.183616,0.183754,-0.500000,0.563454,19.797000
3.380,0.008342,-0.005178,0.130000,0.013203,-0.014063,0.113625,-0.183604,0.183783,-0.500000,0.563459,19.181000
3.405,0.008398,-0.005133,0.130000,0.013209,-0.014056,0.113626,-0.183615,0.183790,-0.500000,0.563465,19.000000
3.430,0.008455,-0.005087,0.130000,0.013207,-0.014056,0.113626,-0.183640,0.183775,-0.500000,0.563469,19.515000
3.455,0.008511,-0.005042,0.130000,0.013200,-0.014061,0.113626,-0.183661,0.183768,-0.500000,0.563473,18.872000
3.480,0.008567,-0.004998,0.130000,0.013196,-0.014065,0.113627,-0.183674,0.183774,-0.500000,0.563479,18.977000
3.505,0.008623,-0.004953,0.130000,0.013195,-0.014065,0.113627,-0.183681,0.183786,-0.500000,0.563486,18.966000
3.530,0.008679,-0.004909,0.130000,0.013195,-0.014064,0.113627,-0.183685,0.183800,-0.500000,0.563491,19.083000
3.555,0.008735,-0.004864,0.130000,0.013196,-0.014062,0.113628,-0.183686,0.183810,-0.500000,0.563495,18.337000
3.580,0.008791,-0.004820,0.130000,0.013197,-0.014060,0.113628,-0.183687,0.183813,-0.500000,0.563496,21.330000
3.605,0.008846,-0.004777,0.130000,0.013197,-0.014059,0.113628,-0.183688,0.183814,-0.500000,0.563497,18.994000
3.630,0.008902,-0.004733,0.130000,0.013197,-0.014059,0.113628,-0.183689,0.183811,-0.500000,0.563496,18.822000
3.655,0.008958,-0.004690,0.130000,0.013197,-0.014060,0.113628,-0.183692,0.183803,-0.500000,0.563495,19.088000
3.680,0.009013,-0.004646,0.130000,0.013195,-0.014062,0.113628,-0.183695,0.183792,-0.500000,0.563492,19.350000
3.705,0.009069,-0.004603,0.130000,0.013193,-0.014064,0.113628,-0.183692,0.183783,-0.500000,0.563488,18.721000
3.730,0.009125,-0.004561,0.130000,0.013193,-0.014066,0.113628,-0.183677,0.183785,-0.500000,0.563484,18.520000
3.755,0.009180,-0.004518,0.130000,0.013196,-0.014064,0.113627,-0.183659,0.183796,-0.500000,0.563482,18.239000
3.780,0.009235,-0.004476,0.130000,0.013200,-0.014060,0.113627,-0.183652,0.183803,-0.500000,0.563482,18.504000
3.805,0.009291,-0.004434,0.130000,0.013202,-0.014058,0.113627,-0.183660,0.183805,-0.500000,0.563485,18.583000
3.830,0.009346,-0.004392,0.130000,0.013201,-0.014058,0.113627,-0.183676,0.183810,-0.500000,0.563492,18.900000
3.855,0.009401,-0.004350,0.130000,0.013199,-0.014059,0.113628,-0.183693,0.183823,-0.500000,0.563502,19.041000
3.880,0.009456,-0.004309,0.130000,0.013197,-0.014058,0.113628,-0.183706,0.183837,-0.500000,0.563510,18.745000
3.905,0.009512,-0.004267,0.130000,0.013197,-0.014057,0.113629,-0.183710,0.183839,-0.500000,0.563512,19.126000
3.930,0.009567,-0.004226,0.130000,0.013197,-0.014057,0.113629,-0.183706,0.183834,-0.500000,0.563510,18.846000
3.955,0.009622,-0.004185,0.130000,0.013196,-0.014057,0.113629,-0.183701,0.183832,-0.500000,0.563507,20.079000
3.980,0.009677,-0.004145,0.130000,0.013197,-0.014057,0.113629,-0.183698,0.183836,-0.500000,0.563507,19.375000
4.005,0.009731,-0.004104,0.130000,0.013198,-0.014056,0.113629,-0.183700,0.183843,-0.500000,0.563511,18.702000
