t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
17.023,-1.687035,-0.082487,-4.566305,-0.051100,0.006981,0.000020,0.000000,0.000000,-13.700000,26.200000,-67.100000,116.700000,-1.687170,-0.082486,-4.566229,-0.051100,0.000000,0.000000,0.000000,0.000000
17.033,-1.687035,-0.082487,-4.566305,-0.051100,0.006981,0.000020,0.000000,0.000000,-13.700000,26.200000,-67.100000,116.700000,-1.687170,-0.082486,-4.566229,-0.051100,0.000000,0.000000,0.000000,0.000000
17.044,-1.687035,-0.082487,-4.566305,-0.051100,0.006981,0.000020,0.000000,0.000000,-13.700000,26.200000,-67.100000,116.700000,-1.687170,-0.082486,-4.566229,-0.051100,0.000000,0.000000,0.000000,0.000000
17.054,-1.687035,-0.082487,-4.566305,-0.051100,0.006981,0.000020,0.000000,0.000000,-13.700000,26.200000,-67.100000,116.700000,-1.687170,-0.082486,-4.566229,-0.051100,0.000000,0.000000,0.000000,0.000000
42.523,-0.628319,-0.113363,-2.219361,-0.053449,-0.050615,-0.000010,0.000000,0.000000,-10.700000,20.100000,-134.300000,148.400000,-0.628175,-0.113362,-2.219196,-0.053451,0.000000,0.000000,0.000000,0.000000
42.534,-0.628319,-0.113363,-2.219361,-0.053449,-0.050615,-0.000010,0.000000,0.000000,-10.700000,20.100000,-134.300000,148.400000,-0.628175,-0.113362,-2.219196,-0.053451,0.000000,0.000000,0.000000,0.000000
42.544,-0.628319,-0.113363,-2.219361,-0.053449,-0.050615,-0.000010,0.000000,0.000000,-10.700000,20.100000,-134.300000,148.400000,-0.628175,-0.113362,-2.219196,-0.053451,0.000000,0.000000,0.000000,0.000000
42.554,-0.628319,-0.113363,-2.219361,-0.053449,-0.050615,-0.000010,0.000000,0.000000,-10.700000,20.100000,-134.300000,148.400000,-0.628175,-0.113362,-2.219196,-0.053451,0.000000,0.000000,0.000000,0.000000
67.722,-0.814371,-0.080340,0.894307,-0.035565,-0.003491,0.000020,0.000000,0.000010,-26.400000,41.600000,127.100000,111.400000,-0.814644,-0.080340,0.894339,-0.035566,0.000000,0.000000,0.000000,0.000000
67.732,-0.814371,-0.080340,0.894307,-0.035565,-0.003491,0.000020,0.000000,0.000010,-26.400000,41.600000,127.100000,111.400000,-0.814644,-0.080340,0.894339,-0.035566,0.000000,0.000000,0.000000,0.000000
67.742,-0.814371,-0.080340,0.894307,-0.035565,-0.003491,0.000020,0.000000,0.000010,-26.400000,41.600000,127.100000,111.400000,-0.814644,-0.080340,0.894339,-0.035566,0.000000,0.000000,0.000000,0.000000
67.752,-0.814371,-0.080340,0.894307,-0.035565,-0.003491,0.000020,0.000000,0.000010,-26.400000,41.600000,127.100000,111.400000,-0.814644,-0.080340,0.894339,-0.035566,0.000000,0.000000,0.000000,0.000000
101.323,0.265116,-0.081616,-2.757271,-0.034159,0.001745,0.000220,0.000000,0.000010,-20.400000,29.600000,-133.800000,125.500000,0.264957,-0.081615,-2.757338,-0.034160,0.000000,0.000000,0.000000,0.000000
101.333,0.265116,-0.081616,-2.757271,-0.034159,0.001745,0.000220,0.000000,0.000010,-20.400000,29.600000,-133.800000,125.500000,0.264957,-0.081615,-2.757338,-0.034160,0.000000,0.000000,0.000000,0.000000
101.343,0.265116,-0.081616,-2.757271,-0.034159,0.001745,0.000220,0.000000,0.000010,-20.400000,29.600000,-133.800000,125.500000,0.264957,-0.081615,-2.757338,-0.034160,0.000000,0.000000,0.000000,0.000000
101.353,0.265116,-0.081616,-2.757271,-0.034159,0.001745,0.000220,0.000000,0.000010,-20.400000,29.600000,-133.800000,125.500000,0.264957,-0.081615,-2.757338,-0.034160,0.000000,0.000000,0.000000,0.000000
126.823,-2.115688,-0.110439,-2.914002,-0.059770,-0.010472,0.000020,0.000000,0.000000,-13.000000,32.900000,-123.200000,166.700000,-2.115602,-0.110438,-2.913982,-0.059771,0.000000,0.000000,0.000000,0.000000
126.833,-2.115688,-0.110439,-2.914002,-0.059770,-0.010472,0.000020,0.000000,0.000000,-13.000000,32.900000,-123.200000,166.700000,-2.115602,-0.110438,-2.913982,-0.059771,0.000000,0.000000,0.000000,0.000000
126.844,-2.115688,-0.110439,-2.914002,-0.059770,-0.010472,0.000020,0.000000,0.000000,-13.000000,32.900000,-123.200000,166.700000,-2.115602,-0.110438,-2.913982,-0.059771,0.000000,0.000000,0.000000,0.000000
