t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
22.989,0.504400,-0.089884,0.562345,-0.043378,-0.029671,-0.000070,0.000000,0.000000,-16.600000,-10.900000,75.900000,-7.400000,0.504593,-0.089884,0.562292,-0.043378,0.000000,0.000000,0.000000,0.000000
23.001,0.504400,-0.089884,0.562345,-0.043378,-0.029671,-0.000070,0.000000,0.000000,-16.600000,-10.900000,75.900000,-7.400000,0.504593,-0.089884,0.562292,-0.043378,0.000000,0.000000,0.000000,0.000000
23.011,0.504400,-0.089884,0.562345,-0.043378,-0.029671,-0.000070,0.000000,0.000000,-16.600000,-10.900000,75.900000,-7.400000,0.504593,-0.089884,0.562292,-0.043378,0.000000,0.000000,0.000000,0.000000
23.021,0.504400,-0.089884,0.562345,-0.043378,-0.029671,-0.000070,0.000000,0.000000,-16.600000,-10.900000,75.900000,-7.400000,0.504593,-0.089884,0.562292,-0.043378,0.000000,0.000000,0.000000,0.000000
76.590,-1.915150,-0.101446,-2.973343,-0.034000,0.008727,0.000000,0.000000,0.000000,-8.900000,7.700000,197.400000,106.400000,-1.915249,-0.101443,-2.973236,-0.034001,0.000000,0.000000,0.000000,0.000000
76.600,-1.915150,-0.101446,-2.973343,-0.034000,0.008727,0.000000,0.000000,0.000000,-8.900000,7.700000,197.400000,106.400000,-1.915249,-0.101443,-2.973236,-0.034001,0.000000,0.000000,0.000000,0.000000
76.610,-1.915150,-0.101446,-2.973343,-0.034000,0.008727,0.000000,0.000000,0.000000,-8.900000,7.700000,197.400000,106.400000,-1.915249,-0.101443,-2.973236,-0.034001,0.000000,0.000000,0.000000,0.000000
76.620,-1.915150,-0.101446,-2.973343,-0.034000,0.008727,0.000000,0.000000,0.000000,-8.900000,7.700000,197.400000,106.400000,-1.915249,-0.101443,-2.973236,-0.034001,0.000000,0.000000,0.000000,0.000000
104.189,-0.928341,-0.101522,-1.364847,-0.042187,-0.006981,0.000010,0.000000,0.000010,-14.300000,4.400000,-65.300000,151.800000,-0.928222,-0.101519,-1.364744,-0.042188,0.000000,0.000000,0.000000,0.000000
104.200,-0.928341,-0.101522,-1.364847,-0.042187,-0.006981,0.000010,0.000000,0.000010,-14.300000,4.400000,-65.300000,151.800000,-0.928222,-0.101519,-1.364744,-0.042188,0.000000,0.000000,0.000000,0.000000
104.210,-0.928341,-0.101522,-1.364847,-0.042187,-0.006981,0.000010,0.000000,0.000010,-14.300000,4.400000,-65.300000,151.800000,-0.928222,-0.101519,-1.364744,-0.042188,0.000000,0.000000,0.000000,0.000000
104.220,-0.928341,-0.101522,-1.364847,-0.042187,-0.006981,0.000010,0.000000,0.000010,-14.300000,4.400000,-65.300000,151.800000,-0.928222,-0.101519,-1.364744,-0.042188,0.000000,0.000000,0.000000,0.000000
