t,x,y,z,qw,qx,qy,qz,x_r,y_r,z_r,x_sim,y_sim,z_sim,ctrl_time
22.989,0.01316,-0.01973,0.11963,-0.42508,0.00396,-0.36052,0.83025,0.01310,-0.01970,0.11960,0.01654,-0.01825,0.11871,0.00000
23.001,0.01316,-0.01974,0.11969,-0.42496,0.00417,-0.36079,0.83019,0.01310,-0.01970,0.11960,0.01654,-0.01825,0.11871,0.00000
23.011,0.01316,-0.01974,0.11969,-0.42496,0.00417,-0.36079,0.83019,0.01310,-0.01970,0.11960,0.01654,-0.01825,0.11871,0.00000
23.021,0.01316,-0.01975,0.11971,-0.42495,0.00430,-0.36088,0.83016,0.01310,-0.01970,0.11960,0.01654,-0.01825,0.11871,0.00000
76.590,-0.00699,0.01772,0.11031,0.81495,-0.14105,-0.25680,-0.50001,-0.00650,0.01670,0.11140,-0.00484,0.01467,0.11061,0.00000
76.600,-0.00699,0.01774,0.11031,0.81498,-0.14107,-0.25691,-0.49990,-0.00650,0.01670,0.11140,-0.00484,0.01467,0.11061,0.00000
76.610,-0.00699,0.01774,0.11031,0.81498,-0.14107,-0.25691,-0.49990,-0.00650,0.01670,0.11140,-0.00484,0.01467,0.11061,0.00000
76.620,-0.00699,0.01774,0.11031,0.81498,-0.14107,-0.25691,-0.49990,-0.00650,0.01670,0.11140,-0.00484,0.01467,0.11061,0.00000
104.189,-0.01627,-0.00525,0.11022,0.50905,0.30463,-0.04872,-0.80355,-0.01670,-0.00460,0.11050,-0.01328,-0.00539,0.11015,0.00000
104.200,-0.01624,-0.00522,0.11020,0.50921,0.30453,-0.04887,-0.80348,-0.01670,-0.00460,0.11050,-0.01328,-0.00539,0.11015,0.00000
104.210,-0.01624,-0.00522,0.11020,0.50921,0.30453,-0.04887,-0.80348,-0.01670,-0.00460,0.11050,-0.01328,-0.00539,0.11015,0.00000
104.220,-0.01624,-0.00522,0.11020,0.50921,0.30453,-0.04887,-0.80348,-0.01670,-0.00460,0.11050,-0.01328,-0.00539,0.11015,0.00000
139.790,-0.01134,-0.00724,0.12164,0.61814,0.21435,-0.14093,-0.74303,-0.01080,-0.00800,0.12150,-0.01005,-0.01628,0.11976,0.00000
139.800,-0.01135,-0.00725,0.12165,0.61808,0.21438,-0.14085,-0.74308,-0.01080,-0.00800,0.12150,-0.01005,-0.01628,0.11976,0.00000
139.810,-0.01135,-0.00725,0.12165,0.61808,0.21438,-0.14085,-0.74308,-0.01080,-0.00800,0.12150,-0.01005,-0.01628,0.11976,0.00000
139.820,-0.01135,-0.00725,0.12165,0.61808,0.21438,-0.14085,-0.74308,-0.01080,-0.00800,0.12150,-0.01005,-0.01628,0.11976,0.00000
270.293,0.02451,-0.00167,0.13380,0.53397,-0.09938,0.29097,-0.78761,0.02430,-0.00160,0.13400,0.02710,-0.00223,0.13183,0.00000
270.304,0.02468,-0.00163,0.13380,0.53417,-0.10069,0.29151,-0.78711,0.02430,-0.00160,0.13400,0.02710,-0.00223,0.13183,0.00000
270.314,0.02468,-0.00163,0.13380,0.53417,-0.10069,0.29151,-0.78711,0.02430,-0.00160,0.13400,0.02710,-0.00223,0.13183,0.00000
270.324,0.02463,-0.00164,0.13384,0.53396,-0.10016,0.29146,-0.78734,0.02430,-0.00160,0.13400,0.02710,-0.00223,0.13183,0.00000
307.790,-0.02796,0.01400,0.13132,0.78833,0.00711,-0.40175,-0.46592,-0.02760,0.01460,0.13140,-0.02370,0.01179,0.13070,0.00000
307.800,-0.02794,0.01408,0.13134,0.78852,0.00657,-0.40166,-0.46569,-0.02760,0.01460,0.13140,-0.02370,0.01179,0.13070,0.00000
307.810,-0.02794,0.01408,0.13134,0.78852,0.00657,-0.40166,-0.46569,-0.02760,0.01460,0.13140,-0.02370,0.01179,0.13070,0.00000
307.820,-0.02794,0.01408,0.13134,0.78852,0.00657,-0.40166,-0.46569,-0.02760,0.01460,0.13140,-0.02370,0.01179,0.13070,0.00000
369.290,0.01926,0.01567,0.13086,0.66512,-0.24232,0.18105,-0.68273,0.01860,0.01620,0.13110,0.02263,0.01808,0.12868,0.00000
369.300,0.01924,0.01563,0.13097,0.66492,-0.24206,0.18126,-0.68296,0.01860,0.01620,0.13110,0.02263,0.01808,0.12868,0.00000
369.310,0.01924,0.01563,0.13097,0.66492,-0.24206,0.18126,-0.68296,0.01860,0.01620,0.13110,0.02263,0.01808,0.12868,0.00000
