t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.025,0.000000,0.000000,0.000000,-0.021171,-0.008621,0.129360,0.084280,-0.021089,-0.138292,0.163317,0.000000
0.050,-0.014198,0.014086,0.130000,-0.021171,-0.008621,0.129360,0.084278,-0.021094,-0.138281,0.163308,0.000000
0.075,-0.014253,0.014031,0.130000,-0.021172,-0.008624,0.129359,0.084273,-0.021096,-0.138280,0.163304,65.334000
0.100,-0.014308,0.013975,0.130000,-0.021172,-0.008624,0.129359,0.084264,-0.021097,-0.138265,0.163287,22.540000
0.125,-0.014363,0.013918,0.130000,-0.021172,-0.008625,0.129359,0.084256,-0.021098,-0.138237,0.163259,22.231000
0.150,-0.014417,0.013862,0.130000,-0.021172,-0.008625,0.129359,0.084250,-0.021100,-0.138219,0.163241,20.259000
0.175,-0.014471,0.013805,0.130000,-0.021172,-0.008625,0.129359,0.084244,-0.021099,-0.138216,0.163235,22.121000
0.200,-0.014525,0.013748,0.130000,-0.021173,-0.008625,0.129359,0.084236,-0.021097,-0.138208,0.163225,22.121000
0.225,-0.014579,0.013691,0.130000,-0.021174,-0.008625,0.129359,0.084228,-0.021094,-0.138191,0.163205,22.458000
0.250,-0.014633,0.013634,0.130000,-0.021174,-0.008623,0.129359,0.084224,-0.021090,-0.138181,0.163194,22.458000
0.275,-0.014686,0.013576,0.130000,-0.021173,-0.008620,0.129359,0.084226,-0.021088,-0.138190,0.163203,24.060000
0.300,-0.014740,0.013518,0.130000,-0.021172,-0.008619,0.129360,0.084235,-0.021088,-0.138202,0.163218,22.607000
0.325,-0.014793,0.013460,0.130000,-0.021172,-0.008619,0.129360,0.084242,-0.021089,-0.138202,0.163221,22.052000
0.350,-0.014845,0.013402,0.130000,-0.021171,-0.008617,0.129360,0.084240,-0.021087,-0.138202,0.163220,22.052000
0.375,-0.014898,0.013344,0.130000,-0.021172,-0.008618,0.129360,0.084237,-0.021083,-0.138217,0.163230,27.445000
0.400,-0.014950,0.013285,0.130000,-0.021172,-0.008618,0.129360,0.084242,-0.021084,-0.138235,0.163249,28.959000
0.425,-0.015002,0.013226,0.130000,-0.021172,-0.008620,0.129360,0.084255,-0.021089,-0.138242,0.163262,31.550000
0.450,-0.015054,0.013167,0.130000,-0.021172,-0.008620,0.129360,0.084265,-0.021092,-0.138247,0.163272,26.138000
0.475,-0.015106,0.013108,0.130000,-0.021170,-0.008620,0.129360,0.084268,-0.021090,-0.138267,0.163290,29.784000
0.500,-0.015106,0.013108,0.130000,-0.021171,-0.008621,0.129360,0.084270,-0.021088,-0.138287,0.163308,29.784000
0.525,-0.015157,0.013049,0.130000,-0.021172,-0.008621,0.129359,0.084275,-0.021090,-0.138289,0.163312,24.091000
0.550,-0.015208,0.012989,0.130000,-0.021172,-0.008622,0.129359,0.084277,-0.021090,-0.138286,0.163311,24.091000
0.575,-0.015310,0.012869,0.130000,-0.021171,-0.008621,0.129360,0.084278,-0.021085,-0.138301,0.163323,21.391000
0.600,-0.015360,0.012809,0.130000,-0.021172,-0.008619,0.129359,0.084279,-0.021079,-0.138328,0.163346,19.875000
0.625,-0.015410,0.012748,0.130000,-0.021172,-0.008619,0.129359,0.084278,-0.021071,-0.138349,0.163362,20.717000
0.650,-0.015460,0.012688,0.130000,-0.021173,-0.008617,0.129358,0.084270,-0.021060,-0.138369,0.163373,18.972000
0.675,-0.015510,0.012627,0.130000,-0.021178,-0.008614,0.129356,0.084262,-0.021049,-0.138400,0.163394,18.767000
0.700,-0.015559,0.012566,0.130000,-0.021180,-0.008614,0.129355,0.084261,-0.021042,-0.138431,0.163419,18.454000
0.725,-0.015609,0.012505,0.130000,-0.021180,-0.008614,0.129355,0.084265,-0.021041,-0.138449,0.163437,18.756000
0.750,-0.015658,0.012443,0.130000,-0.021180,-0.008615,0.129355,0.084264,-0.021037,-0.138471,0.163454,19.159000
0.775,-0.015706,0.012382,0.130000,-0.021184,-0.008616,0.129353,0.084263,-0.021031,-0.138508,0.163484,19.379000
0.800,-0.015755,0.012320,0.130000,-0.021184,-0.008616,0.129353,0.084271,-0.021029,-0.138542,0.163517,19.393000
0.825,-0.015803,0.012258,0.130000,-0.021185,-0.008618,0.129352,0.084286,-0.021031,-0.138558,0.163538,19.319000
0.850,-0.015851,0.012196,0.130000,-0.021182,-0.008617,0.129353,0.084301,-0.021033,-0.138574,0.163560,19.878000
0.875,-0.015899,0.012134,0.130000,-0.021181,-0.008616,0.129353,0.084316,-0.021032,-0.138599,0.163589,19.878000
0.900,-0.015946,0.012071,0.130000,-0.021181,-0.008616,0.129353,0.084331,-0.021031,-0.138620,0.163613,19.928000
0.925,-0.015994,0.012008,0.130000,-0.021179,-0.008614,0.129354,0.084340,-0.021027,-0.138631,0.163627,19.986000
0.950,-0.016041,0.011946,0.130000,-0.021178,-0.008611,0.129355,0.084342,-0.021020,-0.138647,0.163641,19.489000
0.975,-0.016088,0.011882,0.130000,-0.021178,-0.008606,0.129355,0.084344,-0.021012,-0.138666,0.163657,19.978000
1.000,-0.016134,0.011819,0.130000,-0.021177,-0.008604,0.129355,0.084346,-0.021007,-0.138677,0.163667,19.293000
1.025,-0.016180,0.011756,0.130000,-0.021177,-0.008601,0.129356,0.084346,-0.021001,-0.138682,0.163670,19.500000
1.050,-0.016226,0.011692,0.130000,-0.021177,-0.008599,0.129355,0.084343,-0.020995,-0.138691,0.163676,18.355000
1.075,-0.016272,0.011628,0.130000,-0.021177,-0.008599,0.129355,0.084344,-0.020993,-0.138700,0.163683,18.071000
1.100,-0.016318,0.011564,0.130000,-0.021178,-0.008599,0.129355,0.084349,-0.020998,-0.138697,0.163684,17.458000
1.125,-0.016363,0.011500,0.130000,-0.021176,-0.008603,0.129356,0.084355,-0.021007,-0.138687,0.163680,18.179000
1.150,-0.016408,0.011436,0.130000,-0.021176,-0.008603,0.129356,0.084357,-0.021016,-0.138671,0.163669,18.226000
1.175,-0.016453,0.011371,0.130000,-0.021176,-0.008609,0.129356,0.084353,-0.021025,-0.138645,0.163646,17.802000
