t,x,y,z,qw,qx,qy,qz,s1_x,s1_y,s1_z,s1_qw,s1_qx,s1_qy,s1_qz,s2_x,s2_y,s2_z,s2_qw,s2_qx,s2_qy,s2_qz,s3_x,s3_y,s3_z,s3_qw,s3_qx,s3_qy,s3_qz
1.500,-0.01951,-0.01014,0.12971,0.52500,0.31228,-0.11236,-0.78373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.525,-0.01950,-0.01015,0.12972,0.52498,0.31227,-0.11232,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.550,-0.01951,-0.01014,0.12972,0.52498,0.31226,-0.11230,-0.78376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.575,-0.01950,-0.01015,0.12973,0.52497,0.31224,-0.11224,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.600,-0.01950,-0.01015,0.12974,0.52495,0.31224,-0.11222,-0.78380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.625,-0.01949,-0.01015,0.12974,0.52497,0.31224,-0.11224,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.650,-0.01950,-0.01015,0.12972,0.52495,0.31228,-0.11226,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.675,-0.01950,-0.01015,0.12972,0.52493,0.31230,-0.11227,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.700,-0.01949,-0.01015,0.12971,0.52492,0.31232,-0.11227,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.725,-0.01949,-0.01015,0.12971,0.52491,0.31233,-0.11227,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.750,-0.01949,-0.01015,0.12972,0.52494,0.31229,-0.11227,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.775,-0.01949,-0.01015,0.12973,0.52494,0.31228,-0.11224,-0.78379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.800,-0.01948,-0.01016,0.12973,0.52494,0.31227,-0.11223,-0.78379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.825,-0.01948,-0.01016,0.12973,0.52494,0.31230,-0.11227,-0.78378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.850,-0.01948,-0.01016,0.12971,0.52492,0.31234,-0.11231,-0.78377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.875,-0.01949,-0.01016,0.12969,0.52491,0.31238,-0.11235,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.900,-0.01948,-0.01016,0.12969,0.52491,0.31239,-0.11236,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.925,-0.01948,-0.01017,0.12969,0.52491,0.31238,-0.11236,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.950,-0.01948,-0.01017,0.12971,0.52494,0.31234,-0.11234,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.975,-0.01948,-0.01016,0.12972,0.52496,0.31230,-0.11233,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.000,-0.01948,-0.01016,0.12972,0.52497,0.31230,-0.11233,-0.78375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.025,-0.01947,-0.01016,0.12971,0.52499,0.31231,-0.11238,-0.78373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.050,-0.01947,-0.01016,0.12970,0.52500,0.31232,-0.11243,-0.78370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.075,-0.01947,-0.01016,0.12969,0.52503,0.31233,-0.11250,-0.78367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.100,-0.01947,-0.01016,0.12970,0.52505,0.31231,-0.11250,-0.78367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.125,-0.01947,-0.01017,0.12970,0.52506,0.31229,-0.11251,-0.78366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.150,-0.01947,-0.01016,0.12971,0.52509,0.31225,-0.11250,-0.78366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.175,-0.01947,-0.01016,0.12972,0.52509,0.31223,-0.11247,-0.78367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.200,-0.01947,-0.01016,0.12972,0.52508,0.31222,-0.11244,-0.78368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.225,-0.01947,-0.01016,0.12972,0.52504,0.31225,-0.11239,-0.78371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.250,-0.01947,-0.01016,0.12972,0.52496,0.31228,-0.11230,-0.78376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.275,-0.01946,-0.01016,0.12973,0.52484,0.31232,-0.11212,-0.78385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.300,-0.01946,-0.01017,0.12974,0.52463,0.31242,-0.11185,-0.78400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.325,-0.01925,-0.01048,0.12991,0.52022,0.31382,-0.10541,-0.78726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.350,-0.01919,-0.01066,0.12989,0.51582,0.31612,-0.10052,-0.78987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.375,-0.01904,-0.01084,0.12996,0.51390,0.31666,-0.09768,-0.79126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.400,-0.01900,-0.01093,0.13003,0.51223,0.31733,-0.09553,-0.79234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.425,-0.01896,-0.01102,0.13001,0.50974,0.31859,-0.09277,-0.79376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.450,-0.01881,-0.01125,0.13010,0.50713,0.31939,-0.08908,-0.79554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.475,-0.01879,-0.01131,0.13015,0.50535,0.32004,-0.08676,-0.79666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.500,-0.01875,-0.01146,0.13020,0.50305,0.32104,-0.08402,-0.79800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.525,-0.01863,-0.01163,0.13028,0.50069,0.32176,-0.08076,-0.79953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.550,-0.01853,-0.01178,0.13030,-0.49831,-0.32258,0.07764,0.80100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.575,-0.01848,-0.01189,0.13034,-0.49594,-0.32355,0.07478,0.80235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.600,-0.01838,-0.01204,0.13042,-0.49355,-0.32415,0.07134,0.80390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.625,-0.01827,-0.01220,0.13052,-0.49189,-0.32455,0.06896,0.80496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.650,-0.01830,-0.01221,0.13051,-0.49073,-0.32526,0.06793,0.80547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
