t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.575,-0.018500,-0.025215,0.130000,-0.019496,-0.010165,0.129715,0.165924,0.109361,-0.363169,0.413983,28.160000
0.600,-0.018500,-0.025130,0.130000,-0.019494,-0.010166,0.129716,0.165947,0.109366,-0.363179,0.414003,27.629000
0.625,-0.018500,-0.025045,0.130000,-0.019492,-0.010165,0.129717,0.165965,0.109369,-0.363178,0.414009,27.263000
0.650,-0.018500,-0.024960,0.130000,-0.019489,-0.010163,0.129718,0.165972,0.109371,-0.363175,0.414010,22.159000
0.675,-0.018500,-0.024790,0.130000,-0.019488,-0.010162,0.129718,0.165975,0.109372,-0.363171,0.414009,18.721000
0.700,-0.018500,-0.024705,0.130000,-0.019488,-0.010161,0.129719,0.165978,0.109369,-0.363166,0.414005,23.297000
0.725,-0.018500,-0.024620,0.130000,-0.019487,-0.010162,0.129719,0.165984,0.109367,-0.363158,0.414000,21.029000
0.750,-0.018500,-0.024535,0.130000,-0.019486,-0.010163,0.129719,0.165987,0.109366,-0.363144,0.413988,19.366000
0.775,-0.018500,-0.024450,0.130000,-0.019485,-0.010162,0.129720,0.165988,0.109362,-0.363122,0.413968,19.715000
0.800,-0.018500,-0.024365,0.130000,-0.019484,-0.010161,0.129720,0.165990,0.109355,-0.363097,0.413945,18.910000
0.825,-0.018500,-0.024280,0.130000,-0.019482,-0.010163,0.129721,0.165994,0.109347,-0.363067,0.413918,19.082000
0.850,-0.018500,-0.024195,0.130000,-0.019481,-0.010165,0.129721,0.166001,0.109338,-0.363029,0.413886,23.845000
0.875,-0.018500,-0.024195,0.130000,-0.019478,-0.010165,0.129723,0.166010,0.109329,-0.362985,0.413848,16.923000
0.900,-0.018500,-0.024025,0.130000,-0.019475,-0.010166,0.129724,0.166017,0.109321,-0.362946,0.413814,24.819000
0.925,-0.018500,-0.023940,0.130000,-0.019471,-0.010167,0.129725,0.166019,0.109317,-0.362927,0.413798,16.916000
0.950,-0.018500,-0.023855,0.130000,-0.019471,-0.010167,0.129725,0.166019,0.109318,-0.362936,0.413806,22.382000
0.975,-0.018500,-0.023770,0.130000,-0.019472,-0.010167,0.129725,0.166019,0.109324,-0.362967,0.413835,17.309000
1.000,-0.018500,-0.023685,0.130000,-0.019473,-0.010167,0.129725,0.166023,0.109331,-0.363001,0.413868,23.863000
1.025,-0.018500,-0.023600,0.130000,-0.019474,-0.010168,0.129724,0.166030,0.109337,-0.363019,0.413888,16.314000
1.050,-0.018500,-0.023515,0.130000,-0.019474,-0.010166,0.129724,0.166037,0.109341,-0.363009,0.413883,19.819000
1.075,-0.018500,-0.023430,0.130000,-0.019472,-0.010162,0.129725,0.166035,0.109342,-0.362976,0.413854,17.078000
1.100,-0.018500,-0.023345,0.130000,-0.019471,-0.010158,0.129726,0.166021,0.109340,-0.362940,0.413816,21.008000
1.125,-0.018500,-0.023260,0.130000,-0.019471,-0.010155,0.129727,0.165993,0.109339,-0.362922,0.413789,16.868000
1.150,-0.018500,-0.023175,0.130000,-0.019474,-0.010152,0.129726,0.165960,0.109343,-0.362935,0.413788,22.546000
1.175,-0.018500,-0.023090,0.130000,-0.019479,-0.010151,0.129724,0.165931,0.109348,-0.362967,0.413806,17.041000
1.200,-0.018500,-0.023005,0.130000,-0.019484,-0.010151,0.129722,0.165914,0.109350,-0.362992,0.413822,22.213000
1.225,-0.018500,-0.022920,0.130000,-0.019487,-0.010152,0.129721,0.165906,0.109349,-0.362986,0.413812,17.164000
1.250,-0.018500,-0.022835,0.130000,-0.019488,-0.010152,0.129720,0.165898,0.109343,-0.362940,0.413768,22.624000
1.275,-0.018500,-0.022750,0.130000,-0.019487,-0.010149,0.129721,0.165886,0.109335,-0.362871,0.413700,17.370000
1.300,-0.018500,-0.022665,0.130000,-0.019485,-0.010146,0.129723,0.165867,0.109327,-0.362812,0.413639,19.868000
1.325,-0.018500,-0.022580,0.130000,-0.019485,-0.010144,0.129723,0.165841,0.109321,-0.362791,0.413608,17.353000
1.350,-0.018500,-0.022495,0.130000,-0.019488,-0.010144,0.129722,0.165815,0.109320,-0.362808,0.413613,22.393000
1.375,-0.018500,-0.022410,0.130000,-0.019492,-0.010146,0.129720,0.165797,0.109324,-0.362839,0.413633,17.323000
1.400,-0.018500,-0.022325,0.130000,-0.019496,-0.010147,0.129719,0.165788,0.109326,-0.362849,0.413639,21.807000
1.425,-0.018500,-0.022240,0.130000,-0.019497,-0.010146,0.129718,0.165784,0.109323,-0.362816,0.413607,17.143000
1.450,-0.018500,-0.022155,0.130000,-0.019496,-0.010145,0.129719,0.165776,0.109314,-0.362746,0.413541,23.407000
1.475,-0.018500,-0.022070,0.130000,-0.019494,-0.010142,0.129720,0.165761,0.109304,-0.362672,0.413467,16.795000
1.500,-0.018500,-0.021985,0.130000,-0.019493,-0.010139,0.129722,0.165740,0.109295,-0.362624,0.413414,21.139000
1.525,-0.018500,-0.021900,0.130000,-0.019494,-0.010138,0.129722,0.165714,0.109289,-0.362612,0.413392,16.713000
1.550,-0.018500,-0.021815,0.130000,-0.019496,-0.010140,0.129720,0.165690,0.109287,-0.362625,0.413393,21.216000
1.575,-0.018500,-0.021730,0.130000,-0.019500,-0.010142,0.129719,0.165674,0.109286,-0.362637,0.413397,17.232000
1.600,-0.018500,-0.021645,0.130000,-0.019503,-0.010144,0.129717,0.165668,0.109283,-0.362628,0.413386,21.921000
1.625,-0.018500,-0.021560,0.130000,-0.019503,-0.010144,0.129717,0.165671,0.109276,-0.362590,0.413352,16.895000
1.650,-0.018500,-0.021475,0.130000,-0.019501,-0.010144,0.129718,0.165678,0.109266,-0.362533,0.413302,21.766000
1.675,-0.018500,-0.021390,0.130000,-0.019498,-0.010144,0.129720,0.165683,0.109255,-0.362478,0.413253,17.048000
1.700,-0.018500,-0.021305,0.130000,-0.019495,-0.010144,0.129721,0.165681,0.109248,-0.362447,0.413223,18.675000
1.725,-0.018500,-0.021220,0.130000,-0.019494,-0.010145,0.129722,0.165676,0.109245,-0.362444,0.413218,17.655000
1.750,-0.018500,-0.021135,0.130000,-0.019494,-0.010146,0.129721,0.165675,0.109244,-0.362464,0.413234,18.912000
1.775,-0.018500,-0.021050,0.130000,-0.019495,-0.010149,0.129720,0.165682,0.109245,-0.362489,0.413259,17.278000
1.800,-0.018500,-0.020965,0.130000,-0.019496,-0.010151,0.129720,0.165700,0.109246,-0.362499,0.413276,19.279000
1.825,-0.018500,-0.020880,0.130000,-0.019494,-0.010153,0.129720,0.165724,0.109244,-0.362485,0.413272,17.636000
1.850,-0.018500,-0.020795,0.130000,-0.019490,-0.010153,0.129722,0.165746,0.109239,-0.362457,0.413256,18.943000
1.875,-0.018500,-0.020710,0.130000,-0.019486,-0.010153,0.129723,0.165758,0.109234,-0.362444,0.413248,16.786000
1.900,-0.018500,-0.020625,0.130000,-0.019484,-0.010155,0.129724,0.165760,0.109235,-0.362472,0.413273,19.686000
1.925,-0.018500,-0.020625,0.130000,-0.019485,-0.010157,0.129723,0.165760,0.109244,-0.362548,0.413342,16.947000
1.950,-0.018500,-0.020455,0.130000,-0.019488,-0.010161,0.129721,0.165772,0.109258,-0.362652,0.413442,19.034000
1.975,-0.018500,-0.020370,0.130000,-0.019491,-0.010165,0.129719,0.165800,0.109273,-0.362751,0.413544,17.231000
2.000,-0.018500,-0.020285,0.130000,-0.019492,-0.010168,0.129718,0.165839,0.109286,-0.362819,0.413623,20.056000
2.025,-0.018500,-0.020200,0.130000,-0.019490,-0.010169,0.129718,0.165880,0.109296,-0.362850,0.413669,17.086000
2.050,-0.018500,-0.020115,0.130000,-0.019486,-0.010167,0.129720,0.165914,0.109304,-0.362862,0.413695,19.599000
2.075,-0.018500,-0.020030,0.130000,-0.019482,-0.010165,0.129722,0.165937,0.109311,-0.362885,0.413727,17.113000
2.100,-0.018500,-0.019945,0.130000,-0.019486,-0.010173,0.129726,0.166029,0.109506,-0.363007,0.413922,18.958000
2.125,-0.018500,-0.019860,0.130000,-0.019470,-0.010384,0.129754,0.165879,0.110098,-0.363209,0.414196,17.217000
2.150,-0.018500,-0.019775,0.130000,-0.019440,-0.010665,0.129784,0.165698,0.110862,-0.363550,0.414626,21.191000
2.175,-0.018500,-0.019690,0.130000,-0.019425,-0.010627,0.129830,0.165363,0.111953,-0.363979,0.415162,17.039000
2.200,-0.018500,-0.019605,0.130000,-0.019408,-0.010818,0.129865,0.164930,0.113308,-0.364549,0.415857,20.508000
2.225,-0.018500,-0.019520,0.130000,-0.019399,-0.010685,0.129944,0.164683,0.114178,-0.365482,0.416814,17.046000
2.250,-0.018500,-0.019435,0.130000,-0.019363,-0.010989,0.129946,0.164225,0.115430,-0.366235,0.417639,20.848000
2.275,-0.018500,-0.019350,0.130000,-0.019403,-0.010837,0.129983,0.163736,0.117018,-0.367088,0.418636,17.137000
2.300,-0.018500,-0.019265,0.130000,-0.019342,-0.011001,0.130029,0.163286,0.118353,-0.368297,0.419896,19.523000
2.325,-0.018500,-0.019180,0.130000,-0.019287,-0.011590,0.130008,0.162498,0.120390,-0.369031,0.420813,17.269000
2.350,-0.018500,-0.019095,0.130000,-0.019333,-0.011020,0.130102,0.162107,0.122079,-0.370400,0.422349,18.276000
2.375,-0.018500,-0.019010,0.130000,-0.019369,-0.010977,0.130136,0.162179,0.123124,-0.371661,0.423785,16.986000
2.400,-0.018500,-0.018925,0.130000,-0.019295,-0.011212,0.130148,0.162366,0.124150,-0.372616,0.424993,16.948000
2.425,-0.018500,-0.018840,0.130000,-0.019203,-0.011619,0.130141,0.162284,0.125919,-0.372945,0.425770,17.503000
2.450,-0.018500,-0.018755,0.130000,-0.019021,-0.011879,0.130188,0.161889,0.128046,-0.373373,0.426627,20.910000
2.475,-0.018500,-0.018670,0.130000,-0.018971,-0.011530,0.130279,0.161749,0.129580,-0.374390,0.427927,17.054000
2.500,-0.018500,-0.018585,0.130000,-0.018907,-0.011945,0.130267,0.161859,0.130794,-0.375229,0.429071,16.537000
2.525,-0.018500,-0.018500,0.130000,-0.018854,-0.012067,0.130287,0.161874,0.132227,-0.375816,0.430028,17.261000
2.550,-0.018500,-0.018415,0.130000,-0.018722,-0.012243,0.130356,0.161822,0.133436,-0.376539,0.431014,19.240000
2.575,-0.018500,-0.018330,0.130000,-0.018599,-0.012635,0.130350,0.161309,0.135517,-0.376270,0.431236,17.288000
2.600,-0.018500,-0.018245,0.130000,-0.018560,-0.012732,0.130369,0.161381,0.137014,-0.376879,0.432267,18.304000
2.625,-0.018500,-0.018160,0.130000,-0.018520,-0.012686,0.130410,0.161330,0.138664,-0.377083,0.432951,17.374000
2.650,-0.018500,-0.018075,0.130000,-0.018425,-0.012778,0.130472,0.161384,0.140169,-0.377465,0.433788,21.174000
2.675,-0.018500,-0.017990,0.130000,-0.018366,-0.012856,0.130511,0.161599,0.141242,-0.377826,0.434529,17.374000
2.700,-0.018500,-0.017905,0.130000,-0.018264,-0.013035,0.130508,0.161650,0.142368,-0.377905,0.434984,18.753000
2.725,-0.018500,-0.017820,0.130000,-0.018184,-0.013124,0.130513,0.161338,0.143995,-0.377575,0.435117,17.626000
2.750,-0.018500,-0.017735,0.130000,-0.018120,-0.013147,0.130496,0.161039,0.145582,-0.377411,0.435393,21.534000
2.775,-0.018500,-0.017650,0.130000,-0.018094,-0.013170,0.130483,0.160880,0.146717,-0.377460,0.435757,16.977000
2.800,-0.018500,-0.017565,0.130000,-0.018133,-0.013049,0.130495,0.160740,0.148045,-0.377259,0.435981,20.526000
2.825,-0.018500,-0.017480,0.130000,-0.018199,-0.012640,0.130556,0.160714,0.148939,-0.377365,0.436367,17.653000
2.850,-0.018500,-0.017395,0.130000,-0.018076,-0.013029,0.130540,0.160319,0.150193,-0.377240,0.436544,21.632000
2.875,-0.018500,-0.017310,0.130000,-0.018089,-0.012830,0.130597,0.159984,0.151424,-0.377456,0.437032,17.233000
2.900,-0.018500,-0.017225,0.130000,-0.018127,-0.012999,0.130610,0.159924,0.152337,-0.377906,0.437716,19.377000
2.925,-0.018500,-0.017140,0.130000,-0.018167,-0.013045,0.130623,0.159701,0.153779,-0.378097,0.438303,17.755000
2.950,-0.018500,-0.017055,0.130000,-0.018126,-0.013017,0.130634,0.159684,0.154719,-0.378707,0.439154,21.382000
2.975,-0.018500,-0.016970,0.130000,-0.018053,-0.013228,0.130622,0.159439,0.156209,-0.378964,0.439814,17.492000
3.000,-0.018500,-0.016885,0.130000,-0.018115,-0.013198,0.130629,0.159637,0.157269,-0.379745,0.440935,20.882000
3.025,-0.018500,-0.016800,0.130000,-0.018144,-0.013008,0.130653,0.159742,0.158403,-0.380497,0.442026,18.261000
3.050,-0.018500,-0.016715,0.130000,-0.018109,-0.013088,0.130669,0.159946,0.159550,-0.381433,0.443317,20.678000
3.075,-0.018500,-0.016630,0.130000,-0.017973,-0.013534,0.130655,0.159983,0.160834,-0.382405,0.444630,17.863000
3.100,-0.018500,-0.016545,0.130000,-0.018060,-0.013288,0.130680,0.160253,0.161822,-0.383582,0.446097,19.097000
3.125,-0.018500,-0.016460,0.130000,-0.018027,-0.013481,0.130659,0.160481,0.162930,-0.384734,0.447572,17.896000
3.150,-0.018500,-0.016460,0.130000,-0.017977,-0.013513,0.130667,0.160418,0.164306,-0.385827,0.448991,17.896000
3.175,-0.018500,-0.016375,0.130000,-0.017983,-0.013403,0.130681,0.160343,0.165462,-0.387094,0.450477,17.487000
3.200,-0.018500,-0.016205,0.130000,-0.017913,-0.013688,0.130650,0.160483,0.166354,-0.388325,0.451912,17.732000
3.225,-0.018500,-0.016120,0.130000,-0.017966,-0.013482,0.130667,0.160539,0.167048,-0.389447,0.453152,18.221000
3.250,-0.018500,-0.016035,0.130000,-0.017774,-0.014125,0.130598,0.160506,0.167982,-0.390334,0.454248,22.549000
3.275,-0.018500,-0.015950,0.130000,-0.017604,-0.014563,0.130566,0.160196,0.169249,-0.391024,0.455201,17.497000
3.300,-0.018500,-0.015865,0.130000,-0.017852,-0.013881,0.130636,0.160345,0.169948,-0.392000,0.456352,24.104000
3.325,-0.018500,-0.015780,0.130000,-0.017907,-0.013757,0.130649,0.160550,0.170449,-0.393000,0.457470,17.378000
3.350,-0.018500,-0.015695,0.130000,-0.017837,-0.014006,0.130604,0.160617,0.171171,-0.393924,0.458556,21.413000
3.375,-0.018500,-0.015610,0.130000,-0.017779,-0.014076,0.130608,0.160798,0.171772,-0.394953,0.459728,21.747000
3.400,-0.018500,-0.015525,0.130000,-0.017764,-0.014269,0.130591,0.161111,0.172263,-0.396119,0.461022,24.374000
3.425,-0.018500,-0.015440,0.130000,-0.017713,-0.014430,0.130571,0.161142,0.173038,-0.397344,0.462376,18.702000
3.450,-0.018500,-0.015355,0.130000,-0.017776,-0.014169,0.130597,0.161441,0.173269,-0.398745,0.463770,19.713000
3.475,-0.018500,-0.015270,0.130000,-0.017648,-0.014573,0.130545,0.161560,0.173785,-0.400096,0.465166,23.021000
3.500,-0.018500,-0.015185,0.130000,-0.017741,-0.014339,0.130544,0.161805,0.173965,-0.401415,0.466453,21.868000
3.525,-0.018500,-0.015100,0.130000,-0.017733,-0.014449,0.130509,0.162044,0.174327,-0.402782,0.467848,22.558000
3.550,-0.018500,-0.015015,0.130000,-0.017804,-0.014374,0.130526,0.162294,0.174785,-0.404267,0.469384,21.705000
3.575,-0.018500,-0.014930,0.130000,-0.017684,-0.014715,0.130513,0.162391,0.175473,-0.405813,0.471005,21.666000
3.600,-0.018500,-0.014845,0.130000,-0.017765,-0.014565,0.130574,0.162750,0.175864,-0.407593,0.472808,21.209000
3.625,-0.018500,-0.014760,0.130000,-0.017737,-0.014789,0.130603,0.163155,0.176436,-0.409628,0.474915,20.429000
3.650,-0.018500,-0.014675,0.130000,-0.017822,-0.014645,0.130650,0.163807,0.176774,-0.411887,0.477213,21.617000
3.675,-0.018500,-0.014590,0.130000,-0.017770,-0.014943,0.130642,0.164256,0.177382,-0.413967,0.479388,22.455000
3.700,-0.018500,-0.014505,0.130000,-0.017849,-0.014771,0.130705,0.164775,0.177614,-0.415768,0.481208,22.029000
3.725,-0.018500,-0.014420,0.130000,-0.017872,-0.014867,0.130738,0.165268,0.177879,-0.417487,0.482959,22.970000
3.750,-0.018500,-0.014335,0.130000,-0.017938,-0.014803,0.130782,0.165775,0.178218,-0.419219,0.484756,19.898000
3.775,-0.018500,-0.014250,0.130000,-0.017733,-0.015366,0.130766,0.166011,0.178914,-0.420802,0.486460,27.769000
3.800,-0.018500,-0.014165,0.130000,-0.017825,-0.015141,0.130866,0.166351,0.179265,-0.422345,0.488041,17.504000
3.825,-0.018500,-0.014080,0.130000,-0.017834,-0.015215,0.130890,0.166487,0.179834,-0.423810,0.489564,28.022000
3.850,-0.018500,-0.013995,0.130000,-0.017888,-0.015102,0.130973,0.166725,0.180059,-0.425043,0.490795,19.908000
3.875,-0.018500,-0.013995,0.130000,-0.017888,-0.015341,0.130985,0.167005,0.180439,-0.426016,0.491873,19.908000
3.900,-0.018500,-0.013825,0.130000,-0.017899,-0.015353,0.131025,0.167261,0.180761,-0.426753,0.492716,20.444000
3.925,-0.018500,-0.013825,0.130000,-0.018047,-0.014944,0.131122,0.167644,0.180890,-0.427447,0.493494,27.769000
3.950,-0.018500,-0.013655,0.130000,-0.018022,-0.015111,0.131171,0.167987,0.181110,-0.428036,0.494202,18.438000
3.975,-0.018500,-0.013655,0.130000,-0.017898,-0.015454,0.131181,0.168028,0.181481,-0.428449,0.494709,18.438000
4.000,-0.018500,-0.013485,0.130000,-0.017981,-0.015223,0.131287,0.168141,0.181499,-0.428908,0.495152,17.221000
4.025,-0.018500,-0.013400,0.130000,-0.017975,-0.015380,0.131299,0.168213,0.181686,-0.429436,0.495702,20.145000
4.050,-0.018500,-0.013315,0.130000,-0.018033,-0.015320,0.131371,0.168293,0.181707,-0.429979,0.496207,20.633000
4.075,-0.018500,-0.013230,0.130000,-0.017997,-0.015602,0.131358,0.168385,0.181845,-0.430480,0.496723,24.801000
4.100,-0.018500,-0.013145,0.130000,-0.018179,-0.015165,0.131441,0.168530,0.181687,-0.430879,0.497061,18.067000
4.125,-0.018500,-0.013060,0.130000,-0.018298,-0.015051,0.131452,0.168854,0.181545,-0.431151,0.497354,25.518000
4.150,-0.018500,-0.012975,0.130000,-0.018301,-0.015144,0.131472,0.169158,0.181358,-0.431315,0.497532,17.829000
4.175,-0.018500,-0.012975,0.130000,-0.018034,-0.015971,0.131397,0.169175,0.181653,-0.431312,0.497643,17.829000
4.200,-0.018500,-0.012805,0.130000,-0.018185,-0.015524,0.131504,0.169304,0.181569,-0.431449,0.497774,17.634000
4.225,-0.018500,-0.012805,0.130000,-0.018180,-0.015611,0.131529,0.169460,0.181559,-0.431577,0.497935,17.634000
4.250,-0.018500,-0.012635,0.130000,-0.018281,-0.015581,0.131660,0.169803,0.181346,-0.431697,0.498078,18.401000
4.275,-0.018500,-0.012635,0.130000,-0.018281,-0.015581,0.131660,0.170060,0.181360,-0.431809,0.498268,18.401000
4.300,-0.018500,-0.012465,0.130000,-0.018211,-0.015764,0.131689,0.170144,0.181391,-0.431777,0.498281,18.231000
4.325,-0.018500,-0.012465,0.130000,-0.018345,-0.015452,0.131808,0.170306,0.181223,-0.431739,0.498241,27.041000
4.350,-0.018500,-0.012295,0.130000,-0.018310,-0.015561,0.131823,0.170485,0.180915,-0.431542,0.498020,18.154000
4.375,-0.018500,-0.012295,0.130000,-0.018398,-0.015386,0.131923,0.170819,0.180631,-0.431277,0.497802,18.154000
4.400,-0.018500,-0.012125,0.130000,-0.018432,-0.015453,0.131987,0.171078,0.180374,-0.431035,0.497588,18.359000
4.425,-0.018500,-0.012125,0.130000,-0.018265,-0.016057,0.131990,0.171109,0.180390,-0.430618,0.497243,18.359000
4.450,-0.018500,-0.011955,0.130000,-0.018397,-0.015651,0.132102,0.171230,0.180046,-0.430261,0.496851,18.658000
4.475,-0.018500,-0.011955,0.130000,-0.018480,-0.015635,0.132132,0.171529,0.179764,-0.429797,0.496450,27.743000
4.500,-0.018500,-0.011785,0.130000,-0.018618,-0.015508,0.132202,0.171949,0.179309,-0.429429,0.496112,18.681000
4.525,-0.018500,-0.011785,0.130000,-0.018505,-0.015870,0.132261,0.172013,0.179104,-0.428970,0.495663,18.681000
4.550,-0.018500,-0.011615,0.130000,-0.018619,-0.015532,0.132358,0.172059,0.178669,-0.428420,0.495046,18.813000
4.575,-0.018500,-0.011615,0.130000,-0.018617,-0.015642,0.132400,0.172248,0.178199,-0.427862,0.494459,18.813000
4.600,-0.018500,-0.011445,0.130000,-0.018802,-0.015396,0.132482,0.172431,0.177707,-0.427235,0.493803,17.710000
4.625,-0.018500,-0.011445,0.130000,-0.018648,-0.015960,0.132462,0.172766,0.177259,-0.426559,0.493175,17.710000
4.650,-0.018500,-0.011275,0.130000,-0.018752,-0.015784,0.132561,0.172929,0.176798,-0.425952,0.492542,18.171000
4.675,-0.018500,-0.011275,0.130000,-0.018775,-0.015891,0.132585,0.173277,0.176310,-0.425311,0.491934,18.171000
4.700,-0.018500,-0.011105,0.130000,-0.018900,-0.015714,0.132666,0.173642,0.175760,-0.424767,0.491396,17.630000
4.725,-0.018500,-0.011105,0.130000,-0.018732,-0.016191,0.132682,0.173855,0.175263,-0.424132,0.490745,17.630000
4.750,-0.018500,-0.010935,0.130000,-0.018892,-0.015845,0.132802,0.173898,0.174694,-0.423524,0.490032,17.193000
4.775,-0.018500,-0.010850,0.130000,-0.018804,-0.016247,0.132802,0.174109,0.174109,-0.422807,0.489279,20.401000
4.800,-0.018500,-0.010765,0.130000,-0.019063,-0.015740,0.132919,0.174152,0.173612,-0.421995,0.488416,18.623000
4.825,-0.018500,-0.010765,0.130000,-0.019195,-0.015498,0.132986,0.174666,0.172734,-0.421328,0.487712,18.623000
4.850,-0.018500,-0.010595,0.130000,-0.019226,-0.015525,0.133061,0.175020,0.171933,-0.420666,0.486983,16.986000
4.875,-0.018500,-0.010595,0.130000,-0.018984,-0.016351,0.132996,0.174867,0.171402,-0.419764,0.485962,16.986000
4.900,-0.018500,-0.010425,0.130000,-0.019068,-0.016101,0.133081,0.174714,0.170705,-0.418778,0.484809,18.212000
4.925,-0.018500,-0.010425,0.130000,-0.019183,-0.015825,0.133144,0.174597,0.170069,-0.417654,0.483572,27.590000
4.950,-0.018500,-0.010255,0.130000,-0.019374,-0.015355,0.133235,0.174772,0.169288,-0.416565,0.482421,18.457000
4.975,-0.018500,-0.010255,0.130000,-0.019544,-0.014963,0.133337,0.175269,0.168426,-0.415559,0.481431,18.457000
5.000,-0.018500,-0.010085,0.130000,-0.019238,-0.015878,0.133303,0.175381,0.167786,-0.414384,0.480234,18.278000
5.025,-0.018500,-0.010085,0.130000,-0.019348,-0.015639,0.133397,0.175584,0.167062,-0.413191,0.479026,18.278000
5.050,-0.018500,-0.009915,0.130000,-0.019299,-0.015820,0.133442,0.175772,0.166192,-0.412077,0.477832,17.803000
5.075,-0.018500,-0.009915,0.130000,-0.019224,-0.016198,0.133435,0.176096,0.165268,-0.410850,0.476573,17.803000
5.100,-0.018500,-0.009745,0.130000,-0.019454,-0.015624,0.133569,0.176179,0.164455,-0.409408,0.475078,17.911000
5.125,-0.018500,-0.009745,0.130000,-0.019375,-0.015954,0.133591,0.176466,0.163506,-0.408036,0.473674,27.198000
5.150,-0.018500,-0.009575,0.130000,-0.019381,-0.015974,0.133682,0.176527,0.162586,-0.406709,0.472237,16.697000
5.175,-0.018500,-0.009490,0.130000,-0.019630,-0.015361,0.133824,0.176688,0.161671,-0.405273,0.470746,20.829000
5.200,-0.018500,-0.009405,0.130000,-0.019452,-0.016032,0.133803,0.176782,0.160679,-0.403892,0.469253,17.645000
5.225,-0.018500,-0.009320,0.130000,-0.019392,-0.016446,0.133788,0.176657,0.159766,-0.402445,0.467648,27.777000
5.250,-0.018500,-0.009235,0.130000,-0.019673,-0.015835,0.133931,0.176463,0.158918,-0.401018,0.466057,17.375000
5.275,-0.018500,-0.009150,0.130000,-0.019950,-0.015117,0.134071,0.176490,0.157901,-0.399796,0.464670,19.718000
5.300,-0.018500,-0.009065,0.130000,-0.019760,-0.016039,0.133984,0.176373,0.156941,-0.398620,0.463288,16.753000
5.325,-0.018500,-0.008980,0.130000,-0.019642,-0.016594,0.133945,0.176241,0.156062,-0.397257,0.461768,23.490000
5.350,-0.018500,-0.008895,0.130000,-0.020002,-0.015603,0.134093,0.176491,0.154942,-0.395896,0.460315,17.640000
5.375,-0.018500,-0.008895,0.130000,-0.020088,-0.015679,0.134087,0.176398,0.154015,-0.394246,0.458549,17.640000
5.400,-0.018500,-0.008725,0.130000,-0.020004,-0.016138,0.134046,0.176112,0.153156,-0.392386,0.456551,17.736000
