t,x,y,z,qw,qx,qy,qz,s1_x,s1_y,s1_z,s1_qw,s1_qx,s1_qy,s1_qz,s2_x,s2_y,s2_z,s2_qw,s2_qx,s2_qy,s2_qz,s3_x,s3_y,s3_z,s3_qw,s3_qx,s3_qy,s3_qz
0.859,-0.01799,-0.00849,0.12976,-0.39185,-0.27951,-0.15499,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.884,-0.01799,-0.00849,0.12976,-0.39185,-0.27953,-0.15497,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.909,-0.01798,-0.00848,0.12975,-0.39186,-0.27955,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.934,-0.01798,-0.00850,0.12974,-0.39188,-0.27954,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.959,-0.01798,-0.00850,0.12975,-0.39189,-0.27952,-0.15494,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.984,-0.01798,-0.00849,0.12975,-0.39189,-0.27953,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.009,-0.01798,-0.00849,0.12976,-0.39189,-0.27951,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.034,-0.01798,-0.00850,0.12975,-0.39190,-0.27950,-0.15494,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.059,-0.01798,-0.00851,0.12975,-0.39190,-0.27950,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.084,-0.01798,-0.00850,0.12975,-0.39190,-0.27951,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.109,-0.01798,-0.00850,0.12975,-0.39191,-0.27952,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.134,-0.01798,-0.00850,0.12974,-0.39192,-0.27953,-0.15488,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.159,-0.01798,-0.00851,0.12974,-0.39192,-0.27952,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.184,-0.01798,-0.00851,0.12974,-0.39191,-0.27952,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.209,-0.01799,-0.00850,0.12974,-0.39191,-0.27954,-0.15489,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.234,-0.01799,-0.00850,0.12973,-0.39191,-0.27956,-0.15487,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.259,-0.01799,-0.00849,0.12973,-0.39191,-0.27957,-0.15485,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.284,-0.01799,-0.00850,0.12973,-0.39190,-0.27957,-0.15486,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.309,-0.01799,-0.00849,0.12973,-0.39190,-0.27958,-0.15485,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.334,-0.01799,-0.00849,0.12972,-0.39188,-0.27961,-0.15485,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.359,-0.01799,-0.00849,0.12971,-0.39186,-0.27960,-0.15487,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.384,-0.01800,-0.00850,0.12971,-0.39185,-0.27959,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.409,-0.01800,-0.00849,0.12972,-0.39185,-0.27959,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.434,-0.01801,-0.00848,0.12972,-0.39185,-0.27961,-0.15489,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.459,-0.01800,-0.00849,0.12972,-0.39184,-0.27961,-0.15489,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.484,-0.01800,-0.00850,0.12971,-0.39183,-0.27960,-0.15491,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.509,-0.01800,-0.00850,0.12972,-0.39184,-0.27958,-0.15493,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.534,-0.01801,-0.00849,0.12972,-0.39182,-0.27960,-0.15492,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.559,-0.01801,-0.00849,0.12972,-0.39182,-0.27960,-0.15494,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.584,-0.01800,-0.00850,0.12972,-0.39183,-0.27957,-0.15496,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.609,-0.01801,-0.00849,0.12973,-0.39182,-0.27958,-0.15495,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.634,-0.01801,-0.00848,0.12973,-0.39183,-0.27958,-0.15494,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.659,-0.01800,-0.00849,0.12973,-0.39182,-0.27957,-0.15497,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.684,-0.01801,-0.00850,0.12973,-0.39180,-0.27955,-0.15501,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.709,-0.01801,-0.00849,0.12973,-0.39179,-0.27956,-0.15501,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.734,-0.01800,-0.00849,0.12973,-0.39178,-0.27957,-0.15503,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.759,-0.01800,-0.00850,0.12973,-0.39177,-0.27956,-0.15504,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.784,-0.01800,-0.00850,0.12974,-0.39177,-0.27955,-0.15506,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.809,-0.01800,-0.00850,0.12974,-0.39175,-0.27954,-0.15508,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.834,-0.01800,-0.00851,0.12974,-0.39174,-0.27954,-0.15510,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.859,-0.01800,-0.00851,0.12974,-0.39174,-0.27953,-0.15511,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.884,-0.01800,-0.00851,0.12975,-0.39175,-0.27953,-0.15509,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.909,-0.01800,-0.00850,0.12975,-0.39176,-0.27954,-0.15508,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.934,-0.01800,-0.00850,0.12975,-0.39177,-0.27954,-0.15507,0.86275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.959,-0.01799,-0.00850,0.12975,-0.39178,-0.27953,-0.15506,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.984,-0.01799,-0.00850,0.12975,-0.39179,-0.27953,-0.15505,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.009,-0.01799,-0.00850,0.12975,-0.39178,-0.27954,-0.15504,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.034,-0.01799,-0.00850,0.12975,-0.39178,-0.27954,-0.15505,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.059,-0.01799,-0.00849,0.12975,-0.39179,-0.27956,-0.15502,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.084,-0.01799,-0.00849,0.12974,-0.39180,-0.27956,-0.15500,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.109,-0.01799,-0.00850,0.12974,-0.39181,-0.27957,-0.15498,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.134,-0.01798,-0.00850,0.12974,-0.39180,-0.27956,-0.15500,0.86274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.159,-0.01799,-0.00850,0.12974,-0.39180,-0.27958,-0.15498,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.184,-0.01798,-0.00850,0.12973,-0.39180,-0.27959,-0.15496,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.209,-0.01798,-0.00851,0.12973,-0.39180,-0.27958,-0.15498,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.234,-0.01799,-0.00850,0.12973,-0.39181,-0.27957,-0.15498,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.259,-0.01799,-0.00850,0.12974,-0.39181,-0.27957,-0.15498,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.284,-0.01799,-0.00850,0.12973,-0.39183,-0.27958,-0.15494,0.86273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.309,-0.01799,-0.00850,0.12973,-0.39185,-0.27957,-0.15492,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.334,-0.01799,-0.00850,0.12973,-0.39188,-0.27956,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.359,-0.01799,-0.00850,0.12974,-0.39187,-0.27955,-0.15492,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.384,-0.01800,-0.00849,0.12974,-0.39188,-0.27956,-0.15490,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.409,-0.01800,-0.00849,0.12973,-0.39189,-0.27956,-0.15489,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.434,-0.01800,-0.00849,0.12973,-0.39189,-0.27956,-0.15488,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.459,-0.01801,-0.00849,0.12973,-0.39189,-0.27957,-0.15487,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.484,-0.01801,-0.00848,0.12973,-0.39189,-0.27959,-0.15486,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.509,-0.01800,-0.00848,0.12972,-0.39190,-0.27960,-0.15483,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.534,-0.01800,-0.00849,0.12972,-0.39188,-0.27958,-0.15487,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.559,-0.01800,-0.00849,0.12973,-0.39188,-0.27958,-0.15487,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.584,-0.01801,-0.00848,0.12973,-0.39187,-0.27961,-0.15486,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.609,-0.01801,-0.00848,0.12972,-0.39187,-0.27962,-0.15485,0.86271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.634,-0.01801,-0.00849,0.12972,-0.39186,-0.27960,-0.15487,0.86272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
