t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.009,0.000000,0.000000,0.000000,-0.017994,-0.008497,0.129741,0.047500,0.102493,-0.196165,0.226367,0.000000
0.034,0.000000,0.000000,0.000000,-0.017995,-0.008496,0.129741,0.047508,0.102505,-0.196197,0.226401,0.000000
0.059,-0.014253,0.014031,0.130000,-0.017996,-0.008493,0.129741,0.047518,0.102525,-0.196237,0.226447,59.839000
0.084,-0.014308,0.013975,0.130000,-0.017998,-0.008490,0.129741,0.047532,0.102548,-0.196285,0.226502,17.180000
0.109,-0.014363,0.013918,0.130000,-0.017999,-0.008488,0.129740,0.047546,0.102571,-0.196343,0.226566,17.412000
0.134,-0.014417,0.013862,0.130000,-0.018001,-0.008487,0.129739,0.047561,0.102588,-0.196407,0.226632,19.209000
0.159,-0.014471,0.013805,0.130000,-0.018002,-0.008486,0.129738,0.047576,0.102601,-0.196465,0.226691,18.558000
0.184,-0.014525,0.013748,0.130000,-0.018003,-0.008486,0.129738,0.047590,0.102610,-0.196522,0.226747,18.699000
0.210,-0.014579,0.013691,0.130000,-0.018003,-0.008487,0.129736,0.047603,0.102614,-0.196585,0.226807,18.501000
0.234,-0.014633,0.013634,0.130000,-0.018006,-0.008488,0.129735,0.047616,0.102615,-0.196648,0.226865,18.264000
0.259,-0.014686,0.013576,0.130000,-0.018008,-0.008488,0.129734,0.047626,0.102621,-0.196701,0.226915,18.393000
0.284,-0.014740,0.013518,0.130000,-0.018010,-0.008488,0.129733,0.047635,0.102628,-0.196747,0.226960,17.738000
0.309,-0.014793,0.013460,0.130000,-0.018011,-0.008489,0.129732,0.047643,0.102627,-0.196788,0.226997,18.337000
0.334,-0.014845,0.013402,0.130000,-0.018013,-0.008490,0.129731,0.047647,0.102625,-0.196817,0.227022,18.487000
0.359,-0.014898,0.013344,0.130000,-0.018015,-0.008489,0.129730,0.047650,0.102630,-0.196833,0.227039,18.939000
0.384,-0.014950,0.013285,0.130000,-0.018016,-0.008489,0.129730,0.047654,0.102636,-0.196851,0.227058,19.430000
0.409,-0.015002,0.013226,0.130000,-0.018014,-0.008490,0.129730,0.047660,0.102637,-0.196871,0.227077,20.817000
0.434,-0.015054,0.013167,0.130000,-0.018014,-0.008489,0.129730,0.047664,0.102645,-0.196881,0.227090,18.229000
0.459,-0.015106,0.013108,0.130000,-0.018015,-0.008485,0.129731,0.047666,0.102665,-0.196878,0.227097,21.437000
0.484,-0.015157,0.013049,0.130000,-0.018014,-0.008482,0.129732,0.047669,0.102684,-0.196875,0.227104,19.392000
0.509,-0.015208,0.012989,0.130000,-0.018012,-0.008482,0.129732,0.047672,0.102688,-0.196878,0.227109,21.836000
0.534,-0.015259,0.012929,0.130000,-0.018011,-0.008483,0.129732,0.047673,0.102682,-0.196879,0.227107,22.532000
0.559,-0.015310,0.012869,0.130000,-0.018009,-0.008484,0.129733,0.047671,0.102678,-0.196869,0.227096,22.105000
0.584,-0.015360,0.012809,0.130000,-0.018007,-0.008486,0.129733,0.047670,0.102669,-0.196856,0.227081,21.955000
0.609,-0.015410,0.012748,0.130000,-0.018004,-0.008489,0.129733,0.047667,0.102649,-0.196846,0.227062,21.430000
0.634,-0.015460,0.012688,0.130000,-0.018001,-0.008493,0.129733,0.047662,0.102629,-0.196827,0.227036,22.973000
0.659,-0.015510,0.012627,0.130000,-0.018000,-0.008494,0.129733,0.047655,0.102615,-0.196801,0.227006,21.630000
0.684,-0.015559,0.012566,0.130000,-0.017998,-0.008497,0.129733,0.047649,0.102598,-0.196775,0.226974,22.607000
0.709,-0.015609,0.012505,0.130000,-0.017995,-0.008501,0.129734,0.047641,0.102574,-0.196746,0.226936,20.523000
0.734,-0.015658,0.012443,0.130000,-0.017994,-0.008502,0.129734,0.047631,0.102559,-0.196705,0.226892,23.345000
0.759,-0.015706,0.012382,0.130000,-0.017992,-0.008501,0.129735,0.047621,0.102560,-0.196656,0.226848,20.641000
0.784,-0.015755,0.012320,0.130000,-0.017990,-0.008499,0.129737,0.047614,0.102563,-0.196610,0.226808,21.054000
0.809,-0.015803,0.012258,0.130000,-0.017988,-0.008498,0.129738,0.047608,0.102566,-0.196572,0.226775,22.541000
0.834,-0.015851,0.012196,0.130000,-0.017986,-0.008496,0.129740,0.047603,0.102575,-0.196534,0.226745,20.894000
0.859,-0.015899,0.012134,0.130000,-0.017984,-0.008493,0.129741,0.047598,0.102587,-0.196493,0.226713,20.498000
0.884,-0.015946,0.012071,0.130000,-0.017982,-0.008492,0.129743,0.047591,0.102591,-0.196453,0.226680,20.103000
0.909,-0.015994,0.012008,0.130000,-0.017982,-0.008491,0.129743,0.047582,0.102591,-0.196411,0.226641,18.450000
0.934,-0.016041,0.011946,0.130000,-0.017983,-0.008488,0.129744,0.047572,0.102596,-0.196368,0.226604,20.303000
0.959,-0.016088,0.011882,0.130000,-0.017983,-0.008487,0.129745,0.047567,0.102600,-0.196340,0.226581,20.432000
0.984,-0.016134,0.011819,0.130000,-0.017981,-0.008489,0.129745,0.047566,0.102591,-0.196334,0.226571,20.705000
1.009,-0.016180,0.011756,0.130000,-0.017979,-0.008492,0.129745,0.047565,0.102575,-0.196329,0.226560,21.065000
1.034,-0.016226,0.011692,0.130000,-0.017978,-0.008493,0.129745,0.047559,0.102563,-0.196310,0.226536,20.253000
1.059,-0.016272,0.011628,0.130000,-0.017978,-0.008494,0.129745,0.047550,0.102554,-0.196277,0.226502,18.527000
1.084,-0.016318,0.011564,0.130000,-0.017978,-0.008496,0.129745,0.047540,0.102535,-0.196244,0.226463,20.614000
1.109,-0.016363,0.011500,0.130000,-0.017978,-0.008499,0.129744,0.047530,0.102511,-0.196218,0.226426,18.544000
1.134,-0.016408,0.011436,0.130000,-0.017979,-0.008501,0.129744,0.047521,0.102494,-0.196194,0.226397,19.736000
1.159,-0.016453,0.011371,0.130000,-0.017980,-0.008501,0.129744,0.047516,0.102491,-0.196179,0.226381,18.722000
1.184,-0.016497,0.011307,0.130000,-0.017980,-0.008501,0.129744,0.047516,0.102491,-0.196177,0.226379,20.284000
1.209,-0.016542,0.011242,0.130000,-0.017979,-0.008502,0.129744,0.047518,0.102485,-0.196183,0.226383,19.129000
1.234,-0.016586,0.011177,0.130000,-0.017979,-0.008502,0.129744,0.047517,0.102478,-0.196193,0.226387,19.983000
1.259,-0.016629,0.011111,0.130000,-0.017984,-0.008503,0.129742,0.047517,0.102479,-0.196206,0.226399,19.982000
1.284,-0.016673,0.011046,0.130000,-0.017988,-0.008501,0.129741,0.047520,0.102489,-0.196231,0.226426,20.336000
1.309,-0.016716,0.010980,0.130000,-0.017991,-0.008499,0.129740,0.047528,0.102503,-0.196273,0.226470,19.994000
1.334,-0.016759,0.010915,0.130000,-0.017991,-0.008499,0.129740,0.047540,0.102515,-0.196324,0.226523,22.138000
1.359,-0.016802,0.010849,0.130000,-0.017995,-0.008496,0.129739,0.047553,0.102533,-0.196378,0.226580,19.834000
1.384,-0.016844,0.010783,0.130000,-0.017998,-0.008495,0.129738,0.047566,0.102551,-0.196440,0.226645,20.942000
1.409,-0.016887,0.010717,0.130000,-0.018000,-0.008495,0.129736,0.047581,0.102557,-0.196511,0.226713,19.665000
1.434,-0.016929,0.010650,0.130000,-0.018002,-0.008498,0.129734,0.047596,0.102554,-0.196586,0.226779,19.381000
1.459,-0.016970,0.010584,0.130000,-0.018004,-0.008498,0.129733,0.047608,0.102561,-0.196650,0.226840,20.347000
1.484,-0.017012,0.010517,0.130000,-0.018007,-0.008495,0.129732,0.047621,0.102582,-0.196702,0.226898,19.626000
1.509,-0.017053,0.010450,0.130000,-0.018008,-0.008493,0.129732,0.047634,0.102602,-0.196753,0.226954,19.670000
1.534,-0.017094,0.010383,0.130000,-0.018007,-0.008494,0.129731,0.047649,0.102607,-0.196808,0.227007,19.138000
1.559,-0.017134,0.010316,0.130000,-0.018007,-0.008496,0.129731,0.047660,0.102608,-0.196856,0.227051,19.214000
1.584,-0.017175,0.010248,0.130000,-0.018009,-0.008495,0.129730,0.047668,0.102618,-0.196895,0.227091,19.236000
1.609,-0.017215,0.010181,0.130000,-0.018009,-0.008494,0.129729,0.047677,0.102627,-0.196930,0.227127,19.082000
1.634,-0.017255,0.010113,0.130000,-0.018009,-0.008494,0.129729,0.047685,0.102631,-0.196958,0.227155,19.051000
1.659,-0.017294,0.010045,0.130000,-0.018007,-0.008494,0.129730,0.047691,0.102640,-0.196974,0.227174,19.662000
1.684,-0.017334,0.009977,0.130000,-0.018006,-0.008491,0.129730,0.047695,0.102656,-0.196978,0.227186,18.673000
1.709,-0.017373,0.009909,0.130000,-0.018005,-0.008490,0.129731,0.047697,0.102664,-0.196977,0.227189,18.838000
1.734,-0.017411,0.009841,0.130000,-0.018005,-0.008491,0.129731,0.047696,0.102660,-0.196972,0.227182,19.712000
1.759,-0.017450,0.009772,0.130000,-0.018004,-0.008492,0.129731,0.047693,0.102653,-0.196962,0.227170,18.265000
1.784,-0.017488,0.009704,0.130000,-0.018004,-0.008493,0.129731,0.047690,0.102645,-0.196953,0.227158,19.350000
1.809,-0.017526,0.009635,0.130000,-0.018003,-0.008495,0.129731,0.047686,0.102632,-0.196943,0.227143,20.435000
1.834,-0.017564,0.009566,0.130000,-0.018002,-0.008497,0.129731,0.047680,0.102617,-0.196922,0.227117,19.542000
1.859,-0.017601,0.009497,0.130000,-0.018001,-0.008499,0.129731,0.047671,0.102603,-0.196887,0.227078,18.598000
1.884,-0.017638,0.009428,0.130000,-0.017999,-0.008501,0.129731,0.047661,0.102586,-0.196846,0.227032,20.238000
1.909,-0.017675,0.009359,0.130000,-0.017997,-0.008503,0.129732,0.047651,0.102567,-0.196803,0.226985,19.256000
1.934,-0.017712,0.009289,0.130000,-0.017996,-0.008504,0.129733,0.047639,0.102556,-0.196756,0.226936,19.549000
1.959,-0.017748,0.009219,0.130000,-0.017995,-0.008503,0.129734,0.047629,0.102553,-0.196707,0.226891,18.899000
1.984,-0.017784,0.009150,0.130000,-0.017995,-0.008503,0.129734,0.047620,0.102552,-0.196661,0.226849,19.374000
2.009,-0.017820,0.009080,0.130000,-0.017992,-0.008501,0.129736,0.047611,0.102553,-0.196614,0.226806,19.322000
2.034,-0.017856,0.009010,0.130000,-0.017991,-0.008499,0.129737,0.047602,0.102555,-0.196566,0.226763,18.959000
2.059,-0.017891,0.008940,0.130000,-0.017989,-0.008498,0.129738,0.047594,0.102556,-0.196523,0.226725,19.373000
2.084,-0.017926,0.008869,0.130000,-0.017988,-0.008498,0.129739,0.047588,0.102555,-0.196490,0.226695,19.476000
