t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.024,0.000000,0.000000,0.000000,-0.019080,-0.018725,0.125112,0.112305,0.126012,-0.241680,0.294790,0.000000
0.049,0.001259,-0.011742,0.130000,-0.019077,-0.018729,0.125111,0.112315,0.126018,-0.241701,0.294813,0.000000
0.074,0.001319,-0.011683,0.130000,-0.019074,-0.018730,0.125111,0.112327,0.126026,-0.241722,0.294838,62.464000
0.099,0.001379,-0.011623,0.130000,-0.019071,-0.018731,0.125112,0.112335,0.126029,-0.241749,0.294864,27.982000
0.124,0.001439,-0.011563,0.130000,-0.019069,-0.018732,0.125111,0.112338,0.126028,-0.241775,0.294886,23.052000
0.149,0.001499,-0.011504,0.130000,-0.019070,-0.018734,0.125110,0.112335,0.126023,-0.241793,0.294897,28.178000
0.174,0.001559,-0.011444,0.130000,-0.019071,-0.018735,0.125109,0.112328,0.126012,-0.241806,0.294901,21.952000
0.199,0.001619,-0.011385,0.130000,-0.019072,-0.018738,0.125108,0.112324,0.126006,-0.241807,0.294898,22.394000
0.224,0.001679,-0.011325,0.130000,-0.019072,-0.018739,0.125107,0.112327,0.126013,-0.241789,0.294887,21.707000
0.249,0.001738,-0.011266,0.130000,-0.019071,-0.018737,0.125108,0.112332,0.126024,-0.241759,0.294869,22.512000
0.274,0.001798,-0.011207,0.130000,-0.019070,-0.018734,0.125110,0.112329,0.126026,-0.241733,0.294848,20.946000
0.299,0.001858,-0.011147,0.130000,-0.019069,-0.018732,0.125112,0.112318,0.126017,-0.241710,0.294821,19.960000
0.324,0.001918,-0.011088,0.130000,-0.019072,-0.018732,0.125111,0.112301,0.126005,-0.241683,0.294787,21.922000
0.349,0.001978,-0.011029,0.130000,-0.019076,-0.018731,0.125111,0.112286,0.125995,-0.241648,0.294748,22.444000
0.374,0.002038,-0.010970,0.130000,-0.019079,-0.018730,0.125111,0.112277,0.125990,-0.241607,0.294709,28.235000
0.399,0.002038,-0.010970,0.130000,-0.019078,-0.018730,0.125111,0.112274,0.125992,-0.241567,0.294676,27.668000
0.424,0.002097,-0.010911,0.130000,-0.019075,-0.018729,0.125113,0.112276,0.126000,-0.241533,0.294652,27.668000
0.449,0.002157,-0.010852,0.130000,-0.019074,-0.018726,0.125115,0.112277,0.126007,-0.241512,0.294639,28.798000
0.474,0.002217,-0.010793,0.130000,-0.019075,-0.018723,0.125117,0.112275,0.126008,-0.241498,0.294627,29.161000
0.499,0.002277,-0.010734,0.130000,-0.019075,-0.018722,0.125117,0.112270,0.126006,-0.241481,0.294610,27.214000
0.524,0.002336,-0.010675,0.130000,-0.019076,-0.018721,0.125117,0.112262,0.126000,-0.241464,0.294590,21.326000
0.549,0.002396,-0.010616,0.130000,-0.019078,-0.018720,0.125117,0.112254,0.125994,-0.241452,0.294575,22.701000
0.574,0.002515,-0.010498,0.130000,-0.019080,-0.018720,0.125117,0.112250,0.125992,-0.241441,0.294564,20.112000
0.599,0.002575,-0.010440,0.130000,-0.019081,-0.018720,0.125117,0.112250,0.125996,-0.241425,0.294552,19.231000
0.624,0.002635,-0.010381,0.130000,-0.019082,-0.018717,0.125118,0.112248,0.126001,-0.241404,0.294537,18.871000
0.649,0.002694,-0.010323,0.130000,-0.019086,-0.018713,0.125118,0.112242,0.125997,-0.241390,0.294521,20.133000
0.674,0.002754,-0.010264,0.130000,-0.019087,-0.018713,0.125118,0.112232,0.125983,-0.241380,0.294503,18.917000
0.699,0.002814,-0.010206,0.130000,-0.019084,-0.018717,0.125118,0.112221,0.125967,-0.241370,0.294484,18.360000
0.724,0.002873,-0.010148,0.130000,-0.019080,-0.018722,0.125117,0.112209,0.125950,-0.241365,0.294468,19.575000
0.749,0.002933,-0.010089,0.130000,-0.019078,-0.018727,0.125116,0.112200,0.125936,-0.241363,0.294457,17.927000
0.774,0.002992,-0.010031,0.130000,-0.019075,-0.018731,0.125115,0.112195,0.125930,-0.241354,0.294445,18.467000
0.799,0.003052,-0.009973,0.130000,-0.019072,-0.018734,0.125115,0.112194,0.125929,-0.241341,0.294433,18.365000
0.824,0.003111,-0.009915,0.130000,-0.019070,-0.018734,0.125115,0.112193,0.125931,-0.241318,0.294415,18.292000
0.849,0.003171,-0.009857,0.130000,-0.019068,-0.018734,0.125116,0.112191,0.125932,-0.241277,0.294381,18.425000
0.874,0.003230,-0.009799,0.130000,-0.019065,-0.018733,0.125118,0.112182,0.125929,-0.241228,0.294336,19.067000
0.899,0.003290,-0.009741,0.130000,-0.019062,-0.018733,0.125120,0.112170,0.125924,-0.241182,0.294292,18.180000
0.924,0.003349,-0.009684,0.130000,-0.019063,-0.018731,0.125121,0.112160,0.125922,-0.241139,0.294252,18.812000
0.949,0.003408,-0.009626,0.130000,-0.019066,-0.018728,0.125122,0.112156,0.125922,-0.241106,0.294223,18.709000
0.974,0.003468,-0.009569,0.130000,-0.019065,-0.018727,0.125123,0.112153,0.125921,-0.241088,0.294207,18.379000
0.999,0.003527,-0.009511,0.130000,-0.019064,-0.018727,0.125124,0.112145,0.125914,-0.241078,0.294193,21.204000
1.024,0.003587,-0.009454,0.130000,-0.019065,-0.018728,0.125123,0.112133,0.125899,-0.241070,0.294175,18.194000
1.049,0.003646,-0.009396,0.130000,-0.019066,-0.018730,0.125122,0.112121,0.125884,-0.241072,0.294165,21.147000
1.074,0.003705,-0.009339,0.130000,-0.019067,-0.018733,0.125120,0.112115,0.125874,-0.241098,0.294181,19.392000
1.099,0.003764,-0.009282,0.130000,-0.019070,-0.018735,0.125118,0.112118,0.125869,-0.241160,0.294231,20.004000
1.124,0.003824,-0.009225,0.130000,-0.019075,-0.018736,0.125115,0.112131,0.125872,-0.241253,0.294313,18.104000
1.149,0.003883,-0.009168,0.130000,-0.019079,-0.018738,0.125112,0.112153,0.125882,-0.241367,0.294419,20.105000
1.174,0.003942,-0.009111,0.130000,-0.019083,-0.018739,0.125109,0.112179,0.125893,-0.241494,0.294537,18.850000
1.199,0.004001,-0.009055,0.130000,-0.019087,-0.018741,0.125105,0.112206,0.125907,-0.241620,0.294657,21.119000
1.224,0.004060,-0.008998,0.130000,-0.019092,-0.018741,0.125102,0.112235,0.125929,-0.241737,0.294774,17.833000
1.249,0.004119,-0.008942,0.130000,-0.019100,-0.018738,0.125099,0.112274,0.125959,-0.241862,0.294904,21.315000
1.274,0.004179,-0.008885,0.130000,-0.019105,-0.018735,0.125097,0.112320,0.125994,-0.242002,0.295051,26.467000
1.299,0.004238,-0.008829,0.130000,-0.019109,-0.018732,0.125096,0.112365,0.126027,-0.242141,0.295196,23.199000
1.324,0.004297,-0.008773,0.130000,-0.019110,-0.018731,0.125094,0.112403,0.126052,-0.242257,0.295317,20.377000
1.349,0.004356,-0.008717,0.130000,-0.019109,-0.018732,0.125093,0.112432,0.126070,-0.242346,0.295409,19.356000
1.374,0.004415,-0.008661,0.130000,-0.019107,-0.018733,0.125092,0.112453,0.126084,-0.242403,0.295470,17.611000
1.399,0.004474,-0.008605,0.130000,-0.019104,-0.018734,0.125091,0.112467,0.126093,-0.242435,0.295505,20.766000
1.424,0.004533,-0.008549,0.130000,-0.019101,-0.018735,0.125091,0.112479,0.126101,-0.242457,0.295530,17.483000
1.449,0.004592,-0.008493,0.130000,-0.019098,-0.018736,0.125092,0.112494,0.126114,-0.242480,0.295561,22.167000
1.474,0.004650,-0.008438,0.130000,-0.019097,-0.018735,0.125092,0.112513,0.126133,-0.242505,0.295597,18.031000
1.499,0.004709,-0.008382,0.130000,-0.019095,-0.018733,0.125093,0.112534,0.126156,-0.242525,0.295631,18.792000
1.524,0.004768,-0.008327,0.130000,-0.019093,-0.018730,0.125095,0.112558,0.126182,-0.242539,0.295663,18.268000
1.549,0.004827,-0.008272,0.130000,-0.019092,-0.018725,0.125097,0.112581,0.126208,-0.242557,0.295697,19.473000
1.574,0.004886,-0.008217,0.130000,-0.019090,-0.018721,0.125099,0.112602,0.126228,-0.242586,0.295738,17.915000
1.599,0.004944,-0.008162,0.130000,-0.019088,-0.018719,0.125100,0.112620,0.126241,-0.242624,0.295781,18.570000
1.624,0.005003,-0.008107,0.130000,-0.019085,-0.018720,0.125101,0.112638,0.126253,-0.242666,0.295828,18.009000
1.649,0.005062,-0.008052,0.130000,-0.019083,-0.018720,0.125101,0.112656,0.126269,-0.242702,0.295871,19.404000
1.674,0.005120,-0.007998,0.130000,-0.019082,-0.018719,0.125101,0.112669,0.126282,-0.242716,0.295892,17.396000
1.699,0.005179,-0.007943,0.130000,-0.019082,-0.018717,0.125102,0.112673,0.126287,-0.242708,0.295890,19.824000
1.724,0.005238,-0.007889,0.130000,-0.019079,-0.018717,0.125103,0.112673,0.126287,-0.242700,0.295883,17.258000
1.749,0.005296,-0.007835,0.130000,-0.019078,-0.018717,0.125103,0.112672,0.126286,-0.242701,0.295883,20.674000
1.774,0.005355,-0.007780,0.130000,-0.019078,-0.018717,0.125103,0.112671,0.126282,-0.242710,0.295888,17.819000
