t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
0.024,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.049,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.074,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000750,0.125000,0.000750
0.099,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131336,0.001500,0.128955,0.001204
0.124,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139829,0.002250,0.135611,0.001937
0.149,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140162,0.002988,0.136339,0.002694
0.174,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140920,0.003737,0.137918,0.001955
0.199,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.151899,0.004488,0.151255,0.001217
0.224,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.159803,0.005238,0.158231,0.000482
0.249,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171094,0.005977,0.167473,-0.000231
0.274,-0.494452,-0.082186,-1.099208,-0.052084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.167473,0.006728,0.159722,-0.000960
