t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
0.007,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.032,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.057,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.082,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000750,0.125000,0.000750
0.107,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083570,0.001500,0.072516,0.001489
0.132,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.035483,0.002250,-0.035277,0.002239
0.157,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.057383,0.002996,-0.059971,0.002989
0.182,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.167134,0.003746,-0.164949,0.003740
0.207,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.278947,0.004497,-0.277858,0.002992
0.232,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.393318,0.005247,-0.395189,0.002243
0.257,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.499394,0.005997,-0.508038,0.001522
0.282,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.600102,0.006747,-0.591708,0.000786
0.307,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.698522,0.007497,-0.670303,0.000040
0.332,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.698522,0.007497,-0.670303,0.000040
0.357,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.797390,0.008247,-0.762577,-0.000711
0.382,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.894297,0.008998,-0.850267,-0.001396
0.407,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.940244,0.009742,-0.875894,-0.002146
0.432,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.004343,0.010453,-0.905924,-0.001404
0.457,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.054434,0.011205,-0.905528,-0.000666
0.482,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.077788,0.011861,-0.876649,0.000071
0.507,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.094580,0.012000,-0.791683,0.000808
0.532,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.088608,0.012000,-0.668991,0.001541
0.558,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.105268,0.012000,-0.568721,0.002280
0.582,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.121609,0.012000,-0.330690,0.004512
0.607,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.121609,0.012000,-0.330690,0.004512
0.632,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.969060,0.012000,-0.275681,0.005256
0.657,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.855670,0.012000,-0.082953,0.006001
0.682,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.674617,0.011758,-0.165695,0.006748
0.707,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.382512,0.012000,-0.021582,0.007496
0.732,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.335911,0.012000,-0.140939,0.008248
0.757,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.171297,0.012000,-0.012482,0.009000
0.782,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.171297,0.012000,-0.012482,0.009000
0.807,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.267712,0.012000,-0.131109,0.009747
0.832,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.127428,0.012000,0.006955,0.010485
0.857,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.246222,0.012000,-0.101302,0.009722
0.882,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.246222,0.012000,-0.101302,0.009722
0.907,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015721,0.011779,0.179284,0.011206
0.932,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.091826,0.011749,0.312104,0.011775
0.957,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.201189,0.011782,0.445214,0.011776
0.982,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.298529,0.011775,0.360910,0.011745
1.007,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.269397,0.011761,0.247518,0.011758
1.032,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.188256,0.011716,0.320207,0.011794
1.057,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.177625,0.011760,0.338414,0.011760
1.082,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.261834,0.011759,0.296762,0.011757
1.107,-1.672374,-0.093646,-0.552920,-0.053296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.228098,0.011746,0.256835,0.011764
