t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
102.124,0.465828,-0.090864,2.918540,-0.057840,-0.012217,0.000070,0.000000,0.000000,-11.400000,39.500000,-36.300000,-33.600000,0.465852,-0.090865,2.918606,-0.057841,0.000000,0.000000,0.000000,0.000000
102.134,0.465828,-0.090864,2.918540,-0.057840,-0.012217,0.000070,0.000000,0.000000,-11.400000,39.500000,-36.300000,-33.600000,0.465852,-0.090865,2.918606,-0.057841,0.000000,0.000000,0.000000,0.000000
102.144,0.465828,-0.090864,2.918540,-0.057840,-0.012217,0.000070,0.000000,0.000000,-11.400000,39.500000,-36.300000,-33.600000,0.465852,-0.090865,2.918606,-0.057841,0.000000,0.000000,0.000000,0.000000
102.157,0.465828,-0.090864,2.918540,-0.057840,-0.012217,0.000070,0.000000,0.000000,-11.400000,39.500000,-36.300000,-33.600000,0.465852,-0.090865,2.918606,-0.057841,0.000000,0.000000,0.000000,0.000000
291.924,1.213876,-0.097626,-1.577254,-0.045857,0.001745,0.000000,0.000000,-0.000020,-15.000000,94.800000,215.600000,-28.400000,1.250273,-0.097970,-1.607184,-0.045229,0.000000,0.000000,0.000000,0.000000
291.935,1.213876,-0.097626,-1.577254,-0.045857,0.001745,0.000000,0.000000,-0.000020,-15.000000,94.800000,215.600000,-28.400000,1.250273,-0.097970,-1.607184,-0.045229,0.000000,0.000000,0.000000,0.000000
291.945,1.213876,-0.097626,-1.577254,-0.045857,0.001745,0.000000,0.000000,-0.000020,-15.000000,94.800000,215.600000,-28.400000,1.250273,-0.097970,-1.607184,-0.045229,0.000000,0.000000,0.000000,0.000000
291.955,1.213876,-0.097626,-1.577254,-0.045857,0.001745,0.000000,0.000000,-0.000020,-15.000000,94.800000,215.600000,-28.400000,1.250273,-0.097970,-1.607184,-0.045229,0.000000,0.000000,0.000000,0.000000
327.824,0.665669,-0.080018,-0.835315,-0.040850,0.019199,0.000020,0.000000,-0.000020,-9.000000,79.100000,-104.200000,-30.800000,0.665754,-0.080018,-0.835267,-0.040851,0.000000,0.000000,0.000000,0.000000
327.836,0.665669,-0.080018,-0.835315,-0.040850,0.019199,0.000020,0.000000,-0.000020,-9.000000,79.100000,-104.200000,-30.800000,0.665754,-0.080018,-0.835267,-0.040851,0.000000,0.000000,0.000000,0.000000
