t,x,y,z,qw,qx,qy,qz,x_r,y_r,z_r,x_sim,y_sim,z_sim,ctrl_time
102.124,0.01446,0.00097,0.12191,0.56202,-0.08031,0.24188,-0.78688,0.01540,0.00080,0.12190,0.01806,-0.00227,0.12024,0.00000
102.134,0.01459,0.00104,0.12198,0.56162,-0.08024,0.24239,-0.78702,0.01540,0.00080,0.12190,0.01806,-0.00227,0.12024,0.00000
102.144,0.01459,0.00104,0.12198,0.56162,-0.08024,0.24239,-0.78702,0.01540,0.00080,0.12190,0.01806,-0.00227,0.12024,0.00000
102.157,0.01457,0.00102,0.12197,0.56131,-0.07962,0.24241,-0.78729,0.01540,0.00080,0.12190,0.01806,-0.00227,0.12024,0.00000
291.924,-0.00637,-0.00644,0.11670,0.53044,0.08676,0.15876,-0.82819,-0.00570,-0.00620,0.11720,-0.00283,-0.00803,0.11706,0.00000
291.935,-0.00631,-0.00640,0.11671,0.53044,0.08671,0.15881,-0.82819,-0.00570,-0.00620,0.11720,-0.00283,-0.00803,0.11706,0.00000
291.945,-0.00631,-0.00640,0.11671,0.53044,0.08671,0.15881,-0.82819,-0.00570,-0.00620,0.11720,-0.00283,-0.00803,0.11706,0.00000
291.955,-0.00625,-0.00638,0.11668,0.53051,0.08671,0.15871,-0.82816,-0.00570,-0.00620,0.11720,-0.00283,-0.00803,0.11706,0.00000
327.824,-0.00654,-0.02402,0.12910,-0.35425,-0.14716,-0.32693,0.86369,-0.00620,-0.02380,0.12950,-0.00250,-0.02391,0.12894,0.00000
327.836,-0.00662,-0.02410,0.12915,-0.35426,-0.14687,-0.32715,0.86365,-0.00620,-0.02380,0.12950,-0.00250,-0.02391,0.12894,0.00000
327.846,-0.00662,-0.02410,0.12915,-0.35426,-0.14687,-0.32715,0.86365,-0.00620,-0.02380,0.12950,-0.00250,-0.02391,0.12894,0.00000
327.856,-0.00661,-0.02408,0.12913,-0.35413,-0.14705,-0.32715,0.86368,-0.00620,-0.02380,0.12950,-0.00250,-0.02391,0.12894,0.00000
363.824,-0.01338,0.01458,0.11193,0.79910,-0.05227,-0.31092,-0.51190,-0.01330,0.01450,0.11190,-0.01147,0.01126,0.11206,0.00000
363.834,-0.01336,0.01450,0.11188,0.79876,-0.05154,-0.31027,-0.51290,-0.01330,0.01450,0.11190,-0.01147,0.01126,0.11206,0.00000
363.844,-0.01336,0.01450,0.11188,0.79876,-0.05154,-0.31027,-0.51290,-0.01330,0.01450,0.11190,-0.01147,0.01126,0.11206,0.00000
363.855,-0.01337,0.01453,0.11192,0.79886,-0.05173,-0.31051,-0.51258,-0.01330,0.01450,0.11190,-0.01147,0.01126,0.11206,0.00000
501.624,-0.00577,0.01399,0.12005,0.72590,0.05910,-0.19439,-0.65710,-0.00620,0.01400,0.11920,-0.00460,0.01296,0.11849,0.00000
501.636,-0.00575,0.01402,0.12001,0.72601,0.05901,-0.19457,-0.65694,-0.00620,0.01400,0.11920,-0.00460,0.01296,0.11849,0.00000
501.646,-0.00575,0.01402,0.12001,0.72601,0.05901,-0.19457,-0.65694,-0.00620,0.01400,0.11920,-0.00460,0.01296,0.11849,0.00000
501.656,-0.00575,0.01404,0.12000,0.72599,0.05909,-0.19463,-0.65694,-0.00620,0.01400,0.11920,-0.00460,0.01296,0.11849,0.00000
589.924,0.00907,0.01768,0.13715,0.68819,-0.19521,0.11775,-0.68878,0.00950,0.01780,0.13660,0.01200,0.01948,0.13349,0.00000
589.936,0.00907,0.01770,0.13718,0.68834,-0.19559,0.11770,-0.68854,0.00950,0.01780,0.13660,0.01200,0.01948,0.13349,0.00000
589.946,0.00907,0.01770,0.13718,0.68834,-0.19559,0.11770,-0.68854,0.00950,0.01780,0.13660,0.01200,0.01948,0.13349,0.00000
589.956,0.00907,0.01765,0.13722,0.68833,-0.19584,0.11785,-0.68845,0.00950,0.01780,0.13660,0.01200,0.01948,0.13349,0.00000
644.723,-0.01924,-0.00302,0.12386,0.67017,0.18619,-0.23164,-0.68011,-0.01930,-0.00300,0.12380,-0.01512,-0.00528,0.12313,0.00000
644.733,-0.01926,-0.00295,0.12379,0.67047,0.18607,-0.23235,-0.67960,-0.01930,-0.00300,0.12380,-0.01512,-0.00528,0.12313,0.00000
644.744,-0.01926,-0.00295,0.12379,0.67047,0.18607,-0.23235,-0.67960,-0.01930,-0.00300,0.12380,-0.01512,-0.00528,0.12313,0.00000
644.754,-0.01927,-0.00298,0.12381,0.67022,0.18641,-0.23218,-0.67981,-0.01930,-0.00300,0.12380,-0.01512,-0.00528,0.12313,0.00000
676.423,0.01094,-0.02531,0.12950,-0.36389,-0.07822,-0.36957,0.85140,0.01110,-0.02480,0.12930,0.01399,-0.02375,0.12830,0.00000
676.436,0.01081,-0.02542,0.12957,-0.36363,-0.07809,-0.36994,0.85136,0.01110,-0.02480,0.12930,0.01399,-0.02375,0.12830,0.00000
676.446,0.01081,-0.02542,0.12957,-0.36363,-0.07809,-0.36994,0.85136,0.01110,-0.02480,0.12930,0.01399,-0.02375,0.12830,0.00000
676.456,0.01083,-0.02531,0.12946,-0.36452,-0.07803,-0.36904,0.85138,0.01110,-0.02480,0.12930,0.01399,-0.02375,0.12830,0.00000
713.024,-0.00553,-0.02337,0.13693,-0.39524,-0.08480,-0.33080,0.85274,-0.00540,-0.02390,0.13650,0.00289,-0.02374,0.13426,0.00000
713.036,-0.00557,-0.02343,0.13700,-0.39542,-0.08441,-0.33089,0.85266,-0.00540,-0.02390,0.13650,0.00289,-0.02374,0.13426,0.00000
713.046,-0.00557,-0.02343,0.13700,-0.39542,-0.08441,-0.33089,0.85266,-0.00540,-0.02390,0.13650,0.00289,-0.02374,0.13426,0.00000
713.056,-0.00536,-0.02321,0.13696,-0.39542,-0.08478,-0.33062,0.85273,-0.00540,-0.02390,0.13650,0.00289,-0.02374,0.13426,0.00000
763.124,0.02308,0.02166,0.13455,0.69427,-0.32129,0.16513,-0.62249,0.02340,0.02140,0.13440,0.02689,0.01670,0.13242,0.00000
763.134,0.02291,0.02188,0.13443,0.69460,-0.32048,0.16429,-0.62276,0.02340,0.02140,0.13440,0.02689,0.01670,0.13242,0.00000
763.145,0.02291,0.02188,0.13443,0.69460,-0.32048,0.16429,-0.62276,0.02340,0.02140,0.13440,0.02689,0.01670,0.13242,0.00000
763.155,0.02310,0.02164,0.13455,0.69419,-0.32120,0.16524,-0.62259,0.02340,0.02140,0.13440,0.02689,0.01670,0.13242,0.00000
