t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.019,0.000000,0.000000,0.000000,-0.000290,-0.023668,0.126667,0.014271,0.229469,-0.343204,0.413096,0.000000
0.044,-0.015590,0.015589,0.130000,-0.000290,-0.023669,0.126666,0.014273,0.229482,-0.343245,0.413138,0.000000
0.069,-0.015623,0.015622,0.130000,-0.000290,-0.023669,0.126666,0.014274,0.229496,-0.343284,0.413178,59.686000
0.094,-0.015656,0.015655,0.130000,-0.000290,-0.023669,0.126666,0.014277,0.229509,-0.343324,0.413218,27.249000
0.119,-0.015690,0.015688,0.130000,-0.000290,-0.023670,0.126665,0.014280,0.229518,-0.343364,0.413257,28.037000
0.144,-0.015690,0.015688,0.130000,-0.000289,-0.023671,0.126665,0.014281,0.229529,-0.343403,0.413295,26.891000
0.169,-0.015723,0.015721,0.130000,-0.000289,-0.023671,0.126664,0.014279,0.229546,-0.343438,0.413334,26.891000
0.194,-0.015757,0.015753,0.130000,-0.000291,-0.023671,0.126664,0.014276,0.229572,-0.343468,0.413373,27.990000
0.219,-0.015790,0.015786,0.130000,-0.000294,-0.023670,0.126664,0.014273,0.229604,-0.343492,0.413411,27.774000
0.244,-0.015824,0.015818,0.130000,-0.000296,-0.023668,0.126665,0.014273,0.229632,-0.343515,0.413445,25.174000
0.269,-0.015858,0.015851,0.130000,-0.000297,-0.023666,0.126666,0.014278,0.229650,-0.343538,0.413475,25.788000
0.294,-0.015892,0.015883,0.130000,-0.000296,-0.023665,0.126666,0.014285,0.229655,-0.343563,0.413498,25.638000
0.319,-0.015926,0.015915,0.130000,-0.000293,-0.023666,0.126666,0.014290,0.229650,-0.343586,0.413515,25.483000
0.344,-0.015960,0.015947,0.130000,-0.000290,-0.023667,0.126665,0.014290,0.229646,-0.343603,0.413527,27.141000
0.369,-0.015994,0.015978,0.130000,-0.000290,-0.023668,0.126664,0.014286,0.229649,-0.343610,0.413535,26.391000
0.394,-0.016028,0.016010,0.130000,-0.000292,-0.023668,0.126664,0.014281,0.229659,-0.343605,0.413536,28.185000
0.419,-0.016062,0.016042,0.130000,-0.000295,-0.023667,0.126665,0.014281,0.229666,-0.343591,0.413528,27.463000
0.444,-0.016097,0.016073,0.130000,-0.000295,-0.023666,0.126665,0.014285,0.229663,-0.343572,0.413511,28.045000
0.469,-0.016131,0.016104,0.130000,-0.000293,-0.023666,0.126666,0.014290,0.229647,-0.343553,0.413485,27.636000
0.494,-0.016131,0.016104,0.130000,-0.000290,-0.023666,0.126665,0.014294,0.229623,-0.343535,0.413458,27.636000
0.519,-0.016165,0.016135,0.130000,-0.000287,-0.023668,0.126665,0.014293,0.229602,-0.343518,0.413433,27.802000
0.544,-0.016200,0.016166,0.130000,-0.000287,-0.023669,0.126664,0.014289,0.229591,-0.343496,0.413408,27.550000
0.569,-0.016234,0.016197,0.130000,-0.000288,-0.023669,0.126664,0.014284,0.229591,-0.343462,0.413379,27.552000
0.594,-0.016269,0.016227,0.130000,-0.000290,-0.023668,0.126665,0.014281,0.229596,-0.343419,0.413346,27.623000
0.619,-0.016303,0.016258,0.130000,-0.000291,-0.023665,0.126667,0.014281,0.229600,-0.343377,0.413313,28.439000
0.644,-0.016338,0.016288,0.130000,-0.000292,-0.023663,0.126668,0.014282,0.229598,-0.343342,0.413283,28.304000
0.669,-0.016372,0.016318,0.130000,-0.000291,-0.023662,0.126669,0.014282,0.229592,-0.343312,0.413255,28.045000
0.694,-0.016372,0.016318,0.130000,-0.000290,-0.023661,0.126669,0.014281,0.229583,-0.343283,0.413225,28.045000
0.719,-0.016407,0.016348,0.130000,-0.000290,-0.023661,0.126670,0.014279,0.229573,-0.343252,0.413194,27.391000
0.744,-0.016441,0.016378,0.130000,-0.000291,-0.023661,0.126670,0.014278,0.229559,-0.343217,0.413158,27.556000
0.769,-0.016476,0.016407,0.130000,-0.000290,-0.023660,0.126670,0.014278,0.229540,-0.343180,0.413116,27.233000
0.794,-0.016511,0.016437,0.130000,-0.000289,-0.023661,0.126670,0.014279,0.229513,-0.343143,0.413071,27.537000
0.819,-0.016546,0.016466,0.130000,-0.000288,-0.023662,0.126670,0.014279,0.229482,-0.343110,0.413026,20.283000
0.844,-0.016580,0.016495,0.130000,-0.000286,-0.023663,0.126669,0.014276,0.229450,-0.343081,0.412984,25.405000
0.869,-0.016615,0.016524,0.130000,-0.000286,-0.023665,0.126669,0.014272,0.229420,-0.343051,0.412942,26.151000
0.894,-0.016650,0.016552,0.130000,-0.000287,-0.023667,0.126668,0.014266,0.229397,-0.343019,0.412903,23.398000
0.919,-0.016685,0.016581,0.130000,-0.000289,-0.023667,0.126668,0.014259,0.229384,-0.342988,0.412869,25.037000
0.944,-0.016720,0.016609,0.130000,-0.000291,-0.023668,0.126668,0.014254,0.229380,-0.342959,0.412843,27.961000
0.969,-0.016754,0.016637,0.130000,-0.000293,-0.023667,0.126669,0.014250,0.229383,-0.342935,0.412825,28.048000
0.994,-0.016789,0.016665,0.130000,-0.000295,-0.023665,0.126670,0.014247,0.229391,-0.342919,0.412815,27.334000
1.019,-0.016824,0.016692,0.130000,-0.000297,-0.023664,0.126670,0.014247,0.229401,-0.342912,0.412815,28.946000
1.044,-0.016859,0.016720,0.130000,-0.000297,-0.023663,0.126671,0.014249,0.229411,-0.342915,0.412823,26.344000
1.069,-0.016894,0.016747,0.130000,-0.000296,-0.023662,0.126671,0.014253,0.229419,-0.342928,0.412839,25.751000
1.094,-0.016894,0.016747,0.130000,-0.000295,-0.023662,0.126671,0.014256,0.229427,-0.342950,0.412862,25.751000
1.119,-0.016929,0.016774,0.130000,-0.000294,-0.023662,0.126671,0.014261,0.229438,-0.342976,0.412889,27.246000
1.144,-0.016964,0.016800,0.130000,-0.000292,-0.023662,0.126671,0.014266,0.229449,-0.343003,0.412918,28.881000
1.169,-0.016998,0.016827,0.130000,-0.000290,-0.023662,0.126671,0.014273,0.229458,-0.343031,0.412947,28.406000
1.194,-0.017033,0.016853,0.130000,-0.000288,-0.023662,0.126670,0.014279,0.229458,-0.343061,0.412972,29.182000
1.219,-0.017068,0.016879,0.130000,-0.000285,-0.023663,0.126670,0.014284,0.229451,-0.343091,0.412993,27.981000
1.244,-0.017103,0.016905,0.130000,-0.000283,-0.023665,0.126669,0.014285,0.229443,-0.343117,0.413011,28.970000
1.269,-0.017138,0.016930,0.130000,-0.000282,-0.023667,0.126668,0.014281,0.229444,-0.343136,0.413026,28.057000
1.294,-0.017138,0.016930,0.130000,-0.000284,-0.023668,0.126667,0.014274,0.229455,-0.343147,0.413042,28.057000
1.319,-0.017172,0.016956,0.130000,-0.000288,-0.023667,0.126667,0.014270,0.229473,-0.343153,0.413057,28.201000
1.344,-0.017207,0.016981,0.130000,-0.000290,-0.023666,0.126668,0.014271,0.229491,-0.343158,0.413070,27.951000
1.369,-0.017242,0.017005,0.130000,-0.000291,-0.023664,0.126669,0.014275,0.229499,-0.343167,0.413083,25.441000
1.394,-0.017276,0.017030,0.130000,-0.000289,-0.023664,0.126669,0.014280,0.229496,-0.343181,0.413092,28.061000
1.419,-0.017311,0.017054,0.130000,-0.000287,-0.023665,0.126668,0.014279,0.229487,-0.343195,0.413099,28.075000
1.444,-0.017346,0.017078,0.130000,-0.000287,-0.023666,0.126667,0.014274,0.229485,-0.343207,0.413108,28.348000
1.469,-0.017380,0.017102,0.130000,-0.000289,-0.023667,0.126667,0.014267,0.229497,-0.343215,0.413121,28.286000
1.494,-0.017415,0.017125,0.130000,-0.000293,-0.023666,0.126667,0.014262,0.229519,-0.343222,0.413139,28.114000
1.519,-0.017449,0.017149,0.130000,-0.000297,-0.023665,0.126668,0.014260,0.229543,-0.343228,0.413157,23.384000
1.544,-0.017484,0.017172,0.130000,-0.000298,-0.023663,0.126669,0.014261,0.229562,-0.343236,0.413174,27.071000
1.569,-0.017484,0.017172,0.130000,-0.000299,-0.023661,0.126670,0.014264,0.229573,-0.343246,0.413189,25.488000
1.594,-0.017553,0.017217,0.130000,-0.000298,-0.023660,0.126670,0.014266,0.229575,-0.343258,0.413200,21.250000
