t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
3.126,-2.439098,-0.155800,-2.439272,-0.071899,0.000000,0.000010,0.000000,0.000000,-18.800000,-21.900000,-155.800000,64.000000,-2.415877,-0.153742,-2.493732,-0.071312,0.000000,0.000000,0.000000,0.000000
3.136,-2.439098,-0.155800,-2.439272,-0.071899,0.000000,0.000010,0.000000,0.000000,-18.800000,-21.900000,-155.800000,64.000000,-2.415877,-0.153742,-2.493732,-0.071312,0.000000,0.000000,0.000000,0.000000
3.146,-2.439098,-0.155800,-2.439272,-0.071899,0.000000,0.000010,0.000000,0.000000,-18.800000,-21.900000,-155.800000,64.000000,-2.415877,-0.153742,-2.493732,-0.071312,0.000000,0.000000,0.000000,0.000000
3.156,-2.439098,-0.155800,-2.439272,-0.071899,0.000000,0.000010,0.000000,0.000000,-18.800000,-21.900000,-155.800000,64.000000,-2.415877,-0.153742,-2.493732,-0.071312,0.000000,0.000000,0.000000,0.000000
3.527,-2.415885,-0.153748,-2.493901,-0.071801,0.015708,0.000000,0.000000,0.000000,-14.200000,30.200000,-188.800000,71.400000,-2.394917,-0.151693,-2.553344,-0.070731,0.000000,0.000000,0.000000,0.000000
3.540,-2.415885,-0.153748,-2.493901,-0.071801,0.015708,0.000000,0.000000,0.000000,-14.200000,30.200000,-188.800000,71.400000,-2.394917,-0.151693,-2.553344,-0.070731,0.000000,0.000000,0.000000,0.000000
3.550,-2.415885,-0.153748,-2.493901,-0.071801,0.015708,0.000000,0.000000,0.000000,-14.200000,30.200000,-188.800000,71.400000,-2.394917,-0.151693,-2.553344,-0.070731,0.000000,0.000000,0.000000,0.000000
3.560,-2.415885,-0.153748,-2.493901,-0.071801,0.015708,0.000000,0.000000,0.000000,-14.200000,30.200000,-188.800000,71.400000,-2.394917,-0.151693,-2.553344,-0.070731,0.000000,0.000000,0.000000,0.000000
3.928,-2.394941,-0.151695,-2.553242,-0.070731,-0.005236,0.000060,0.000000,0.000000,-19.100000,29.700000,-152.100000,164.000000,-2.373957,-0.149643,-2.612955,-0.070150,0.000000,0.000000,0.000000,0.000000
3.938,-2.394941,-0.151695,-2.553242,-0.070731,-0.005236,0.000060,0.000000,0.000000,-19.100000,29.700000,-152.100000,164.000000,-2.373957,-0.149643,-2.612955,-0.070150,0.000000,0.000000,0.000000,0.000000
3.948,-2.394941,-0.151695,-2.553242,-0.070731,-0.005236,0.000060,0.000000,0.000000,-19.100000,29.700000,-152.100000,164.000000,-2.373957,-0.149643,-2.612955,-0.070150,0.000000,0.000000,0.000000,0.000000
3.958,-2.394941,-0.151695,-2.553242,-0.070731,-0.005236,0.000060,0.000000,0.000000,-19.100000,29.700000,-152.100000,164.000000,-2.373957,-0.149643,-2.612955,-0.070150,0.000000,0.000000,0.000000,0.000000
4.322,-2.373648,-0.149649,-2.613107,-0.070149,-0.031416,0.000190,0.000000,0.000000,-12.000000,15.000000,-151.600000,152.500000,-2.352997,-0.147594,-2.672567,-0.069568,0.000000,0.000000,0.000000,0.000000
4.332,-2.373648,-0.149649,-2.613107,-0.070149,-0.031416,0.000190,0.000000,0.000000,-12.000000,15.000000,-151.600000,152.500000,-2.352997,-0.147594,-2.672567,-0.069568,0.000000,0.000000,0.000000,0.000000
4.343,-2.373648,-0.149649,-2.613107,-0.070149,-0.031416,0.000190,0.000000,0.000000,-12.000000,15.000000,-151.600000,152.500000,-2.352997,-0.147594,-2.672567,-0.069568,0.000000,0.000000,0.000000,0.000000
4.353,-2.373648,-0.149649,-2.613107,-0.070149,-0.031416,0.000190,0.000000,0.000000,-12.000000,15.000000,-151.600000,152.500000,-2.352997,-0.147594,-2.672567,-0.069568,0.000000,0.000000,0.000000,0.000000
4.723,-2.352704,-0.147598,-2.672448,-0.069568,0.019199,0.000020,0.000000,0.000000,-12.400000,48.400000,-134.300000,156.700000,-2.332037,-0.145544,-2.732179,-0.068987,0.000000,0.000000,0.000000,0.000000
4.733,-2.352704,-0.147598,-2.672448,-0.069568,0.019199,0.000020,0.000000,0.000000,-12.400000,48.400000,-134.300000,156.700000,-2.332037,-0.145544,-2.732179,-0.068987,0.000000,0.000000,0.000000,0.000000
4.745,-2.352704,-0.147598,-2.672448,-0.069568,0.019199,0.000020,0.000000,0.000000,-12.400000,48.400000,-134.300000,156.700000,-2.332037,-0.145544,-2.732179,-0.068987,0.000000,0.000000,0.000000,0.000000
4.755,-2.352704,-0.147598,-2.672448,-0.069568,0.019199,0.000020,0.000000,0.000000,-12.400000,48.400000,-134.300000,156.700000,-2.332037,-0.145544,-2.732179,-0.068987,0.000000,0.000000,0.000000,0.000000
5.023,-2.332109,-0.145583,-2.732313,-0.068988,-0.061087,0.001000,-0.001745,0.000030,-15.100000,-113.400000,-189.800000,164.200000,-2.311077,-0.143495,-2.791790,-0.068406,0.000000,0.000000,0.000000,0.000000
5.034,-2.332109,-0.145583,-2.732313,-0.068988,-0.061087,0.001000,-0.001745,0.000030,-15.100000,-113.400000,-189.800000,164.200000,-2.311077,-0.143495,-2.791790,-0.068406,0.000000,0.000000,0.000000,0.000000
5.044,-2.332109,-0.145583,-2.732313,-0.068988,-0.061087,0.001000,-0.001745,0.000030,-15.100000,-113.400000,-189.800000,164.200000,-2.311077,-0.143495,-2.791790,-0.068406,0.000000,0.000000,0.000000,0.000000
5.054,-2.332109,-0.145583,-2.732313,-0.068988,-0.061087,0.001000,-0.001745,0.000030,-15.100000,-113.400000,-189.800000,164.200000,-2.311077,-0.143495,-2.791790,-0.068406,0.000000,0.000000,0.000000,0.000000
5.425,-2.310990,-0.143501,-2.791829,-0.068405,0.019199,0.000190,0.000000,0.000000,-10.800000,2.000000,-158.700000,151.800000,-2.290117,-0.141445,-2.851402,-0.067824,0.000000,0.000000,0.000000,0.000000
5.435,-2.310990,-0.143501,-2.791829,-0.068405,0.019199,0.000190,0.000000,0.000000,-10.800000,2.000000,-158.700000,151.800000,-2.290117,-0.141445,-2.851402,-0.067824,0.000000,0.000000,0.000000,0.000000
5.448,-2.310990,-0.143501,-2.791829,-0.068405,0.019199,0.000190,0.000000,0.000000,-10.800000,2.000000,-158.700000,151.800000,-2.290117,-0.141445,-2.851402,-0.067824,0.000000,0.000000,0.000000,0.000000
5.458,-2.310990,-0.143501,-2.791829,-0.068405,0.019199,0.000190,0.000000,0.000000,-10.800000,2.000000,-158.700000,151.800000,-2.290117,-0.141445,-2.851402,-0.067824,0.000000,0.000000,0.000000,0.000000
5.826,-2.290047,-0.141450,-2.851344,-0.067824,0.008727,0.000040,0.000000,0.000000,-16.400000,29.700000,-123.300000,133.500000,-2.269157,-0.139396,-2.911013,-0.067243,0.000000,0.000000,0.000000,0.000000
5.836,-2.290047,-0.141450,-2.851344,-0.067824,0.008727,0.000040,0.000000,0.000000,-16.400000,29.700000,-123.300000,133.500000,-2.269157,-0.139396,-2.911013,-0.067243,0.000000,0.000000,0.000000,0.000000
5.846,-2.290047,-0.141450,-2.851344,-0.067824,0.008727,0.000040,0.000000,0.000000,-16.400000,29.700000,-123.300000,133.500000,-2.269157,-0.139396,-2.911013,-0.067243,0.000000,0.000000,0.000000,0.000000
5.857,-2.290047,-0.141450,-2.851344,-0.067824,0.008727,0.000040,0.000000,0.000000,-16.400000,29.700000,-123.300000,133.500000,-2.269157,-0.139396,-2.911013,-0.067243,0.000000,0.000000,0.000000,0.000000
6.123,-2.269277,-0.139434,-2.911035,-0.067243,0.000000,0.001160,0.000000,0.000010,-9.200000,-164.900000,-160.500000,143.500000,-2.248197,-0.137346,-2.970625,-0.066662,0.000000,0.000000,0.000000,0.000000
6.133,-2.269277,-0.139434,-2.911035,-0.067243,0.000000,0.001160,0.000000,0.000010,-9.200000,-164.900000,-160.500000,143.500000,-2.248197,-0.137346,-2.970625,-0.066662,0.000000,0.000000,0.000000,0.000000
6.143,-2.269277,-0.139434,-2.911035,-0.067243,0.000000,0.001160,0.000000,0.000010,-9.200000,-164.900000,-160.500000,143.500000,-2.248197,-0.137346,-2.970625,-0.066662,0.000000,0.000000,0.000000,0.000000
6.153,-2.269277,-0.139434,-2.911035,-0.067243,0.000000,0.001160,0.000000,0.000010,-9.200000,-164.900000,-160.500000,143.500000,-2.248197,-0.137346,-2.970625,-0.066662,0.000000,0.000000,0.000000,0.000000
6.523,-2.248159,-0.137352,-2.970550,-0.066661,0.054105,0.000050,0.000000,0.000000,-13.700000,48.100000,-121.100000,146.500000,-2.227238,-0.135296,-3.030237,-0.066080,0.000000,0.000000,0.000000,0.000000
6.533,-2.248159,-0.137352,-2.970550,-0.066661,0.054105,0.000050,0.000000,0.000000,-13.700000,48.100000,-121.100000,146.500000,-2.227238,-0.135296,-3.030237,-0.066080,0.000000,0.000000,0.000000,0.000000
6.544,-2.248159,-0.137352,-2.970550,-0.066661,0.054105,0.000050,0.000000,0.000000,-13.700000,48.100000,-121.100000,146.500000,-2.227238,-0.135296,-3.030237,-0.066080,0.000000,0.000000,0.000000,0.000000
6.554,-2.248159,-0.137352,-2.970550,-0.066661,0.054105,0.000050,0.000000,0.000000,-13.700000,48.100000,-121.100000,146.500000,-2.227238,-0.135296,-3.030237,-0.066080,0.000000,0.000000,0.000000,0.000000
6.927,-2.227215,-0.135299,-3.030066,-0.066080,-0.052360,0.000070,0.000000,0.000000,-11.400000,51.800000,-154.300000,144.400000,-2.206278,-0.133247,-3.089848,-0.065499,0.000000,0.000000,0.000000,0.000000
6.940,-2.227215,-0.135299,-3.030066,-0.066080,-0.052360,0.000070,0.000000,0.000000,-11.400000,51.800000,-154.300000,144.400000,-2.206278,-0.133247,-3.089848,-0.065499,0.000000,0.000000,0.000000,0.000000
6.950,-2.227215,-0.135299,-3.030066,-0.066080,-0.052360,0.000070,0.000000,0.000000,-11.400000,51.800000,-154.300000,144.400000,-2.206278,-0.133247,-3.089848,-0.065499,0.000000,0.000000,0.000000,0.000000
6.960,-2.227215,-0.135299,-3.030066,-0.066080,-0.052360,0.000070,0.000000,0.000000,-11.400000,51.800000,-154.300000,144.400000,-2.206278,-0.133247,-3.089848,-0.065499,0.000000,0.000000,0.000000,0.000000
7.325,-2.206096,-0.133252,-3.089931,-0.065498,0.061087,0.000370,0.000000,0.000000,-13.800000,-18.900000,-149.100000,139.600000,-2.185318,-0.131197,-3.149460,-0.064918,0.000000,0.000000,0.000000,0.000000
7.336,-2.206096,-0.133252,-3.089931,-0.065498,0.061087,0.000370,0.000000,0.000000,-13.800000,-18.900000,-149.100000,139.600000,-2.185318,-0.131197,-3.149460,-0.064918,0.000000,0.000000,0.000000,0.000000
7.349,-2.206096,-0.133252,-3.089931,-0.065498,0.061087,0.000370,0.000000,0.000000,-13.800000,-18.900000,-149.100000,139.600000,-2.185318,-0.131197,-3.149460,-0.064918,0.000000,0.000000,0.000000,0.000000
7.359,-2.206096,-0.133252,-3.089931,-0.065498,0.061087,0.000370,0.000000,0.000000,-13.800000,-18.900000,-149.100000,139.600000,-2.185318,-0.131197,-3.149460,-0.064918,0.000000,0.000000,0.000000,0.000000
7.723,-2.185327,-0.131202,-3.149621,-0.064917,0.005236,0.000070,0.000000,0.000000,-12.600000,27.000000,-98.100000,154.800000,-2.164358,-0.129148,-3.209071,-0.064336,0.000000,0.000000,0.000000,0.000000
7.734,-2.185327,-0.131202,-3.149621,-0.064917,0.005236,0.000070,0.000000,0.000000,-12.600000,27.000000,-98.100000,154.800000,-2.164358,-0.129148,-3.209071,-0.064336,0.000000,0.000000,0.000000,0.000000
7.744,-2.185327,-0.131202,-3.149621,-0.064917,0.005236,0.000070,0.000000,0.000000,-12.600000,27.000000,-98.100000,154.800000,-2.164358,-0.129148,-3.209071,-0.064336,0.000000,0.000000,0.000000,0.000000
7.754,-2.185327,-0.131202,-3.149621,-0.064917,0.005236,0.000070,0.000000,0.000000,-12.600000,27.000000,-98.100000,154.800000,-2.164358,-0.129148,-3.209071,-0.064336,0.000000,0.000000,0.000000,0.000000
8.127,-2.164208,-0.129150,-3.208962,-0.064336,0.001745,0.000140,0.000000,0.000000,-13.600000,9.800000,-122.000000,138.300000,-2.143398,-0.127098,-3.268683,-0.063755,0.000000,0.000000,0.000000,0.000000
8.137,-2.164208,-0.129150,-3.208962,-0.064336,0.001745,0.000140,0.000000,0.000000,-13.600000,9.800000,-122.000000,138.300000,-2.143398,-0.127098,-3.268683,-0.063755,0.000000,0.000000,0.000000,0.000000
