t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
0.003,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.028,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.053,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.078,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000750,0.125000,0.000750
0.103,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001500,0.000000,0.001458
0.128,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.125000,0.002248,-0.124981,0.002208
0.153,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.250000,0.002998,-0.249985,0.002959
0.178,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.374969,0.003748,-0.374893,0.002210
0.203,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.499863,0.004498,-0.499883,0.001462
0.228,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.624810,0.005248,-0.624834,0.000715
0.253,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.749731,0.005998,-0.749794,-0.000033
0.278,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.874647,0.006748,-0.874735,-0.000779
0.303,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.999564,0.007460,-0.999695,-0.001469
0.328,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.124579,0.008204,-1.124696,-0.002202
0.353,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.173500,0.008945,-1.185945,-0.002928
0.378,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.966041,0.009703,-1.130478,-0.003686
0.403,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.739620,0.010462,-0.962253,-0.004447
0.428,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.620209,0.011222,-0.800149,-0.005209
0.453,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.486552,0.011869,-0.685574,-0.005960
0.478,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.486552,0.011869,-0.685574,-0.005960
0.503,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.467738,0.011772,-0.639167,-0.005220
0.528,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.469026,0.011762,-0.669616,-0.004477
0.553,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.239660,0.011787,-0.466700,-0.003766
0.578,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.282504,0.011762,-0.485149,-0.003005
0.603,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.070392,0.011012,-0.299788,-0.002272
0.628,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.119970,0.011761,-0.401072,-0.001551
0.653,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017303,0.011026,-0.278008,-0.000815
0.678,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131858,0.011765,-0.416717,-0.000082
0.703,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.027319,0.011056,-0.294362,0.000627
0.728,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082232,0.011785,-0.170954,-0.000107
0.753,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.174424,0.011072,-0.054719,0.000551
0.778,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005254,0.011821,-0.211525,-0.000194
0.803,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005254,0.011821,-0.211525,-0.000194
0.828,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090816,0.011085,-0.108930,0.000576
0.853,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147733,0.011014,0.085524,-0.002308
0.878,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.249283,0.011265,0.007411,-0.001880
0.903,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.374212,0.011679,0.132905,-0.001098
0.928,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.248731,0.011755,-0.117571,-0.001801
0.953,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.372831,0.011005,-0.056437,-0.001042
0.978,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247428,0.011754,-0.163031,-0.000339
1.003,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.247428,0.011754,-0.163031,-0.000339
1.028,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.242750,0.011755,-0.226963,-0.000499
1.053,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.242750,0.011755,-0.226963,-0.000499
1.078,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.237243,0.011743,-0.039874,-0.002246
1.103,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355374,0.010668,0.084334,-0.001658
1.128,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355374,0.010668,0.084334,-0.001658
1.153,-0.830253,-0.087616,-0.520457,-0.048203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.228423,0.011501,-0.167854,-0.002482
