t,x,y,z,qw,qx,qy,qz,s1_x,s1_y,s1_z,s1_qw,s1_qx,s1_qy,s1_qz,s2_x,s2_y,s2_z,s2_qw,s2_qx,s2_qy,s2_qz,s3_x,s3_y,s3_z,s3_qw,s3_qx,s3_qy,s3_qz
0.253,-0.01374,-0.01928,0.12072,-0.32999,-0.31614,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.278,-0.01374,-0.01929,0.12072,-0.32994,-0.31612,-0.17241,0.87263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.303,-0.01373,-0.01928,0.12072,-0.32994,-0.31613,-0.17240,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.328,-0.01374,-0.01927,0.12072,-0.32997,-0.31615,-0.17235,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.353,-0.01373,-0.01927,0.12072,-0.33001,-0.31615,-0.17231,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.378,-0.01374,-0.01927,0.12072,-0.33000,-0.31616,-0.17230,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.403,-0.01374,-0.01926,0.12072,-0.33004,-0.31617,-0.17225,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.428,-0.01374,-0.01926,0.12072,-0.33004,-0.31617,-0.17225,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.453,-0.01374,-0.01926,0.12071,-0.33005,-0.31619,-0.17222,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.478,-0.01375,-0.01925,0.12071,-0.33002,-0.31622,-0.17222,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.503,-0.01375,-0.01925,0.12071,-0.33002,-0.31622,-0.17222,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.528,-0.01375,-0.01925,0.12071,-0.33000,-0.31623,-0.17223,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.553,-0.01375,-0.01924,0.12071,-0.33000,-0.31624,-0.17221,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.578,-0.01375,-0.01925,0.12070,-0.32998,-0.31623,-0.17225,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.603,-0.01375,-0.01925,0.12070,-0.32998,-0.31623,-0.17225,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.628,-0.01375,-0.01925,0.12070,-0.32993,-0.31624,-0.17230,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.653,-0.01375,-0.01926,0.12070,-0.32992,-0.31624,-0.17232,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.678,-0.01375,-0.01926,0.12070,-0.32992,-0.31622,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.703,-0.01375,-0.01926,0.12070,-0.32992,-0.31622,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.728,-0.01375,-0.01926,0.12070,-0.32991,-0.31623,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.753,-0.01375,-0.01926,0.12070,-0.32993,-0.31622,-0.17232,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.778,-0.01375,-0.01926,0.12070,-0.32996,-0.31621,-0.17230,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.803,-0.01375,-0.01926,0.12070,-0.32996,-0.31621,-0.17230,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.828,-0.01375,-0.01926,0.12071,-0.32993,-0.31621,-0.17233,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.853,-0.01375,-0.01926,0.12071,-0.32998,-0.31620,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.878,-0.01375,-0.01926,0.12071,-0.33000,-0.31619,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.903,-0.01375,-0.01926,0.12071,-0.33003,-0.31619,-0.17224,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.928,-0.01375,-0.01925,0.12071,-0.33004,-0.31620,-0.17222,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.953,-0.01375,-0.01925,0.12072,-0.33004,-0.31617,-0.17225,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.978,-0.01375,-0.01925,0.12072,-0.33004,-0.31617,-0.17225,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.003,-0.01375,-0.01925,0.12072,-0.33005,-0.31617,-0.17224,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.028,-0.01374,-0.01926,0.12072,-0.33003,-0.31614,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.053,-0.01374,-0.01926,0.12072,-0.33003,-0.31614,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.078,-0.01374,-0.01926,0.12074,-0.33004,-0.31612,-0.17230,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.103,-0.01375,-0.01926,0.12073,-0.33001,-0.31614,-0.17232,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.128,-0.01375,-0.01927,0.12073,-0.32999,-0.31612,-0.17236,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.153,-0.01375,-0.01927,0.12073,-0.32999,-0.31612,-0.17236,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.178,-0.01374,-0.01927,0.12073,-0.33000,-0.31612,-0.17235,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.203,-0.01374,-0.01927,0.12073,-0.33000,-0.31612,-0.17235,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.228,-0.01373,-0.01927,0.12073,-0.33006,-0.31611,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.253,-0.01373,-0.01927,0.12073,-0.33006,-0.31611,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.278,-0.01374,-0.01927,0.12073,-0.33003,-0.31611,-0.17233,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.303,-0.01374,-0.01927,0.12073,-0.33003,-0.31611,-0.17233,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.328,-0.01373,-0.01927,0.12072,-0.33007,-0.31612,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.353,-0.01373,-0.01927,0.12072,-0.33007,-0.31612,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.378,-0.01373,-0.01926,0.12072,-0.33006,-0.31613,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.403,-0.01373,-0.01926,0.12072,-0.33006,-0.31613,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.428,-0.01373,-0.01926,0.12072,-0.33006,-0.31611,-0.17228,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.453,-0.01373,-0.01926,0.12072,-0.33006,-0.31611,-0.17228,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.478,-0.01374,-0.01927,0.12071,-0.32998,-0.31615,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.503,-0.01374,-0.01928,0.12071,-0.32999,-0.31615,-0.17233,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.528,-0.01374,-0.01928,0.12071,-0.33003,-0.31615,-0.17228,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.553,-0.01374,-0.01929,0.12071,-0.33003,-0.31616,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.578,-0.01374,-0.01929,0.12070,-0.33000,-0.31618,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.603,-0.01374,-0.01929,0.12070,-0.33000,-0.31618,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.628,-0.01374,-0.01930,0.12071,-0.33004,-0.31615,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.653,-0.01375,-0.01930,0.12071,-0.32999,-0.31616,-0.17233,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.678,-0.01375,-0.01930,0.12070,-0.32998,-0.31619,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.703,-0.01375,-0.01930,0.12070,-0.32998,-0.31619,-0.17229,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.728,-0.01374,-0.01930,0.12071,-0.33008,-0.31616,-0.17221,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.753,-0.01375,-0.01929,0.12070,-0.33006,-0.31620,-0.17219,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.778,-0.01374,-0.01930,0.12070,-0.33004,-0.31620,-0.17220,0.87260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.803,-0.01374,-0.01930,0.12070,-0.33001,-0.31618,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.828,-0.01374,-0.01930,0.12071,-0.33002,-0.31617,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.853,-0.01374,-0.01930,0.12071,-0.33002,-0.31617,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.878,-0.01375,-0.01931,0.12071,-0.33000,-0.31616,-0.17230,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.903,-0.01374,-0.01930,0.12072,-0.33003,-0.31615,-0.17228,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.928,-0.01374,-0.01930,0.12072,-0.33006,-0.31614,-0.17226,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.953,-0.01374,-0.01931,0.12070,-0.33000,-0.31616,-0.17231,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.978,-0.01373,-0.01932,0.12071,-0.32998,-0.31613,-0.17236,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.003,-0.01374,-0.01932,0.12072,-0.32996,-0.31611,-0.17240,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.028,-0.01374,-0.01932,0.12072,-0.32995,-0.31612,-0.17241,0.87263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.053,-0.01374,-0.01932,0.12071,-0.32999,-0.31614,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.078,-0.01374,-0.01932,0.12071,-0.32999,-0.31614,-0.17235,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.103,-0.01374,-0.01932,0.12070,-0.32995,-0.31617,-0.17236,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.128,-0.01374,-0.01932,0.12069,-0.32996,-0.31618,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.153,-0.01374,-0.01932,0.12069,-0.32996,-0.31618,-0.17234,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.178,-0.01375,-0.01932,0.12069,-0.32994,-0.31617,-0.17236,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.203,-0.01375,-0.01932,0.12069,-0.32994,-0.31617,-0.17236,0.87262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.228,-0.01375,-0.01930,0.12069,-0.33000,-0.31620,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.253,-0.01374,-0.01931,0.12069,-0.33001,-0.31619,-0.17227,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.278,-0.01374,-0.01930,0.12069,-0.32999,-0.31619,-0.17228,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.303,-0.01375,-0.01930,0.12069,-0.32999,-0.31620,-0.17228,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.328,-0.01377,-0.01930,0.12070,-0.32994,-0.31621,-0.17232,0.87261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.353,-0.01379,-0.01932,0.12074,-0.32975,-0.31629,-0.17245,0.87263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.378,-0.01379,-0.01932,0.12074,-0.32975,-0.31629,-0.17245,0.87263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.403,-0.01392,-0.01955,0.12112,-0.32690,-0.31796,-0.17399,0.87279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.428,-0.01403,-0.01991,0.12149,-0.32214,-0.31890,-0.17858,0.87329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.453,-0.01403,-0.01991,0.12149,-0.32214,-0.31890,-0.17858,0.87329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.478,-0.01424,-0.02027,0.12200,-0.31762,-0.31950,-0.18323,0.87376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.503,-0.01419,-0.02043,0.12217,-0.31594,-0.31992,-0.18474,0.87390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.528,-0.01433,-0.02061,0.12250,-0.31425,-0.31958,-0.18709,0.87413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.553,-0.01440,-0.02079,0.12263,-0.31095,-0.32042,-0.18999,0.87438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.578,-0.01444,-0.02093,0.12280,-0.30940,-0.32041,-0.19180,0.87454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.603,-0.01445,-0.02111,0.12298,-0.30726,-0.32036,-0.19433,0.87475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
2.628,-0.01452,-0.02131,0.12316,-0.30462,-0.32065,-0.19705,0.87496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
