0.0000,-0.01241930,0.00030100,0.10094339
2448.9796,-0.01287359,0.00036900,0.10220616
4897.9592,-0.01333600,0.00044000,0.10346492
7346.9388,-0.01380627,0.00051400,0.10472189
9795.9184,-0.01428371,0.00059200,0.10597517
12244.8980,-0.01477021,0.00067400,0.10722410
14693.8776,-0.01526422,0.00076000,0.10847029
17142.8571,-0.01576575,0.00085000,0.10971375
19591.8367,-0.01627540,0.00094300,0.11095319
22040.8163,-0.01679223,0.00104100,0.11218895
24489.7959,-0.01731751,0.00114300,0.11342163
26938.7755,-0.01784996,0.00124900,0.11465064
29387.7551,-0.01838959,0.00136000,0.11587597
31836.7347,-0.01893734,0.00147500,0.11709728
34285.7143,-0.01949132,0.00159400,0.11831526
36734.6939,-0.02005342,0.00171800,0.11952923
39183.6735,-0.02062329,0.00184600,0.12073823
41632.6531,-0.02119974,0.00197900,0.12194484
44081.6327,-0.02178303,0.00211600,0.12314683
46530.6122,-0.02237442,0.00225800,0.12434481
48979.5918,-0.02297300,0.00240400,0.12553911
51428.5714,-0.02357746,0.00255500,0.12672914
53877.5510,-0.02418970,0.00271100,0.12791421
56326.5306,-0.02480818,0.00287100,0.12909595
58775.5102,-0.02480818,0.00287100,0.12909595
61224.4898,-0.02509874,0.00294300,0.12963402
63673.4694,-0.02539835,0.00301100,0.13016773
66122.4490,-0.02570701,0.00307500,0.13069709
68571.4286,-0.02602439,0.00313400,0.13122114
71020.4082,-0.02635142,0.00318900,0.13173956
73469.3878,-0.02668716,0.00324000,0.13225267
75918.3673,-0.02703162,0.00328600,0.13276049
78367.3469,-0.02738479,0.00332700,0.13326300
80816.3265,-0.02774761,0.00336500,0.13375987
83265.3061,-0.02811752,0.00339700,0.13424991
85714.2857,-0.02849708,0.00342600,0.13473430
88163.2653,-0.02888407,0.00344900,0.13521280
90612.2449,-0.02927910,0.00346900,0.13568412
93061.2245,-0.02968249,0.00348300,0.13614920
95510.2041,-0.03009297,0.00349400,0.13660744
97959.1837,-0.03051149,0.00349900,0.13705850
100408.1633,-0.03093803,0.00350100,0.13750239
102857.1429,-0.03137166,0.00349700,0.13793943
105306.1224,-0.03181332,0.00349000,0.13836930
107755.1020,-0.03226044,0.00347700,0.13879079
110204.0816,-0.03271559,0.00346100,0.13920511
112653.0612,-0.03317749,0.00343900,0.13961165
115102.0408,-0.03364614,0.00341300,0.14001041
117551.0204,-0.03412119,0.00338300,0.14040045
120000.0000,-0.03460299,0.00334900,0.14078272
