t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.007,0.000000,0.000000,0.000000,-0.015469,-0.013200,0.129592,-0.077561,0.112485,-0.212328,0.252491,0.000000
0.032,0.000000,0.000000,0.000000,-0.015468,-0.013201,0.129592,-0.077557,0.112476,-0.212312,0.252473,0.000000
0.057,-0.014198,0.014086,0.130000,-0.015467,-0.013202,0.129592,-0.077554,0.112467,-0.212296,0.252454,0.000000
0.082,-0.014253,0.014031,0.130000,-0.015467,-0.013203,0.129592,-0.077552,0.112462,-0.212281,0.252439,63.976000
0.107,-0.014363,0.013918,0.130000,-0.015466,-0.013203,0.129592,-0.077550,0.112455,-0.212267,0.252423,21.906000
0.132,-0.014417,0.013862,0.130000,-0.015464,-0.013203,0.129593,-0.077545,0.112445,-0.212248,0.252401,19.828000
0.157,-0.014471,0.013805,0.130000,-0.015463,-0.013204,0.129593,-0.077541,0.112434,-0.212222,0.252373,18.781000
0.182,-0.014525,0.013748,0.130000,-0.015460,-0.013205,0.129594,-0.077537,0.112423,-0.212195,0.252345,21.004000
0.207,-0.014579,0.013691,0.130000,-0.015458,-0.013205,0.129594,-0.077536,0.112414,-0.212168,0.252317,22.219000
0.232,-0.014633,0.013634,0.130000,-0.015457,-0.013205,0.129595,-0.077539,0.112408,-0.212142,0.252294,22.346000
0.257,-0.014686,0.013576,0.130000,-0.015458,-0.013205,0.129595,-0.077541,0.112405,-0.212124,0.252278,24.196000
0.282,-0.014740,0.013518,0.130000,-0.015458,-0.013205,0.129595,-0.077542,0.112402,-0.212112,0.252267,23.943000
0.307,-0.014793,0.013460,0.130000,-0.015458,-0.013205,0.129595,-0.077544,0.112401,-0.212102,0.252258,24.371000
0.332,-0.014845,0.013402,0.130000,-0.015458,-0.013205,0.129595,-0.077546,0.112400,-0.212090,0.252249,22.635000
0.357,-0.014898,0.013344,0.130000,-0.015459,-0.013205,0.129596,-0.077550,0.112400,-0.212080,0.252241,23.480000
0.382,-0.014950,0.013285,0.130000,-0.015460,-0.013205,0.129596,-0.077550,0.112398,-0.212073,0.252235,25.097000
