t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.004,0.000000,0.000000,0.000000,-0.016987,-0.003671,0.117443,0.207463,0.059443,-0.500000,0.544586,0.000000
0.029,0.000000,0.000000,0.000000,-0.016987,-0.003670,0.117443,0.207454,0.059437,-0.500000,0.544582,0.000000
0.054,-0.014198,0.014086,0.130000,-0.016988,-0.003671,0.117442,0.207445,0.059433,-0.500000,0.544579,0.000000
0.079,-0.014253,0.014031,0.130000,-0.016989,-0.003671,0.117442,0.207438,0.059436,-0.500000,0.544576,17.202000
0.104,-0.014308,0.013975,0.130000,-0.016990,-0.003670,0.117442,0.207434,0.059443,-0.500000,0.544575,18.236000
0.129,-0.014363,0.013918,0.130000,-0.016991,-0.003669,0.117442,0.207437,0.059449,-0.500000,0.544577,18.382000
0.154,-0.014417,0.013862,0.130000,-0.016991,-0.003669,0.117442,0.207444,0.059450,-0.500000,0.544580,18.932000
0.179,-0.014471,0.013805,0.130000,-0.016990,-0.003669,0.117442,0.207448,0.059446,-0.500000,0.544581,18.690000
0.204,-0.014525,0.013748,0.130000,-0.016989,-0.003669,0.117442,0.207446,0.059443,-0.500000,0.544580,19.861000
0.229,-0.014579,0.013691,0.130000,-0.016989,-0.003670,0.117442,0.207446,0.059440,-0.500000,0.544580,19.913000
0.254,-0.014633,0.013634,0.130000,-0.016989,-0.003670,0.117442,0.207447,0.059438,-0.500000,0.544580,19.729000
0.279,-0.014686,0.013576,0.130000,-0.016989,-0.003670,0.117442,0.207447,0.059445,-0.500000,0.544581,20.149000
0.304,-0.014740,0.013518,0.130000,-0.016989,-0.003669,0.117442,0.207455,0.059452,-0.500000,0.544584,20.059000
0.329,-0.014793,0.013460,0.130000,-0.016989,-0.003669,0.117442,0.207470,0.059455,-0.500000,0.544590,19.066000
0.354,-0.014845,0.013402,0.130000,-0.016987,-0.003669,0.117443,0.207486,0.059458,-0.500000,0.544597,19.466000
0.379,-0.014898,0.013344,0.130000,-0.016985,-0.003670,0.117443,0.207504,0.059461,-0.500000,0.544604,20.267000
0.404,-0.014950,0.013285,0.130000,-0.016983,-0.003670,0.117444,0.207526,0.059468,-0.500000,0.544613,19.426000
0.429,-0.015002,0.013226,0.130000,-0.016981,-0.003670,0.117445,0.207547,0.059485,-0.500000,0.544623,18.643000
0.454,-0.015054,0.013167,0.130000,-0.016980,-0.003669,0.117445,0.207568,0.059506,-0.500000,0.544634,18.991000
0.480,-0.015106,0.013108,0.130000,-0.016978,-0.003667,0.117446,0.207591,0.059520,-0.500000,0.544644,18.519000
0.504,-0.015157,0.013049,0.130000,-0.016976,-0.003667,0.117447,0.207616,0.059528,-0.500000,0.544654,17.791000
0.529,-0.015208,0.012989,0.130000,-0.016974,-0.003667,0.117448,0.207643,0.059531,-0.500000,0.544665,19.600000
0.554,-0.015259,0.012929,0.130000,-0.016971,-0.003668,0.117449,0.207671,0.059532,-0.500000,0.544675,21.424000
0.579,-0.015310,0.012869,0.130000,-0.016968,-0.003669,0.117450,0.207695,0.059538,-0.500000,0.544685,21.424000
0.604,-0.015360,0.012809,0.130000,-0.016965,-0.003669,0.117450,0.207719,0.059548,-0.500000,0.544696,26.965000
0.629,-0.015410,0.012748,0.130000,-0.016963,-0.003669,0.117451,0.207739,0.059558,-0.500000,0.544704,27.205000
0.654,-0.015460,0.012688,0.130000,-0.016961,-0.003669,0.117452,0.207751,0.059569,-0.500000,0.544710,27.125000
0.679,-0.015510,0.012627,0.130000,-0.016960,-0.003668,0.117452,0.207760,0.059575,-0.500000,0.544714,18.923000
0.704,-0.015559,0.012566,0.130000,-0.016959,-0.003668,0.117452,0.207760,0.059575,-0.500000,0.544714,27.154000
0.729,-0.015609,0.012505,0.130000,-0.016958,-0.003668,0.117453,0.207772,0.059581,-0.500000,0.544719,18.018000
0.754,-0.015658,0.012443,0.130000,-0.016958,-0.003667,0.117453,0.207770,0.059596,-0.500000,0.544720,27.267000
0.780,-0.015706,0.012382,0.130000,-0.016959,-0.003666,0.117453,0.207767,0.059616,-0.500000,0.544721,18.570000
0.804,-0.015755,0.012320,0.130000,-0.016960,-0.003663,0.117453,0.207765,0.059640,-0.500000,0.544723,27.691000
0.829,-0.015803,0.012258,0.130000,-0.016962,-0.003660,0.117452,0.207765,0.059661,-0.500000,0.544725,18.046000
0.854,-0.015851,0.012196,0.130000,-0.016962,-0.003657,0.117452,0.207763,0.059678,-0.500000,0.544727,36.145000
0.879,-0.015899,0.012134,0.130000,-0.016963,-0.003655,0.117452,0.207763,0.059678,-0.500000,0.544727,28.196000
0.904,-0.015946,0.012071,0.130000,-0.016965,-0.003653,0.117453,0.207755,0.059696,-0.500000,0.544725,21.755000
0.929,-0.015994,0.012008,0.130000,-0.016967,-0.003650,0.117451,0.207731,0.059721,-0.500000,0.544719,20.559000
0.954,-0.016041,0.011946,0.130000,-0.016969,-0.003648,0.117451,0.207716,0.059730,-0.500000,0.544714,20.034000
0.979,-0.016088,0.011882,0.130000,-0.016971,-0.003647,0.117451,0.207706,0.059736,-0.500000,0.544711,27.917000
1.004,-0.016134,0.011819,0.130000,-0.016972,-0.003645,0.117450,0.207706,0.059736,-0.500000,0.544711,27.785000
1.029,-0.016180,0.011756,0.130000,-0.016973,-0.003645,0.117450,0.207684,0.059734,-0.500000,0.544703,27.752000
1.054,-0.016226,0.011692,0.130000,-0.016974,-0.003644,0.117449,0.207671,0.059732,-0.500000,0.544697,28.284000
1.080,-0.016272,0.011628,0.130000,-0.016976,-0.003644,0.117449,0.207652,0.059731,-0.500000,0.544690,27.783000
1.104,-0.016318,0.011564,0.130000,-0.016978,-0.003643,0.117448,0.207630,0.059724,-0.500000,0.544681,27.322000
1.129,-0.016318,0.011564,0.130000,-0.016980,-0.003643,0.117448,0.207608,0.059709,-0.500000,0.544671,27.322000
1.154,-0.016363,0.011500,0.130000,-0.016982,-0.003643,0.117446,0.207584,0.059690,-0.500000,0.544659,27.827000
1.179,-0.016408,0.011436,0.130000,-0.016984,-0.003645,0.117446,0.207560,0.059670,-0.500000,0.544648,27.113000
1.204,-0.016453,0.011371,0.130000,-0.016986,-0.003647,0.117445,0.207538,0.059647,-0.500000,0.544637,26.466000
1.229,-0.016497,0.011307,0.130000,-0.016987,-0.003648,0.117445,0.207518,0.059627,-0.500000,0.544628,26.917000
1.254,-0.016542,0.011242,0.130000,-0.016989,-0.003650,0.117444,0.207505,0.059608,-0.500000,0.544620,25.122000
1.279,-0.016586,0.011177,0.130000,-0.016989,-0.003652,0.117444,0.207498,0.059586,-0.500000,0.544616,27.672000
1.305,-0.016629,0.011111,0.130000,-0.016989,-0.003654,0.117443,0.207494,0.059559,-0.500000,0.544611,23.765000
1.329,-0.016673,0.011046,0.130000,-0.016989,-0.003657,0.117443,0.207487,0.059527,-0.500000,0.544605,27.502000
1.354,-0.016716,0.010980,0.130000,-0.016988,-0.003661,0.117443,0.207480,0.059496,-0.500000,0.544599,27.792000
1.379,-0.016759,0.010915,0.130000,-0.016988,-0.003665,0.117443,0.207477,0.059466,-0.500000,0.544594,28.337000
1.404,-0.016802,0.010849,0.130000,-0.016987,-0.003668,0.117443,0.207482,0.059438,-0.500000,0.544593,26.262000
1.429,-0.016844,0.010783,0.130000,-0.016985,-0.003672,0.117443,0.207496,0.059416,-0.500000,0.544596,27.491000
1.454,-0.016844,0.010783,0.130000,-0.016983,-0.003675,0.117444,0.207515,0.059402,-0.500000,0.544602,27.975000
1.479,-0.016887,0.010717,0.130000,-0.016980,-0.003678,0.117445,0.207536,0.059396,-0.500000,0.544609,24.233000
1.504,-0.016929,0.010650,0.130000,-0.016977,-0.003680,0.117445,0.207554,0.059395,-0.500000,0.544616,24.233000
1.529,-0.016970,0.010584,0.130000,-0.016975,-0.003681,0.117446,0.207570,0.059398,-0.500000,0.544622,27.685000
1.555,-0.017012,0.010517,0.130000,-0.016974,-0.003681,0.117447,0.207583,0.059404,-0.500000,0.544628,27.665000
1.579,-0.017053,0.010450,0.130000,-0.016972,-0.003681,0.117447,0.207597,0.059415,-0.500000,0.544635,27.791000
1.605,-0.017094,0.010383,0.130000,-0.016971,-0.003680,0.117447,0.207616,0.059430,-0.500000,0.544643,27.983000
1.629,-0.017134,0.010316,0.130000,-0.016970,-0.003679,0.117448,0.207639,0.059451,-0.500000,0.544654,28.596000
1.654,-0.017175,0.010248,0.130000,-0.016968,-0.003678,0.117449,0.207664,0.059473,-0.500000,0.544666,27.782000
1.679,-0.017215,0.010181,0.130000,-0.016966,-0.003676,0.117450,0.207686,0.059493,-0.500000,0.544677,25.899000
1.704,-0.017215,0.010181,0.130000,-0.016964,-0.003675,0.117450,0.207703,0.059504,-0.500000,0.544684,25.899000
1.729,-0.017294,0.010045,0.130000,-0.016963,-0.003674,0.117451,0.207714,0.059507,-0.500000,0.544689,22.766000
1.754,-0.017334,0.009977,0.130000,-0.016962,-0.003674,0.117451,0.207724,0.059504,-0.500000,0.544693,22.680000
1.779,-0.017373,0.009909,0.130000,-0.016961,-0.003675,0.117451,0.207734,0.059500,-0.500000,0.544696,24.320000
1.804,-0.017411,0.009841,0.130000,-0.016959,-0.003676,0.117452,0.207747,0.059499,-0.500000,0.544701,19.450000
