t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.010,0.000000,0.000000,0.000000,-0.020454,-0.001935,0.114806,0.207759,0.066134,-0.404235,0.459286,0.000000
0.035,-0.018500,-0.026915,0.130000,-0.020454,-0.001931,0.114806,0.207817,0.066158,-0.404387,0.459449,0.000000
0.060,-0.018500,-0.026830,0.130000,-0.020454,-0.001928,0.114805,0.207875,0.066180,-0.404556,0.459628,58.909000
0.085,-0.018500,-0.026745,0.130000,-0.020455,-0.001927,0.114805,0.207950,0.066205,-0.404710,0.459801,17.844000
0.110,-0.018500,-0.026660,0.130000,-0.020454,-0.001925,0.114805,0.208027,0.066231,-0.404852,0.459964,20.182000
0.135,-0.018500,-0.026575,0.130000,-0.020452,-0.001923,0.114805,0.208080,0.066251,-0.405017,0.460136,18.944000
0.160,-0.018500,-0.026405,0.130000,-0.020453,-0.001921,0.114805,0.208108,0.066265,-0.405202,0.460314,18.221000
0.185,-0.018500,-0.026405,0.130000,-0.020456,-0.001920,0.114803,0.208123,0.066275,-0.405393,0.460490,18.771000
0.210,-0.018500,-0.026235,0.130000,-0.020460,-0.001919,0.114800,0.208126,0.066280,-0.405602,0.460676,19.428000
0.235,-0.018500,-0.026150,0.130000,-0.020466,-0.001918,0.114797,0.208129,0.066285,-0.405828,0.460877,18.126000
0.260,-0.018500,-0.026065,0.130000,-0.020472,-0.001918,0.114794,0.208147,0.066291,-0.406050,0.461082,18.932000
0.285,-0.018500,-0.025980,0.130000,-0.020476,-0.001918,0.114792,0.208173,0.066298,-0.406260,0.461280,19.030000
0.310,-0.018500,-0.025980,0.130000,-0.020480,-0.001919,0.114789,0.208192,0.066303,-0.406474,0.461477,19.030000
0.335,-0.018500,-0.025895,0.130000,-0.020484,-0.001920,0.114787,0.208196,0.066302,-0.406698,0.461676,27.500000
0.360,-0.018500,-0.025810,0.130000,-0.020490,-0.001921,0.114784,0.208195,0.066297,-0.406916,0.461867,27.654000
0.385,-0.018500,-0.025725,0.130000,-0.020496,-0.001924,0.114781,0.208204,0.066295,-0.407117,0.462048,27.021000
0.410,-0.018500,-0.025640,0.130000,-0.020500,-0.001926,0.114778,0.208232,0.066298,-0.407298,0.462220,27.246000
0.435,-0.018500,-0.025555,0.130000,-0.020503,-0.001928,0.114777,0.208277,0.066306,-0.407459,0.462384,26.611000
0.460,-0.018500,-0.025470,0.130000,-0.020503,-0.001929,0.114776,0.208331,0.066314,-0.407602,0.462535,26.658000
0.485,-0.018500,-0.025385,0.130000,-0.020503,-0.001931,0.114776,0.208376,0.066320,-0.407738,0.462676,26.769000
0.510,-0.018500,-0.025300,0.130000,-0.020503,-0.001934,0.114775,0.208403,0.066322,-0.407889,0.462822,28.583000
0.536,-0.018500,-0.025215,0.130000,-0.020505,-0.001936,0.114774,0.208425,0.066325,-0.408052,0.462975,26.989000
0.560,-0.018500,-0.025215,0.130000,-0.020507,-0.001937,0.114772,0.208456,0.066331,-0.408204,0.463124,27.190000
0.585,-0.018500,-0.025130,0.130000,-0.020509,-0.001938,0.114771,0.208494,0.066341,-0.408347,0.463269,27.129000
0.610,-0.018500,-0.025045,0.130000,-0.020510,-0.001938,0.114770,0.208532,0.066355,-0.408498,0.463421,27.129000
0.635,-0.018500,-0.024960,0.130000,-0.020511,-0.001938,0.114769,0.208574,0.066369,-0.408652,0.463578,27.418000
0.660,-0.018500,-0.024875,0.130000,-0.020513,-0.001937,0.114769,0.208622,0.066383,-0.408805,0.463736,27.461000
0.685,-0.018500,-0.024790,0.130000,-0.020513,-0.001937,0.114768,0.208668,0.066397,-0.408964,0.463900,27.462000
0.710,-0.018500,-0.024705,0.130000,-0.020514,-0.001937,0.114767,0.208714,0.066412,-0.409131,0.464069,26.985000
0.735,-0.018500,-0.024620,0.130000,-0.020515,-0.001936,0.114766,0.208768,0.066431,-0.409295,0.464241,26.467000
0.760,-0.018500,-0.024535,0.130000,-0.020516,-0.001935,0.114766,0.208840,0.066455,-0.409436,0.464401,27.304000
0.785,-0.018500,-0.024450,0.130000,-0.020515,-0.001933,0.114766,0.208923,0.066480,-0.409556,0.464548,27.044000
0.810,-0.018500,-0.024450,0.130000,-0.020512,-0.001932,0.114767,0.209006,0.066505,-0.409675,0.464694,27.044000
0.835,-0.018500,-0.024365,0.130000,-0.020509,-0.001931,0.114768,0.209095,0.066531,-0.409789,0.464837,31.922000
0.860,-0.018500,-0.024280,0.130000,-0.020506,-0.001930,0.114769,0.209195,0.066558,-0.409887,0.464973,28.275000
0.885,-0.018500,-0.024195,0.130000,-0.020501,-0.001929,0.114771,0.209297,0.066588,-0.409981,0.465106,27.388000
0.910,-0.018500,-0.024110,0.130000,-0.020496,-0.001928,0.114773,0.209390,0.066616,-0.410076,0.465235,27.224000
0.935,-0.018500,-0.024025,0.130000,-0.020492,-0.001927,0.114775,0.209474,0.066641,-0.410166,0.465356,27.237000
0.960,-0.018500,-0.023940,0.130000,-0.020489,-0.001926,0.114776,0.209556,0.066665,-0.410245,0.465466,26.864000
0.985,-0.018500,-0.023855,0.130000,-0.020485,-0.001925,0.114778,0.209632,0.066684,-0.410322,0.465571,26.667000
1.010,-0.018500,-0.023770,0.130000,-0.020481,-0.001925,0.114779,0.209688,0.066698,-0.410419,0.465684,26.757000
1.035,-0.018500,-0.023685,0.130000,-0.020480,-0.001925,0.114779,0.209730,0.066709,-0.410533,0.465805,27.072000
1.060,-0.018500,-0.023600,0.130000,-0.020479,-0.001925,0.114779,0.209778,0.066723,-0.410642,0.465925,26.796000
1.085,-0.018500,-0.023600,0.130000,-0.020479,-0.001925,0.114779,0.209831,0.066741,-0.410750,0.466046,26.796000
1.110,-0.018500,-0.023515,0.130000,-0.020478,-0.001924,0.114779,0.209882,0.066762,-0.410868,0.466176,27.286000
1.135,-0.018500,-0.023430,0.130000,-0.020478,-0.001921,0.114779,0.209944,0.066787,-0.410980,0.466306,27.234000
1.160,-0.018500,-0.023345,0.130000,-0.020477,-0.001919,0.114780,0.210026,0.066818,-0.411072,0.466429,27.376000
1.185,-0.018500,-0.023260,0.130000,-0.020474,-0.001915,0.114781,0.210119,0.066851,-0.411150,0.466544,27.901000
1.210,-0.018500,-0.023175,0.130000,-0.020469,-0.001913,0.114783,0.210200,0.066878,-0.411238,0.466662,27.058000
1.235,-0.018500,-0.023090,0.130000,-0.020466,-0.001910,0.114784,0.210265,0.066900,-0.411345,0.466789,27.681000
1.260,-0.018500,-0.023005,0.130000,-0.020464,-0.001909,0.114785,0.210335,0.066922,-0.411441,0.466908,27.099000
1.285,-0.018500,-0.022920,0.130000,-0.020462,-0.001907,0.114785,0.210406,0.066943,-0.411517,0.467010,27.384000
1.310,-0.018500,-0.022835,0.130000,-0.020459,-0.001907,0.114787,0.210453,0.066957,-0.411610,0.467115,27.321000
1.335,-0.018500,-0.022750,0.130000,-0.020458,-0.001906,0.114787,0.210482,0.066967,-0.411722,0.467229,27.405000
1.360,-0.018500,-0.022750,0.130000,-0.020459,-0.001906,0.114786,0.210516,0.066975,-0.411814,0.467325,27.507000
1.385,-0.018500,-0.022665,0.130000,-0.020458,-0.001906,0.114786,0.210546,0.066976,-0.411892,0.467408,27.507000
1.410,-0.018500,-0.022580,0.130000,-0.020458,-0.001909,0.114786,0.210546,0.066971,-0.412005,0.467507,27.289000
1.435,-0.018500,-0.022495,0.130000,-0.020461,-0.001911,0.114784,0.210528,0.066963,-0.412140,0.467617,26.392000
1.460,-0.018500,-0.022410,0.130000,-0.020465,-0.001913,0.114782,0.210516,0.066954,-0.412252,0.467709,26.106000
1.485,-0.018500,-0.022325,0.130000,-0.020469,-0.001915,0.114780,0.210504,0.066948,-0.412347,0.467786,24.769000
1.510,-0.018500,-0.022240,0.130000,-0.020472,-0.001917,0.114778,0.210490,0.066946,-0.412453,0.467873,27.248000
1.535,-0.018500,-0.022155,0.130000,-0.020476,-0.001917,0.114776,0.210487,0.066946,-0.412558,0.467965,25.755000
1.560,-0.018500,-0.022070,0.130000,-0.020479,-0.001917,0.114775,0.210499,0.066948,-0.412637,0.468039,25.852000
1.585,-0.018500,-0.021985,0.130000,-0.020480,-0.001918,0.114774,0.210506,0.066947,-0.412714,0.468110,25.811000
1.610,-0.018500,-0.021900,0.130000,-0.020482,-0.001919,0.114773,0.210500,0.066945,-0.412816,0.468197,24.971000
1.635,-0.018500,-0.021815,0.130000,-0.020485,-0.001919,0.114771,0.210503,0.066946,-0.412914,0.468286,25.257000
1.660,-0.018500,-0.021730,0.130000,-0.020487,-0.001920,0.114770,0.210527,0.066950,-0.412986,0.468360,25.140000
1.685,-0.018500,-0.021645,0.130000,-0.020487,-0.001921,0.114770,0.210546,0.066954,-0.413071,0.468444,24.625000
1.710,-0.018500,-0.021560,0.130000,-0.020488,-0.001921,0.114769,0.210546,0.066952,-0.413200,0.468558,24.991000
1.735,-0.018500,-0.021475,0.130000,-0.020491,-0.001923,0.114767,0.210533,0.066940,-0.413354,0.468686,25.090000
1.760,-0.018500,-0.021390,0.130000,-0.020496,-0.001926,0.114765,0.210510,0.066924,-0.413518,0.468818,24.940000
1.785,-0.018500,-0.021305,0.130000,-0.020502,-0.001930,0.114762,0.210483,0.066911,-0.413696,0.468961,24.557000
1.810,-0.018500,-0.021220,0.130000,-0.020508,-0.001933,0.114758,0.210467,0.066905,-0.413881,0.469116,25.120000
1.835,-0.018500,-0.021135,0.130000,-0.020514,-0.001935,0.114755,0.210471,0.066907,-0.414064,0.469280,25.224000
1.860,-0.018500,-0.021050,0.130000,-0.020519,-0.001935,0.114753,0.210489,0.066915,-0.414246,0.469450,24.420000
1.885,-0.018500,-0.020965,0.130000,-0.020522,-0.001935,0.114751,0.210506,0.066922,-0.414447,0.469635,24.823000
1.910,-0.018500,-0.020880,0.130000,-0.020526,-0.001935,0.114748,0.210514,0.066922,-0.414678,0.469843,24.476000
1.935,-0.018500,-0.020795,0.130000,-0.020532,-0.001937,0.114745,0.210530,0.066923,-0.414911,0.470056,24.433000
1.960,-0.018500,-0.020710,0.130000,-0.020537,-0.001939,0.114742,0.210570,0.066934,-0.415122,0.470262,24.654000
1.985,-0.018500,-0.020625,0.130000,-0.020539,-0.001939,0.114741,0.210643,0.066963,-0.415317,0.470471,24.299000
2.010,-0.018500,-0.020540,0.130000,-0.020540,-0.001937,0.114740,0.210754,0.067003,-0.415489,0.470678,24.141000
2.035,-0.018500,-0.020455,0.130000,-0.020536,-0.001933,0.114741,0.210887,0.067045,-0.415643,0.470879,24.390000
2.060,-0.018500,-0.020370,0.130000,-0.020531,-0.001931,0.114743,0.211023,0.067088,-0.415804,0.471088,24.312000
2.085,-0.018500,-0.020285,0.130000,-0.020526,-0.001928,0.114745,0.211161,0.067129,-0.415967,0.471301,24.564000
2.110,-0.018500,-0.020200,0.130000,-0.020520,-0.001927,0.114748,0.211297,0.067167,-0.416128,0.471509,24.547000
2.135,-0.018500,-0.020115,0.130000,-0.020514,-0.001926,0.114750,0.211420,0.067204,-0.416296,0.471718,25.148000
2.160,-0.018500,-0.020030,0.130000,-0.020510,-0.001924,0.114751,0.211538,0.067244,-0.416456,0.471917,24.429000
2.185,-0.018500,-0.019945,0.130000,-0.020506,-0.001921,0.114753,0.211662,0.067286,-0.416594,0.472101,23.918000
2.210,-0.018500,-0.019860,0.130000,-0.020501,-0.001918,0.114755,0.211791,0.067330,-0.416720,0.472276,24.278000
2.235,-0.018500,-0.019775,0.130000,-0.020495,-0.001915,0.114757,0.211924,0.067372,-0.416833,0.472441,24.100000
2.260,-0.018500,-0.019690,0.130000,-0.020488,-0.001912,0.114760,0.212051,0.067412,-0.416936,0.472595,24.285000
2.285,-0.018500,-0.019605,0.130000,-0.020482,-0.001910,0.114763,0.212168,0.067450,-0.417040,0.472745,23.826000
2.310,-0.018500,-0.019520,0.130000,-0.020476,-0.001907,0.114765,0.212283,0.067485,-0.417132,0.472882,23.507000
2.335,-0.018500,-0.019435,0.130000,-0.020470,-0.001905,0.114768,0.212391,0.067515,-0.417209,0.473003,23.878000
2.360,-0.018500,-0.019350,0.130000,-0.020464,-0.001904,0.114770,0.212490,0.067543,-0.417279,0.473113,24.165000
2.385,-0.018500,-0.019265,0.130000,-0.020459,-0.001903,0.114772,0.212599,0.067576,-0.417319,0.473202,23.636000
2.410,-0.018500,-0.019180,0.130000,-0.020452,-0.001902,0.114775,0.212725,0.067611,-0.417325,0.473269,24.362000
2.435,-0.018500,-0.019095,0.130000,-0.020443,-0.001900,0.114780,0.212848,0.067644,-0.417325,0.473329,23.405000
2.460,-0.018500,-0.019010,0.130000,-0.020434,-0.001899,0.114784,0.212959,0.067674,-0.417327,0.473385,23.951000
2.485,-0.018500,-0.018925,0.130000,-0.020425,-0.001898,0.114787,0.213052,0.067695,-0.417323,0.473426,23.644000
2.510,-0.018500,-0.018840,0.130000,-0.020418,-0.001899,0.114791,0.213119,0.067706,-0.417317,0.473452,23.993000
2.535,-0.018500,-0.018670,0.130000,-0.020413,-0.001901,0.114793,0.213159,0.067709,-0.417315,0.473469,23.568000
