t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.012,0.000000,0.000000,0.000000,0.000476,-0.033901,0.140116,0.008535,0.155830,-0.161492,0.224579,0.000000
0.037,0.000000,0.000000,0.000000,0.000473,-0.033899,0.140119,0.008529,0.155809,-0.161434,0.224522,0.000000
0.062,-0.018500,-0.026915,0.130000,0.000471,-0.033897,0.140120,0.008524,0.155787,-0.161379,0.224467,0.000000
0.087,-0.018500,-0.026830,0.130000,0.000472,-0.033896,0.140122,0.008519,0.155769,-0.161333,0.224421,62.810000
0.113,-0.018500,-0.026660,0.130000,0.000470,-0.033895,0.140123,0.008514,0.155754,-0.161299,0.224386,21.949000
0.138,-0.018500,-0.026575,0.130000,0.000467,-0.033895,0.140124,0.008511,0.155738,-0.161270,0.224354,21.150000
0.162,-0.018500,-0.026490,0.130000,0.000467,-0.033895,0.140124,0.008508,0.155724,-0.161245,0.224327,21.229000
0.187,-0.018500,-0.026405,0.130000,0.000468,-0.033895,0.140125,0.008504,0.155712,-0.161231,0.224307,21.614000
0.213,-0.018500,-0.026320,0.130000,0.000466,-0.033896,0.140124,0.008501,0.155698,-0.161218,0.224289,22.591000
0.238,-0.018500,-0.026235,0.130000,0.000464,-0.033897,0.140124,0.008499,0.155685,-0.161199,0.224266,23.333000
0.262,-0.018500,-0.026150,0.130000,0.000465,-0.033898,0.140124,0.008497,0.155673,-0.161175,0.224241,25.564000
0.288,-0.018500,-0.026065,0.130000,0.000466,-0.033897,0.140124,0.008495,0.155662,-0.161151,0.224215,24.180000
0.313,-0.018500,-0.025980,0.130000,0.000465,-0.033897,0.140125,0.008491,0.155649,-0.161123,0.224186,24.264000
0.338,-0.018500,-0.025895,0.130000,0.000464,-0.033897,0.140125,0.008489,0.155635,-0.161089,0.224151,26.602000
0.363,-0.018500,-0.025810,0.130000,0.000465,-0.033896,0.140126,0.008485,0.155619,-0.161051,0.224113,28.279000
