t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.011,0.000000,0.000000,0.000000,-0.012621,-0.001184,0.129919,0.081914,0.044830,-0.363846,0.375638,0.000000
0.036,0.000000,0.000000,0.000000,-0.012624,-0.001173,0.129918,0.081908,0.044927,-0.363938,0.375737,0.000000
0.061,-0.018500,-0.026915,0.130000,-0.012627,-0.001161,0.129916,0.081911,0.045021,-0.364066,0.375873,0.000000
0.086,-0.018500,-0.026745,0.130000,-0.012630,-0.001149,0.129915,0.081920,0.045101,-0.364214,0.376028,19.379000
0.111,-0.018500,-0.026660,0.130000,-0.012632,-0.001139,0.129913,0.081932,0.045161,-0.364362,0.376181,18.389000
0.136,-0.018500,-0.026575,0.130000,-0.012635,-0.001132,0.129912,0.081948,0.045195,-0.364495,0.376317,19.258000
0.161,-0.018500,-0.026490,0.130000,-0.012636,-0.001127,0.129911,0.081968,0.045204,-0.364601,0.376426,17.052000
0.186,-0.018500,-0.026405,0.130000,-0.012636,-0.001126,0.129910,0.081988,0.045188,-0.364676,0.376501,19.440000
0.211,-0.018500,-0.026320,0.130000,-0.012634,-0.001127,0.129910,0.082005,0.045154,-0.364721,0.376544,19.440000
0.236,-0.018500,-0.026235,0.130000,-0.012633,-0.001131,0.129910,0.082020,0.045116,-0.364746,0.376566,21.105000
0.261,-0.018500,-0.026150,0.130000,-0.012631,-0.001135,0.129911,0.082034,0.045086,-0.364757,0.376576,21.105000
0.286,-0.018500,-0.026065,0.130000,-0.012628,-0.001139,0.129911,0.082049,0.045065,-0.364760,0.376580,21.115000
0.311,-0.018500,-0.025980,0.130000,-0.012624,-0.001140,0.129912,0.082064,0.045051,-0.364757,0.376579,20.056000
0.336,-0.018500,-0.025895,0.130000,-0.012619,-0.001141,0.129913,0.082079,0.045039,-0.364750,0.376574,20.046000
0.361,-0.018500,-0.025810,0.130000,-0.012613,-0.001141,0.129915,0.082089,0.045029,-0.364746,0.376571,19.769000
0.386,-0.018500,-0.025725,0.130000,-0.012609,-0.001142,0.129915,0.082095,0.045019,-0.364744,0.376570,19.973000
0.411,-0.018500,-0.025640,0.130000,-0.012607,-0.001142,0.129916,0.082100,0.045006,-0.364739,0.376564,24.435000
0.436,-0.018500,-0.025555,0.130000,-0.012606,-0.001144,0.129916,0.082104,0.044987,-0.364724,0.376548,27.031000
0.461,-0.018500,-0.025470,0.130000,-0.012605,-0.001146,0.129917,0.082106,0.044953,-0.364689,0.376511,22.218000
