t,q1,q2,q3,q4,q1_dot,q2_dot,q3_dot,q4_dot,c1,c2,c3,c4,q_r1,q_r2,q_r3,q_r4,q_r1_dot,q_r2_dot,q_r3_dot,q_r4_dot
0.020,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.045,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.070,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.000750,0.125000,0.000750
0.095,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152713,0.001500,0.239902,0.001403
0.120,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.173318,0.002250,0.352112,0.002154
0.145,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.188544,0.001508,0.457079,0.002906
0.170,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195919,0.000110,0.554877,0.003659
0.195,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.193786,-0.001486,0.641811,0.004413
0.220,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178142,-0.002235,0.712681,0.005167
0.245,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171054,-0.002985,0.711405,0.005923
0.270,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.110218,-0.003734,0.719093,0.006627
0.295,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015038,-0.004479,0.678511,0.007383
0.320,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100342,-0.005229,0.571870,0.008138
0.345,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.216673,-0.005980,0.404201,0.008893
0.370,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.332178,-0.006730,0.235241,0.009575
0.395,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.439905,-0.007480,0.068796,0.010319
0.420,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.548706,-0.008230,-0.092526,0.011047
0.445,-1.666091,-0.083059,-0.641409,-0.040491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.658523,-0.008978,-0.254645,0.011785
