t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.020,0.000000,0.000000,0.000000,-0.019152,-0.012060,0.126632,0.194138,0.117725,-0.378836,0.441662,0.000000
0.045,-0.014198,0.014086,0.130000,-0.019151,-0.012060,0.126632,0.194161,0.117738,-0.378883,0.441715,0.000000
0.070,-0.014253,0.014031,0.130000,-0.019149,-0.012057,0.126633,0.194182,0.117750,-0.378929,0.441767,64.769000
0.095,-0.014308,0.013975,0.130000,-0.019149,-0.012057,0.126633,0.194202,0.117762,-0.378987,0.441829,24.005000
0.120,-0.014363,0.013918,0.130000,-0.019148,-0.012058,0.126633,0.194220,0.117775,-0.379046,0.441892,21.796000
0.145,-0.014417,0.013862,0.130000,-0.019149,-0.012055,0.126632,0.194232,0.117788,-0.379102,0.441948,20.735000
0.170,-0.014471,0.013805,0.130000,-0.019149,-0.012055,0.126632,0.194241,0.117800,-0.379171,0.442014,21.743000
0.195,-0.014525,0.013748,0.130000,-0.019150,-0.012054,0.126632,0.194249,0.117811,-0.379254,0.442093,21.381000
0.220,-0.014579,0.013691,0.130000,-0.019152,-0.012057,0.126630,0.194260,0.117821,-0.379330,0.442165,22.514000
0.245,-0.014633,0.013634,0.130000,-0.019153,-0.012061,0.126628,0.194275,0.117832,-0.379390,0.442226,19.202000
0.270,-0.014686,0.013576,0.130000,-0.019153,-0.012061,0.126628,0.194295,0.117844,-0.379455,0.442293,25.227000
0.295,-0.014740,0.013518,0.130000,-0.019151,-0.012066,0.126627,0.194319,0.117858,-0.379535,0.442376,27.433000
0.320,-0.014793,0.013460,0.130000,-0.019151,-0.012067,0.126627,0.194344,0.117872,-0.379608,0.442454,24.144000
0.345,-0.014845,0.013402,0.130000,-0.019151,-0.012067,0.126627,0.194366,0.117886,-0.379660,0.442512,25.332000
0.370,-0.014898,0.013344,0.130000,-0.019150,-0.012065,0.126627,0.194385,0.117898,-0.379706,0.442563,23.242000
0.395,-0.014950,0.013285,0.130000,-0.019149,-0.012065,0.126627,0.194404,0.117908,-0.379760,0.442621,21.697000
0.420,-0.015002,0.013226,0.130000,-0.019149,-0.012065,0.126627,0.194425,0.117920,-0.379809,0.442675,21.697000
0.445,-0.015054,0.013167,0.130000,-0.019147,-0.012061,0.126628,0.194445,0.117932,-0.379844,0.442717,18.960000
0.470,-0.015106,0.013108,0.130000,-0.019147,-0.012061,0.126628,0.194461,0.117943,-0.379884,0.442762,26.984000
0.495,-0.015157,0.013049,0.130000,-0.019147,-0.012059,0.126629,0.194475,0.117954,-0.379937,0.442816,27.162000
0.520,-0.015208,0.012989,0.130000,-0.019147,-0.012058,0.126628,0.194487,0.117963,-0.379985,0.442864,24.431000
0.545,-0.015259,0.012929,0.130000,-0.019147,-0.012058,0.126628,0.194496,0.117971,-0.380020,0.442901,22.858000
0.570,-0.015310,0.012869,0.130000,-0.019147,-0.012058,0.126628,0.194502,0.117977,-0.380062,0.442941,22.445000
0.595,-0.015360,0.012809,0.130000,-0.019148,-0.012061,0.126626,0.194510,0.117984,-0.380114,0.442991,22.334000
0.620,-0.015410,0.012748,0.130000,-0.019148,-0.012061,0.126626,0.194519,0.117990,-0.380155,0.443031,21.543000
0.645,-0.015460,0.012688,0.130000,-0.019148,-0.012064,0.126625,0.194528,0.117994,-0.380178,0.443056,20.844000
0.670,-0.015510,0.012627,0.130000,-0.019147,-0.012067,0.126625,0.194536,0.117996,-0.380200,0.443080,20.844000
0.695,-0.015559,0.012566,0.130000,-0.019146,-0.012071,0.126624,0.194543,0.117999,-0.380231,0.443110,22.803000
0.720,-0.015609,0.012505,0.130000,-0.019146,-0.012071,0.126624,0.194549,0.118003,-0.380255,0.443134,21.569000
0.745,-0.015658,0.012443,0.130000,-0.019146,-0.012071,0.126624,0.194553,0.118008,-0.380267,0.443148,19.761000
0.770,-0.015706,0.012382,0.130000,-0.019147,-0.012069,0.126625,0.194557,0.118013,-0.380283,0.443164,19.761000
0.795,-0.015755,0.012320,0.130000,-0.019147,-0.012067,0.126625,0.194563,0.118017,-0.380303,0.443185,20.090000
0.820,-0.015803,0.012258,0.130000,-0.019147,-0.012067,0.126625,0.194568,0.118020,-0.380308,0.443192,22.088000
0.845,-0.015851,0.012196,0.130000,-0.019147,-0.012065,0.126625,0.194569,0.118022,-0.380301,0.443187,20.139000
0.870,-0.015899,0.012134,0.130000,-0.019147,-0.012063,0.126625,0.194567,0.118023,-0.380303,0.443189,21.674000
0.895,-0.015946,0.012071,0.130000,-0.019148,-0.012062,0.126625,0.194565,0.118023,-0.380316,0.443199,19.474000
0.920,-0.015994,0.012008,0.130000,-0.019148,-0.012062,0.126625,0.194562,0.118026,-0.380323,0.443204,18.692000
0.945,-0.016041,0.011946,0.130000,-0.019149,-0.012060,0.126625,0.194560,0.118029,-0.380322,0.443203,19.134000
0.970,-0.016088,0.011882,0.130000,-0.019150,-0.012056,0.126625,0.194559,0.118030,-0.380325,0.443206,18.578000
0.995,-0.016134,0.011819,0.130000,-0.019151,-0.012056,0.126625,0.194560,0.118028,-0.380327,0.443207,18.394000
1.020,-0.016180,0.011756,0.130000,-0.019150,-0.012058,0.126625,0.194560,0.118024,-0.380316,0.443197,18.394000
1.045,-0.016226,0.011692,0.130000,-0.019149,-0.012061,0.126625,0.194556,0.118021,-0.380301,0.443182,19.172000
1.070,-0.016272,0.011628,0.130000,-0.019149,-0.012061,0.126625,0.194551,0.118018,-0.380295,0.443173,19.172000
1.095,-0.016318,0.011564,0.130000,-0.019149,-0.012062,0.126625,0.194548,0.118016,-0.380290,0.443167,18.846000
1.120,-0.016363,0.011500,0.130000,-0.019150,-0.012063,0.126624,0.194548,0.118015,-0.380278,0.443156,19.133000
1.145,-0.016408,0.011436,0.130000,-0.019149,-0.012061,0.126625,0.194549,0.118015,-0.380260,0.443142,19.454000
1.170,-0.016453,0.011371,0.130000,-0.019148,-0.012059,0.126626,0.194552,0.118013,-0.380242,0.443127,19.283000
1.195,-0.016497,0.011307,0.130000,-0.019147,-0.012059,0.126627,0.194555,0.118011,-0.380221,0.443110,19.093000
1.220,-0.016542,0.011242,0.130000,-0.019147,-0.012059,0.126627,0.194557,0.118010,-0.380206,0.443097,18.267000
1.245,-0.016586,0.011177,0.130000,-0.019146,-0.012058,0.126627,0.194557,0.118010,-0.380206,0.443097,18.267000
1.270,-0.016629,0.011111,0.130000,-0.019146,-0.012057,0.126627,0.194557,0.118012,-0.380218,0.443109,18.385000
1.295,-0.016673,0.011046,0.130000,-0.019146,-0.012058,0.126627,0.194562,0.118015,-0.380236,0.443127,18.551000
1.320,-0.016716,0.010980,0.130000,-0.019146,-0.012059,0.126627,0.194568,0.118018,-0.380258,0.443149,19.785000
1.345,-0.016759,0.010915,0.130000,-0.019146,-0.012059,0.126627,0.194574,0.118021,-0.380287,0.443178,19.816000
1.370,-0.016802,0.010849,0.130000,-0.019146,-0.012062,0.126626,0.194582,0.118026,-0.380331,0.443220,19.614000
1.395,-0.016844,0.010783,0.130000,-0.019146,-0.012066,0.126625,0.194592,0.118032,-0.380388,0.443275,19.614000
1.420,-0.016887,0.010717,0.130000,-0.019146,-0.012070,0.126624,0.194603,0.118040,-0.380450,0.443335,19.074000
1.445,-0.016929,0.010650,0.130000,-0.019146,-0.012073,0.126623,0.194613,0.118049,-0.380508,0.443392,18.613000
1.470,-0.016970,0.010584,0.130000,-0.019147,-0.012076,0.126621,0.194622,0.118057,-0.380558,0.443441,18.613000
1.495,-0.017012,0.010517,0.130000,-0.019147,-0.012078,0.126621,0.194634,0.118065,-0.380610,0.443492,23.172000
1.520,-0.017053,0.010450,0.130000,-0.019147,-0.012078,0.126621,0.194648,0.118074,-0.380660,0.443545,21.166000
1.545,-0.017094,0.010383,0.130000,-0.019147,-0.012079,0.126620,0.194664,0.118085,-0.380698,0.443587,19.106000
1.570,-0.017134,0.010316,0.130000,-0.019148,-0.012072,0.126621,0.194683,0.118092,-0.380731,0.443625,19.106000
1.595,-0.017175,0.010248,0.130000,-0.019146,-0.012073,0.126621,0.194700,0.118104,-0.380776,0.443674,19.476000
1.620,-0.017215,0.010181,0.130000,-0.019142,-0.012092,0.126619,0.194716,0.118135,-0.380820,0.443728,19.476000
1.645,-0.017255,0.010113,0.130000,-0.019145,-0.012064,0.126623,0.194735,0.118148,-0.380850,0.443765,19.290000
1.670,-0.017294,0.010045,0.130000,-0.019145,-0.012064,0.126623,0.194754,0.118158,-0.380872,0.443795,20.981000
1.695,-0.017334,0.009977,0.130000,-0.019142,-0.012061,0.126624,0.194773,0.118168,-0.380912,0.443840,19.488000
1.720,-0.017373,0.009909,0.130000,-0.019141,-0.012064,0.126624,0.194797,0.118178,-0.380967,0.443901,19.590000
1.745,-0.017411,0.009841,0.130000,-0.019141,-0.012064,0.126624,0.194818,0.118188,-0.381015,0.443954,19.590000
1.770,-0.017450,0.009772,0.130000,-0.019140,-0.012065,0.126624,0.194833,0.118197,-0.381056,0.443997,19.802000
1.795,-0.017488,0.009704,0.130000,-0.019139,-0.012066,0.126623,0.194843,0.118205,-0.381107,0.444048,19.332000
1.820,-0.017526,0.009635,0.130000,-0.019139,-0.012066,0.126623,0.194853,0.118212,-0.381164,0.444103,19.332000
1.845,-0.017564,0.009566,0.130000,-0.019139,-0.012072,0.126622,0.194865,0.118217,-0.381202,0.444142,19.194000
1.870,-0.017601,0.009497,0.130000,-0.019139,-0.012072,0.126622,0.194874,0.118221,-0.381214,0.444158,19.194000
1.895,-0.017638,0.009428,0.130000,-0.019138,-0.012072,0.126622,0.194875,0.118225,-0.381226,0.444170,19.026000
1.920,-0.017675,0.009359,0.130000,-0.019139,-0.012070,0.126622,0.194870,0.118228,-0.381254,0.444192,18.768000
