t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.021,0.000000,0.000000,0.000000,-0.001093,-0.029769,0.130651,0.018480,0.139921,-0.153370,0.208426,0.000000
0.045,-0.018500,-0.026915,0.130000,-0.001084,-0.029769,0.130651,0.018493,0.139933,-0.153386,0.208447,0.000000
0.071,-0.018500,-0.026830,0.130000,-0.001074,-0.029769,0.130651,0.018505,0.139954,-0.153410,0.208481,60.086000
0.095,-0.018500,-0.026745,0.130000,-0.001066,-0.029768,0.130652,0.018516,0.139982,-0.153425,0.208512,20.427000
0.120,-0.018500,-0.026575,0.130000,-0.001061,-0.029766,0.130653,0.018523,0.140008,-0.153430,0.208533,18.297000
0.145,-0.018500,-0.026490,0.130000,-0.001059,-0.029763,0.130655,0.018526,0.140025,-0.153430,0.208544,18.428000
0.171,-0.018500,-0.026405,0.130000,-0.001060,-0.029761,0.130656,0.018525,0.140032,-0.153438,0.208555,18.389000
0.195,-0.018500,-0.026320,0.130000,-0.001062,-0.029760,0.130656,0.018529,0.140046,-0.153469,0.208588,19.341000
0.221,-0.018500,-0.026235,0.130000,-0.001060,-0.029761,0.130656,0.018540,0.140077,-0.153523,0.208649,17.866000
0.246,-0.018500,-0.026150,0.130000,-0.001056,-0.029760,0.130655,0.018550,0.140118,-0.153576,0.208717,18.229000
0.271,-0.018500,-0.026065,0.130000,-0.001054,-0.029759,0.130656,0.018553,0.140153,-0.153608,0.208765,18.919000
0.295,-0.018500,-0.025980,0.130000,-0.001058,-0.029756,0.130657,0.018550,0.140176,-0.153605,0.208777,19.923000
0.321,-0.018500,-0.025895,0.130000,-0.001066,-0.029752,0.130659,0.018543,0.140182,-0.153571,0.208756,19.710000
0.345,-0.018500,-0.025810,0.130000,-0.001075,-0.029748,0.130662,0.018533,0.140170,-0.153527,0.208714,19.287000
